Subject,a_gain,a_loss,beta
1.0,1.0,0.027594729706783516,20.0
2.0,0.11011877779256271,0.09683512270445378,20.0
3.0,1.0,1.0,13.295855338371679
4.0,1.0,1.0,15.638688057950823
5.0,1.0,0.024176684138506724,20.0
6.0,0.9957932552108157,0.49544191077326993,20.0
7.0,0.02260676783840258,1.0,20.0
8.0,1.0,0.024176684361460792,20.0
9.0,0.28314397433475846,1.0,13.520521640275758
10.0,1.0,1.0,16.138458656363103
11.0,0.9999999702587782,0.028555167633521037,20.0
12.0,1.0,1.0,13.688189161478958
13.0,0.8941952620434886,0.05185728560394536,6.505038858542511
14.0,1.0,1.0,17.37288829940266
15.0,0.4291838062490373,0.9125446650321881,0.7075755140416421
16.0,0.016881230758531852,0.0110586893421371,20.0
17.0,1.0,0.34176367457307083,17.7757865519926
18.0,0.02613045232933082,0.028656690076195014,20.0
19.0,0.021975265885571884,1.0,20.0
20.0,1.0,1.0,13.192156048500053
21.0,1.0,0.34149411862471835,17.90366058240525
22.0,1.0,0.014620500094236714,20.0
23.0,1.0,1.0,14.683347812792713
24.0,0.9896037048013164,0.5487572671955295,1.1379442636433277
25.0,1.0,0.49396304671880353,11.581756200385461
26.0,0.023153603181012505,1.0,20.0
27.0,0.5698030745512541,1.0,14.89240352972024
28.0,0.9999978088082895,0.5060451549178248,11.566565543505476
29.0,1.0,0.0,11.93610795840816
30.0,0.8951823698921714,0.4783770370156888,12.24225874549741
31.0,0.9902698651144004,1.0,19.814038256389107
32.0,1.0,1.0,13.437158841111376
33.0,1.0,1.0,12.877466040100408
34.0,1.0,1.0,20.0
35.0,0.008788725125942642,1.0,19.10143663734959
36.0,1.0,1.0,13.685815067692442
37.0,0.6899332763672777,0.4131120584629287,17.06056612151115
38.0,1.0,1.0,15.017650071255861
39.0,0.8189736697504401,0.8276569113415253,17.03761115263074
40.0,1.0,1.0,16.208300807377164
41.0,1.0,1.0,12.419126307779905
42.0,1.0,1.0,12.806906202483626
43.0,1.0,1.0,12.512253608481851
44.0,1.0,1.0,20.0
45.0,1.0,1.0,12.493908003599618
46.0,1.0,1.0,14.209152800398769
47.0,0.8691206723184696,0.4858426008497748,11.513026121163502
48.0,1.0,1.0,16.215635323291032
49.0,1.0,1.0,15.7018407986613
50.0,0.8395042249324007,0.5025402775413446,6.9803945211650955
51.0,1.0,1.0,20.0
52.0,1.0,1.0,14.85418645809609
53.0,0.7486848954861609,1.0,18.24077601854507
54.0,1.0,1.0,17.8552135098028
55.0,1.0,1.0,18.875425562124384
56.0,1.0,1.0,20.0
57.0,1.0,1.0,16.71560160654164
58.0,1.0,1.0,12.113168847301125
59.0,0.7242423906586835,1.0,17.68452037781915
60.0,1.0,1.0,16.308026660149828
61.0,1.0,1.0,20.0
62.0,0.8316493182877428,0.45978988207545485,13.29145311066762
63.0,1.0,0.33421271332990443,18.805851072640852
64.0,0.784231955651779,1.0,15.199363845009843
65.0,1.0,1.0,19.394167677514798
66.0,0.9290586983172235,0.500056442619877,12.612246992053835
67.0,1.0,1.0,14.445553091537684
68.0,1.0,1.0,20.0
69.0,1.0,0.3827536036751767,20.0
70.0,0.7550136982342518,0.4362315495872542,13.220728741654453
71.0,0.2788535560791675,1.0,12.697222447573719
72.0,0.912153067602455,0.480728924876483,19.77212754122861
73.0,0.0675896169735668,1.0,14.309139712137885
74.0,1.0,0.34055795904288366,20.0
75.0,0.7172600765840266,0.9358830719275861,20.0
76.0,0.8005661599015702,1.0,16.94466477874142
77.0,1.0,1.0,12.929162662128304
78.0,1.0,1.0,15.80776369783067
79.0,1.0,1.0,12.14174374192148
80.0,0.9580616711344814,0.4959370369757855,10.751341287596908
81.0,1.0,1.0,13.770932979235253
82.0,0.8672183918410702,0.27350893457770875,20.0
83.0,1.0,0.38275517470193215,20.0
84.0,1.0,1.0,15.416870473552875
85.0,1.0,0.0,12.310499445771276
86.0,0.8578483255035291,0.46773090693540276,12.575212441725924
87.0,0.7678976368177423,1.0,20.0
88.0,1.0,0.33614962900677203,20.0
89.0,1.0,1.0,14.335457027323814
90.0,0.9871998749264242,1.0,13.594984879124976
91.0,1.0,1.0,13.84266160309558
92.0,0.8815542567247562,1.0,13.194408707135004
93.0,1.0,1.0,12.023049613384053
94.0,1.0,1.0,19.294158354439787
95.0,0.0330879267226738,1.0,14.557649012933036
96.0,1.0,1.0,15.293323366437043
97.0,1.0,0.41832517315787454,15.298150045461925
98.0,1.0,1.0,20.0
99.0,0.8404694790774203,0.4628470538625251,12.283784170054087
100.0,1.0,1.0,15.09691651765569
101.0,1.0,0.34595015179420274,19.928863375606873
102.0,1.0,1.0,19.951866084381727
103.0,1.0,1.0,11.901547242893125
104.0,0.9905148677926086,1.0,12.25427566999289
105.0,1.0,1.0,19.604281740498042
106.0,1.0,1.0,12.243632070783129
107.0,0.96823461771151,0.8059925143938236,14.928491406471124
108.0,1.0,1.0,15.78418042057341
109.0,1.0,1.0,16.42383742305642
110.0,0.020873117279444665,1.0,20.0
111.0,1.0,1.0,19.829384390574226
112.0,0.8195702333904156,0.5020439995827171,19.944921945067215
113.0,1.0,1.0,13.371289209253652
114.0,1.0,1.0,15.445337407200347
115.0,1.0,1.0,15.678367042706913
116.0,0.8860929392194055,1.0,17.6045176576771
117.0,1.0,1.0,20.0
118.0,1.0,1.0,12.89598544621194
119.0,1.0,1.0,17.621276047637267
120.0,1.0,1.0,13.520258259464756
121.0,0.8315915286284455,1.0,13.690805303864884
122.0,1.0,1.0,13.007878461164989
123.0,1.0,1.0,18.53159986157492
124.0,1.0,1.0,16.343228868801642
125.0,0.1439702138632154,1.0,13.740196450189526
126.0,1.0,1.0,16.074734879995244
127.0,1.0,1.0,13.234268469997824
128.0,1.0,1.0,18.31302204829699
129.0,0.8128241907392377,0.8522850104907063,20.0
130.0,1.0,1.0,18.366268692886315
131.0,0.19699914995740753,1.0,13.485529655731376
132.0,0.058373825987050446,1.0,5.778827990709558
133.0,0.9883162783695766,1.0,20.0
134.0,1.0,1.0,13.216977629729849
135.0,1.0,1.0,12.697300448381169
136.0,0.8510280820359317,1.0,20.0
137.0,0.8589781099120442,1.0,17.24361454430199
138.0,1.0,1.0,12.416873453799036
139.0,1.0,1.0,14.120513652033367
140.0,1.0,1.0,12.053807405070227
141.0,1.0,1.0,17.06965149334479
142.0,1.0,1.0,18.28406803729237
143.0,1.0,1.0,13.074616490302079
144.0,1.0,1.0,17.88812485893707
145.0,1.0,1.0,14.226559659355031
146.0,1.0,1.0,20.0
147.0,1.0,1.0,15.90304717701971
148.0,1.0,1.0,14.334169272268106
149.0,1.0,1.0,15.191295879724784
150.0,1.0,0.9570566611936181,20.0
151.0,1.0,0.6560043343401745,19.27850478529492
152.0,1.0,1.0,13.093361455836252
153.0,1.0,1.0,20.0
154.0,1.0,1.0,13.740895304447205
155.0,1.0,1.0,13.210248719577162
156.0,1.0,1.0,14.971241383775752
157.0,1.0,1.0,20.0
158.0,1.0,1.0,14.621819948167996
159.0,1.0,1.0,13.283803648378125
160.0,1.0,1.0,13.858106279377424
161.0,0.9653946594290472,1.0,14.569244377736867
162.0,1.0,1.0,20.0
163.0,0.8658160963039306,1.0,20.0
164.0,0.4049523904116318,1.0,18.794395797138225
165.0,1.0,1.0,18.74499614452006
166.0,1.0,1.0,14.982562012784415
167.0,1.0,1.0,13.542269162713469
168.0,1.0,1.0,13.504976597993359
169.0,1.0,1.0,12.564557069471437
170.0,1.0,1.0,13.320729368869966
171.0,1.0,0.6345187305315797,13.330350680455082
172.0,1.0,1.0,20.0
173.0,1.0,1.0,12.84959323042982
174.0,0.915167720541618,1.0,14.901858910708555
175.0,1.0,1.0,13.701805461959419
176.0,1.0,1.0,8.290765004109685
177.0,1.0,1.0,14.063544061953202
178.0,1.0,1.0,14.143329902131171
179.0,1.0,1.0,12.69496138503838
180.0,1.0,1.0,16.1078030952935
181.0,1.0,1.0,17.302462321350344
182.0,1.0,1.0,14.79486880287804
183.0,1.0,1.0,12.592972489255686
184.0,1.0,1.0,14.558763681229879
185.0,1.0,1.0,16.747975142263765
186.0,1.0,1.0,15.247055706592553
187.0,1.0,1.0,12.25209980435054
188.0,1.0,1.0,20.0
189.0,1.0,1.0,12.401548549918132
190.0,0.844603559553785,1.0,20.0
191.0,1.0,1.0,13.608822508784645
192.0,1.0,1.0,12.41267105735582
193.0,1.0,1.0,20.0
194.0,1.0,1.0,16.254784708654924
195.0,1.0,1.0,16.60233073286993
196.0,1.0,1.0,14.786155490920592
197.0,1.0,1.0,18.01013972266579
198.0,1.0,1.0,18.380727864492854
199.0,0.7498067454080017,0.9805541826978563,16.78763952121985
200.0,1.0,1.0,14.537419809613908
201.0,1.0,1.0,13.1692128028624
202.0,1.0,1.0,16.074564756139498
203.0,1.0,1.0,12.50888128879273
204.0,1.0,1.0,17.53034964071272
205.0,1.0,1.0,20.0
206.0,1.0,1.0,12.263711310777051
207.0,1.0,1.0,12.036990307563688
208.0,1.0,1.0,16.942916679502943
209.0,0.7603808105481987,0.7423742629820034,20.0
210.0,1.0,1.0,20.0
211.0,1.0,1.0,12.152021543122313
212.0,1.0,1.0,14.004455594979827
213.0,1.0,1.0,15.108246943666286
214.0,1.0,1.0,15.20999585363348
215.0,1.0,1.0,20.0
216.0,1.0,1.0,13.160929854906147
217.0,1.0,1.0,19.21793227851338
218.0,0.35607659991661567,1.0,13.526026747000685
219.0,0.8302620155966263,0.990564425629322,17.498910615625682
220.0,1.0,1.0,12.778093356987451
221.0,1.0,1.0,14.325243895429072
222.0,1.0,1.0,14.064358118676024
223.0,1.0,1.0,20.0
224.0,1.0,1.0,13.156471156538295
225.0,1.0,1.0,20.0
226.0,1.0,1.0,17.95469320359195
