Alpha_gain,Alpha_loss,Beta,Choice,Decay,Stim_Sequence,Subject,Trial,Trustee_Response
0.2,0.6,16,1,0.0,0,349,30.0,1
0.2,0.6,16,1,0.0,0,349,31.0,1
0.2,0.6,16,1,0.0,2,349,32.0,0
0.2,0.6,16,1,0.0,0,349,33.0,0
0.2,0.6,16,1,0.0,1,349,34.0,1
0.2,0.6,16,1,0.0,0,349,35.0,1
0.2,0.6,16,1,0.0,2,349,36.0,0
0.2,0.6,16,1,0.0,1,349,37.0,1
0.2,0.6,16,1,0.0,2,349,38.0,0
0.2,0.6,16,1,0.0,0,349,39.0,0
0.2,0.6,16,1,0.0,0,349,40.0,1
0.2,0.6,16,1,0.0,1,349,41.0,0
0.2,0.6,16,1,0.0,0,349,42.0,1
0.2,0.6,16,1,0.0,2,349,43.0,0
0.2,0.6,16,1,0.0,1,349,44.0,1
0.2,0.6,16,1,0.0,0,349,45.0,1
0.2,0.6,16,1,0.2,2,350,1.0,0
0.2,0.6,16,4,0.2,0,350,2.0,1
0.2,0.6,16,4,0.2,0,350,3.0,1
0.2,0.6,16,4,0.2,0,350,4.0,1
0.2,0.6,16,4,0.2,0,350,5.0,1
0.2,0.6,16,3,0.2,2,350,6.0,0
0.2,0.6,16,2,0.2,1,350,7.0,1
0.2,0.6,16,4,0.2,1,350,8.0,1
0.2,0.6,16,4,0.2,1,350,9.0,1
0.2,0.6,16,1,0.2,2,350,10.0,0
0.2,0.6,16,4,0.2,1,350,11.0,1
0.2,0.6,16,4,0.2,1,350,12.0,1
0.2,0.6,16,1,0.2,2,350,13.0,0
0.2,0.6,16,4,0.2,1,350,14.0,1
0.2,0.6,16,1,0.2,2,350,15.0,0
0.2,0.6,16,1,0.2,2,350,16.0,0
0.2,0.6,16,2,0.2,2,350,17.0,0
0.2,0.6,16,1,0.2,2,350,18.0,0
0.2,0.6,16,1,0.2,2,350,19.0,0
0.2,0.6,16,4,0.2,1,350,20.0,0
0.2,0.6,16,1,0.2,1,350,21.0,1
0.2,0.6,16,4,0.2,0,350,22.0,1
0.2,0.6,16,1,0.2,1,350,23.0,1
0.2,0.6,16,4,0.2,0,350,24.0,1
0.2,0.6,16,4,0.2,0,350,25.0,1
0.2,0.6,16,1,0.2,2,350,26.0,0
0.2,0.6,16,1,0.2,1,350,27.0,1
0.2,0.6,16,1,0.2,2,350,28.0,0
0.2,0.6,16,1,0.2,2,350,29.0,0
0.2,0.6,16,1,0.2,1,350,30.0,1
0.2,0.6,16,4,0.2,0,350,31.0,1
0.2,0.6,16,1,0.2,1,350,32.0,0
0.2,0.6,16,1,0.2,1,350,33.0,0
0.2,0.6,16,4,0.2,0,350,34.0,1
0.2,0.6,16,4,0.2,0,350,35.0,1
0.2,0.6,16,1,0.2,2,350,36.0,0
0.2,0.6,16,4,0.2,0,350,37.0,1
0.2,0.6,16,4,0.2,0,350,38.0,1
0.2,0.6,16,3,0.2,1,350,39.0,0
0.2,0.6,16,4,0.2,0,350,40.0,1
0.2,0.6,16,1,0.2,2,350,41.0,0
0.2,0.6,16,4,0.2,0,350,42.0,1
0.2,0.6,16,1,0.2,1,350,43.0,1
0.2,0.6,16,2,0.2,2,350,44.0,0
0.2,0.6,16,4,0.2,0,350,45.0,1
0.2,0.6,16,2,0.4,1,351,1.0,1
0.2,0.6,16,4,0.4,2,351,2.0,0
0.2,0.6,16,1,0.4,2,351,3.0,0
0.2,0.6,16,1,0.4,2,351,4.0,0
0.2,0.6,16,4,0.4,0,351,5.0,1
0.2,0.6,16,4,0.4,0,351,6.0,1
0.2,0.6,16,3,0.4,1,351,7.0,0
0.2,0.6,16,1,0.4,2,351,8.0,0
0.2,0.6,16,4,0.4,0,351,9.0,0
0.2,0.6,16,1,0.4,0,351,10.0,1
0.2,0.6,16,3,0.4,2,351,11.0,0
0.2,0.6,16,1,0.4,0,351,12.0,1
0.2,0.6,16,1,0.4,2,351,13.0,0
0.2,0.6,16,1,0.4,0,351,14.0,1
0.2,0.6,16,1,0.4,0,351,15.0,1
0.2,0.6,16,1,0.4,2,351,16.0,0
0.2,0.6,16,2,0.4,0,351,17.0,1
0.2,0.6,16,2,0.4,1,351,18.0,1
0.2,0.6,16,4,0.4,1,351,19.0,1
0.2,0.6,16,1,0.4,2,351,20.0,0
0.2,0.6,16,4,0.4,0,351,21.0,0
0.2,0.6,16,4,0.4,1,351,22.0,1
0.2,0.6,16,1,0.4,0,351,23.0,1
0.2,0.6,16,3,0.4,2,351,24.0,0
0.2,0.6,16,4,0.4,1,351,25.0,1
0.2,0.6,16,1,0.4,2,351,26.0,0
0.2,0.6,16,4,0.4,1,351,27.0,1
0.2,0.6,16,4,0.4,1,351,28.0,1
0.2,0.6,16,4,0.4,1,351,29.0,1
0.2,0.6,16,4,0.4,1,351,30.0,0
0.2,0.6,16,4,0.4,0,351,31.0,1
0.2,0.6,16,4,0.4,0,351,32.0,1
0.2,0.6,16,1,0.4,1,351,33.0,1
0.2,0.6,16,4,0.4,0,351,34.0,1
0.2,0.6,16,4,0.4,2,351,35.0,0
0.2,0.6,16,1,0.4,1,351,36.0,1
0.2,0.6,16,1,0.4,2,351,37.0,0
0.2,0.6,16,1,0.4,2,351,38.0,0
0.2,0.6,16,4,0.4,0,351,39.0,1
0.2,0.6,16,4,0.4,0,351,40.0,1
0.2,0.6,16,1,0.4,2,351,41.0,0
0.2,0.6,16,3,0.4,1,351,42.0,1
0.2,0.6,16,4,0.4,1,351,43.0,0
0.2,0.6,16,1,0.4,2,351,44.0,0
0.2,0.6,16,1,0.4,1,351,45.0,1
0.2,0.6,16,3,0.6,0,352,1.0,1
0.2,0.6,16,4,0.6,0,352,2.0,1
0.2,0.6,16,3,0.6,1,352,3.0,1
0.2,0.6,16,1,0.6,2,352,4.0,0
0.2,0.6,16,4,0.6,0,352,5.0,1
0.2,0.6,16,4,0.6,1,352,6.0,0
0.2,0.6,16,4,0.6,0,352,7.0,1
0.2,0.6,16,1,0.6,1,352,8.0,0
0.2,0.6,16,4,0.6,2,352,9.0,0
0.2,0.6,16,4,0.6,0,352,10.0,1
0.2,0.6,16,1,0.6,1,352,11.0,1
0.2,0.6,16,1,0.6,2,352,12.0,0
0.2,0.6,16,4,0.6,0,352,13.0,1
0.2,0.6,16,4,0.6,0,352,14.0,1
0.2,0.6,16,2,0.6,2,352,15.0,0
0.2,0.6,16,1,0.6,2,352,16.0,0
0.2,0.6,16,4,0.6,0,352,17.0,1
0.2,0.6,16,1,0.6,2,352,18.0,0
0.2,0.6,16,1,0.6,1,352,19.0,1
0.2,0.6,16,2,0.6,1,352,20.0,0
0.2,0.6,16,1,0.6,1,352,21.0,1
0.2,0.6,16,1,0.6,1,352,22.0,1
0.2,0.6,16,1,0.6,0,352,23.0,1
0.2,0.6,16,1,0.6,1,352,24.0,1
0.2,0.6,16,1,0.6,2,352,25.0,0
0.2,0.6,16,1,0.6,1,352,26.0,1
0.2,0.6,16,1,0.6,1,352,27.0,0
0.2,0.6,16,1,0.6,2,352,28.0,1
0.2,0.6,16,1,0.6,2,352,29.0,0
0.2,0.6,16,3,0.6,0,352,30.0,1
0.2,0.6,16,4,0.6,0,352,31.0,1
0.2,0.6,16,4,0.6,0,352,32.0,1
0.2,0.6,16,4,0.6,0,352,33.0,1
0.2,0.6,16,2,0.6,2,352,34.0,0
0.2,0.6,16,3,0.6,1,352,35.0,0
0.2,0.6,16,1,0.6,2,352,36.0,0
0.2,0.6,16,1,0.6,1,352,37.0,0
0.2,0.6,16,1,0.6,1,352,38.0,1
0.2,0.6,16,2,0.6,2,352,39.0,0
0.2,0.6,16,1,0.6,0,352,40.0,1
0.2,0.6,16,3,0.6,1,352,41.0,1
0.2,0.6,16,1,0.6,2,352,42.0,0
0.2,0.6,16,3,0.6,0,352,43.0,1
0.2,0.6,16,1,0.6,2,352,44.0,0
0.2,0.6,16,3,0.6,2,352,45.0,0
0.2,0.6,16,1,0.8,1,353,1.0,1
0.2,0.6,16,3,0.8,1,353,2.0,1
0.2,0.6,16,1,0.8,0,353,3.0,1
0.2,0.6,16,4,0.8,0,353,4.0,1
0.2,0.6,16,3,0.8,1,353,5.0,1
0.2,0.6,16,3,0.8,2,353,6.0,0
0.2,0.6,16,4,0.8,1,353,7.0,1
0.2,0.6,16,4,0.8,0,353,8.0,1
0.2,0.6,16,1,0.8,2,353,9.0,1
0.2,0.6,16,4,0.8,1,353,10.0,1
0.2,0.6,16,3,0.8,2,353,11.0,0
0.2,0.6,16,4,0.8,1,353,12.0,1
0.2,0.6,16,1,0.8,2,353,13.0,0
0.2,0.6,16,1,0.8,0,353,14.0,1
0.2,0.6,16,3,0.8,0,353,15.0,1
0.2,0.6,16,4,0.8,0,353,16.0,1
0.2,0.6,16,2,0.8,2,353,17.0,0
0.2,0.6,16,1,0.8,2,353,18.0,0
0.2,0.6,16,1,0.8,2,353,19.0,0
0.2,0.6,16,1,0.8,2,353,20.0,0
0.2,0.6,16,4,0.8,0,353,21.0,1
0.2,0.6,16,4,0.8,1,353,22.0,0
0.2,0.6,16,4,0.8,2,353,23.0,0
0.2,0.6,16,1,0.8,0,353,24.0,1
0.2,0.6,16,2,0.8,0,353,25.0,1
0.2,0.6,16,1,0.8,2,353,26.0,0
0.2,0.6,16,4,0.8,0,353,27.0,1
0.2,0.6,16,3,0.8,2,353,28.0,0
0.2,0.6,16,4,0.8,1,353,29.0,1
0.2,0.6,16,4,0.8,1,353,30.0,1
0.2,0.6,16,1,0.8,2,353,31.0,0
0.2,0.6,16,4,0.8,1,353,32.0,0
0.2,0.6,16,1,0.8,1,353,33.0,1
0.2,0.6,16,1,0.8,1,353,34.0,1
0.2,0.6,16,1,0.8,0,353,35.0,1
0.2,0.6,16,2,0.8,1,353,36.0,1
0.2,0.6,16,1,0.8,0,353,37.0,0
0.2,0.6,16,3,0.8,2,353,38.0,1
0.2,0.6,16,4,0.8,2,353,39.0,0
0.2,0.6,16,2,0.8,0,353,40.0,0
0.2,0.6,16,2,0.8,1,353,41.0,1
0.2,0.6,16,2,0.8,2,353,42.0,1
0.2,0.6,16,1,0.8,0,353,43.0,1
0.2,0.6,16,3,0.8,1,353,44.0,0
0.2,0.6,16,1,0.8,0,353,45.0,1
0.2,0.6,16,1,1.0,0,354,1.0,1
0.2,0.6,16,2,1.0,2,354,2.0,0
0.2,0.6,16,3,1.0,0,354,3.0,1
0.2,0.6,16,1,1.0,1,354,4.0,0
0.2,0.6,16,4,1.0,0,354,5.0,1
0.2,0.6,16,2,1.0,2,354,6.0,0
0.2,0.6,16,4,1.0,0,354,7.0,1
0.2,0.6,16,2,1.0,2,354,8.0,0
0.2,0.6,16,1,1.0,1,354,9.0,1
0.2,0.6,16,4,1.0,0,354,10.0,0
0.2,0.6,16,1,1.0,2,354,11.0,0
0.2,0.6,16,1,1.0,1,354,12.0,0
0.2,0.6,16,1,1.0,2,354,13.0,0
0.2,0.6,16,2,1.0,1,354,14.0,1
0.2,0.6,16,3,1.0,0,354,15.0,1
0.2,0.6,16,4,1.0,0,354,16.0,1
0.2,0.6,16,2,1.0,2,354,17.0,0
0.2,0.6,16,2,1.0,0,354,18.0,1
0.2,0.6,16,4,1.0,1,354,19.0,1
0.2,0.6,16,4,1.0,1,354,20.0,1
0.2,0.6,16,2,1.0,2,354,21.0,0
0.2,0.6,16,4,1.0,1,354,22.0,1
0.2,0.6,16,3,1.0,2,354,23.0,0
0.2,0.6,16,1,1.0,1,354,24.0,1
0.2,0.6,16,1,1.0,0,354,25.0,0
0.2,0.6,16,1,1.0,2,354,26.0,0
0.2,0.6,16,4,1.0,2,354,27.0,0
0.2,0.6,16,1,1.0,2,354,28.0,0
0.2,0.6,16,4,1.0,1,354,29.0,0
0.2,0.6,16,1,1.0,1,354,30.0,1
0.2,0.6,16,2,1.0,2,354,31.0,0
0.2,0.6,16,1,1.0,1,354,32.0,1
0.2,0.6,16,2,1.0,2,354,33.0,0
0.2,0.6,16,1,1.0,0,354,34.0,1
0.2,0.6,16,1,1.0,0,354,35.0,1
0.2,0.6,16,1,1.0,2,354,36.0,0
0.2,0.6,16,4,1.0,0,354,37.0,1
0.2,0.6,16,4,1.0,0,354,38.0,1
0.2,0.6,16,2,1.0,1,354,39.0,0
0.2,0.6,16,1,1.0,2,354,40.0,0
0.2,0.6,16,2,1.0,0,354,41.0,1
0.2,0.6,16,3,1.0,1,354,42.0,1
0.2,0.6,16,4,1.0,1,354,43.0,0
0.2,0.6,16,4,1.0,0,354,44.0,1
0.2,0.6,16,3,1.0,1,354,45.0,0
0.2,0.6,20,3,0.0,0,355,1.0,1
0.2,0.6,20,1,0.0,1,355,2.0,1
0.2,0.6,20,2,0.0,1,355,3.0,1
0.2,0.6,20,4,0.0,0,355,4.0,0
0.2,0.6,20,4,0.0,1,355,5.0,0
0.2,0.6,20,2,0.0,2,355,6.0,0
0.2,0.6,20,1,0.0,2,355,7.0,0
0.2,0.6,20,1,0.0,1,355,8.0,1
0.2,0.6,20,1,0.0,2,355,9.0,0
0.2,0.6,20,1,0.0,2,355,10.0,0
0.2,0.6,20,1,0.0,2,355,11.0,0
0.2,0.6,20,1,0.0,0,355,12.0,0
0.2,0.6,20,1,0.0,1,355,13.0,0
0.2,0.6,20,1,0.0,2,355,14.0,0
0.2,0.6,20,1,0.0,1,355,15.0,1
0.2,0.6,20,1,0.0,1,355,16.0,1
0.2,0.6,20,1,0.0,2,355,17.0,0
0.2,0.6,20,1,0.0,2,355,18.0,0
0.2,0.6,20,1,0.0,2,355,19.0,0
0.2,0.6,20,1,0.0,1,355,20.0,1
0.2,0.6,20,1,0.0,0,355,21.0,1
0.2,0.6,20,1,0.0,2,355,22.0,0
0.2,0.6,20,1,0.0,1,355,23.0,0
0.2,0.6,20,1,0.0,1,355,24.0,0
0.2,0.6,20,1,0.0,0,355,25.0,1
0.2,0.6,20,1,0.0,0,355,26.0,1
0.2,0.6,20,1,0.0,0,355,27.0,1
0.2,0.6,20,1,0.0,1,355,28.0,1
0.2,0.6,20,1,0.0,1,355,29.0,1
0.2,0.6,20,1,0.0,0,355,30.0,1
0.2,0.6,20,1,0.0,0,355,31.0,1
0.2,0.6,20,1,0.0,0,355,32.0,1
0.2,0.6,20,1,0.0,2,355,33.0,1
0.2,0.6,20,1,0.0,0,355,34.0,1
0.2,0.6,20,1,0.0,1,355,35.0,1
0.2,0.6,20,1,0.0,0,355,36.0,1
0.2,0.6,20,1,0.0,0,355,37.0,1
0.2,0.6,20,1,0.0,1,355,38.0,0
0.2,0.6,20,1,0.0,2,355,39.0,0
0.2,0.6,20,1,0.0,0,355,40.0,1
0.2,0.6,20,1,0.0,2,355,41.0,0
0.2,0.6,20,1,0.0,1,355,42.0,0
0.2,0.6,20,1,0.0,2,355,43.0,0
0.2,0.6,20,1,0.0,2,355,44.0,0
0.2,0.6,20,1,0.0,0,355,45.0,1
0.2,0.6,20,2,0.2,0,356,1.0,1
0.2,0.6,20,2,0.2,2,356,2.0,0
0.2,0.6,20,1,0.2,1,356,3.0,1
0.2,0.6,20,4,0.2,0,356,4.0,0
0.2,0.6,20,3,0.2,1,356,5.0,1
0.2,0.6,20,1,0.2,2,356,6.0,0
0.2,0.6,20,1,0.2,2,356,7.0,0
0.2,0.6,20,1,0.2,2,356,8.0,0
0.2,0.6,20,1,0.2,2,356,9.0,0
0.2,0.6,20,1,0.2,2,356,10.0,0
0.2,0.6,20,4,0.2,1,356,11.0,0
0.2,0.6,20,1,0.2,1,356,12.0,0
0.2,0.6,20,1,0.2,2,356,13.0,0
0.2,0.6,20,1,0.2,0,356,14.0,1
0.2,0.6,20,1,0.2,2,356,15.0,0
0.2,0.6,20,1,0.2,1,356,16.0,0
0.2,0.6,20,1,0.2,2,356,17.0,0
0.2,0.6,20,1,0.2,0,356,18.0,1
0.2,0.6,20,1,0.2,2,356,19.0,0
0.2,0.6,20,1,0.2,1,356,20.0,0
0.2,0.6,20,1,0.2,1,356,21.0,1
0.2,0.6,20,1,0.2,0,356,22.0,1
0.2,0.6,20,1,0.2,0,356,23.0,1
0.2,0.6,20,2,0.2,1,356,24.0,1
0.2,0.6,20,4,0.2,1,356,25.0,1
0.2,0.6,20,2,0.2,2,356,26.0,0
0.2,0.6,20,4,0.2,1,356,27.0,1
0.2,0.6,20,3,0.2,0,356,28.0,1
0.2,0.6,20,4,0.2,0,356,29.0,1
0.2,0.6,20,4,0.2,1,356,30.0,1
0.2,0.6,20,4,0.2,0,356,31.0,1
0.2,0.6,20,1,0.2,2,356,32.0,0
0.2,0.6,20,4,0.2,0,356,33.0,1
0.2,0.6,20,1,0.2,2,356,34.0,0
0.2,0.6,20,4,0.2,0,356,35.0,1
0.2,0.6,20,4,0.2,1,356,36.0,0
0.2,0.6,20,4,0.2,0,356,37.0,1
0.2,0.6,20,1,0.2,2,356,38.0,0
0.2,0.6,20,1,0.2,1,356,39.0,1
0.2,0.6,20,1,0.2,1,356,40.0,1
0.2,0.6,20,4,0.2,0,356,41.0,1
0.2,0.6,20,1,0.2,2,356,42.0,0
0.2,0.6,20,4,0.2,0,356,43.0,1
0.2,0.6,20,4,0.2,0,356,44.0,1
0.2,0.6,20,1,0.2,1,356,45.0,1
0.2,0.6,20,1,0.4,2,357,1.0,0
0.2,0.6,20,3,0.4,2,357,2.0,0
0.2,0.6,20,1,0.4,2,357,3.0,0
0.2,0.6,20,3,0.4,1,357,4.0,0
0.2,0.6,20,1,0.4,1,357,5.0,1
0.2,0.6,20,4,0.4,0,357,6.0,1
0.2,0.6,20,1,0.4,1,357,7.0,1
0.2,0.6,20,1,0.4,1,357,8.0,1
0.2,0.6,20,1,0.4,2,357,9.0,0
0.2,0.6,20,1,0.4,2,357,10.0,0
0.2,0.6,20,4,0.4,0,357,11.0,1
0.2,0.6,20,1,0.4,2,357,12.0,0
0.2,0.6,20,4,0.4,0,357,13.0,1
0.2,0.6,20,1,0.4,1,357,14.0,1
0.2,0.6,20,1,0.4,1,357,15.0,1
0.2,0.6,20,1,0.4,1,357,16.0,1
0.2,0.6,20,4,0.4,0,357,17.0,1
0.2,0.6,20,4,0.4,0,357,18.0,1
0.2,0.6,20,4,0.4,0,357,19.0,1
0.2,0.6,20,4,0.4,0,357,20.0,1
0.2,0.6,20,4,0.4,0,357,21.0,1
0.2,0.6,20,3,0.4,2,357,22.0,0
0.2,0.6,20,3,0.4,1,357,23.0,0
0.2,0.6,20,4,0.4,0,357,24.0,1
0.2,0.6,20,4,0.4,0,357,25.0,1
0.2,0.6,20,4,0.4,0,357,26.0,1
0.2,0.6,20,1,0.4,1,357,27.0,1
0.2,0.6,20,4,0.4,0,357,28.0,1
0.2,0.6,20,2,0.4,2,357,29.0,0
0.2,0.6,20,4,0.4,0,357,30.0,1
0.2,0.6,20,1,0.4,2,357,31.0,0
0.2,0.6,20,1,0.4,2,357,32.0,0
0.2,0.6,20,1,0.4,2,357,33.0,0
0.2,0.6,20,3,0.4,1,357,34.0,1
0.2,0.6,20,1,0.4,2,357,35.0,0
0.2,0.6,20,4,0.4,0,357,36.0,1
0.2,0.6,20,4,0.4,1,357,37.0,1
0.2,0.6,20,1,0.4,2,357,38.0,0
0.2,0.6,20,2,0.4,2,357,39.0,1
0.2,0.6,20,4,0.4,1,357,40.0,1
0.2,0.6,20,4,0.4,2,357,41.0,0
0.2,0.6,20,4,0.4,1,357,42.0,0
0.2,0.6,20,4,0.4,0,357,43.0,1
0.2,0.6,20,1,0.4,1,357,44.0,1
0.2,0.6,20,1,0.4,1,357,45.0,1
0.2,0.6,20,4,0.6,1,358,1.0,0
0.2,0.6,20,4,0.6,0,358,2.0,1
0.2,0.6,20,4,0.6,0,358,3.0,1
0.2,0.6,20,3,0.6,2,358,4.0,0
0.2,0.6,20,1,0.6,1,358,5.0,1
0.2,0.6,20,1,0.6,2,358,6.0,0
0.2,0.6,20,3,0.6,1,358,7.0,1
0.2,0.6,20,1,0.6,2,358,8.0,0
0.2,0.6,20,1,0.6,2,358,9.0,0
0.2,0.6,20,4,0.6,1,358,10.0,0
0.2,0.6,20,1,0.6,1,358,11.0,0
0.2,0.6,20,1,0.6,1,358,12.0,1
0.2,0.6,20,1,0.6,0,358,13.0,1
0.2,0.6,20,1,0.6,1,358,14.0,1
0.2,0.6,20,2,0.6,1,358,15.0,1
0.2,0.6,20,4,0.6,0,358,16.0,1
0.2,0.6,20,4,0.6,0,358,17.0,1
0.2,0.6,20,3,0.6,2,358,18.0,0
0.2,0.6,20,4,0.6,0,358,19.0,1
0.2,0.6,20,1,0.6,2,358,20.0,0
0.2,0.6,20,4,0.6,0,358,21.0,1
0.2,0.6,20,1,0.6,2,358,22.0,0
0.2,0.6,20,1,0.6,1,358,23.0,1
0.2,0.6,20,2,0.6,2,358,24.0,0
0.2,0.6,20,3,0.6,1,358,25.0,1
0.2,0.6,20,2,0.6,0,358,26.0,1
0.2,0.6,20,4,0.6,0,358,27.0,1
0.2,0.6,20,4,0.6,0,358,28.0,1
0.2,0.6,20,4,0.6,0,358,29.0,1
0.2,0.6,20,1,0.6,2,358,30.0,0
0.2,0.6,20,3,0.6,1,358,31.0,1
0.2,0.6,20,4,0.6,1,358,32.0,1
0.2,0.6,20,4,0.6,0,358,33.0,1
0.2,0.6,20,4,0.6,0,358,34.0,1
0.2,0.6,20,4,0.6,2,358,35.0,0
0.2,0.6,20,1,0.6,2,358,36.0,0
0.2,0.6,20,4,0.6,1,358,37.0,1
0.2,0.6,20,1,0.6,2,358,38.0,0
0.2,0.6,20,4,0.6,1,358,39.0,1
0.2,0.6,20,2,0.6,2,358,40.0,0
0.2,0.6,20,1,0.6,2,358,41.0,0
0.2,0.6,20,4,0.6,1,358,42.0,1
0.2,0.6,20,4,0.6,0,358,43.0,1
0.2,0.6,20,4,0.6,0,358,44.0,1
0.2,0.6,20,1,0.6,2,358,45.0,0
0.2,0.6,20,4,0.8,0,359,1.0,1
0.2,0.6,20,1,0.8,2,359,2.0,0
0.2,0.6,20,3,0.8,2,359,3.0,0
0.2,0.6,20,4,0.8,1,359,4.0,1
0.2,0.6,20,4,0.8,1,359,5.0,1
0.2,0.6,20,3,0.8,2,359,6.0,0
0.2,0.6,20,2,0.8,0,359,7.0,1
0.2,0.6,20,4,0.8,0,359,8.0,1
0.2,0.6,20,4,0.8,1,359,9.0,1
0.2,0.6,20,4,0.8,0,359,10.0,1
0.2,0.6,20,4,0.8,0,359,11.0,1
0.2,0.6,20,4,0.8,2,359,12.0,0
0.2,0.6,20,1,0.8,2,359,13.0,0
0.2,0.6,20,4,0.8,0,359,14.0,1
0.2,0.6,20,1,0.8,2,359,15.0,0
0.2,0.6,20,1,0.8,1,359,16.0,1
0.2,0.6,20,2,0.8,0,359,17.0,1
0.2,0.6,20,4,0.8,0,359,18.0,1
0.2,0.6,20,4,0.8,2,359,19.0,0
0.2,0.6,20,1,0.8,2,359,20.0,0
0.2,0.6,20,3,0.8,1,359,21.0,0
0.2,0.6,20,1,0.8,1,359,22.0,0
0.2,0.6,20,1,0.8,0,359,23.0,1
0.2,0.6,20,4,0.8,0,359,24.0,1
0.2,0.6,20,3,0.8,1,359,25.0,0
0.2,0.6,20,4,0.8,2,359,26.0,0
0.2,0.6,20,4,0.8,0,359,27.0,1
0.2,0.6,20,1,0.8,2,359,28.0,0
0.2,0.6,20,1,0.8,1,359,29.0,0
0.2,0.6,20,1,0.8,2,359,30.0,0
0.2,0.6,20,2,0.8,1,359,31.0,1
0.2,0.6,20,2,0.8,0,359,32.0,1
0.2,0.6,20,4,0.8,0,359,33.0,1
0.2,0.6,20,4,0.8,0,359,34.0,1
0.2,0.6,20,2,0.8,1,359,35.0,1
0.2,0.6,20,4,0.8,2,359,36.0,0
0.2,0.6,20,1,0.8,2,359,37.0,0
0.2,0.6,20,4,0.8,1,359,38.0,1
0.2,0.6,20,4,0.8,1,359,39.0,1
0.2,0.6,20,4,0.8,2,359,40.0,0
0.2,0.6,20,4,0.8,1,359,41.0,1
0.2,0.6,20,4,0.8,1,359,42.0,1
0.2,0.6,20,3,0.8,0,359,43.0,1
0.2,0.6,20,4,0.8,2,359,44.0,0
0.2,0.6,20,4,0.8,1,359,45.0,0
0.2,0.6,20,2,1.0,1,360,1.0,1
0.2,0.6,20,2,1.0,2,360,2.0,0
0.2,0.6,20,1,1.0,2,360,3.0,0
0.2,0.6,20,2,1.0,0,360,4.0,1
0.2,0.6,20,4,1.0,1,360,5.0,1
0.2,0.6,20,1,1.0,2,360,6.0,0
0.2,0.6,20,4,1.0,0,360,7.0,1
0.2,0.6,20,3,1.0,1,360,8.0,1
0.2,0.6,20,2,1.0,2,360,9.0,0
0.2,0.6,20,2,1.0,1,360,10.0,1
0.2,0.6,20,4,1.0,1,360,11.0,0
0.2,0.6,20,1,1.0,1,360,12.0,0
0.2,0.6,20,2,1.0,2,360,13.0,0
0.2,0.6,20,1,1.0,0,360,14.0,1
0.2,0.6,20,2,1.0,2,360,15.0,0
0.2,0.6,20,4,1.0,0,360,16.0,1
0.2,0.6,20,4,1.0,2,360,17.0,0
0.2,0.6,20,1,1.0,2,360,18.0,0
0.2,0.6,20,4,1.0,2,360,19.0,0
0.2,0.6,20,1,1.0,2,360,20.0,0
0.2,0.6,20,2,1.0,2,360,21.0,0
0.2,0.6,20,1,1.0,2,360,22.0,0
0.2,0.6,20,4,1.0,0,360,23.0,1
0.2,0.6,20,4,1.0,0,360,24.0,0
0.2,0.6,20,1,1.0,0,360,25.0,1
0.2,0.6,20,3,1.0,1,360,26.0,1
0.2,0.6,20,4,1.0,0,360,27.0,0
0.2,0.6,20,1,1.0,0,360,28.0,1
0.2,0.6,20,2,1.0,0,360,29.0,1
0.2,0.6,20,3,1.0,1,360,30.0,0
0.2,0.6,20,1,1.0,0,360,31.0,1
0.2,0.6,20,1,1.0,2,360,32.0,0
0.2,0.6,20,1,1.0,1,360,33.0,0
0.2,0.6,20,1,1.0,1,360,34.0,1
0.2,0.6,20,3,1.0,1,360,35.0,1
0.2,0.6,20,3,1.0,2,360,36.0,0
0.2,0.6,20,1,1.0,0,360,37.0,1
0.2,0.6,20,1,1.0,1,360,38.0,0
0.2,0.6,20,1,1.0,1,360,39.0,0
0.2,0.6,20,3,1.0,2,360,40.0,0
0.2,0.6,20,1,1.0,1,360,41.0,0
0.2,0.6,20,3,1.0,1,360,42.0,1
0.2,0.6,20,3,1.0,0,360,43.0,1
0.2,0.6,20,4,1.0,0,360,44.0,1
0.2,0.6,20,4,1.0,0,360,45.0,1
0.2,0.8,0,2,0.0,2,361,1.0,0
0.2,0.8,0,3,0.0,0,361,2.0,1
0.2,0.8,0,3,0.0,2,361,3.0,0
0.2,0.8,0,3,0.0,1,361,4.0,0
0.2,0.8,0,1,0.0,0,361,5.0,0
0.2,0.8,0,4,0.0,1,361,6.0,0
0.2,0.8,0,2,0.0,2,361,7.0,0
0.2,0.8,0,4,0.0,2,361,8.0,0
0.2,0.8,0,4,0.0,1,361,9.0,1
0.2,0.8,0,3,0.0,1,361,10.0,0
0.2,0.8,0,2,0.0,1,361,11.0,0
0.2,0.8,0,1,0.0,0,361,12.0,1
0.2,0.8,0,2,0.0,1,361,13.0,1
0.2,0.8,0,1,0.0,1,361,14.0,1
0.2,0.8,0,4,0.0,2,361,15.0,0
0.2,0.8,0,4,0.0,2,361,16.0,0
0.2,0.8,0,4,0.0,1,361,17.0,1
0.2,0.8,0,1,0.0,2,361,18.0,0
0.2,0.8,0,1,0.0,0,361,19.0,1
0.2,0.8,0,1,0.0,1,361,20.0,1
0.2,0.8,0,2,0.0,2,361,21.0,0
0.2,0.8,0,2,0.0,0,361,22.0,1
0.2,0.8,0,2,0.0,1,361,23.0,1
0.2,0.8,0,2,0.0,1,361,24.0,1
0.2,0.8,0,1,0.0,2,361,25.0,0
