Subject,alpha,beta,decay,llh
1.0,0.0,1e-10,1.0,9.704060527839234
2.0,0.0,1e-10,1.0,9.704060527839234
3.0,1.0,0.33733369897151,0.5853585399345047,8.709375690253884
4.0,0.15713600010042722,0.8901368401192084,1.0,9.60167298110327
5.0,0.0,1e-10,1.0,9.704060527839234
6.0,0.0,1e-10,1.0,9.704060527839234
7.0,0.0,1e-10,1.0,9.704060527839234
8.0,0.9634888702646025,11.057973438183101,1.0,8.317766166719357
9.0,0.569771745438783,0.2454887084828711,1.0,9.60167298110327
10.0,0.0,1e-10,1.0,9.704060527839234
11.0,0.007764695424201749,20.0,0.0,9.059446781708024
12.0,0.0,1e-10,0.8623213831298537,9.704060527839234
13.0,0.0,0.4683090054920794,0.9181275631952304,9.704060527839234
14.0,0.0,1e-10,1.0,9.704060527839234
15.0,0.0,1e-10,1.0,9.704060527839234
16.0,0.04759866704810989,20.0,0.7235527782758172,8.105253052207807
17.0,1.0,20.0,0.8087516815033963,6.829094650632181
18.0,0.19225450071861544,0.03802738351817579,1.0,9.704060527839234
19.0,1.0,20.0,0.9416272199931794,8.384395166379827
20.0,1.0,0.13987253877869305,0.0,9.294510340895378
21.0,0.0,1e-10,1.0,9.704060527839234
22.0,0.527277839510601,0.794185103299173,1.0,9.704060527839234
23.0,0.0,1e-10,1.0,9.704060527839234
24.0,1.0,6.6743653072313345,1.0,6.931471809627642
25.0,0.0,1e-10,0.7568211217459183,9.704060527839234
26.0,0.0013377411664925961,20.0,0.0,9.66412009330739
27.0,0.0,1e-10,0.6256084735463374,9.704060527839234
28.0,0.0022459272290072324,20.0,0.0,9.637238751246326
29.0,1.0,1.978355649520172,0.9238176594091329,8.100294877676587
30.0,0.2508989236580853,0.557485627758149,1.0,9.396897887631344
31.0,0.018514446812888503,20.0,0.3254850707815099,8.128584903203857
32.0,1.0,0.06743666430351732,0.0,9.603486679240316
33.0,0.012998424750247373,20.0,0.1284769501609119,7.524187490900652
34.0,1.0,0.06743666228472373,0.0,9.603486679240316
35.0,0.0,1e-10,0.8589933790205412,9.704060527839234
36.0,1.0,0.08134188511762182,0.0,9.522564727024704
37.0,0.0,1e-10,1.0,9.704060527839234
38.0,0.0,1e-10,0.7975128210441417,9.704060527839234
39.0,0.6364282505208455,0.2197773989921642,0.3361503303742618,9.499285434367307
40.0,0.0,1e-10,1.0,9.704060527839234
41.0,0.0,1e-10,1.0,9.704060527839234
42.0,0.016032200963509376,20.0,0.07090263656947052,7.298543127059647
43.0,0.21017341496124783,0.21253966362197915,0.0,9.670642775254924
44.0,1.0,0.338174636424986,0.31302983232697235,8.622505974661642
45.0,0.0,1e-10,1.0,9.704060527839234
46.0,1.0,20.0,0.9339309247391332,6.976210749211205
47.0,1.0,0.04467018672652407,0.0,9.670642775254926
48.0,0.0,1e-10,1.0,9.704060527839234
49.0,0.0,1e-10,1.0,9.704060527839234
50.0,0.0,1e-10,0.8410211486477128,9.704060527839234
51.0,0.7890655517052239,0.17726352462863287,1.0,9.60167298110327
52.0,0.0,1e-10,0.5862137241950085,9.704060527839234
53.0,0.0,1e-10,1.0,9.704060527839234
54.0,0.012084514561743599,20.0,0.0,8.473420583516045
55.0,0.0,1e-10,1.0,9.704060527839234
56.0,0.0022564018684730703,20.0,0.0,9.636934687858371
57.0,0.22267521896233033,0.6281460082354365,1.0,9.60167298110327
58.0,0.0,1e-10,1.0,9.704060527839234
59.0,0.0,1e-10,1.0,9.704060527839234
60.0,0.0,0.7258196536184551,0.4178130409377472,9.704060527839234
61.0,0.2678948997171752,0.5221171851228511,1.0,9.60167298110327
62.0,0.0,1e-10,1.0,9.704060527839234
63.0,0.008432468350334362,20.0,0.7507716543265037,9.335226441151857
64.0,0.0,1e-10,1.0,9.704060527839234
65.0,0.0,1e-10,0.7638042228710994,9.704060527839234
66.0,0.0,1e-10,1.0,9.704060527839234
67.0,0.006685851022730123,20.0,1.0,9.605885770503109
68.0,0.0,1e-10,1.0,9.704060527839234
69.0,0.012084514461963108,20.0,0.2251415746725789,8.371033036780103
70.0,1.0,0.42201740046004854,0.18971385846100622,7.818635496340567
71.0,0.5841735867980188,0.23943657297198592,1.0,9.601672981103272
72.0,1.0,0.22466546250260774,0.0,8.75211893146123
73.0,0.0,1e-10,1.0,9.704060527839234
74.0,0.0,1e-10,1.0,9.704060527839234
75.0,0.00472237658491934,20.0,0.5967098233464164,9.43000633160003
76.0,0.15393891406918056,0.9086236704786187,1.0,9.60167298110327
77.0,0.0022511515396578074,20.0,0.0,9.637087130872043
78.0,0.0,1e-10,1.0,9.704060527839234
79.0,1.0,0.0674366640646255,0.0,9.603486679240314
80.0,0.014086377646185783,20.0,0.25416949959119756,8.821114428609967
81.0,0.6666686855081763,20.0,0.9924265311051108,8.218957156569948
82.0,0.0,1e-10,1.0,9.704060527839234
83.0,0.0,1e-10,1.0,9.704060527839234
84.0,0.007764695571589693,20.0,1.0,9.059446781708044
85.0,1.0,20.0,0.993007499256748,8.215388879680942
86.0,0.006957667955106251,20.0,0.0,9.398362993448947
87.0,1.0,20.0,0.8087516691017679,6.829094650632172
88.0,1.0,0.08134188198301556,0.0,9.522564727024704
89.0,0.2003215129802472,0.6982403105713592,1.0,9.60167298110327
90.0,0.3516227673520437,1e-10,1.0,9.704060527839234
91.0,0.9966959194139149,4.78806927764743,1.0,8.317766772500509
92.0,0.0,0.01909269062940111,0.8972867400916897,9.704060527839234
93.0,1.0,0.044670188195678764,0.0,9.670642775254924
94.0,0.0,1e-10,1.0,9.704060527839234
95.0,0.283172954372348,1.0035460235207705,0.2104472714792202,9.601672981103269
96.0,0.0,1e-10,0.5318443870190218,9.704060527839234
97.0,0.0,1e-10,1.0,9.704060527839234
98.0,0.5745278537666183,0.5871494155263931,1.0,8.811763236989847
99.0,0.4809241495134785,0.2908411854900926,0.0,9.29451034089538
100.0,1.0,20.0,1.0,8.317766166719343
101.0,0.32460676813114947,0.4308984281402854,1.0,9.60167298110327
102.0,0.004237941199523685,20.0,0.0,9.334364064217683
103.0,0.04713953330478458,20.0,1.0,8.456428404908984
104.0,0.0,1e-10,0.9889272711477938,9.704060527839234
105.0,0.0,0.8921767384558178,0.9070313371955829,9.704060527839234
106.0,1.0,13.601212742281806,0.0,4.1588830833596715
107.0,0.0,1e-10,0.2310283954738527,9.704060527839234
108.0,1.0,20.0,1.0,6.931471805599453
109.0,0.0,1e-10,0.4235904586821534,9.704060527839234
110.0,0.0,1e-10,1.0,9.704060527839234
111.0,1.0,0.13987253756748041,0.0,9.294510340895378
112.0,0.0,1e-10,1.0,9.704060527839234
113.0,0.09489029855161316,20.0,0.9345541572181194,8.238419780298345
114.0,0.0,1e-10,1.0,9.704060527839234
115.0,0.0,1e-10,1.0,9.704060527839234
116.0,0.5406202150729685,0.6239753429766776,0.0,8.811763236989847
117.0,0.004684642031587398,20.0,0.0,9.431998462860879
118.0,1.0,5.452228561224054,0.8398269954958166,8.112991152434645
119.0,1.0,20.0,0.0,8.317766166719343
120.0,1.0,20.0,0.952860454066579,8.456428404908975
121.0,0.0208731172098437,20.0,0.0,6.1842217453843515
122.0,0.01647059755933909,20.0,0.0,7.186664764204207
123.0,0.006680877420779403,20.0,0.05962709621316834,9.020863121835212
124.0,0.00788146487628736,20.0,0.06115398769013065,9.49419478327771
125.0,1.0,0.2578734912640327,0.040483113472029375,8.809359657616938
126.0,1.0,0.22466546512627447,0.0,8.75211893146123
127.0,0.09018065889733413,20.0,0.9108693196041812,7.8001537768061135
128.0,0.9834974866421294,10.015953220652772,0.6548032305001504,5.442789897743979
129.0,0.002256402560257508,20.0,0.7432667352743859,9.636934687858387
130.0,0.009687141920279117,20.0,0.12668074206257143,8.39625755878685
131.0,1.0,20.0,0.0,5.545177444479562
132.0,1.0,5.755929205879035,0.1640290453413365,6.931472375293678
133.0,1.0,7.4281074954929895,0.0,6.931471806019282
134.0,0.01995053983580153,20.0,0.2791756842872146,7.542860256954105
135.0,0.8556948369208646,5.824725915849365,1.0,8.317766487482276
136.0,0.021551924140540826,20.0,0.0,7.825850964425198
137.0,0.024176683400535415,20.0,0.0,6.460403151800888
138.0,1.0,0.13987253604479447,0.0,9.396897887631342
139.0,0.01995053983042715,20.0,0.0,7.542860256954126
140.0,0.015569398122322766,20.0,0.0,7.618903414121628
141.0,1.0,14.191357255184236,0.0,4.1588830833596715
142.0,1.0,8.793093824622783,0.0,4.158883083373658
143.0,1.0,13.24050669215386,0.0,4.1588830833596715
144.0,1.0,8.32593423989598,0.0,5.545177444522163
145.0,1.0,20.0,0.668640985119728,5.609877187567921
146.0,0.05923976838771989,20.0,0.019403160120938148,5.660260054507871
147.0,1.0,6.03596744605252,0.0,6.931471832943823
148.0,1.0,20.0,0.78310466512666,6.909527205800037
149.0,1.0,9.136013359990331,0.0,4.15888308336467
150.0,1.0,11.936885181492004,0.0,4.158883083359672
151.0,0.019950539805446206,20.0,0.0,7.542860256954121
152.0,1.0,13.316489572963611,0.0,4.1588830833596715
153.0,1.0,10.240823501350865,0.0,4.158883083359854
