Subject,a_gain,a_loss,beta,decay
1.0,0.0,0.39101171927033374,1e-10,1.0
2.0,1.0,1.0,0.13987253571993621,0.0
3.0,0.012084516158938113,0.007989038423222954,20.0,0.0
4.0,0.8155302042107243,0.9999999809626532,5.5375761660973755,0.8410804392821949
5.0,0.0,0.0,1e-10,0.9200905873137915
6.0,0.0,0.012945793390890192,1e-10,1.0
7.0,1.0,1.0,0.13987254067962193,0.0
8.0,0.008381389423190996,0.006351182889147804,20.0,0.0
9.0,0.0,1.0,4.675061493013237,1.0
10.0,0.0,0.0,1e-10,0.526297275671394
11.0,0.008456888291690194,1.0,14.13726065349922,0.4549908811681212
12.0,0.0,0.7924055658265936,1e-10,1.0
13.0,0.004192891900237125,0.027149158062168582,20.0,0.0
14.0,1.0,0.017814446760250544,20.0,0.0
15.0,0.024727034897958126,1.0,5.656117648184386,0.0
16.0,0.0,1.0,20.0,0.7017167028497986
17.0,0.0022564018051238017,1.0,20.0,0.0
18.0,0.0,0.5211585957549152,18.86431830263056,0.0
19.0,0.007764695799024318,1.0,20.0,0.0
20.0,0.0,1.0,20.0,0.0
21.0,0.41633327530284925,1.0,11.642916286972596,0.0
22.0,1.0,1.0,7.736567737797543,0.0
23.0,1.0,0.0,6.7417942095906325,0.0
24.0,1.0,0.46942622721692806,4.4346505458657965,0.0
25.0,0.0,0.02294227800805287,20.0,0.03589400213887843
26.0,0.0,1.0,10.138022070143025,0.0
27.0,0.008652654331417986,0.9838251755903451,16.165336739058304,3.987430098024353e-08
28.0,0.02280773045437041,1.0,6.1309147972821645,0.0
29.0,0.29646310615977756,1.0,20.0,0.0
30.0,0.007989039267954252,0.027179575556500746,20.0,0.0
31.0,0.0,1.0,7.005341543378675,0.0
32.0,0.0,1.0,20.0,0.0
33.0,0.08001628097436068,1.0,3.0919155794759345,0.14723154393451052
34.0,0.0,0.8013900546015599,20.0,0.0
35.0,1.0,1.0,5.273503497169691,0.9734802712565889
36.0,0.2895795027481807,1.0,20.0,0.0
37.0,0.8062054732349216,0.8567581571210877,9.986884387283865,0.0
38.0,0.5689164613282998,1.0,11.06043765767914,0.0
39.0,0.0,1.0,4.445475424082905,0.8162854369655634
40.0,0.024586901101883298,1.0,20.0,0.4711447865243043
41.0,0.0,1.0,5.7033552892863435,0.015186150392619325
42.0,0.024652532334871222,1.0,5.67358975885069,0.0
43.0,0.02464662260049131,1.0,3.4874767498089416,0.0
44.0,0.0,0.6288197184872402,16.55945039032928,0.0
45.0,0.6440855728063379,0.0,0.21716452987936458,1.0
46.0,0.007645401793823291,1.0,3.5971424781740047,0.0
47.0,0.603341192733951,1.0,14.59188054880924,0.0
48.0,0.0,1.0,12.308317465085462,0.0
49.0,0.0,1.0,14.392717841437761,0.6034969808373152
50.0,0.0,1.0,5.61372398912747,0.1347138930682525
51.0,0.0,1.0,10.01132899462792,0.0
52.0,0.0,1.0,6.880958725011741,0.8577372417743058
53.0,0.0,0.12155116588814574,1e-10,1.0
54.0,0.8549119693048839,1.0,13.236495632001873,0.0
55.0,0.07269239788431303,1.0,2.354539075979594,0.0
56.0,0.0,1.0,9.194649724172926,0.45769874781484554
57.0,0.05993982101910352,1.0,5.627266220443066,0.0
58.0,0.0,1.0,7.915611766072862,0.3584394676558687
59.0,0.044837239414607453,1.0,2.0342063169827975,0.0
60.0,0.014505545961780681,1.0,3.1849304745468525,0.0
61.0,0.014482897815953648,0.8898679877844801,9.657768493558146,0.07457983307918221
62.0,0.26914879739387165,1.0,13.735546231357263,0.0251084814493725
63.0,1.0,0.8263656536837506,10.987362581192341,1.0
64.0,1.0,1.0,11.453804210644991,0.0
65.0,0.9506156190071885,1.0,11.633549468127281,0.0
66.0,0.0,1.0,20.0,0.0
67.0,0.0,1.0,0.1398724995575113,1.0
68.0,0.0,1.0,4.438681193352702,1.0
69.0,1.0,0.8256085961342904,0.15448037716936835,0.7274826679218472
70.0,0.0,1.0,13.34852811529901,1.1102230246251565e-16
71.0,1.0,0.017870589655608615,0.13987253690820106,0.6521012433547801
72.0,0.8175448887850564,1.0,14.132344835129803,0.0
73.0,0.0,1.0,20.0,0.0
74.0,0.012112691154874736,1.0,20.0,0.7733836368710199
75.0,0.0,1.0,13.250646996865571,0.0
76.0,0.5633442845971112,1.0,8.539400210254243,0.0
77.0,0.0,1.0,11.821198201534433,0.16727799368479634
78.0,0.6538378544680096,0.6546114435645152,10.103404729689975,0.0
79.0,1.0,1.0,7.268011112601565,0.0
80.0,0.4056593629279072,0.2800493598126753,0.3448029327318883,0.9704100852936757
81.0,0.01864933433183756,1.0,7.500199629168962,8.679351829919949e-06
82.0,1.0,1.0,12.7538153668316,0.0
83.0,1.0,0.6476235670361254,0.24607966546868623,0.49064878421314034
84.0,0.028302592554549606,1.0,20.0,0.7654452492375335
85.0,0.0,1.0,11.485262250499991,0.0
86.0,0.0,1.0,6.308932747380374,0.21824283094810504
87.0,0.0,1.0,20.0,0.0
