Subject,alpha,beta,decay,llh
1.0,1.0,12.507527442000283,0.0,5.545177444479562
2.0,1.0,12.793163381475303,0.0,4.1588830833596715
3.0,0.562023677614769,0.6002125996869733,1.0,10.198057598109738
4.0,1.0,12.354654890088542,0.0,4.158883083359672
5.0,0.017526371385314418,20.0,0.3262596254138615,9.128552300387277
6.0,1.0,12.965424018491206,0.0,4.1588830833596715
7.0,1.0,12.460438971650069,0.0,5.545177444479562
8.0,1.0,17.989205530445386,0.0,2.772588722239781
9.0,1.0,20.0,0.0,5.545177444479562
10.0,1.0,12.670556854392196,0.0,5.545177444479562
11.0,1.0,0.2736181863058214,0.23667752003682,10.130088187797208
12.0,0.9844043469749065,14.178352255220833,0.0,5.545177444479562
13.0,1.0,9.480727267211446,0.0,4.158883083361892
14.0,1.0,20.0,0.7022207154019507,6.840344471614552
15.0,1.0,9.188401939735602,0.0,4.158883083365014
16.0,1.0,18.42297542000289,0.0,5.545177444479562
17.0,1.0,20.0,0.0,5.545177444479562
18.0,0.22956590969773932,20.0,0.40483229752001326,2.7726030246012163
19.0,0.9914396451821768,6.938070174458767,0.0,8.317766168901644
20.0,1.0,11.261726104317804,0.0,4.15888308335968
21.0,0.08869900286704539,20.0,0.0,5.454088860094554
22.0,1.0,10.3505365436601,0.0,6.931471805599552
23.0,1.0,17.841083837008178,0.0,4.1588830833596715
24.0,1.0,20.0,0.9627674103662096,7.173708906560318
25.0,1.0,9.364897425292245,0.0,5.545177444482078
26.0,0.5064640722542983,1.1704054893569245,0.0,6.858286633595123
27.0,1.0,16.725222569954493,0.0,4.1588830833596715
28.0,1.0,5.208548421234668,0.9731459645321101,9.294510504605215
29.0,0.027538519348051953,20.0,0.0,6.7297633959103615
30.0,1.0,13.870559133432694,0.0,4.1588830833596715
31.0,1.0,10.63391478636402,0.0,4.1588830833597425
32.0,1.0,15.215741483669364,0.0,4.1588830833596715
33.0,0.04857199799754985,20.0,0.5717499443057862,9.384643728422448
34.0,0.019950539853398692,20.0,0.4613114963222087,8.929154618073998
35.0,1.0,14.854828093290237,0.0,4.1588830833596715
36.0,1.0,18.178507646758877,0.0,4.1588830833596715
37.0,1.0,20.0,0.10859500469813405,5.545177444479562
38.0,0.20707297688446372,20.0,0.0,4.1647195579083345
39.0,1.0,7.520163563472267,0.5669114624416602,8.31776616703786
40.0,1.0,0.13987254043546177,0.0,10.783192248751234
41.0,1.0,6.968548213128935,0.0,5.545177447812704
42.0,1.0,13.400130280050522,0.0,4.1588830833596715
43.0,0.9690596836727408,10.558611677133499,1.0,6.931471805599594
44.0,1.0,20.0,0.7483917510367509,5.6003766618903015
45.0,1.0,8.317604505842649,0.0,5.545177444537798
46.0,1.0,12.957937498068787,0.0,4.1588830833596715
47.0,1.0,12.921174509545361,0.0,4.1588830833596715
48.0,1.0,10.442584575783501,0.0,5.545177444479662
49.0,1.0,20.0,0.91474731387463,5.3467176679730155
50.0,1.0,20.0,0.5576205686078839,4.062544704827678
51.0,0.09136083540332933,20.0,0.0,5.46144807651695
52.0,1.0,8.14113429610154,0.0,5.545177444578444
53.0,0.02197526670871364,20.0,0.0,7.629099750802746
54.0,1.0,20.0,0.8189378744637038,9.53854373969676
55.0,1.0,20.0,0.0,5.545177444479562
56.0,1.0,20.0,0.7002122981451212,7.386927643995387
57.0,1.0,20.0,0.7403350834167317,7.444010507495682
58.0,1.0,13.170708104504357,0.0,4.1588830833596715
59.0,1.0,16.407150412228276,0.0,4.1588830833596715
60.0,1.0,6.9546404338037835,0.0,6.931471808205819
61.0,1.0,13.048612876438472,0.0,5.545177444479562
62.0,0.014837608398048091,20.0,0.6200017416700949,8.99435968588482
63.0,0.9330621066053189,11.248405548633846,0.6593614364329846,6.931471805599479
64.0,1.0,11.980039104317223,0.0,5.545177444479562
65.0,1.0,20.0,0.849158306653501,6.9320601821602015
66.0,0.010185137334097831,20.0,0.0,9.714132138211662
67.0,1.0,12.297137316799612,0.0,5.545177444479562
68.0,1.0,14.262981684497012,0.0,4.1588830833596715
69.0,1.0,0.5927683210815581,0.0,6.8582866335951245
70.0,1.0,12.921155599473506,0.0,4.1588830833596715
71.0,1.0,12.639639105971694,0.0,4.1588830833596715
72.0,1.0,20.0,0.0,4.1588830833596715
73.0,1.0,20.0,0.6054405809923327,6.639097717472573
74.0,0.8621330947861593,7.278770770127306,0.768146486371336,7.425468887470874
75.0,1.0,9.584563384957356,0.0,5.5451774444808635
76.0,1.0,8.380656274243641,0.0,6.931471805635603
77.0,1.0,20.0,0.0,5.545177444479562
78.0,1.0,15.237905296844037,0.0,5.545177444479562
79.0,1.0,11.88464632767457,0.0,4.1588830833596715
80.0,0.30207832601475065,20.0,0.8921535767184766,8.435062743012057
81.0,1.0,6.889922704321752,0.0,6.931471808764316
82.0,0.002245929885460475,20.0,0.0,11.02353311236595
