Subject,alpha,beta
221.0,0.0022234682848499667,20.0
222.0,1.0,0.13987254019688064
223.0,1.0,0.2578734950405299
224.0,0.0,1e-10
225.0,0.0,1e-10
226.0,1.0,0.22466546489404812
227.0,0.0,1e-10
228.0,1.0,0.4487379740965487
229.0,0.3736057299547265,0.3743854289253616
230.0,0.0,1e-10
231.0,1.0,10.085379066702636
232.0,0.02417668378638544,20.0
233.0,0.22062849190064762,1.8267795317687514
234.0,1.0,0.44873798536469944
235.0,0.5340087963329219,0.8403194621301278
236.0,1.0,0.5291336407104914
237.0,1.0,10.948753024331689
238.0,0.019950537848104903,20.0
239.0,0.18477579124039273,20.0
240.0,0.00693985025317653,20.0
241.0,1.0,12.892643920977854
242.0,1.0,6.149823565585779
243.0,0.491578188108504,0.9128517074704017
244.0,1.0,13.01850309076906
245.0,1.0,12.65508780235962
246.0,1.0,13.708169433310049
247.0,0.9862119922343385,17.50564674115022
248.0,1.0,11.809951067568868
249.0,1.0,12.665691834759688
250.0,1.0,12.539950895055892
251.0,1.0,10.214674293508555
252.0,1.0,7.729604589069909
253.0,0.9541816492069396,0.6212321627371613
254.0,1.0,10.753167299779465
255.0,0.9903904052079321,13.22829926748343
256.0,0.18534754369344872,20.0
257.0,0.4146414419331623,0.8135551926635212
258.0,1.0,12.585489901732933
259.0,1.0,12.270193648417576
260.0,0.9624838986816703,8.227981299223645
261.0,1.0,10.78237568657817
262.0,1.0,4.4317163687701875
263.0,0.37127333656981754,15.683659518067905
264.0,1.0,14.303251548245342
265.0,1.0,9.818137920860028
266.0,1.0,13.930122175312219
267.0,1.0,8.632078273798001
268.0,0.46821616088433826,1.1301054883347732
269.0,1.0,13.192739160384384
270.0,1.0,14.446310156682166
271.0,1.0,10.722547530240645
272.0,1.0,9.537164292941956
273.0,1.0,10.17889015941315
274.0,0.9868418766790643,17.06941910099481
275.0,1.0,12.347559515251314
276.0,1.0,6.770515315622284
277.0,1.0,16.851979158295954
278.0,1.0,8.286034171641814
279.0,1.0,14.476348198999196
280.0,1.0,13.642425443300501
281.0,1.0,20.0
282.0,1.0,7.699925969108595
283.0,1.0,13.366453378294706
284.0,1.0,13.883347055977303
285.0,1.0,10.34603451128679
286.0,1.0,12.211758312376242
287.0,1.0,8.588697530692915
288.0,1.0,11.826247644994128
289.0,1.0,11.354409333828867
290.0,1.0,12.620782529050494
291.0,1.0,12.308160841632617
292.0,1.0,8.074092010139088
293.0,1.0,12.0314129064379
294.0,1.0,11.089643656984082
295.0,0.0903286087795927,20.0
296.0,1.0,13.1902116002453
297.0,1.0,16.042520280496948
298.0,1.0,12.10597117329004
299.0,1.0,12.492105695273734
300.0,1.0,12.938621358051142
301.0,1.0,8.886081882166593
302.0,1.0,13.465991622730739
303.0,1.0,9.033497486515571
304.0,1.0,9.676846302829121
305.0,1.0,14.457811795644965
306.0,1.0,9.241893169738544
307.0,1.0,10.30343972597359
308.0,1.0,13.355886430589312
309.0,0.18534755135889486,20.0
310.0,1.0,12.173415067208273
311.0,1.0,11.31032744865579
312.0,1.0,20.0
313.0,1.0,11.375842468460968
314.0,1.0,13.938874384043626
315.0,0.18477567378835505,20.0
316.0,1.0,10.898254008978824
317.0,1.0,13.837788287507879
318.0,1.0,11.788416476565024
319.0,1.0,14.780347780092532
320.0,0.9493013392842922,10.879865061568854
321.0,1.0,17.680862553576628
322.0,0.7486062042891585,0.7479515005353636
323.0,1.0,14.904619313551438
324.0,0.9549266750426894,11.301930682863341
325.0,1.0,7.62710856636552
326.0,0.6592976745941116,20.0
327.0,0.9763527178815018,14.343442751519369
328.0,1.0,7.170613702249676
329.0,1.0,13.906098251195607
330.0,1.0,12.002022486422174
331.0,0.0,1e-10
332.0,0.0,0.069289764102893
333.0,0.0023025635048468736,20.0
334.0,0.19567117078980226,0.714834648420242
335.0,0.0013401569964112943,20.0
336.0,0.0,1e-10
337.0,0.00044388331274890653,20.0
338.0,0.0,0.6827615771616407
339.0,0.0,1e-10
340.0,0.00776469478422212,20.0
341.0,0.12545656514622167,3.7083648164441647
342.0,0.016470597526352455,20.0
343.0,1.0,13.801329578434467
344.0,0.021975265556014586,20.0
345.0,0.017814446674271085,20.0
346.0,0.5089716963989014,0.8816560514762223
347.0,0.02417668378292346,20.0
348.0,0.01995053972933798,20.0
349.0,1.0,16.544394456348176
350.0,1.0,11.322926333463808
351.0,1.0,0.5291336523868985
352.0,1.0,12.537702566918062
353.0,1.0,14.514080926137284
354.0,1.0,12.642650143681594
355.0,1.0,13.585097197931738
356.0,1.0,14.467320177700703
357.0,0.024176684130989928,20.0
358.0,1.0,6.535875191179247
359.0,1.0,11.620249926130313
360.0,1.0,15.450301862369658
361.0,1.0,15.251934273077946
362.0,1.0,10.871807643858382
363.0,0.370653067370988,14.84227395651929
364.0,1.0,14.049555569025724
365.0,1.0,12.840306418720953
366.0,1.0,12.128933989096334
367.0,1.0,14.586744319943836
368.0,0.13003794381630468,20.0
369.0,1.0,12.366487465226779
370.0,1.0,13.865958660039027
371.0,1.0,14.071685934640685
372.0,1.0,5.697678190447961
373.0,1.0,12.655868950466967
374.0,1.0,18.162551186278407
375.0,1.0,16.77411658951372
376.0,1.0,12.435109899126521
377.0,1.0,11.779680442530275
378.0,0.9986455879510623,14.564974865939707
379.0,0.8381057711498858,12.323895746072424
380.0,1.0,6.659748747193948
381.0,1.0,13.075954881050219
382.0,1.0,9.76667553864285
383.0,0.909071495652426,14.371512183330022
384.0,1.0,8.166378236684174
385.0,1.0,9.547507400107746
386.0,1.0,15.638800351899373
387.0,1.0,12.371839660565607
388.0,1.0,13.689342820584395
389.0,1.0,12.990489683929445
390.0,1.0,13.261398668549763
391.0,0.18416327496542567,20.0
392.0,1.0,12.648626848874402
393.0,1.0,19.651194804730622
394.0,1.0,11.407820680118242
395.0,1.0,12.105549657577502
396.0,1.0,15.270743804990486
397.0,1.0,16.03417993814547
398.0,0.9971817295024148,4.9050704382901005
399.0,1.0,13.679883092428025
400.0,1.0,10.980527685272275
401.0,1.0,16.373425448819994
402.0,1.0,20.0
403.0,1.0,11.096079472927343
404.0,1.0,14.134954294448487
405.0,1.0,15.806335553361391
406.0,1.0,12.228538413691325
407.0,0.8452330587880668,17.11066167582444
408.0,1.0,15.531281460881592
409.0,0.9680391029358512,12.03500755784968
410.0,1.0,4.442279053841518
411.0,1.0,13.019957341348166
412.0,1.0,11.552403336902044
413.0,0.2014920275400802,20.0
414.0,1.0,12.829581152402085
415.0,1.0,12.429056351677819
416.0,1.0,14.694161017548787
417.0,1.0,9.431503674338298
418.0,1.0,9.545013460967974
419.0,0.9570758642207725,16.13795539560006
420.0,1.0,8.146110675332391
421.0,1.0,12.609755320851304
422.0,1.0,14.007218433686255
423.0,1.0,14.430189169805848
424.0,1.0,13.356772729026861
425.0,0.9838384333409517,12.412631279231597
426.0,1.0,12.006373195747186
427.0,1.0,12.666521368862327
428.0,1.0,14.521697650873117
429.0,1.0,6.074800239713728
430.0,1.0,9.029474513764885
431.0,0.9438655329464942,10.130707526987894
432.0,1.0,16.045384157387304
433.0,1.0,16.479300119816173
434.0,1.0,13.39834329267964
435.0,1.0,15.149824375148565
436.0,1.0,13.578743206387534
437.0,1.0,16.010842172473296
438.0,1.0,10.498618482307958
439.0,1.0,12.159245780302241
440.0,1.0,11.644777946742575
441.0,0.16579516915042505,0.8436466350684745
442.0,0.0,1e-10
443.0,0.0,0.5223554318140851
444.0,1.0,0.13987253944509265
445.0,0.007764695001158858,20.0
446.0,0.004224474421089018,20.0
447.0,1.0,0.25787349940661053
448.0,0.003381782254228422,20.0
449.0,0.0,1e-10
450.0,0.0,1e-10
451.0,1.0,7.941479001354279
452.0,1.0,6.796583997378355
453.0,1.0,16.55543230992965
454.0,1.0,11.891578653812335
455.0,0.8519989701030962,0.621049627986759
456.0,1.0,15.728246889941664
457.0,1.0,12.307639044715547
458.0,1.0,12.935123701333481
459.0,1.0,10.072119947996462
460.0,1.0,11.168334217728797
461.0,0.9891245532996309,17.789639576769684
462.0,1.0,15.162331727744466
463.0,0.9431652405229454,15.112810844201144
464.0,1.0,14.190455111285775
465.0,1.0,13.842636725818634
466.0,1.0,12.562476542377327
467.0,1.0,11.059979683250788
468.0,1.0,13.395769649795751
469.0,1.0,11.858690590235376
470.0,1.0,11.87637064502667
471.0,1.0,15.238542878788365
472.0,1.0,12.306174368925602
473.0,1.0,12.026945202700174
474.0,1.0,7.924224942902557
475.0,1.0,13.098746112803433
476.0,1.0,6.7791709136499705
477.0,1.0,15.823381762986799
478.0,1.0,12.559940562992763
479.0,1.0,12.175173251789868
480.0,1.0,11.73680682208844
481.0,1.0,13.67297634060774
482.0,1.0,10.582757914921727
483.0,1.0,9.778427982971492
484.0,1.0,7.119810447211547
485.0,1.0,14.681583842363692
486.0,1.0,20.0
487.0,1.0,16.303617793826664
488.0,1.0,20.0
489.0,1.0,11.904569533139794
490.0,1.0,12.793130828327033
491.0,1.0,11.290296883822359
492.0,1.0,9.885637069747718
493.0,1.0,7.299411311421286
494.0,1.0,12.111714952287086
495.0,1.0,12.251983744033536
496.0,1.0,5.886199352157302
497.0,1.0,15.437236327980296
498.0,1.0,9.6628345844619
499.0,1.0,18.773959021962682
500.0,1.0,18.390580954358256
501.0,1.0,13.337124747238176
502.0,1.0,17.077988996473835
503.0,1.0,9.82673307117174
504.0,1.0,15.458447732538415
505.0,1.0,10.007809441744625
506.0,1.0,10.443761209769335
507.0,1.0,12.47423159192672
508.0,1.0,13.379075848669874
509.0,1.0,12.408072028392235
510.0,1.0,11.171407669991885
511.0,1.0,8.527257242743241
512.0,1.0,13.438633128851333
513.0,1.0,11.461776857634131
514.0,1.0,14.002945379676337
515.0,1.0,11.66064190457651
516.0,1.0,14.780716615006668
517.0,1.0,15.936732070892056
518.0,0.8993893105152735,8.17517981360607
519.0,1.0,7.384296850070074
520.0,1.0,15.154093693794538
521.0,1.0,13.602738938344364
522.0,1.0,12.550358976664873
523.0,1.0,14.636496326619667
524.0,0.9906666945293094,14.506426354205828
525.0,1.0,7.399462532261111
526.0,1.0,12.668535565646287
527.0,1.0,13.04796625416535
528.0,1.0,13.244443211813273
529.0,1.0,8.508987949362982
530.0,1.0,15.84715186460446
531.0,1.0,12.784302344744708
532.0,1.0,18.65101461512433
533.0,1.0,12.360873167794852
534.0,1.0,11.371776288614623
535.0,1.0,11.774794578566299
536.0,1.0,6.176603533719882
537.0,0.9292311882670989,12.827943868903041
538.0,1.0,13.933942106738263
539.0,0.3629173398443699,16.359009916810315
540.0,1.0,12.49534668855692
541.0,1.0,12.123923954895876
542.0,1.0,12.073235259032662
543.0,1.0,10.59157144639573
544.0,1.0,10.089296983544337
545.0,1.0,16.47221329879328
546.0,1.0,11.858512198821401
547.0,1.0,13.152909477320856
548.0,1.0,16.591248677453788
549.0,1.0,11.977168816020171
550.0,1.0,17.23080554974433
551.0,0.0,1e-10
552.0,0.0,1e-10
553.0,0.0,1e-10
554.0,0.0,1e-10
555.0,0.007764695679258332,20.0
556.0,0.0009500829892364012,20.0
557.0,0.0,1e-10
558.0,0.0,1e-10
559.0,0.6134154216810209,0.028156731134392432
560.0,1.0,0.04467018996844229
561.0,1.0,15.223194949924881
562.0,1.0,12.467060603994334
563.0,1.0,15.502599629433075
564.0,1.0,13.110772803835205
565.0,1.0,12.56979500030799
566.0,1.0,14.783663419670708
567.0,0.9086953577102135,18.753679042394147
568.0,0.12543713090775196,2.8816330577595135
569.0,1.0,12.821473720212277
570.0,1.0,8.027201263207472
571.0,0.3926264724034426,15.016493394924181
572.0,1.0,12.99901681554591
573.0,1.0,20.0
574.0,1.0,12.226952494392282
575.0,1.0,17.49650828984568
576.0,1.0,16.02471959492633
577.0,1.0,13.923452406171235
578.0,1.0,7.7178556254286015
579.0,1.0,12.718996276816103
580.0,1.0,14.253182619362478
581.0,1.0,12.376778904378954
582.0,1.0,11.907032763536309
583.0,1.0,14.04163312629191
584.0,1.0,12.047381153052877
585.0,1.0,10.941062017686571
586.0,1.0,12.045190263870534
587.0,1.0,15.750192362689468
588.0,1.0,13.119927437333502
589.0,1.0,16.889591365700138
590.0,0.9651565560741568,8.164421444907406
591.0,1.0,15.264736465601153
592.0,1.0,13.040154016790655
593.0,1.0,14.305930406007777
594.0,1.0,12.24675854486688
595.0,1.0,11.797385187475495
596.0,1.0,14.043420704263253
597.0,1.0,11.142071380876512
598.0,1.0,11.868208008477882
599.0,1.0,14.78409461892463
600.0,1.0,20.0
601.0,1.0,12.382091126897409
602.0,1.0,12.080267730363095
603.0,1.0,12.225473837881676
604.0,1.0,17.6897700919007
605.0,1.0,7.956485199846115
606.0,1.0,15.155095681290263
607.0,1.0,15.335247392194823
608.0,1.0,6.540007652251826
609.0,0.9815582831124718,5.758047586239985
610.0,1.0,13.70388246429427
611.0,1.0,12.540100626920601
612.0,1.0,14.949045580938702
613.0,1.0,16.800991971167516
614.0,1.0,4.441275762709614
615.0,1.0,7.728316449899413
616.0,1.0,17.284795261518195
617.0,0.46519341072771436,11.471727328538126
618.0,1.0,14.230101056593401
619.0,1.0,11.272632714145537
620.0,1.0,12.918402890573416
621.0,1.0,9.897906827357783
622.0,1.0,12.906440284854218
623.0,1.0,13.738166423342898
624.0,1.0,14.30339753475164
625.0,1.0,14.078997010249768
626.0,1.0,13.596509738052223
627.0,1.0,10.031597404974875
628.0,1.0,13.53273750288291
629.0,1.0,10.440435266758682
630.0,1.0,14.99713454053297
631.0,1.0,15.122190694566719
632.0,1.0,7.690226808620487
633.0,1.0,12.609190665933493
634.0,1.0,10.626367508877054
635.0,1.0,11.337001491042157
636.0,0.9461345296831215,12.29196876449741
637.0,1.0,12.452960590054827
638.0,1.0,10.437783736925322
639.0,1.0,15.541246236995816
640.0,1.0,12.461935839260557
641.0,1.0,7.9349266988889635
642.0,1.0,10.584863285649051
643.0,1.0,12.901136223579408
644.0,1.0,11.799477750734592
645.0,0.8475566953339401,11.375007610504884
646.0,1.0,17.061205860648794
647.0,1.0,14.910582598918271
648.0,1.0,16.61873484494771
649.0,1.0,14.379401135371923
650.0,1.0,4.433855245446642
651.0,1.0,4.4313981144598245
652.0,1.0,13.77512200731915
653.0,1.0,12.609001543964192
654.0,0.9836884276061865,12.734159859885029
655.0,1.0,20.0
656.0,1.0,10.774522255380017
657.0,1.0,18.359611083467158
658.0,1.0,11.555939686945717
659.0,1.0,16.78084631021864
660.0,1.0,7.581451193179171
661.0,0.0,1e-10
662.0,1.0,0.13987254029780014
663.0,0.26790386856825965,0.9625598147589172
664.0,1.0,0.20618104351698427
665.0,0.0,1e-10
666.0,0.0,1e-10
667.0,0.0,1e-10
668.0,1.0,8.0474111331911
669.0,0.9999999629305377,0.13987254201442384
670.0,0.008161289361311663,20.0
671.0,1.0,12.876627166581777
672.0,1.0,16.43780620829739
673.0,1.0,0.5927683255948747
674.0,1.0,8.20869324270383
675.0,1.0,12.8142770277652
676.0,1.0,16.18356020100591
677.0,1.0,9.194949677112257
678.0,1.0,7.952080904586431
679.0,1.0,9.786065256975988
680.0,1.0,10.725265838489378
681.0,1.0,15.377274363642172
682.0,1.0,12.325852186127877
683.0,0.9864148940438,12.960127422479603
684.0,0.4651633029799698,11.510833368083201
685.0,1.0,15.398850982047941
686.0,1.0,11.369378181795089
687.0,1.0,13.0156469134155
688.0,1.0,16.481312840153205
689.0,1.0,9.80120801860706
690.0,1.0,7.793095000841705
691.0,1.0,12.994238886664837
692.0,1.0,6.861787181317974
693.0,1.0,12.199304254021875
694.0,1.0,10.247500822425357
695.0,1.0,10.404560529957845
696.0,1.0,8.422033110283435
697.0,1.0,16.941204250257254
698.0,1.0,8.518894874692574
699.0,1.0,17.287179067856727
700.0,1.0,12.974760739992115
701.0,1.0,12.234274015985184
702.0,1.0,12.924745059955185
703.0,1.0,15.526896789418108
704.0,1.0,4.436288602691687
705.0,1.0,14.48626969162046
706.0,1.0,11.9679961467628
707.0,1.0,10.846661844854822
708.0,1.0,11.915463865793832
709.0,0.9905679124832657,10.031579022503786
710.0,1.0,8.427988493899186
711.0,1.0,20.0
712.0,1.0,13.011557840342977
713.0,1.0,10.445164225508908
714.0,1.0,11.410220163123508
715.0,1.0,15.413041172482547
716.0,1.0,8.248477295985513
717.0,1.0,13.027776430108265
718.0,1.0,12.40091056127495
719.0,1.0,17.633329858527475
720.0,1.0,12.042887631748798
721.0,1.0,13.446735948255157
722.0,1.0,13.051081543268484
723.0,1.0,11.696863756685914
724.0,1.0,12.813955450431624
725.0,1.0,14.464271543347344
726.0,1.0,8.170497754330341
727.0,1.0,15.690933049072608
728.0,0.9798553032514794,15.531555856578295
729.0,1.0,10.760079640270307
730.0,1.0,12.093642576489598
731.0,1.0,19.924386537891547
732.0,1.0,12.322327988357545
733.0,1.0,11.638135692668506
734.0,1.0,11.260872231638183
735.0,1.0,14.124738211934122
736.0,1.0,13.300806199219188
737.0,1.0,12.673235356100873
738.0,1.0,12.4318996289939
739.0,1.0,20.0
740.0,1.0,15.669130442654465
741.0,1.0,12.52778826236621
742.0,1.0,11.729208431122073
743.0,1.0,10.862724886471755
744.0,1.0,14.316609361526751
745.0,1.0,10.201866202805974
746.0,1.0,14.949213503379887
747.0,1.0,9.604590438606856
748.0,1.0,15.788467261339335
749.0,1.0,15.31851164087024
750.0,1.0,13.967451091196276
751.0,1.0,15.212624569953535
752.0,1.0,13.137047649600248
753.0,1.0,8.734092288318749
754.0,1.0,10.286284785450704
755.0,1.0,7.4465175616075525
756.0,1.0,13.468197711612353
757.0,1.0,14.257016069346879
758.0,0.9527567248191903,15.493476285443258
759.0,1.0,11.131421827960176
760.0,1.0,12.573962689505926
761.0,1.0,13.699265847444362
762.0,1.0,12.876730882243583
763.0,1.0,14.656848003310555
764.0,1.0,14.280747110381949
765.0,1.0,10.385592349458014
766.0,1.0,8.695086548765387
767.0,1.0,12.820906263089972
768.0,1.0,8.833224863634312
769.0,1.0,14.567238337698694
770.0,1.0,13.62108353960036
771.0,1.0,0.06743665799124536
772.0,0.08988971271434794,0.4969443346820709
773.0,0.0,1e-10
774.0,0.0,1e-10
775.0,1.0,0.08134188358872775
776.0,0.0022036768269916352,20.0
777.0,1.0,0.06743666128020318
778.0,0.003551068676389258,20.0
779.0,0.006887508531414119,20.0
780.0,0.0,0.16948963222599855
781.0,1.0,12.503463751254856
782.0,1.0,8.339305044797324
783.0,1.0,12.31073693183226
784.0,1.0,8.709769913933483
785.0,1.0,11.997593462959347
786.0,1.0,0.4487379941137951
787.0,1.0,7.541488371166018
788.0,1.0,20.0
789.0,1.0,9.88224867539656
790.0,0.7426553625007064,0.7124888260643718
791.0,1.0,11.784846903077225
792.0,1.0,12.652781732794885
793.0,1.0,11.962873176017524
794.0,1.0,15.444530190850113
795.0,1.0,11.087738742555926
796.0,1.0,7.853350104766392
797.0,1.0,7.368507649555299
798.0,1.0,14.906597740022216
799.0,1.0,13.176741742679505
800.0,1.0,11.108341483922917
801.0,1.0,12.18385823328013
802.0,1.0,15.753291672221145
803.0,1.0,13.27813947174893
804.0,1.0,12.686420623984622
805.0,1.0,9.298994256927072
806.0,1.0,12.879943182194687
807.0,1.0,10.851981576238131
808.0,0.9802192235674028,13.38874062148997
809.0,1.0,10.794813175044625
810.0,1.0,13.096531537443504
811.0,1.0,15.251538860946846
812.0,1.0,8.099895996453688
813.0,1.0,8.505903291684303
814.0,1.0,9.938345806492336
815.0,1.0,13.489923795853453
816.0,1.0,13.199784257289737
817.0,1.0,13.294559257579078
818.0,1.0,14.467228344276633
819.0,1.0,11.311643890137722
820.0,1.0,13.678256880346073
821.0,1.0,20.0
822.0,1.0,12.217460850606153
823.0,1.0,14.260011373730412
824.0,1.0,13.650330981521458
825.0,1.0,12.373889591785522
826.0,1.0,8.227137907164755
827.0,1.0,7.292161179558495
828.0,1.0,12.903823371323877
829.0,1.0,7.858297759526222
830.0,1.0,12.39499396219933
831.0,1.0,15.144978682374433
832.0,1.0,11.997181026578462
833.0,1.0,15.073296587805745
834.0,0.528034541696684,0.8556485181389711
835.0,1.0,9.407488392133802
836.0,1.0,8.775762757384507
837.0,1.0,13.08569917228208
838.0,1.0,12.413280430976524
839.0,1.0,17.14668689944315
840.0,1.0,6.317855424436525
841.0,1.0,8.262520575398131
842.0,1.0,11.30864358230647
843.0,1.0,15.015168444086376
844.0,1.0,10.764324741515246
845.0,1.0,13.121406328528057
846.0,1.0,14.769859242272755
847.0,1.0,11.953050431352969
848.0,1.0,9.509360373170205
849.0,0.9674101765960946,12.190463873119993
850.0,0.9609788994551248,12.967303503101784
851.0,1.0,12.311264430997777
