Trial,Stim_Sequence,Choice,Trustee_Response,Subject,Alpha,Beta
1,0,1,1,1,0.0,0
2,0,2,1,1,0.0,0
3,1,1,1,1,0.0,0
4,0,2,1,1,0.0,0
5,0,3,1,1,0.0,0
6,0,1,1,1,0.0,0
7,2,4,0,1,0.0,0
8,2,1,0,1,0.0,0
9,2,1,0,1,0.0,0
10,1,4,1,1,0.0,0
11,2,4,0,1,0.0,0
12,2,1,0,1,0.0,0
13,2,2,0,1,0.0,0
14,2,2,0,1,0.0,0
15,1,2,1,1,0.0,0
16,0,1,1,1,0.0,0
17,2,2,0,1,0.0,0
18,2,2,0,1,0.0,0
19,2,2,0,1,0.0,0
20,0,1,1,1,0.0,0
21,1,2,0,1,0.0,0
22,0,4,1,1,0.0,0
23,2,1,0,1,0.0,0
24,2,4,0,1,0.0,0
25,1,2,1,1,0.0,0
26,1,4,1,1,0.0,0
27,2,3,0,1,0.0,0
28,2,3,0,1,0.0,0
29,1,1,1,1,0.0,0
30,0,3,1,1,0.0,0
31,0,3,1,1,0.0,0
32,1,1,1,1,0.0,0
33,0,3,1,1,0.0,0
34,1,2,0,1,0.0,0
35,1,4,1,1,0.0,0
36,0,1,1,1,0.0,0
37,0,2,1,1,0.0,0
38,1,4,1,1,0.0,0
39,0,3,1,1,0.0,0
40,1,4,0,1,0.0,0
41,0,3,1,1,0.0,0
42,2,2,0,1,0.0,0
43,1,4,1,1,0.0,0
44,1,2,1,1,0.0,0
45,1,4,1,1,0.0,0
1,2,2,0,2,0.0,0
2,2,4,0,2,0.0,0
3,1,1,0,2,0.0,0
4,0,1,1,2,0.0,0
5,0,4,1,2,0.0,0
6,1,1,1,2,0.0,0
7,0,3,1,2,0.0,0
8,2,3,0,2,0.0,0
9,1,3,0,2,0.0,0
10,2,1,0,2,0.0,0
11,2,1,0,2,0.0,0
12,1,3,1,2,0.0,0
13,2,2,0,2,0.0,0
14,0,1,1,2,0.0,0
15,1,4,1,2,0.0,0
16,2,1,0,2,0.0,0
17,1,4,0,2,0.0,0
18,2,3,0,2,0.0,0
19,0,3,1,2,0.0,0
20,2,2,0,2,0.0,0
21,1,1,0,2,0.0,0
22,0,3,0,2,0.0,0
23,1,3,1,2,0.0,0
24,2,2,0,2,0.0,0
25,1,4,1,2,0.0,0
26,2,2,0,2,0.0,0
27,0,2,1,2,0.0,0
28,0,3,0,2,0.0,0
29,0,2,1,2,0.0,0
30,1,4,0,2,0.0,0
31,1,1,1,2,0.0,0
32,2,1,0,2,0.0,0
33,1,3,0,2,0.0,0
34,2,2,0,2,0.0,0
35,0,2,1,2,0.0,0
36,0,2,1,2,0.0,0
37,0,2,1,2,0.0,0
38,1,4,0,2,0.0,0
39,0,2,1,2,0.0,0
40,1,3,1,2,0.0,0
41,1,1,0,2,0.0,0
42,2,4,0,2,0.0,0
43,0,4,1,2,0.0,0
44,0,1,1,2,0.0,0
45,2,3,0,2,0.0,0
1,2,1,0,3,0.0,0
2,0,2,1,3,0.0,0
3,1,3,1,3,0.0,0
4,2,2,0,3,0.0,0
5,1,3,1,3,0.0,0
6,1,4,1,3,0.0,0
7,1,3,0,3,0.0,0
8,1,1,1,3,0.0,0
9,2,3,1,3,0.0,0
10,1,3,0,3,0.0,0
11,2,1,0,3,0.0,0
12,2,3,0,3,0.0,0
13,2,4,1,3,0.0,0
14,1,3,1,3,0.0,0
15,0,2,1,3,0.0,0
16,0,1,1,3,0.0,0
17,2,2,0,3,0.0,0
18,0,2,1,3,0.0,0
19,1,4,0,3,0.0,0
20,0,2,0,3,0.0,0
21,0,3,1,3,0.0,0
22,0,1,1,3,0.0,0
23,0,3,1,3,0.0,0
24,1,2,1,3,0.0,0
25,2,4,0,3,0.0,0
26,1,3,1,3,0.0,0
27,1,1,1,3,0.0,0
28,0,2,1,3,0.0,0
29,1,3,1,3,0.0,0
30,2,2,0,3,0.0,0
31,2,4,0,3,0.0,0
32,2,2,0,3,0.0,0
33,0,2,0,3,0.0,0
34,1,4,0,3,0.0,0
35,1,2,1,3,0.0,0
36,1,3,0,3,0.0,0
37,2,2,0,3,0.0,0
38,2,2,0,3,0.0,0
39,0,3,1,3,0.0,0
40,0,2,1,3,0.0,0
41,0,3,1,3,0.0,0
42,0,4,1,3,0.0,0
43,2,3,0,3,0.0,0
44,0,2,1,3,0.0,0
45,2,2,0,3,0.0,0
1,2,3,0,4,0.0,0
2,2,2,0,4,0.0,0
3,0,3,1,4,0.0,0
4,1,4,0,4,0.0,0
5,2,1,0,4,0.0,0
6,0,1,1,4,0.0,0
7,1,4,1,4,0.0,0
8,0,3,1,4,0.0,0
9,0,2,1,4,0.0,0
10,0,4,1,4,0.0,0
11,2,4,0,4,0.0,0
12,2,1,0,4,0.0,0
13,0,1,1,4,0.0,0
14,0,1,1,4,0.0,0
15,0,2,1,4,0.0,0
16,2,2,1,4,0.0,0
17,2,1,0,4,0.0,0
18,1,2,0,4,0.0,0
19,0,3,1,4,0.0,0
20,0,1,1,4,0.0,0
21,1,4,1,4,0.0,0
22,2,1,0,4,0.0,0
23,0,1,1,4,0.0,0
24,1,3,0,4,0.0,0
25,2,3,1,4,0.0,0
26,1,4,0,4,0.0,0
27,2,2,0,4,0.0,0
28,1,4,0,4,0.0,0
29,1,4,1,4,0.0,0
30,1,4,0,4,0.0,0
31,1,4,0,4,0.0,0
32,0,2,1,4,0.0,0
33,2,3,0,4,0.0,0
34,1,3,1,4,0.0,0
35,2,3,0,4,0.0,0
36,1,1,1,4,0.0,0
37,1,4,0,4,0.0,0
38,1,3,1,4,0.0,0
39,0,3,1,4,0.0,0
40,1,4,1,4,0.0,0
41,0,1,1,4,0.0,0
42,2,3,0,4,0.0,0
43,2,4,0,4,0.0,0
44,2,3,0,4,0.0,0
45,0,4,1,4,0.0,0
1,1,4,1,5,0.0,0
2,2,3,0,5,0.0,0
3,1,2,1,5,0.0,0
4,0,4,1,5,0.0,0
5,0,1,1,5,0.0,0
6,2,2,0,5,0.0,0
7,0,1,1,5,0.0,0
8,0,2,1,5,0.0,0
9,0,4,1,5,0.0,0
10,2,3,1,5,0.0,0
11,1,2,1,5,0.0,0
12,1,4,1,5,0.0,0
13,1,2,1,5,0.0,0
14,0,3,1,5,0.0,0
15,1,4,0,5,0.0,0
16,2,4,0,5,0.0,0
17,2,4,0,5,0.0,0
18,1,2,1,5,0.0,0
19,1,1,1,5,0.0,0
20,0,3,1,5,0.0,0
21,1,1,1,5,0.0,0
22,1,4,1,5,0.0,0
23,2,3,0,5,0.0,0
24,0,1,1,5,0.0,0
25,0,2,1,5,0.0,0
26,2,3,1,5,0.0,0
27,0,4,1,5,0.0,0
28,2,4,1,5,0.0,0
29,1,4,0,5,0.0,0
30,0,3,1,5,0.0,0
31,2,4,0,5,0.0,0
32,2,1,0,5,0.0,0
33,2,3,0,5,0.0,0
34,1,1,1,5,0.0,0
35,0,1,1,5,0.0,0
36,0,4,1,5,0.0,0
37,0,1,1,5,0.0,0
38,2,4,0,5,0.0,0
39,2,4,0,5,0.0,0
40,2,3,0,5,0.0,0
41,0,4,1,5,0.0,0
42,1,1,0,5,0.0,0
43,1,2,0,5,0.0,0
44,2,4,1,5,0.0,0
45,1,3,1,5,0.0,0
1,0,2,1,6,0.0,0
2,1,2,1,6,0.0,0
3,1,1,1,6,0.0,0
4,1,1,0,6,0.0,0
5,2,4,0,6,0.0,0
6,2,1,0,6,0.0,0
7,0,1,0,6,0.0,0
8,0,2,1,6,0.0,0
9,0,1,1,6,0.0,0
10,2,1,0,6,0.0,0
11,2,2,0,6,0.0,0
12,2,1,0,6,0.0,0
13,2,3,0,6,0.0,0
14,1,1,1,6,0.0,0
15,1,2,1,6,0.0,0
16,2,1,0,6,0.0,0
17,2,4,0,6,0.0,0
18,2,3,0,6,0.0,0
19,1,4,1,6,0.0,0
20,0,4,1,6,0.0,0
21,1,1,0,6,0.0,0
22,1,1,1,6,0.0,0
23,0,2,1,6,0.0,0
24,0,2,1,6,0.0,0
25,2,1,0,6,0.0,0
26,0,3,1,6,0.0,0
27,1,2,1,6,0.0,0
28,1,3,0,6,0.0,0
29,1,1,1,6,0.0,0
30,0,2,1,6,0.0,0
31,2,4,0,6,0.0,0
32,2,1,0,6,0.0,0
33,0,3,1,6,0.0,0
34,1,3,1,6,0.0,0
35,1,2,0,6,0.0,0
36,0,1,1,6,0.0,0
37,2,2,0,6,0.0,0
38,0,2,1,6,0.0,0
39,2,1,0,6,0.0,0
40,0,1,1,6,0.0,0
41,0,1,1,6,0.0,0
42,2,1,0,6,0.0,0
43,1,1,0,6,0.0,0
44,1,3,1,6,0.0,0
45,0,4,1,6,0.0,0
1,1,1,1,7,0.0,0
2,2,1,0,7,0.0,0
3,2,4,0,7,0.0,0
4,0,4,1,7,0.0,0
5,2,3,0,7,0.0,0
6,1,2,0,7,0.0,0
7,0,1,1,7,0.0,0
8,0,2,1,7,0.0,0
9,1,4,1,7,0.0,0
10,1,2,0,7,0.0,0
11,2,4,0,7,0.0,0
12,0,3,0,7,0.0,0
13,2,1,0,7,0.0,0
14,1,4,0,7,0.0,0
15,2,3,0,7,0.0,0
16,1,2,1,7,0.0,0
17,0,3,1,7,0.0,0
18,2,1,0,7,0.0,0
19,1,2,0,7,0.0,0
20,2,1,0,7,0.0,0
21,1,2,0,7,0.0,0
22,2,2,0,7,0.0,0
23,1,2,1,7,0.0,0
24,1,4,1,7,0.0,0
25,1,2,1,7,0.0,0
26,1,1,1,7,0.0,0
27,0,2,1,7,0.0,0
28,2,4,0,7,0.0,0
29,2,1,0,7,0.0,0
30,0,2,1,7,0.0,0
31,0,3,1,7,0.0,0
32,1,4,0,7,0.0,0
33,0,2,1,7,0.0,0
34,2,1,0,7,0.0,0
35,2,3,0,7,0.0,0
36,1,1,1,7,0.0,0
37,2,1,0,7,0.0,0
38,0,3,1,7,0.0,0
39,0,2,0,7,0.0,0
40,1,2,1,7,0.0,0
41,0,2,1,7,0.0,0
42,0,2,1,7,0.0,0
43,0,3,1,7,0.0,0
44,0,1,1,7,0.0,0
45,2,1,0,7,0.0,0
1,2,2,0,8,0.0,0
2,2,1,0,8,0.0,0
3,2,3,0,8,0.0,0
4,0,1,1,8,0.0,0
5,1,2,0,8,0.0,0
6,2,4,0,8,0.0,0
7,1,3,1,8,0.0,0
8,1,4,0,8,0.0,0
9,0,3,1,8,0.0,0
10,1,2,1,8,0.0,0
11,0,4,0,8,0.0,0
12,2,1,0,8,0.0,0
13,2,3,1,8,0.0,0
14,0,4,1,8,0.0,0
15,2,3,0,8,0.0,0
16,0,2,1,8,0.0,0
17,1,2,0,8,0.0,0
18,0,1,1,8,0.0,0
19,2,4,0,8,0.0,0
20,2,2,0,8,0.0,0
21,1,3,1,8,0.0,0
22,0,3,1,8,0.0,0
23,0,3,1,8,0.0,0
24,1,2,1,8,0.0,0
25,0,1,1,8,0.0,0
26,1,1,1,8,0.0,0
27,2,2,0,8,0.0,0
28,0,2,1,8,0.0,0
29,0,3,1,8,0.0,0
30,2,3,0,8,0.0,0
31,2,3,0,8,0.0,0
32,0,3,1,8,0.0,0
33,2,4,0,8,0.0,0
34,2,1,0,8,0.0,0
35,1,1,1,8,0.0,0
36,0,3,1,8,0.0,0
37,0,4,1,8,0.0,0
38,0,2,1,8,0.0,0
39,1,3,1,8,0.0,0
40,1,4,0,8,0.0,0
41,1,4,1,8,0.0,0
42,1,2,1,8,0.0,0
43,1,1,1,8,0.0,0
44,1,1,1,8,0.0,0
45,2,4,1,8,0.0,0
1,0,3,1,9,0.0,0
2,1,4,0,9,0.0,0
3,0,3,1,9,0.0,0
4,1,3,1,9,0.0,0
5,1,3,1,9,0.0,0
6,2,1,0,9,0.0,0
7,0,3,1,9,0.0,0
8,2,2,0,9,0.0,0
9,2,3,0,9,0.0,0
10,0,2,1,9,0.0,0
11,2,3,1,9,0.0,0
12,1,2,0,9,0.0,0
13,2,3,0,9,0.0,0
14,1,3,0,9,0.0,0
15,0,1,1,9,0.0,0
16,2,4,0,9,0.0,0
17,0,2,1,9,0.0,0
18,1,2,1,9,0.0,0
19,1,3,1,9,0.0,0
20,2,1,0,9,0.0,0
21,2,3,0,9,0.0,0
22,0,3,1,9,0.0,0
23,1,4,1,9,0.0,0
24,1,2,0,9,0.0,0
25,0,1,1,9,0.0,0
26,2,4,0,9,0.0,0
27,0,1,1,9,0.0,0
28,2,4,0,9,0.0,0
29,2,4,0,9,0.0,0
30,2,4,0,9,0.0,0
31,1,2,1,9,0.0,0
32,0,4,1,9,0.0,0
33,0,3,1,9,0.0,0
34,1,1,0,9,0.0,0
35,1,3,0,9,0.0,0
36,0,2,1,9,0.0,0
37,0,4,1,9,0.0,0
38,0,4,1,9,0.0,0
39,1,4,0,9,0.0,0
40,2,1,1,9,0.0,0
41,2,1,0,9,0.0,0
42,1,2,1,9,0.0,0
43,1,4,0,9,0.0,0
44,2,4,0,9,0.0,0
45,0,4,1,9,0.0,0
1,2,1,1,10,0.0,0
2,1,3,0,10,0.0,0
3,0,2,1,10,0.0,0
4,2,1,0,10,0.0,0
5,1,2,0,10,0.0,0
6,0,1,1,10,0.0,0
7,1,3,1,10,0.0,0
8,1,3,1,10,0.0,0
9,1,2,1,10,0.0,0
10,1,1,1,10,0.0,0
11,1,3,0,10,0.0,0
12,0,4,1,10,0.0,0
13,0,2,1,10,0.0,0
14,0,3,1,10,0.0,0
15,2,2,0,10,0.0,0
16,2,4,0,10,0.0,0
17,2,1,1,10,0.0,0
18,1,1,1,10,0.0,0
19,0,2,1,10,0.0,0
20,1,3,1,10,0.0,0
21,2,2,0,10,0.0,0
22,0,1,1,10,0.0,0
23,0,2,1,10,0.0,0
24,1,4,1,10,0.0,0
25,2,2,0,10,0.0,0
26,0,4,1,10,0.0,0
27,0,1,0,10,0.0,0
28,2,4,1,10,0.0,0
29,2,1,0,10,0.0,0
30,0,4,0,10,0.0,0
31,0,3,1,10,0.0,0
32,1,4,1,10,0.0,0
33,2,3,0,10,0.0,0
34,2,2,0,10,0.0,0
35,1,3,1,10,0.0,0
36,0,1,0,10,0.0,0
37,1,4,1,10,0.0,0
38,1,4,1,10,0.0,0
39,2,1,1,10,0.0,0
40,2,1,0,10,0.0,0
41,2,1,0,10,0.0,0
42,0,4,1,10,0.0,0
43,2,4,0,10,0.0,0
44,0,3,1,10,0.0,0
45,1,4,0,10,0.0,0
1,0,3,1,11,0.0,2
2,1,1,0,11,0.0,2
3,0,3,1,11,0.0,2
4,1,1,0,11,0.0,2
5,1,4,0,11,0.0,2
6,0,4,1,11,0.0,2
7,1,3,0,11,0.0,2
8,2,3,0,11,0.0,2
9,0,3,1,11,0.0,2
10,0,4,1,11,0.0,2
11,2,2,0,11,0.0,2
12,0,3,1,11,0.0,2
13,0,2,1,11,0.0,2
14,1,2,1,11,0.0,2
15,1,1,1,11,0.0,2
16,2,1,0,11,0.0,2
17,2,1,0,11,0.0,2
18,1,2,1,11,0.0,2
19,0,3,1,11,0.0,2
20,0,4,1,11,0.0,2
21,1,1,0,11,0.0,2
22,0,4,1,11,0.0,2
23,1,3,1,11,0.0,2
24,2,2,0,11,0.0,2
25,2,2,1,11,0.0,2
26,2,4,0,11,0.0,2
27,1,1,1,11,0.0,2
28,1,3,1,11,0.0,2
29,1,3,1,11,0.0,2
30,0,3,1,11,0.0,2
31,2,2,1,11,0.0,2
32,2,4,0,11,0.0,2
33,2,2,0,11,0.0,2
34,2,3,0,11,0.0,2
35,2,1,0,11,0.0,2
36,2,1,0,11,0.0,2
37,2,4,0,11,0.0,2
38,1,4,0,11,0.0,2
39,1,3,1,11,0.0,2
40,0,1,1,11,0.0,2
41,0,2,1,11,0.0,2
42,0,1,1,11,0.0,2
43,1,4,0,11,0.0,2
44,2,2,0,11,0.0,2
45,0,1,1,11,0.0,2
1,2,4,0,12,0.0,2
2,0,2,1,12,0.0,2
3,0,1,1,12,0.0,2
4,1,2,1,12,0.0,2
5,1,4,0,12,0.0,2
6,1,4,1,12,0.0,2
7,2,4,0,12,0.0,2
8,2,1,0,12,0.0,2
9,1,1,1,12,0.0,2
10,2,4,0,12,0.0,2
11,2,4,0,12,0.0,2
12,0,4,1,12,0.0,2
13,1,3,1,12,0.0,2
14,1,1,1,12,0.0,2
15,1,4,1,12,0.0,2
16,0,4,1,12,0.0,2
17,1,3,0,12,0.0,2
18,1,1,1,12,0.0,2
19,2,3,0,12,0.0,2
20,0,3,1,12,0.0,2
21,0,3,1,12,0.0,2
22,0,4,1,12,0.0,2
23,2,2,0,12,0.0,2
24,1,3,1,12,0.0,2
25,2,2,0,12,0.0,2
26,1,2,1,12,0.0,2
27,0,2,1,12,0.0,2
28,1,1,1,12,0.0,2
29,0,4,1,12,0.0,2
30,0,3,1,12,0.0,2
31,1,1,1,12,0.0,2
32,1,3,1,12,0.0,2
33,0,2,1,12,0.0,2
34,0,3,1,12,0.0,2
35,2,4,0,12,0.0,2
36,1,4,1,12,0.0,2
37,0,3,1,12,0.0,2
38,2,1,0,12,0.0,2
39,0,3,1,12,0.0,2
40,0,2,1,12,0.0,2
41,2,4,0,12,0.0,2
42,2,4,1,12,0.0,2
43,2,1,0,12,0.0,2
44,2,4,0,12,0.0,2
45,2,3,0,12,0.0,2
1,0,2,1,13,0.0,2
2,2,3,0,13,0.0,2
3,1,3,0,13,0.0,2
4,2,4,1,13,0.0,2
5,0,1,1,13,0.0,2
6,0,4,0,13,0.0,2
7,1,1,0,13,0.0,2
8,2,2,0,13,0.0,2
9,0,1,1,13,0.0,2
10,2,3,0,13,0.0,2
11,1,1,1,13,0.0,2
12,2,1,0,13,0.0,2
13,1,4,1,13,0.0,2
14,2,3,0,13,0.0,2
15,1,1,1,13,0.0,2
16,1,3,0,13,0.0,2
17,2,4,0,13,0.0,2
18,0,4,1,13,0.0,2
19,0,4,1,13,0.0,2
20,2,2,0,13,0.0,2
21,0,2,1,13,0.0,2
22,2,1,0,13,0.0,2
23,2,4,0,13,0.0,2
24,1,2,0,13,0.0,2
25,2,1,0,13,0.0,2
26,2,4,0,13,0.0,2
27,2,2,0,13,0.0,2
28,2,2,0,13,0.0,2
29,1,1,1,13,0.0,2
30,0,2,1,13,0.0,2
31,2,2,0,13,0.0,2
32,1,2,0,13,0.0,2
33,0,1,1,13,0.0,2
34,0,1,1,13,0.0,2
35,0,1,1,13,0.0,2
36,0,3,1,13,0.0,2
37,0,1,1,13,0.0,2
38,1,4,0,13,0.0,2
39,1,4,0,13,0.0,2
40,0,1,1,13,0.0,2
41,1,4,0,13,0.0,2
42,1,1,1,13,0.0,2
43,1,3,0,13,0.0,2
44,1,1,0,13,0.0,2
45,0,2,1,13,0.0,2
1,1,3,1,14,0.0,2
2,0,2,1,14,0.0,2
3,2,2,0,14,0.0,2
4,1,2,1,14,0.0,2
5,0,4,1,14,0.0,2
6,2,4,0,14,0.0,2
7,1,2,0,14,0.0,2
8,0,3,1,14,0.0,2
9,1,1,1,14,0.0,2
10,0,1,1,14,0.0,2
11,0,4,1,14,0.0,2
12,2,4,0,14,0.0,2
13,2,4,0,14,0.0,2
14,1,4,1,14,0.0,2
15,0,3,1,14,0.0,2
16,1,3,0,14,0.0,2
17,2,2,0,14,0.0,2
18,2,2,0,14,0.0,2
19,1,4,0,14,0.0,2
20,2,2,1,14,0.0,2
21,0,4,1,14,0.0,2
22,0,4,1,14,0.0,2
23,0,2,1,14,0.0,2
24,2,1,0,14,0.0,2
25,1,1,1,14,0.0,2
26,0,4,1,14,0.0,2
27,1,4,1,14,0.0,2
28,2,3,0,14,0.0,2
29,1,1,0,14,0.0,2
30,0,1,1,14,0.0,2
31,1,2,0,14,0.0,2
32,2,3,0,14,0.0,2
33,1,2,1,14,0.0,2
34,1,1,1,14,0.0,2
35,2,1,0,14,0.0,2
36,0,4,1,14,0.0,2
37,0,2,1,14,0.0,2
38,1,3,1,14,0.0,2
39,2,2,0,14,0.0,2
40,0,2,1,14,0.0,2
41,2,4,0,14,0.0,2
42,0,4,1,14,0.0,2
43,1,1,0,14,0.0,2
44,2,3,0,14,0.0,2
45,2,2,0,14,0.0,2
1,0,1,1,15,0.0,2
2,1,1,1,15,0.0,2
3,1,2,0,15,0.0,2
4,2,3,0,15,0.0,2
5,2,4,0,15,0.0,2
6,0,2,1,15,0.0,2
7,1,3,0,15,0.0,2
8,1,1,0,15,0.0,2
9,0,4,1,15,0.0,2
10,0,1,1,15,0.0,2
11,2,2,0,15,0.0,2
12,1,1,0,15,0.0,2
13,2,3,0,15,0.0,2
14,0,2,1,15,0.0,2
15,0,3,1,15,0.0,2
16,2,4,0,15,0.0,2
17,0,4,1,15,0.0,2
18,1,4,0,15,0.0,2
19,2,1,1,15,0.0,2
20,2,2,0,15,0.0,2
21,1,1,1,15,0.0,2
22,2,3,0,15,0.0,2
23,1,3,1,15,0.0,2
24,0,2,1,15,0.0,2
25,2,3,0,15,0.0,2
26,0,1,0,15,0.0,2
27,1,4,1,15,0.0,2
28,0,3,1,15,0.0,2
29,0,1,1,15,0.0,2
30,2,4,0,15,0.0,2
31,1,1,0,15,0.0,2
32,1,1,1,15,0.0,2
33,0,3,1,15,0.0,2
34,1,3,0,15,0.0,2
35,0,1,1,15,0.0,2
36,2,1,0,15,0.0,2
37,0,3,1,15,0.0,2
38,1,3,1,15,0.0,2
39,2,2,0,15,0.0,2
40,2,1,0,15,0.0,2
41,2,2,1,15,0.0,2
42,1,3,1,15,0.0,2
43,1,1,0,15,0.0,2
44,2,1,0,15,0.0,2
45,0,2,1,15,0.0,2
1,2,2,0,16,0.0,2
2,1,3,0,16,0.0,2
3,2,2,0,16,0.0,2
4,2,1,0,16,0.0,2
5,1,1,1,16,0.0,2
6,1,4,1,16,0.0,2
7,0,1,1,16,0.0,2
8,2,3,0,16,0.0,2
9,1,3,1,16,0.0,2
10,2,2,1,16,0.0,2
11,1,4,1,16,0.0,2
12,1,3,0,16,0.0,2
13,2,3,0,16,0.0,2
14,1,1,1,16,0.0,2
15,1,3,1,16,0.0,2
16,1,1,1,16,0.0,2
17,1,1,0,16,0.0,2
18,0,3,1,16,0.0,2
19,1,4,1,16,0.0,2
20,1,1,1,16,0.0,2
21,2,3,0,16,0.0,2
22,0,4,1,16,0.0,2
23,0,3,1,16,0.0,2
24,0,2,1,16,0.0,2
25,2,2,0,16,0.0,2
26,2,3,0,16,0.0,2
27,0,2,1,16,0.0,2
28,0,3,1,16,0.0,2
29,1,1,1,16,0.0,2
30,2,1,0,16,0.0,2
31,0,1,1,16,0.0,2
32,0,1,0,16,0.0,2
33,1,4,1,16,0.0,2
34,2,1,0,16,0.0,2
35,0,4,1,16,0.0,2
36,2,3,0,16,0.0,2
37,0,1,1,16,0.0,2
38,0,1,1,16,0.0,2
39,2,2,0,16,0.0,2
40,2,1,0,16,0.0,2
41,0,4,1,16,0.0,2
42,2,3,0,16,0.0,2
43,0,2,1,16,0.0,2
44,0,3,1,16,0.0,2
45,1,3,0,16,0.0,2
1,1,3,1,17,0.0,2
2,0,1,1,17,0.0,2
3,0,4,1,17,0.0,2
4,0,4,1,17,0.0,2
5,1,3,1,17,0.0,2
6,2,3,0,17,0.0,2
7,1,4,0,17,0.0,2
8,2,1,0,17,0.0,2
9,1,2,0,17,0.0,2
10,0,1,1,17,0.0,2
11,2,4,0,17,0.0,2
12,2,2,0,17,0.0,2
13,1,2,0,17,0.0,2
14,0,3,1,17,0.0,2
15,1,2,1,17,0.0,2
16,1,1,1,17,0.0,2
17,2,3,0,17,0.0,2
18,1,2,1,17,0.0,2
19,2,2,1,17,0.0,2
20,2,3,0,17,0.0,2
21,1,2,0,17,0.0,2
22,0,2,1,17,0.0,2
23,1,3,1,17,0.0,2
24,0,2,1,17,0.0,2
25,2,2,0,17,0.0,2
26,0,2,1,17,0.0,2
27,0,1,1,17,0.0,2
28,1,2,1,17,0.0,2
29,2,2,0,17,0.0,2
30,0,1,1,17,0.0,2
31,1,1,1,17,0.0,2
32,0,1,1,17,0.0,2
33,2,4,1,17,0.0,2
34,2,2,0,17,0.0,2
35,1,3,1,17,0.0,2
36,2,1,0,17,0.0,2
37,2,3,0,17,0.0,2
38,2,1,0,17,0.0,2
39,2,1,0,17,0.0,2
40,1,4,1,17,0.0,2
41,0,4,1,17,0.0,2
42,0,1,1,17,0.0,2
43,0,1,1,17,0.0,2
44,1,4,0,17,0.0,2
45,0,1,1,17,0.0,2
1,2,3,0,18,0.0,2
2,0,4,1,18,0.0,2
3,2,4,0,18,0.0,2
4,0,3,1,18,0.0,2
5,1,1,0,18,0.0,2
6,1,2,0,18,0.0,2
7,2,2,0,18,0.0,2
8,1,2,1,18,0.0,2
9,2,1,0,18,0.0,2
10,2,3,0,18,0.0,2
11,2,3,0,18,0.0,2
12,1,3,1,18,0.0,2
13,0,3,1,18,0.0,2
14,1,3,0,18,0.0,2
15,2,4,0,18,0.0,2
16,0,1,1,18,0.0,2
17,0,1,1,18,0.0,2
18,2,4,0,18,0.0,2
19,0,1,1,18,0.0,2
20,1,2,1,18,0.0,2
21,0,1,1,18,0.0,2
22,0,1,1,18,0.0,2
23,1,1,0,18,0.0,2
24,0,2,1,18,0.0,2
25,2,1,0,18,0.0,2
26,0,2,1,18,0.0,2
27,1,1,0,18,0.0,2
28,2,1,0,18,0.0,2
29,1,3,1,18,0.0,2
30,1,4,1,18,0.0,2
31,0,2,1,18,0.0,2
32,2,3,0,18,0.0,2
33,2,2,0,18,0.0,2
34,2,3,0,18,0.0,2
35,0,4,1,18,0.0,2
36,1,4,1,18,0.0,2
37,1,2,1,18,0.0,2
38,0,1,1,18,0.0,2
39,2,3,0,18,0.0,2
40,0,3,1,18,0.0,2
41,1,3,1,18,0.0,2
42,1,2,1,18,0.0,2
43,0,4,1,18,0.0,2
44,2,3,0,18,0.0,2
45,1,2,1,18,0.0,2
1,0,2,1,19,0.0,2
2,2,4,0,19,0.0,2
3,1,2,0,19,0.0,2
4,2,1,0,19,0.0,2
5,0,1,1,19,0.0,2
6,2,4,0,19,0.0,2
7,0,1,1,19,0.0,2
8,2,4,1,19,0.0,2
9,1,2,1,19,0.0,2
10,2,1,0,19,0.0,2
11,2,1,0,19,0.0,2
12,1,1,1,19,0.0,2
13,2,3,0,19,0.0,2
14,0,3,1,19,0.0,2
15,0,2,1,19,0.0,2
16,2,4,0,19,0.0,2
17,0,4,1,19,0.0,2
18,0,1,1,19,0.0,2
19,2,4,1,19,0.0,2
20,2,3,0,19,0.0,2
21,0,1,1,19,0.0,2
22,1,1,0,19,0.0,2
23,1,4,0,19,0.0,2
24,2,2,0,19,0.0,2
25,1,1,0,19,0.0,2
26,1,2,1,19,0.0,2
27,1,2,1,19,0.0,2
28,1,2,0,19,0.0,2
29,1,4,0,19,0.0,2
30,2,3,1,19,0.0,2
31,1,2,1,19,0.0,2
32,0,3,1,19,0.0,2
33,0,1,0,19,0.0,2
34,1,3,1,19,0.0,2
35,0,3,1,19,0.0,2
36,1,3,0,19,0.0,2
37,2,4,0,19,0.0,2
38,2,1,0,19,0.0,2
39,0,1,1,19,0.0,2
40,1,1,1,19,0.0,2
41,0,3,1,19,0.0,2
42,0,1,1,19,0.0,2
43,2,1,1,19,0.0,2
44,0,2,1,19,0.0,2
45,1,3,1,19,0.0,2
1,2,4,0,20,0.0,2
2,0,3,1,20,0.0,2
3,0,4,1,20,0.0,2
4,1,2,0,20,0.0,2
5,0,3,1,20,0.0,2
6,0,1,1,20,0.0,2
7,2,1,0,20,0.0,2
8,0,4,1,20,0.0,2
9,1,2,1,20,0.0,2
10,1,3,1,20,0.0,2
11,1,1,0,20,0.0,2
12,2,1,0,20,0.0,2
13,0,4,1,20,0.0,2
14,1,3,1,20,0.0,2
15,1,2,0,20,0.0,2
16,2,1,1,20,0.0,2
17,0,4,1,20,0.0,2
