Trial,Stim_Sequence,Choice,Trustee_Response,Subject,Alpha,Beta
9,1,1,1,293,0.2,14
10,0,4,1,293,0.2,14
11,2,1,0,293,0.2,14
12,1,1,0,293,0.2,14
13,1,1,1,293,0.2,14
14,0,4,1,293,0.2,14
15,2,3,0,293,0.2,14
16,1,1,1,293,0.2,14
17,2,1,0,293,0.2,14
18,2,1,0,293,0.2,14
19,1,1,1,293,0.2,14
20,0,4,1,293,0.2,14
21,1,1,0,293,0.2,14
22,2,1,0,293,0.2,14
23,0,4,1,293,0.2,14
24,2,1,0,293,0.2,14
25,2,1,0,293,0.2,14
26,2,1,0,293,0.2,14
27,1,1,1,293,0.2,14
28,0,4,1,293,0.2,14
29,2,1,0,293,0.2,14
30,2,1,0,293,0.2,14
31,2,1,0,293,0.2,14
32,0,4,1,293,0.2,14
33,0,4,1,293,0.2,14
34,1,1,0,293,0.2,14
35,0,4,1,293,0.2,14
36,1,1,0,293,0.2,14
37,0,4,1,293,0.2,14
38,1,1,1,293,0.2,14
39,1,1,0,293,0.2,14
40,0,4,1,293,0.2,14
41,2,1,0,293,0.2,14
42,0,4,1,293,0.2,14
43,0,4,0,293,0.2,14
44,2,1,0,293,0.2,14
45,0,4,1,293,0.2,14
1,0,4,1,294,0.2,14
2,2,2,0,294,0.2,14
3,2,1,0,294,0.2,14
4,0,4,1,294,0.2,14
5,2,1,0,294,0.2,14
6,2,1,0,294,0.2,14
7,1,2,1,294,0.2,14
8,0,4,1,294,0.2,14
9,2,1,0,294,0.2,14
10,2,1,0,294,0.2,14
11,2,1,0,294,0.2,14
12,1,4,0,294,0.2,14
13,0,4,1,294,0.2,14
14,2,1,0,294,0.2,14
15,2,1,0,294,0.2,14
16,1,1,0,294,0.2,14
17,1,3,0,294,0.2,14
18,0,4,1,294,0.2,14
19,1,1,1,294,0.2,14
20,0,4,0,294,0.2,14
21,2,1,0,294,0.2,14
22,0,4,1,294,0.2,14
23,0,4,1,294,0.2,14
24,0,4,1,294,0.2,14
25,0,4,1,294,0.2,14
26,1,1,0,294,0.2,14
27,0,4,0,294,0.2,14
28,0,4,0,294,0.2,14
29,1,1,1,294,0.2,14
30,1,1,0,294,0.2,14
31,0,4,1,294,0.2,14
32,1,1,1,294,0.2,14
33,1,1,1,294,0.2,14
34,2,1,0,294,0.2,14
35,1,1,1,294,0.2,14
36,2,1,0,294,0.2,14
37,1,1,1,294,0.2,14
38,2,1,0,294,0.2,14
39,1,1,0,294,0.2,14
40,0,4,0,294,0.2,14
41,2,1,0,294,0.2,14
42,1,1,1,294,0.2,14
43,0,4,1,294,0.2,14
44,2,1,1,294,0.2,14
45,1,1,0,294,0.2,14
1,2,1,1,295,0.2,14
2,0,3,0,295,0.2,14
3,2,2,0,295,0.2,14
4,0,1,1,295,0.2,14
5,0,1,1,295,0.2,14
6,2,1,0,295,0.2,14
7,0,1,1,295,0.2,14
8,2,1,0,295,0.2,14
9,0,1,1,295,0.2,14
10,2,1,0,295,0.2,14
11,0,1,1,295,0.2,14
12,2,1,0,295,0.2,14
13,1,3,0,295,0.2,14
14,2,1,0,295,0.2,14
15,0,1,1,295,0.2,14
16,1,1,1,295,0.2,14
17,2,1,0,295,0.2,14
18,2,1,0,295,0.2,14
19,0,1,1,295,0.2,14
20,2,1,0,295,0.2,14
21,0,1,1,295,0.2,14
22,1,1,0,295,0.2,14
23,1,1,1,295,0.2,14
24,1,1,1,295,0.2,14
25,2,1,0,295,0.2,14
26,2,1,0,295,0.2,14
27,1,1,1,295,0.2,14
28,1,1,1,295,0.2,14
29,0,1,1,295,0.2,14
30,1,1,0,295,0.2,14
31,1,1,1,295,0.2,14
32,0,1,1,295,0.2,14
33,1,1,0,295,0.2,14
34,0,1,1,295,0.2,14
35,2,1,0,295,0.2,14
36,0,1,1,295,0.2,14
37,1,1,1,295,0.2,14
38,2,1,0,295,0.2,14
39,1,1,0,295,0.2,14
40,1,1,0,295,0.2,14
41,2,1,0,295,0.2,14
42,0,1,1,295,0.2,14
43,0,1,1,295,0.2,14
44,1,1,0,295,0.2,14
45,1,1,1,295,0.2,14
1,1,1,0,296,0.2,14
2,2,2,0,296,0.2,14
3,2,1,0,296,0.2,14
4,1,1,0,296,0.2,14
5,0,3,0,296,0.2,14
6,0,1,1,296,0.2,14
7,0,1,1,296,0.2,14
8,0,1,1,296,0.2,14
9,2,1,0,296,0.2,14
10,2,1,0,296,0.2,14
11,2,1,0,296,0.2,14
12,0,1,1,296,0.2,14
13,0,1,1,296,0.2,14
14,1,2,1,296,0.2,14
15,1,4,1,296,0.2,14
16,1,4,0,296,0.2,14
17,2,1,0,296,0.2,14
18,1,4,0,296,0.2,14
19,2,1,0,296,0.2,14
20,0,1,1,296,0.2,14
21,1,1,1,296,0.2,14
22,0,1,1,296,0.2,14
23,0,1,1,296,0.2,14
24,1,1,0,296,0.2,14
25,0,1,1,296,0.2,14
26,1,1,0,296,0.2,14
27,1,1,1,296,0.2,14
28,2,1,0,296,0.2,14
29,2,1,0,296,0.2,14
30,0,1,1,296,0.2,14
31,1,1,0,296,0.2,14
32,0,1,0,296,0.2,14
33,2,1,0,296,0.2,14
34,2,1,0,296,0.2,14
35,1,1,0,296,0.2,14
36,2,1,0,296,0.2,14
37,1,1,1,296,0.2,14
38,2,1,0,296,0.2,14
39,2,1,0,296,0.2,14
40,2,1,1,296,0.2,14
41,0,1,1,296,0.2,14
42,1,1,0,296,0.2,14
43,1,1,1,296,0.2,14
44,0,1,1,296,0.2,14
45,0,1,1,296,0.2,14
1,0,2,1,297,0.2,14
2,0,4,1,297,0.2,14
3,1,2,1,297,0.2,14
4,2,2,0,297,0.2,14
5,1,4,0,297,0.2,14
6,0,4,1,297,0.2,14
7,0,4,1,297,0.2,14
8,0,4,1,297,0.2,14
9,1,1,0,297,0.2,14
10,0,4,1,297,0.2,14
11,2,1,1,297,0.2,14
12,2,1,0,297,0.2,14
13,1,2,1,297,0.2,14
14,0,4,1,297,0.2,14
15,2,1,0,297,0.2,14
16,0,4,1,297,0.2,14
17,1,4,0,297,0.2,14
18,0,4,1,297,0.2,14
19,2,1,0,297,0.2,14
20,2,1,0,297,0.2,14
21,2,1,0,297,0.2,14
22,1,1,0,297,0.2,14
23,2,1,0,297,0.2,14
24,1,1,0,297,0.2,14
25,2,1,0,297,0.2,14
26,0,4,1,297,0.2,14
27,1,1,1,297,0.2,14
28,2,1,0,297,0.2,14
29,0,4,1,297,0.2,14
30,1,1,0,297,0.2,14
31,1,1,1,297,0.2,14
32,2,1,1,297,0.2,14
33,2,1,0,297,0.2,14
34,0,4,1,297,0.2,14
35,2,1,1,297,0.2,14
36,2,1,0,297,0.2,14
37,0,4,1,297,0.2,14
38,1,1,0,297,0.2,14
39,1,1,0,297,0.2,14
40,0,4,1,297,0.2,14
41,1,1,0,297,0.2,14
42,2,1,0,297,0.2,14
43,1,2,1,297,0.2,14
44,1,4,0,297,0.2,14
45,0,4,1,297,0.2,14
1,0,3,1,298,0.2,14
2,0,4,1,298,0.2,14
3,0,4,1,298,0.2,14
4,1,3,1,298,0.2,14
5,2,4,0,298,0.2,14
6,0,4,1,298,0.2,14
7,0,4,1,298,0.2,14
8,1,4,1,298,0.2,14
9,2,1,0,298,0.2,14
10,2,1,0,298,0.2,14
11,1,4,0,298,0.2,14
12,0,4,1,298,0.2,14
13,1,4,1,298,0.2,14
14,1,4,0,298,0.2,14
15,1,4,1,298,0.2,14
16,1,4,0,298,0.2,14
17,2,1,0,298,0.2,14
18,2,1,0,298,0.2,14
19,2,1,0,298,0.2,14
20,1,1,0,298,0.2,14
21,0,4,1,298,0.2,14
22,0,4,1,298,0.2,14
23,1,1,1,298,0.2,14
24,1,1,0,298,0.2,14
25,0,4,1,298,0.2,14
26,2,1,0,298,0.2,14
27,0,4,1,298,0.2,14
28,2,1,0,298,0.2,14
29,0,4,1,298,0.2,14
30,1,2,0,298,0.2,14
31,2,1,1,298,0.2,14
32,2,1,0,298,0.2,14
33,1,1,1,298,0.2,14
34,2,1,0,298,0.2,14
35,0,4,1,298,0.2,14
36,2,1,0,298,0.2,14
37,1,1,1,298,0.2,14
38,0,4,1,298,0.2,14
39,2,1,0,298,0.2,14
40,1,1,0,298,0.2,14
41,2,1,0,298,0.2,14
42,0,4,1,298,0.2,14
43,0,4,1,298,0.2,14
44,2,1,0,298,0.2,14
45,1,1,1,298,0.2,14
1,0,4,1,299,0.2,14
2,0,4,1,299,0.2,14
3,2,4,0,299,0.2,14
4,1,2,1,299,0.2,14
5,2,1,0,299,0.2,14
6,1,4,0,299,0.2,14
7,1,1,0,299,0.2,14
8,0,4,1,299,0.2,14
9,2,1,0,299,0.2,14
10,1,1,0,299,0.2,14
11,2,1,0,299,0.2,14
12,2,1,0,299,0.2,14
13,1,2,1,299,0.2,14
14,1,4,1,299,0.2,14
15,0,4,1,299,0.2,14
16,2,1,0,299,0.2,14
17,1,4,1,299,0.2,14
18,1,4,1,299,0.2,14
19,0,4,1,299,0.2,14
20,0,4,1,299,0.2,14
21,2,1,0,299,0.2,14
22,1,4,1,299,0.2,14
23,0,4,1,299,0.2,14
24,0,4,1,299,0.2,14
25,0,4,1,299,0.2,14
26,2,1,0,299,0.2,14
27,1,4,1,299,0.2,14
28,2,1,0,299,0.2,14
29,1,4,0,299,0.2,14
30,1,4,1,299,0.2,14
31,1,4,1,299,0.2,14
32,2,1,0,299,0.2,14
33,2,1,0,299,0.2,14
34,0,4,1,299,0.2,14
35,0,4,1,299,0.2,14
36,1,4,0,299,0.2,14
37,2,1,0,299,0.2,14
38,0,4,1,299,0.2,14
39,0,4,1,299,0.2,14
40,2,1,0,299,0.2,14
41,2,1,0,299,0.2,14
42,1,4,1,299,0.2,14
43,0,4,1,299,0.2,14
44,2,1,0,299,0.2,14
45,0,4,1,299,0.2,14
1,1,1,1,300,0.2,14
2,2,1,0,300,0.2,14
3,2,4,0,300,0.2,14
4,2,1,0,300,0.2,14
5,1,2,1,300,0.2,14
6,1,4,0,300,0.2,14
7,1,2,0,300,0.2,14
8,0,1,1,300,0.2,14
9,0,4,1,300,0.2,14
10,1,1,0,300,0.2,14
11,2,1,0,300,0.2,14
12,1,1,0,300,0.2,14
13,1,1,1,300,0.2,14
14,0,4,1,300,0.2,14
15,2,1,0,300,0.2,14
16,1,1,1,300,0.2,14
17,0,4,1,300,0.2,14
18,2,1,0,300,0.2,14
19,1,1,0,300,0.2,14
20,0,4,1,300,0.2,14
21,2,1,0,300,0.2,14
22,1,1,1,300,0.2,14
23,2,1,0,300,0.2,14
24,2,1,0,300,0.2,14
25,1,1,0,300,0.2,14
26,2,1,1,300,0.2,14
27,0,4,1,300,0.2,14
28,1,1,1,300,0.2,14
29,0,4,1,300,0.2,14
30,0,4,1,300,0.2,14
31,2,1,1,300,0.2,14
32,2,1,0,300,0.2,14
33,0,4,1,300,0.2,14
34,1,1,0,300,0.2,14
35,0,4,1,300,0.2,14
36,2,1,0,300,0.2,14
37,2,1,0,300,0.2,14
38,1,1,0,300,0.2,14
39,0,4,1,300,0.2,14
40,0,4,1,300,0.2,14
41,0,4,0,300,0.2,14
42,0,4,0,300,0.2,14
43,1,1,1,300,0.2,14
44,2,1,0,300,0.2,14
45,0,4,1,300,0.2,14
1,2,3,0,301,0.2,16
2,2,1,0,301,0.2,16
3,1,4,1,301,0.2,16
4,2,1,0,301,0.2,16
5,1,4,1,301,0.2,16
6,0,3,1,301,0.2,16
7,1,4,0,301,0.2,16
8,2,1,0,301,0.2,16
9,0,4,1,301,0.2,16
10,1,4,1,301,0.2,16
11,1,4,0,301,0.2,16
12,1,4,0,301,0.2,16
13,2,1,0,301,0.2,16
14,0,4,1,301,0.2,16
15,0,4,1,301,0.2,16
16,1,1,0,301,0.2,16
17,2,1,0,301,0.2,16
18,0,4,1,301,0.2,16
19,1,1,0,301,0.2,16
20,0,4,1,301,0.2,16
21,2,1,0,301,0.2,16
22,2,1,1,301,0.2,16
23,0,4,1,301,0.2,16
24,2,1,0,301,0.2,16
25,1,1,1,301,0.2,16
26,0,4,1,301,0.2,16
27,2,1,1,301,0.2,16
28,2,1,0,301,0.2,16
29,2,1,0,301,0.2,16
30,2,1,0,301,0.2,16
31,1,1,1,301,0.2,16
32,2,1,0,301,0.2,16
33,0,4,1,301,0.2,16
34,0,4,1,301,0.2,16
35,0,4,1,301,0.2,16
36,1,1,0,301,0.2,16
37,1,1,1,301,0.2,16
38,1,1,1,301,0.2,16
39,1,1,1,301,0.2,16
40,0,4,1,301,0.2,16
41,1,1,1,301,0.2,16
42,2,1,0,301,0.2,16
43,0,4,1,301,0.2,16
44,0,4,1,301,0.2,16
45,0,4,1,301,0.2,16
1,2,2,0,302,0.2,16
2,1,2,1,302,0.2,16
3,1,4,1,302,0.2,16
4,0,3,1,302,0.2,16
5,1,4,1,302,0.2,16
6,2,1,0,302,0.2,16
7,1,4,1,302,0.2,16
8,1,4,0,302,0.2,16
9,1,4,1,302,0.2,16
10,1,4,0,302,0.2,16
11,2,1,0,302,0.2,16
12,0,4,1,302,0.2,16
13,1,4,0,302,0.2,16
14,1,1,1,302,0.2,16
15,0,4,1,302,0.2,16
16,2,1,1,302,0.2,16
17,2,1,0,302,0.2,16
18,0,4,1,302,0.2,16
19,1,1,1,302,0.2,16
20,0,4,1,302,0.2,16
21,2,1,0,302,0.2,16
22,2,1,0,302,0.2,16
23,2,1,0,302,0.2,16
24,0,4,1,302,0.2,16
25,1,1,0,302,0.2,16
26,1,1,1,302,0.2,16
27,0,4,1,302,0.2,16
28,0,4,1,302,0.2,16
29,1,1,0,302,0.2,16
30,0,4,0,302,0.2,16
31,2,1,0,302,0.2,16
32,2,1,0,302,0.2,16
33,2,1,0,302,0.2,16
34,0,4,0,302,0.2,16
35,1,1,0,302,0.2,16
36,1,1,1,302,0.2,16
37,0,4,1,302,0.2,16
38,0,4,1,302,0.2,16
39,0,4,1,302,0.2,16
40,2,1,0,302,0.2,16
41,2,1,0,302,0.2,16
42,2,1,0,302,0.2,16
43,2,1,0,302,0.2,16
44,0,4,1,302,0.2,16
45,0,4,1,302,0.2,16
1,1,3,1,303,0.2,16
2,1,4,1,303,0.2,16
3,2,3,0,303,0.2,16
4,1,4,1,303,0.2,16
5,1,4,1,303,0.2,16
6,1,4,1,303,0.2,16
7,2,1,0,303,0.2,16
8,0,4,0,303,0.2,16
9,2,1,1,303,0.2,16
10,0,1,1,303,0.2,16
11,2,1,0,303,0.2,16
12,1,4,1,303,0.2,16
13,1,4,0,303,0.2,16
14,1,4,0,303,0.2,16
15,0,1,1,303,0.2,16
16,0,1,1,303,0.2,16
17,2,1,0,303,0.2,16
18,0,1,1,303,0.2,16
19,1,4,1,303,0.2,16
20,0,1,1,303,0.2,16
21,0,1,1,303,0.2,16
22,2,1,1,303,0.2,16
23,0,1,1,303,0.2,16
24,1,4,1,303,0.2,16
25,0,1,1,303,0.2,16
26,1,4,0,303,0.2,16
27,0,1,1,303,0.2,16
28,2,1,0,303,0.2,16
29,1,4,1,303,0.2,16
30,0,1,1,303,0.2,16
31,0,1,1,303,0.2,16
32,2,1,0,303,0.2,16
33,2,1,0,303,0.2,16
34,0,1,1,303,0.2,16
35,2,1,0,303,0.2,16
36,2,1,0,303,0.2,16
37,2,1,0,303,0.2,16
38,2,1,0,303,0.2,16
39,0,1,1,303,0.2,16
40,1,4,0,303,0.2,16
41,1,4,1,303,0.2,16
42,0,1,1,303,0.2,16
43,2,1,0,303,0.2,16
44,1,4,0,303,0.2,16
45,2,1,0,303,0.2,16
1,0,4,1,304,0.2,16
2,2,2,0,304,0.2,16
3,0,4,1,304,0.2,16
4,2,1,0,304,0.2,16
5,0,4,1,304,0.2,16
6,1,2,0,304,0.2,16
7,0,4,1,304,0.2,16
8,1,1,0,304,0.2,16
9,2,1,0,304,0.2,16
10,2,1,0,304,0.2,16
11,1,1,1,304,0.2,16
12,2,1,0,304,0.2,16
13,1,1,1,304,0.2,16
14,1,1,1,304,0.2,16
15,0,4,1,304,0.2,16
16,1,1,0,304,0.2,16
17,1,1,0,304,0.2,16
18,0,4,1,304,0.2,16
19,0,4,1,304,0.2,16
20,0,4,1,304,0.2,16
21,2,1,0,304,0.2,16
22,1,1,0,304,0.2,16
23,0,4,1,304,0.2,16
24,1,1,0,304,0.2,16
25,1,1,0,304,0.2,16
26,2,1,0,304,0.2,16
27,2,1,1,304,0.2,16
28,1,1,1,304,0.2,16
29,0,4,1,304,0.2,16
30,2,1,0,304,0.2,16
31,0,4,0,304,0.2,16
32,2,1,0,304,0.2,16
33,1,1,1,304,0.2,16
34,1,1,0,304,0.2,16
35,2,1,0,304,0.2,16
36,2,1,0,304,0.2,16
37,2,1,0,304,0.2,16
38,1,1,0,304,0.2,16
39,2,1,0,304,0.2,16
40,1,1,0,304,0.2,16
41,0,4,1,304,0.2,16
42,0,4,1,304,0.2,16
43,0,4,0,304,0.2,16
44,0,4,1,304,0.2,16
45,2,1,0,304,0.2,16
1,2,2,0,305,0.2,16
2,0,3,1,305,0.2,16
3,1,4,0,305,0.2,16
4,0,4,1,305,0.2,16
5,0,4,0,305,0.2,16
6,1,1,1,305,0.2,16
7,2,1,0,305,0.2,16
8,2,1,0,305,0.2,16
9,2,1,0,305,0.2,16
10,1,1,0,305,0.2,16
11,0,4,1,305,0.2,16
12,2,1,0,305,0.2,16
13,0,4,1,305,0.2,16
14,1,1,1,305,0.2,16
15,0,4,1,305,0.2,16
16,0,4,1,305,0.2,16
17,2,1,0,305,0.2,16
18,1,1,0,305,0.2,16
19,0,4,1,305,0.2,16
20,1,1,0,305,0.2,16
21,2,1,0,305,0.2,16
22,2,1,0,305,0.2,16
23,0,4,1,305,0.2,16
24,0,4,1,305,0.2,16
25,1,1,0,305,0.2,16
26,2,1,0,305,0.2,16
27,2,1,0,305,0.2,16
28,0,4,1,305,0.2,16
29,2,1,0,305,0.2,16
30,2,1,0,305,0.2,16
31,1,1,0,305,0.2,16
32,1,1,0,305,0.2,16
33,1,1,1,305,0.2,16
34,2,1,0,305,0.2,16
35,2,1,0,305,0.2,16
36,1,1,0,305,0.2,16
37,0,4,1,305,0.2,16
38,0,4,1,305,0.2,16
39,0,4,0,305,0.2,16
40,0,4,1,305,0.2,16
41,1,1,0,305,0.2,16
42,2,1,0,305,0.2,16
43,1,1,1,305,0.2,16
44,1,1,1,305,0.2,16
45,1,1,1,305,0.2,16
1,1,4,1,306,0.2,16
2,0,2,0,306,0.2,16
3,1,4,0,306,0.2,16
4,2,1,0,306,0.2,16
5,2,3,0,306,0.2,16
6,1,1,1,306,0.2,16
7,0,1,0,306,0.2,16
8,1,1,1,306,0.2,16
9,2,1,0,306,0.2,16
10,2,1,0,306,0.2,16
11,0,1,1,306,0.2,16
12,2,1,0,306,0.2,16
13,1,1,0,306,0.2,16
14,1,1,1,306,0.2,16
15,0,1,1,306,0.2,16
16,2,1,0,306,0.2,16
17,0,1,1,306,0.2,16
18,1,1,1,306,0.2,16
19,2,1,1,306,0.2,16
20,0,1,1,306,0.2,16
21,2,1,0,306,0.2,16
22,0,1,1,306,0.2,16
23,1,1,0,306,0.2,16
24,1,1,0,306,0.2,16
25,1,1,1,306,0.2,16
26,1,1,0,306,0.2,16
27,0,1,1,306,0.2,16
28,0,1,0,306,0.2,16
29,2,1,0,306,0.2,16
30,2,1,0,306,0.2,16
31,1,1,0,306,0.2,16
32,0,1,1,306,0.2,16
33,2,1,0,306,0.2,16
34,1,1,0,306,0.2,16
35,0,1,1,306,0.2,16
36,0,1,1,306,0.2,16
37,2,1,0,306,0.2,16
38,0,1,1,306,0.2,16
39,0,1,1,306,0.2,16
40,2,1,0,306,0.2,16
41,1,1,1,306,0.2,16
42,1,1,0,306,0.2,16
43,2,1,0,306,0.2,16
44,2,1,0,306,0.2,16
45,0,1,1,306,0.2,16
1,2,2,0,307,0.2,16
2,2,1,0,307,0.2,16
3,2,1,0,307,0.2,16
4,0,1,1,307,0.2,16
5,2,1,0,307,0.2,16
6,0,3,1,307,0.2,16
7,2,1,0,307,0.2,16
8,1,3,0,307,0.2,16
9,0,4,1,307,0.2,16
10,0,4,0,307,0.2,16
11,1,1,1,307,0.2,16
12,0,4,1,307,0.2,16
13,2,1,0,307,0.2,16
14,0,4,1,307,0.2,16
15,0,4,1,307,0.2,16
16,1,1,0,307,0.2,16
17,0,4,1,307,0.2,16
18,1,1,1,307,0.2,16
19,2,1,0,307,0.2,16
20,1,1,1,307,0.2,16
21,2,1,0,307,0.2,16
22,1,1,1,307,0.2,16
23,2,1,0,307,0.2,16
24,1,1,1,307,0.2,16
25,0,4,1,307,0.2,16
26,0,4,1,307,0.2,16
27,2,1,0,307,0.2,16
28,2,1,0,307,0.2,16
29,0,4,0,307,0.2,16
30,2,1,0,307,0.2,16
31,1,1,1,307,0.2,16
32,1,1,0,307,0.2,16
33,2,1,0,307,0.2,16
34,0,4,0,307,0.2,16
35,0,4,1,307,0.2,16
36,1,1,0,307,0.2,16
37,2,1,1,307,0.2,16
38,1,1,1,307,0.2,16
39,2,1,0,307,0.2,16
40,1,1,0,307,0.2,16
41,0,4,1,307,0.2,16
42,0,4,1,307,0.2,16
43,1,1,0,307,0.2,16
44,1,1,1,307,0.2,16
45,1,1,0,307,0.2,16
1,0,3,1,308,0.2,16
2,0,4,1,308,0.2,16
3,1,1,1,308,0.2,16
4,2,2,0,308,0.2,16
5,2,1,0,308,0.2,16
6,2,1,0,308,0.2,16
7,1,1,1,308,0.2,16
8,1,1,1,308,0.2,16
9,0,4,1,308,0.2,16
10,0,4,1,308,0.2,16
11,2,1,0,308,0.2,16
12,1,4,1,308,0.2,16
13,2,1,0,308,0.2,16
14,0,4,1,308,0.2,16
15,2,1,1,308,0.2,16
16,2,1,0,308,0.2,16
17,2,1,0,308,0.2,16
18,1,4,1,308,0.2,16
19,0,4,1,308,0.2,16
20,0,4,1,308,0.2,16
21,2,1,0,308,0.2,16
22,1,4,0,308,0.2,16
23,0,4,1,308,0.2,16
24,0,4,1,308,0.2,16
25,1,4,0,308,0.2,16
26,0,4,1,308,0.2,16
27,0,4,0,308,0.2,16
28,2,1,0,308,0.2,16
29,2,1,0,308,0.2,16
30,1,1,1,308,0.2,16
31,0,4,1,308,0.2,16
32,1,1,1,308,0.2,16
33,2,1,0,308,0.2,16
34,1,1,1,308,0.2,16
35,1,1,1,308,0.2,16
36,1,1,1,308,0.2,16
37,0,4,1,308,0.2,16
38,1,1,1,308,0.2,16
39,1,1,1,308,0.2,16
40,2,1,0,308,0.2,16
41,0,4,1,308,0.2,16
42,1,1,1,308,0.2,16
43,2,1,0,308,0.2,16
44,0,4,1,308,0.2,16
45,2,1,0,308,0.2,16
1,2,1,0,309,0.2,16
2,0,2,1,309,0.2,16
3,1,1,0,309,0.2,16
4,0,4,1,309,0.2,16
5,0,4,1,309,0.2,16
6,0,4,1,309,0.2,16
7,1,1,0,309,0.2,16
8,2,4,0,309,0.2,16
9,2,1,0,309,0.2,16
10,0,4,0,309,0.2,16
11,2,1,0,309,0.2,16
12,1,3,1,309,0.2,16
13,0,4,1,309,0.2,16
14,1,4,1,309,0.2,16
15,2,1,1,309,0.2,16
16,0,4,1,309,0.2,16
17,2,1,0,309,0.2,16
18,2,1,0,309,0.2,16
19,0,4,1,309,0.2,16
20,2,1,0,309,0.2,16
21,1,4,1,309,0.2,16
22,2,1,0,309,0.2,16
23,2,1,0,309,0.2,16
24,0,4,1,309,0.2,16
25,2,1,0,309,0.2,16
26,2,1,0,309,0.2,16
27,1,4,0,309,0.2,16
28,1,4,0,309,0.2,16
29,1,1,1,309,0.2,16
30,2,1,0,309,0.2,16
31,1,1,1,309,0.2,16
32,0,4,0,309,0.2,16
33,0,4,1,309,0.2,16
34,2,1,0,309,0.2,16
35,0,4,1,309,0.2,16
36,1,1,0,309,0.2,16
37,1,1,0,309,0.2,16
38,0,4,1,309,0.2,16
39,1,1,1,309,0.2,16
40,2,1,0,309,0.2,16
41,0,4,1,309,0.2,16
42,1,1,1,309,0.2,16
43,1,1,0,309,0.2,16
44,1,1,1,309,0.2,16
45,0,4,1,309,0.2,16
1,0,3,1,310,0.2,16
2,2,1,0,310,0.2,16
3,2,1,1,310,0.2,16
4,2,2,0,310,0.2,16
5,0,4,1,310,0.2,16
6,1,2,1,310,0.2,16
7,2,1,0,310,0.2,16
8,1,4,1,310,0.2,16
9,0,4,1,310,0.2,16
10,1,4,0,310,0.2,16
11,2,1,0,310,0.2,16
12,2,1,0,310,0.2,16
13,1,4,0,310,0.2,16
14,0,4,1,310,0.2,16
15,0,4,1,310,0.2,16
16,1,1,1,310,0.2,16
17,0,4,1,310,0.2,16
18,0,4,1,310,0.2,16
19,0,4,1,310,0.2,16
20,2,1,0,310,0.2,16
21,1,1,1,310,0.2,16
22,1,1,1,310,0.2,16
23,0,4,1,310,0.2,16
24,2,1,0,310,0.2,16
25,1,1,0,310,0.2,16
26,2,1,0,310,0.2,16
27,2,1,0,310,0.2,16
28,1,1,0,310,0.2,16
29,1,1,1,310,0.2,16
30,0,4,1,310,0.2,16
31,2,1,0,310,0.2,16
32,1,1,1,310,0.2,16
33,2,1,0,310,0.2,16
34,2,1,0,310,0.2,16
35,0,4,1,310,0.2,16
36,1,1,1,310,0.2,16
37,2,1,0,310,0.2,16
38,0,4,1,310,0.2,16
39,0,4,1,310,0.2,16
40,1,1,1,310,0.2,16
41,0,4,1,310,0.2,16
42,1,1,1,310,0.2,16
43,2,1,0,310,0.2,16
44,1,1,0,310,0.2,16
45,0,4,1,310,0.2,16
1,2,1,0,311,0.2,18
2,0,3,1,311,0.2,18
3,0,4,1,311,0.2,18
4,2,4,0,311,0.2,18
5,0,4,0,311,0.2,18
6,0,4,1,311,0.2,18
7,2,1,0,311,0.2,18
8,2,1,0,311,0.2,18
9,0,4,1,311,0.2,18
10,0,4,1,311,0.2,18
11,1,2,1,311,0.2,18
12,1,4,1,311,0.2,18
13,2,1,1,311,0.2,18
14,2,1,0,311,0.2,18
15,1,4,1,311,0.2,18
16,0,4,1,311,0.2,18
17,1,4,0,311,0.2,18
18,1,4,1,311,0.2,18
19,2,1,0,311,0.2,18
20,2,1,0,311,0.2,18
21,0,4,1,311,0.2,18
22,0,4,1,311,0.2,18
23,2,1,0,311,0.2,18
24,2,1,0,311,0.2,18
25,1,4,1,311,0.2,18
26,0,4,0,311,0.2,18
27,1,4,0,311,0.2,18
28,2,1,0,311,0.2,18
29,1,4,0,311,0.2,18
30,2,1,0,311,0.2,18
31,1,1,1,311,0.2,18
32,1,1,0,311,0.2,18
33,2,1,0,311,0.2,18
34,1,1,1,311,0.2,18
35,0,4,1,311,0.2,18
36,0,4,1,311,0.2,18
37,0,4,1,311,0.2,18
38,1,1,1,311,0.2,18
39,0,4,1,311,0.2,18
40,1,1,1,311,0.2,18
41,2,1,0,311,0.2,18
42,2,1,0,311,0.2,18
43,0,4,1,311,0.2,18
44,1,1,1,311,0.2,18
45,1,1,1,311,0.2,18
1,0,4,1,312,0.2,18
2,0,4,1,312,0.2,18
3,2,1,0,312,0.2,18
4,1,2,1,312,0.2,18
5,0,4,1,312,0.2,18
6,1,4,0,312,0.2,18
7,1,2,1,312,0.2,18
8,2,2,0,312,0.2,18
9,0,4,1,312,0.2,18
10,2,1,0,312,0.2,18
11,1,4,0,312,0.2,18
12,2,1,0,312,0.2,18
13,0,4,0,312,0.2,18
14,1,1,1,312,0.2,18
15,2,1,0,312,0.2,18
16,0,4,1,312,0.2,18
17,2,1,0,312,0.2,18
18,0,4,1,312,0.2,18
19,2,1,0,312,0.2,18
20,2,1,1,312,0.2,18
21,0,4,1,312,0.2,18
22,2,1,0,312,0.2,18
23,1,1,0,312,0.2,18
24,2,1,0,312,0.2,18
25,2,1,0,312,0.2,18
