Subject,a_gain,a_loss,beta,iProbA,iProbB,iProbC,iprobA,iprobB,iprobC
1.0,0.020021838642190315,0.43784027559185584,0.11259522059319428,,,,0.04458268846440133,1.398421848843589e-09,1.5227883431119072e-08
2.0,0.96578087412381,0.8457986031003967,0.22133101640886543,,,,1.0,0.9710522842796576,0.0
3.0,0.06327375323733841,0.630241464175932,0.36405929510156987,,,,0.7287422958511238,0.06346794704368586,0.03248833727530407
4.0,0.7789736655361305,0.7852630150500118,0.21295423507029818,,,,0.9999999999926797,0.1756093188293787,0.0
5.0,0.07936614572527456,0.15896807238770316,0.2754987628452302,,,,0.4360125709710393,0.36404211876479603,0.0021249296527854466
6.0,0.2008952962604513,0.4398539515511819,0.163911335686934,,,,0.5624439510789628,0.0,0.0
7.0,0.030992288962945168,0.0004131901633595329,0.15115868977631314,,,,0.982899540287766,0.7461904606985028,0.7415226442306792
8.0,0.09353602813089301,0.31544322987929796,0.8627907695655547,,,,0.3311621810679273,0.5917918863230818,0.4114740665007304
9.0,1.0,1.0,0.17359618390691328,,,,1.0,0.0,0.0
10.0,0.026831906224887507,0.12069267107925274,0.6500022400169698,,,,0.533030877858495,0.40203403184609987,0.24581412120221263
11.0,0.4451745840332646,0.020152250769034263,0.12949220794963612,,,,0.8630425872519298,0.9906898132126817,0.8681455596732301
12.0,0.9084567362817051,0.008961793575748594,0.23590152773914835,,,,0.9901444607953376,0.9901444743974196,0.024904405587359527
13.0,0.5416219815685603,0.07495842159711409,0.01002847315282208,,,,0.9999730606849387,0.9999177284389652,0.6728605797136243
14.0,0.8729528158463976,0.8750640097035336,0.020466931173695958,,,,0.9999999557356596,0.9999419047524375,3.557055884236198e-15
15.0,0.0604683661555381,0.4576655579649158,0.22988306715760273,,,,0.6758123460665018,0.27275946657241246,0.012783353328575888
16.0,0.0027533640354467995,0.9681314653713349,0.07136721042837163,,,,0.08091396926437036,0.0027534529077744355,1.409073978224498e-05
17.0,0.01030574111658292,0.4125126315056559,0.12050647616241025,,,,0.711726326265722,0.02462127774831066,1.7543367768577037e-07
18.0,0.03880076633631224,0.10405251336342691,0.8250038794124829,,,,0.4920969574736943,0.3725207548597612,0.23424058915482815
19.0,0.5610757467293521,0.4088100436901757,0.05756843878164608,,,,0.97720398036391,0.9757429743779193,0.08161971585817168
20.0,0.06452373414779035,0.2783083990104078,0.2952560266593523,,,,1.0,0.31985037619449647,3.7946867820961304e-07
21.0,0.19700601338099022,0.3903539130912491,0.4867368344495142,,,,0.42957802123733274,0.36780154869088627,0.3560629617804284
22.0,0.6687260469629273,0.15822439604929128,0.08856341935725442,,,,0.999340092742902,0.02363417499897752,0.2876771851212886
23.0,0.07962896380861617,0.00023307627460117256,0.03516713225864301,,,,0.9992487617581579,0.9975846643648363,0.9640695787197228
24.0,0.09513515144023754,0.8261274219573896,0.1341652147817347,,,,0.5778940858600339,0.545293746409618,0.00666661202291749
25.0,0.0446444876431733,0.35443432834399524,0.5648003023275754,,,,0.2947532253519192,0.41017640919990495,0.18786351833355502
26.0,0.00166024229217438,0.9110216112595152,0.13235130252876393,,,,0.3193493496534071,4.698417412588047e-10,1.6057145507407134e-05
27.0,0.06422217611694668,0.7334852805464356,0.03629880956033588,,,,0.788253200802355,0.00010981534722283385,0.0048863514601945966
28.0,0.952141900647566,0.5532609355273904,0.012546977731485323,,,,0.9999944303536198,0.9999999999996558,0.00010933061564420143
29.0,0.012536298041668201,0.014759357316312144,0.6612754641276338,,,,0.5054112556689483,0.576050818832413,0.388370415170148
30.0,0.02780233361420048,0.2534342807159592,0.1021691757609352,,,,0.51555418555503,0.565039331397639,0.010135204939530868
31.0,0.824638141673226,0.00361189780664126,0.030161928314517774,,,,1.0,0.9998587592296957,0.7970013860310663
32.0,0.010331624159735764,0.4372204621448742,0.16574164621564325,,,,0.0797020438375788,0.13206847383105025,0.27379823690415117
33.0,0.04786123387916586,0.5854382098704477,0.10419346663721639,,,,0.27802178698264374,0.4142278700962385,0.0664824150835733
34.0,0.7365620649559854,0.4890526360936469,0.05593072091795204,,,,0.9997939419859982,0.2076654705103833,0.05823651595895653
35.0,0.39026230150356056,0.24443902115489724,0.032566843851783656,,,,0.683976267235097,0.9869398105236584,0.13837544667927573
36.0,0.10053628947459392,0.019169914191255133,0.07456525372549117,,,,0.3105474597639083,0.7305841583005183,0.40976814417128
37.0,0.9149344597482019,0.20364564781250857,0.22318763077299164,,,,1.0,0.7815564827872556,7.846133940344721e-08
38.0,0.16160928503201377,0.07498738830506713,0.008360657427152196,,,,0.6125089441150462,0.701946638352195,0.6122989351826906
39.0,0.1873799047987028,0.06723248937766979,0.18616015172520228,,,,0.787838614967612,0.13769453269052556,0.4606794966966949
40.0,0.001256754767335333,0.12888329171028823,0.18308569786197582,,,,0.3074277537287703,0.7018703174677307,0.05225913933872685
41.0,0.005920721285133124,0.44720837285752185,0.1899054985051948,,,,0.23820055132378884,0.16294506188549934,0.00431201715584263
42.0,0.45291517249460334,0.41498469446631825,1.0000006378518833e-10,,,,1.0,1.0,0.005292688048441775
43.0,0.0054637930748245855,0.04519180333391515,0.36016004340428787,,,,0.9684974956996265,0.06622196348006368,0.07429494943761088
44.0,0.28632120936764016,0.05546182836585134,0.09077287431820635,,,,0.8927088379228113,0.756031405103921,0.3395448392552989
