Trial,Stim_Sequence,Choice,Trustee_Response,Subject,Alpha_gain,Alpha_loss,Beta
1,1,4,0,1,0.7972334391980431,0.3670379213147105,7.063367963109667
2,2,2,0,1,0.7972334391980431,0.3670379213147105,7.063367963109667
3,1,1,1,1,0.7972334391980431,0.3670379213147105,7.063367963109667
4,2,1,0,1,0.7972334391980431,0.3670379213147105,7.063367963109667
5,2,1,0,1,0.7972334391980431,0.3670379213147105,7.063367963109667
6,1,1,1,1,0.7972334391980431,0.3670379213147105,7.063367963109667
7,2,1,0,1,0.7972334391980431,0.3670379213147105,7.063367963109667
8,1,1,0,1,0.7972334391980431,0.3670379213147105,7.063367963109667
9,0,3,1,1,0.7972334391980431,0.3670379213147105,7.063367963109667
10,2,1,0,1,0.7972334391980431,0.3670379213147105,7.063367963109667
11,2,1,0,1,0.7972334391980431,0.3670379213147105,7.063367963109667
12,1,1,1,1,0.7972334391980431,0.3670379213147105,7.063367963109667
13,2,1,0,1,0.7972334391980431,0.3670379213147105,7.063367963109667
14,2,1,0,1,0.7972334391980431,0.3670379213147105,7.063367963109667
15,0,4,1,1,0.7972334391980431,0.3670379213147105,7.063367963109667
16,1,1,1,1,0.7972334391980431,0.3670379213147105,7.063367963109667
17,2,1,1,1,0.7972334391980431,0.3670379213147105,7.063367963109667
18,2,1,0,1,0.7972334391980431,0.3670379213147105,7.063367963109667
19,2,1,0,1,0.7972334391980431,0.3670379213147105,7.063367963109667
20,0,4,1,1,0.7972334391980431,0.3670379213147105,7.063367963109667
21,2,1,0,1,0.7972334391980431,0.3670379213147105,7.063367963109667
22,0,4,1,1,0.7972334391980431,0.3670379213147105,7.063367963109667
23,1,1,1,1,0.7972334391980431,0.3670379213147105,7.063367963109667
24,1,1,1,1,0.7972334391980431,0.3670379213147105,7.063367963109667
25,0,4,1,1,0.7972334391980431,0.3670379213147105,7.063367963109667
26,2,1,0,1,0.7972334391980431,0.3670379213147105,7.063367963109667
27,2,1,0,1,0.7972334391980431,0.3670379213147105,7.063367963109667
28,0,4,1,1,0.7972334391980431,0.3670379213147105,7.063367963109667
29,0,4,1,1,0.7972334391980431,0.3670379213147105,7.063367963109667
