Subject,beta
1.0,16.735107612067278
2.0,5.05393752844737
3.0,15.432523274285119
4.0,11.621850026391328
5.0,6.225677050055642
6.0,12.192306259122276
7.0,14.087509711296555
8.0,9.962683591963454
9.0,8.132937433095433
10.0,8.701300008263571
11.0,19.337455135876894
12.0,1.1172924830316866
13.0,6.17191557870842
14.0,11.6796547516116
15.0,16.824542389658323
16.0,10.915350381694275
17.0,3.1445296953643487
18.0,19.42247423197038
19.0,1.9533623177637227
20.0,5.048314256979014
21.0,11.067228622188034
22.0,6.087337891884941
23.0,0.34322998371578706
24.0,3.368319855834314
25.0,13.230834029753488
26.0,4.181011844708129
27.0,0.3709201240981419
28.0,4.235782208164769
29.0,7.494578706172208
30.0,0.26968718843236594
31.0,10.90613352067777
32.0,13.931518149408904
33.0,0.9616294298662798
34.0,16.975502551690763
35.0,16.266256745921766
36.0,5.091885388186479
37.0,4.532651008009152
38.0,6.771055077208576
39.0,9.80483245183651
40.0,2.7906521414702556
41.0,19.170393820822635
42.0,6.590253191546567
43.0,16.99112684553785
44.0,5.384507548952147
45.0,13.160858340831226
46.0,13.625607699187903
47.0,2.2302569203876277
48.0,12.74746637206102
49.0,5.2251473470177405
50.0,0.5918266262994187
51.0,15.633639440528174
52.0,13.557819687413279
53.0,1.0884858208863624
54.0,3.9364334737651463
55.0,7.94156883344844
56.0,18.1493807274165
57.0,0.7417921269644845
58.0,16.407055945722732
59.0,15.615955711909987
60.0,18.51667912398826
61.0,12.659454533955222
62.0,13.823195167748716
63.0,4.467130081864266
64.0,15.670459628970994
65.0,12.154234358596474
66.0,13.866549426970533
67.0,7.235706135657585
68.0,9.733073227289925
69.0,14.578889861510847
70.0,15.123053236836197
71.0,11.663772889245479
72.0,14.707069138215449
73.0,7.5089101840585215
74.0,5.269585301162072
75.0,14.057495914840864
76.0,9.80290994777912
77.0,3.7533446500574885
78.0,0.07083827587521796
79.0,17.841670365594304
80.0,5.563883508515273
81.0,16.5597378075881
82.0,7.724516564220494
83.0,16.67309511460716
84.0,19.98090955153057
85.0,12.595500117229474
86.0,7.788004004213245
87.0,14.066411231432816
88.0,2.379010561603354
89.0,8.360525057540507
90.0,17.163323268534395
91.0,4.00309302557345
92.0,5.909108183172352
93.0,15.984653833849023
94.0,2.885406474466714
95.0,0.5229804077097855
96.0,0.7389158907349991
97.0,19.6264885505288
98.0,18.506182336216533
99.0,5.160977965580473
100.0,11.018652169509549
101.0,17.231800821189324
102.0,17.25119403582989
103.0,4.316633660544504
104.0,1.839813669932886
105.0,16.825600275714827
106.0,8.504642515965088
107.0,11.002674164349797
108.0,14.634115080185408
109.0,6.092018828633126
110.0,4.309921226882761
111.0,11.811706548478412
112.0,18.408692492510138
113.0,11.039011127334073
114.0,6.778734753768894
115.0,10.429515704623412
116.0,7.039258631887746
117.0,13.790273923468368
118.0,7.562255387458217
119.0,10.916462536876818
120.0,7.985151717277946
121.0,10.88961940879788
122.0,15.877069763048182
123.0,4.717386488987712
124.0,10.99742711928486
125.0,12.622706087269586
126.0,17.072515970736305
127.0,16.974356141967483
128.0,19.245494695702867
129.0,3.3685636626915927
130.0,8.306433267198086
131.0,3.26184288840047
132.0,0.4821281205165673
133.0,6.876982266778084
134.0,3.4703625082220113
135.0,5.3218072269686
136.0,16.535120473594155
137.0,12.050309347599125
138.0,6.205914549812741
139.0,18.633721447179497
140.0,18.983360997254856
141.0,1.1607103122651141
142.0,3.732297736123813
143.0,16.360973903408457
144.0,15.2191481644841
145.0,17.645273591857897
146.0,6.455920628758509
147.0,13.330995633463495
148.0,8.12781827040574
149.0,19.744312310027624
150.0,9.559863185115724
151.0,11.657504053161915
152.0,18.484350494202094
153.0,9.76172325491464
154.0,3.514959835293434
155.0,0.4597514033206651
156.0,18.40098407380206
157.0,18.350087719936845
158.0,15.261540529471278
159.0,2.2227493856584335
160.0,7.026942984655189
161.0,15.322771157098602
162.0,0.7613407352531576
163.0,19.595470738834635
164.0,10.005995430727372
165.0,0.6186169171558964
166.0,12.455025314437485
167.0,1.5801516670593374
168.0,19.878505024282845
169.0,9.498540299526342
170.0,9.8266111293546
171.0,4.070170309131161
172.0,14.782779374529502
173.0,10.105039217028313
174.0,18.453391457839192
175.0,0.6815260650522004
176.0,17.030161122918223
