Subject,alpha,beta,decay
123.0,0.0,1e-10,1.0
124.0,0.5812992036589649,0.2406205565629181,1.0
125.0,0.744929700352029,0.0834342228643868,0.0
126.0,0.0,1e-10,0.669428501125618
127.0,0.998306678502793,0.07919212995086522,0.4381763573530188
128.0,0.0,0.43194831393194516,0.006254079783024613
129.0,0.0022511495978111444,20.0,0.0
130.0,0.02087311724451573,20.0,0.0
131.0,0.0,0.6068225840616991,1.0
132.0,0.006027269395914218,20.0,0.43078747335700246
133.0,0.06360393553066196,3.982269265248425,0.0
134.0,0.47766611296508643,0.7062123402974726,1.0
135.0,0.00291312068915876,20.0,0.0
136.0,0.13310597117281744,1.6175361995227084,0.49891083866195673
137.0,0.011704090064340597,20.0,0.3977739069589339
138.0,0.8682999612177554,5.778676495657991,1.0
139.0,0.08657344793912086,20.0,1.0
140.0,1.0,0.08134188176179974,0.0
141.0,1.0,0.2061810440970983,0.0
142.0,0.35173928873098176,0.9590446767981012,1.0
143.0,1.0,20.0,0.8270242661486678
144.0,1.0,20.0,1.0
145.0,1.0,20.0,0.8685402644140238
146.0,0.0035913491461016427,20.0,0.0
147.0,0.4784501416846123,1.2389343470603977,0.0
148.0,1.0,10.808585016128568,0.9937608334937239
149.0,0.9514052957141795,6.070089721126074,0.975780196954087
150.0,0.4405356011070652,0.726039530395085,0.26449840002828956
151.0,0.003413298807966265,20.0,0.06805521595026527
152.0,0.020363908885823925,20.0,0.5106271695854642
153.0,0.08223266178894956,20.0,0.6888241978760011
154.0,0.005273709747028297,20.0,0.0
155.0,0.6382179540153693,0.9287866685828445,0.0
156.0,1.0,20.0,0.8863019687825378
157.0,0.010898713004649112,20.0,0.0
158.0,0.05832289787029098,20.0,0.0
159.0,1.0,20.0,0.7376559961227724
160.0,1.0,20.0,0.9566330241817792
161.0,0.2551544482437439,1.3220764753036776,1.0
162.0,1.0,12.835780858347388,1.0
163.0,1.0,4.435159963450443,1.0
164.0,1.0,0.22466545946304506,0.0
165.0,1.0,6.067486420356728,1.0
166.0,0.02467445343989725,20.0,0.0
167.0,1.0,13.76608773360336,0.0
168.0,1.0,20.0,0.8406137936715845
169.0,0.9999999988293553,5.765933916813177,0.9757441669100897
170.0,0.10216113296655603,20.0,0.5711893556363871
171.0,0.014559862022793895,20.0,0.8620061399362867
172.0,0.07366951172289603,20.0,0.748057965027943
173.0,1.0,20.0,0.9113274983926316
174.0,1.0,4.437634233102513,1.0
175.0,0.01201805524094958,20.0,0.0
176.0,0.9489554984421905,6.878798982430806,1.0
177.0,1.0,13.259831827157232,0.0
178.0,1.0,5.17200518785123,0.0
179.0,1.0,15.07318727441989,0.0
180.0,1.0,13.87720387642385,0.0
181.0,1.0,5.121325042941302,0.9496504240351991
182.0,1.0,20.0,0.9341712561500607
183.0,1.0,20.0,0.7831024309013643
184.0,1.0,10.744223056215372,1.0
185.0,1.0,20.0,0.6654534289960299
186.0,1.0,20.0,0.9411644690303671
187.0,1.0,4.427313172609848,1.0
188.0,0.02544670179650506,20.0,0.0
189.0,1.0,14.741966520314476,0.0
190.0,0.8954643925838324,15.18212211784639,0.7347812417137715
191.0,1.0,20.0,0.8087383956674574
192.0,1.0,20.0,0.9252603013763319
193.0,1.0,12.293582834888035,0.0
194.0,0.8824295530828584,7.9794302918161515,1.0
195.0,0.01995054001531834,20.0,0.0
196.0,1.0,18.80759442188469,0.0
197.0,1.0,19.850652819530104,0.9929549070641225
198.0,0.004722376360901813,20.0,0.0
199.0,0.37084073662177836,15.08813028615302,0.5091519423281535
200.0,1.0,13.056662045024995,0.0
201.0,1.0,10.840877619338636,0.0
202.0,1.0,16.55644696781966,0.0
203.0,1.0,20.0,0.8554988929558069
204.0,0.05875972755607536,20.0,0.38221689829466965
205.0,0.037981744252517595,20.0,0.43530123884209404
206.0,1.0,20.0,0.9113852500664495
207.0,1.0,6.410996285653063,1.0
208.0,1.0,20.0,0.7017167085920067
209.0,1.0,20.0,0.9930086297618244
210.0,1.0,18.86901032448733,0.0
211.0,1.0,13.10776023693559,0.0
212.0,1.0,20.0,0.6686409875879874
213.0,1.0,7.356761247472693,0.0
214.0,1.0,6.089805143803175,0.7573698420288549
215.0,0.042719925949062716,20.0,0.5512240621046671
216.0,1.0,9.61592633232594,0.0
217.0,0.0994163346197162,20.0,0.611213149376385
218.0,1.0,9.476959551931095,0.0
219.0,1.0,9.382956817627868,0.9640498484009854
220.0,0.0,1e-10,0.6894606494416491
221.0,1.0,5.507177257069886,0.0
222.0,1.0,16.272118390159683,0.0
223.0,1.0,20.0,0.61091178292921
224.0,1.0,13.120588111195529,0.0
225.0,1.0,9.932951822801849,0.23297882074264664
226.0,1.0,20.0,0.6176849590532897
227.0,1.0,20.0,0.9087872280821797
228.0,0.2727819047463662,20.0,0.0
229.0,1.0,20.0,0.9833687860447061
230.0,1.0,20.0,0.6290384109450426
231.0,1.0,20.0,0.9224818278456851
232.0,1.0,16.04837627803818,0.0
233.0,0.9293125977067137,7.76762909863482,0.0
234.0,1.0,15.544862331823461,0.0
235.0,0.061292842053621614,20.0,0.3962382805123327
236.0,0.088699000671041,20.0,0.0
237.0,1.0,12.2500616336275,0.0
238.0,1.0,20.0,0.9631202745468257
239.0,1.0,20.0,0.952860460685363
240.0,1.0,20.0,1.0
241.0,1.0,20.0,0.9933170968364468
242.0,0.9937961703411972,4.799180442470727,1.0
243.0,0.0009504694375416146,20.0,0.0
244.0,0.0,1e-10,1.0
245.0,1.0,0.026715216598126888,0.0
246.0,0.0,1e-10,1.0
247.0,1.0,0.026715161749610757,0.0
248.0,1.0,0.3984998987954656,0.0
249.0,1.0,0.06743666014713656,0.0
250.0,1.0,0.026439188288853797,0.401070023182538
251.0,1.0,5.177574768896469,1.0
252.0,1.0,0.1398725390018213,1.0
253.0,0.0,1e-10,1.0
254.0,0.023519893426454597,20.0,0.0
255.0,0.23474415041304772,2.112378896889972,0.0
256.0,1.0,0.8006028279838083,0.29254783193895617
257.0,0.01607584649086862,20.0,0.15932682682611599
258.0,0.9999754447864628,6.443956620825116,0.9962005857192712
259.0,1.0,20.0,0.9342230343716427
260.0,0.27700149181635014,0.9725559839762997,0.3003437169380655
261.0,0.09041188972973815,20.0,0.8303925871228904
262.0,1.0,8.332292145217698,1.0
263.0,0.8295268264252014,6.062419687899577,1.0
264.0,1.0,5.437601970659345,1.0
265.0,0.09170687044468513,20.0,0.0
266.0,1.0,20.0,0.6543272336207736
267.0,1.0,19.92307033988612,0.0
268.0,1.0,20.0,0.8087516504607566
269.0,1.0,13.467194101160816,1.0
270.0,0.15327977011197177,20.0,0.551953769004219
271.0,0.03328046996616638,20.0,0.14859881242947245
272.0,1.0,12.415789872465327,0.0
273.0,1.0,5.381782920206334,1.0
274.0,0.02417668451526496,20.0,0.0
275.0,1.0,10.724270660548024,1.0
276.0,1.0,10.782010861157891,0.0
277.0,0.0968677176507862,20.0,0.05234358695063866
278.0,0.0917068685289919,20.0,0.0
279.0,1.0,20.0,0.8726930033576961
280.0,1.0,20.0,0.0
281.0,1.0,13.066688805811575,0.0
282.0,1.0,20.0,0.9147375813007029
283.0,1.0,2.877044951821821,0.9507995537712474
284.0,1.0,6.337505548312756,1.0
285.0,1.0,20.0,0.9627417871711086
286.0,0.8805503062863969,0.7811964978701073,0.29508394751274214
287.0,1.0,10.83853162778824,0.0
288.0,1.0,9.660071952277974,0.0
289.0,1.0,14.944284923823787,0.0
290.0,1.0,20.0,0.8087516790066843
291.0,1.0,0.5927683229299044,0.0
292.0,1.0,5.708725714236615,1.0
293.0,1.0,20.0,0.9113275107500955
294.0,1.0,20.0,0.9539189600169653
295.0,0.016847034457379225,20.0,0.0
296.0,0.2786448160602837,19.82935571077972,1.0
297.0,0.2646549133023783,20.0,1.0
298.0,1.0,17.220837395473584,0.0
299.0,1.0,13.46949395288545,0.0
300.0,1.0,14.754013733399578,0.0
301.0,1.0,8.621692448223907,0.0
302.0,0.02417668433601517,20.0,0.0
303.0,1.0,12.258841839121024,0.16002922484027396
304.0,0.03718560279804362,20.0,0.21612643457061995
305.0,0.28717084353115935,0.6101169200720481,0.20167622942693408
306.0,0.18499299852146242,5.07433849493169,0.6513940224712296
307.0,1.0,12.819926298330975,0.0
308.0,0.0,1e-10,0.68406536801526
309.0,1.0,11.958166099479625,0.0
310.0,0.8228183893128319,20.0,0.05206586222280185
311.0,1.0,20.0,0.5798497606491932
312.0,1.0,10.242831807779384,0.0
313.0,1.0,9.761338324063791,0.0
314.0,1.0,2.001696606695384,0.4858574243039049
315.0,1.0,7.82694946490063,0.8939000489936119
316.0,1.0,7.034384505885425,0.0
317.0,1.0,20.0,0.9778874984712503
318.0,1.0,14.23497350630913,0.6033211862283991
319.0,1.0,4.979125626197097,1.0
320.0,1.0,10.807654615861429,0.0
321.0,0.18477569497390067,20.0,0.0
322.0,1.0,12.705975985374051,0.0
323.0,1.0,20.0,0.7017166973563862
324.0,1.0,20.0,0.7153637449493117
325.0,1.0,13.54225664865401,0.0
326.0,1.0,20.0,0.9224818486342321
327.0,1.0,20.0,0.9528604551764417
328.0,1.0,20.0,0.8877656617217978
329.0,1.0,1.7948996692933568,0.6802465717396536
330.0,1.0,20.0,0.7831035518881813
331.0,1.0,6.206127546610442,0.0
332.0,1.0,20.0,0.12978657796938686
333.0,0.34741637336275893,20.0,0.39045678510186294
334.0,1.0,14.355632563692133,0.0
335.0,1.0,15.688160790082655,0.0
336.0,1.0,12.894713748853404,0.0
337.0,1.0,20.0,0.6541454778815704
338.0,1.0,20.0,0.9123056307309233
339.0,1.0,20.0,0.9632953685565325
340.0,1.0,20.0,0.9332519893423595
341.0,0.68814561177134,7.254845664963115,1.0
342.0,1.0,10.22054189527164,0.0
343.0,1.0,12.595333454205923,0.0
344.0,1.0,13.629514868296432,0.0
345.0,1.0,20.0,0.7215789252891794
346.0,1.0,7.144282393004719,0.0
347.0,1.0,17.418414794420933,0.7006074760671291
348.0,1.0,20.0,0.7831035522999091
349.0,0.7039286717153452,20.0,0.9199653015592036
350.0,1.0,20.0,0.9342743822066518
351.0,0.13108711067751044,20.0,0.8506837144671872
352.0,1.0,5.645612726062615,1.0
353.0,1.0,20.0,0.0
354.0,1.0,13.879863788485052,0.0
355.0,1.0,14.435123815758288,0.0
356.0,1.0,8.827756622269847,0.0
357.0,1.0,7.4728248482294894,0.0
358.0,1.0,20.0,0.6109832578928912
359.0,1.0,7.678123577665094,0.0
360.0,1.0,20.0,0.8623846707178419
361.0,1.0,8.765137734325808,0.34480508567042756
362.0,1.0,20.0,0.5798497692212631
363.0,0.9999975187629601,7.317296760757167,0.7326208829416369
364.0,1.0,1.604238771381652,0.8966391438680557
365.0,0.015093376553535943,20.0,0.036504866348872345
366.0,0.002921140558183391,20.0,0.0
367.0,0.2789987624179873,0.5013374599133656,1.0
368.0,1.0,0.5836453716852905,0.6600825142412111
369.0,1.0,20.0,1.0
370.0,0.3496569335335682,0.13061319335463253,0.0
371.0,0.2699016763885198,0.5182351995853021,1.0
372.0,0.0019693201469563834,13.59504487908274,0.0
373.0,1.0,0.1398725414784563,0.0
374.0,0.0,1e-10,0.8042252920539807
375.0,1.0,20.0,0.5798408251221555
376.0,1.0,12.623239210918207,0.0
377.0,1.0,10.109990923739009,0.0
378.0,1.0,20.0,0.7831024281392828
379.0,1.0,5.7411951112684125,1.0
380.0,1.0,0.224665467343559,0.0
381.0,0.09038849940501174,20.0,0.9362380145210063
382.0,0.34948988308972695,1.701229414466658,0.6402407691183694
383.0,0.759569277621539,0.44411181375131664,1.0
384.0,0.0,0.20457326863379577,0.6542847651256017
385.0,0.7959967420629601,6.630419899750395,1.0
386.0,1.0,20.0,0.0
387.0,1.0,12.205584406324455,0.0
388.0,0.5495085173269584,0.967870462489702,0.09993491428902453
389.0,1.0,20.0,0.8709513292578009
390.0,1.0,20.0,0.8124479812308317
391.0,1.0,5.998542952650506,0.9766830058008278
392.0,0.01651911015285937,20.0,0.1610085394782288
393.0,1.0,20.0,0.993112985010415
394.0,0.03714092516977415,20.0,0.48882572471153785
395.0,0.5260027796139044,9.676489174785177,1.0
396.0,1.0,4.432760498648125,1.0
397.0,1.0,11.371303560777944,0.0
398.0,1.0,15.201210862068386,0.0
399.0,1.0,15.366039523601085,0.9069518560923534
400.0,1.0,13.166322775334576,0.0
401.0,1.0,9.450501267450873,0.0
402.0,1.0,12.914261395913774,0.0
403.0,1.0,20.0,0.8762229586828811
404.0,1.0,0.20618104109936156,0.0
405.0,1.0,0.397994790157351,0.5033073755028599
406.0,0.25707965443632697,0.5440825249824525,0.0
407.0,1.0,10.848238442277442,1.0
408.0,1.0,13.25787215465276,0.0
409.0,1.0,11.836532482891183,0.0
410.0,1.0,20.0,0.5889928319154444
411.0,0.5118986056952624,20.0,0.7347100057221128
412.0,1.0,16.80656176062034,0.0
413.0,0.04536143407486598,20.0,0.0
414.0,1.0,0.9881581922900223,0.3672769293622738
415.0,1.0,20.0,0.8555509272946553
416.0,0.33523519253440015,0.5467305541685207,0.3179460619451169
417.0,0.02417668443322059,20.0,0.0
418.0,1.0,9.03185387334001,1.0
419.0,1.0,13.629924514851858,0.0
420.0,1.0,11.893537082689543,0.0
421.0,0.4554077349551009,20.0,0.4727636996982997
422.0,1.0,6.682242282129162,0.0
423.0,1.0,20.0,0.0
424.0,1.0,8.364405026922757,0.0
425.0,0.41558748973133885,0.8117032144260072,0.0
426.0,1.0,20.0,0.7483917800874057
427.0,1.0,20.0,0.7876449968411067
428.0,1.0,4.4957943605933215,1.0
429.0,1.0,6.087312215951603,1.0
430.0,0.9603338029495444,16.746522945406856,0.0
431.0,1.0,9.952906267509206,0.0
432.0,0.877325667367471,18.736737580716383,0.6145433825971242
433.0,1.0,4.944670344339286,0.03512503402316057
434.0,0.9368351822361928,7.519220972059955,0.0
435.0,1.0,11.545499260313616,0.0
436.0,0.02893870407599435,20.0,0.024779761166887133
437.0,1.0,13.197439908326453,0.0
438.0,0.9999913244224948,17.644838595136886,0.7326103667266944
439.0,1.0,14.611079422651342,0.0
440.0,0.8553507228809537,5.870035315456728,1.0
441.0,1.0,13.495163501119494,0.0
442.0,0.3709979111271797,15.286684909931866,0.0
443.0,1.0,11.843038371125163,0.0
444.0,1.0,11.650466180108362,0.0
445.0,0.18534756976481004,20.0,0.0
446.0,1.0,13.584282401023893,0.0
447.0,1.0,20.0,0.8087516399622392
448.0,1.0,11.509515397768045,0.0
449.0,1.0,20.0,0.9301654766793543
450.0,1.0,20.0,0.8700446955487222
451.0,0.9127139480857511,10.14561412544575,1.0
452.0,1.0,20.0,0.0
453.0,1.0,16.14164641751959,0.0
454.0,1.0,8.38326429901515,0.0
455.0,1.0,14.832722117288824,0.0
456.0,0.8388284245413937,15.56104951439978,0.0
457.0,1.0,7.634409006646849,0.0
458.0,1.0,20.0,0.9339309312384574
459.0,1.0,10.182069415118843,0.0
460.0,1.0,11.45436438494917,0.8283892682717872
461.0,1.0,20.0,0.5798497676305083
462.0,1.0,20.0,0.9999999999034342
463.0,1.0,9.049574604058176,0.0
464.0,1.0,14.931254878334848,0.0
465.0,1.0,10.620094550901875,0.0
466.0,1.0,17.159115706415008,0.0
467.0,1.0,16.185637543766234,0.9316408615466711
468.0,1.0,5.466391215764049,0.10544556561858831
469.0,1.0,7.5912171533029715,0.0
470.0,1.0,9.395443532988832,0.19730871975186182
471.0,0.1203375015773105,20.0,0.5094959576466147
472.0,0.9198353131716349,11.703955118446759,1.0
473.0,1.0,10.088745730158418,1.0
474.0,1.0,16.656658557749036,0.2461377253405833
475.0,0.542547548660777,11.614958711789402,0.02619911517959314
476.0,1.0,13.988684236311665,0.0
477.0,0.7494814405330198,10.77685452559288,0.0
478.0,1.0,11.187410737729065,0.0
479.0,0.9396363624905537,13.998216822133642,0.0
480.0,1.0,8.827994149407775,0.0
481.0,1.0,15.178094239422201,0.0
482.0,1.0,16.702442083321582,0.0
483.0,1.0,7.222235697175161,0.9806349908313435
484.0,0.9999999992682446,5.450728145478376,0.9381183202262541
485.0,1.0,20.0,0.9538888969740958
486.0,0.9544334673072489,0.04680282613104002,1.0
487.0,0.0,1e-10,1.0
488.0,0.0,1e-10,1.0
489.0,1.0,0.22466546052586953,1.0
490.0,1.0,20.0,0.993007498032875
491.0,0.0,1e-10,0.5987731440667518
492.0,0.0,1e-10,1.0
493.0,0.0,1e-10,1.0
494.0,1.0,0.1398725353999887,0.0
495.0,0.013730043371016373,20.0,0.32842984845731094
496.0,0.017814446099744093,20.0,0.0
497.0,0.028938704082423147,20.0,0.024779715889291953
498.0,0.7139121830526058,1.7804925445477982,0.4314804050793222
499.0,0.08360655676199578,20.0,0.7962917942794548
500.0,0.08820275212472671,20.0,0.0
501.0,1.0,20.0,0.7057662886845537
502.0,1.0,13.953199322995463,0.0
503.0,0.6356366214489673,0.7059662234086997,0.0
504.0,1.0,20.0,0.9932159410822776
505.0,1.0,20.0,0.8087516640712556
506.0,1.0,20.0,1.0
507.0,1.0,20.0,0.0
508.0,1.0,15.714996092648773,0.0
509.0,1.0,13.323447403772045,0.0
510.0,1.0,9.745683239436103,0.0799114927740763
511.0,1.0,0.8082108957348468,0.4224227474492667
512.0,1.0,20.0,0.808725175217725
513.0,0.43613925592791586,20.0,0.7998478955000878
514.0,1.0,0.7704478238223845,0.09414123502564299
515.0,1.0,20.0,0.915042661711318
516.0,1.0,20.0,0.8686442219634154
517.0,1.0,0.13987253502442942,0.0
518.0,1.0,20.0,0.0
519.0,1.0,18.00165668009829,0.0
520.0,1.0,20.0,0.6109832489478637
521.0,1.0,20.0,0.5540738141061096
522.0,1.0,20.0,0.6525157239397164
523.0,1.0,20.0,0.0
524.0,1.0,20.0,0.8504963274415249
525.0,1.0,9.543812780288533,0.0
526.0,1.0,9.075794142284764,0.0
527.0,0.9197444790974374,12.228899324543995,0.6893044353799795
528.0,0.9345072903134592,5.271417332460867,1.0
529.0,1.0,10.399185837605124,0.0
530.0,1.0,17.257608813710622,0.0
531.0,1.0,13.778204092229062,0.6006810672377121
532.0,1.0,10.01926690756869,0.0
533.0,1.0,13.273529762444646,0.0
534.0,1.0,12.802385919392695,0.0
535.0,1.0,20.0,0.7828835685646661
536.0,1.0,15.682872258789446,0.0
537.0,1.0,20.0,0.6649380000495219
538.0,1.0,12.220469980235567,0.0
539.0,0.18419185121139967,13.077081789696201,0.9791192376908474
540.0,1.0,10.347328645786847,0.0
541.0,1.0,4.427069104855317,0.0
542.0,1.0,6.619178446587021,0.0
543.0,1.0,20.0,0.6287185495622364
544.0,1.0,15.847764955372206,0.0
545.0,1.0,20.0,0.6384510448953106
546.0,1.0,20.0,0.7108150313573225
547.0,0.6666660700277505,20.0,0.8949429390513749
548.0,1.0,20.0,0.8189244577945418
549.0,0.4739950545499707,0.8407258556355284,0.0
550.0,1.0,18.300981463628457,0.9923695716456684
551.0,1.0,7.488229536724934,0.0
552.0,1.0,14.016694047310796,0.0
553.0,1.0,11.78890698017472,0.0
554.0,1.0,11.885017467916486,0.0
555.0,1.0,14.770907148399772,1.1102230246251565e-16
556.0,0.9171499171633912,11.958819242731836,0.7595335979989623
557.0,1.0,14.628666743548687,0.0
558.0,0.9999961088312034,18.114693526193903,0.7035671259976406
559.0,1.0,20.0,0.7916400786666542
560.0,1.0,20.0,0.0
561.0,1.0,20.0,0.9933141491977854
562.0,1.0,12.471236478977227,0.0
563.0,1.0,13.224638353549572,0.0
564.0,1.0,11.757451349396014,0.0
565.0,1.0,9.42089999986426,0.0
566.0,0.7488313105515175,20.0,0.6454490772314166
567.0,1.0,10.813649019455816,0.0
568.0,1.0,20.0,0.7185622457665469
569.0,1.0,12.452589537574163,0.0
570.0,1.0,13.05042167646029,0.5963435859126914
571.0,1.0,20.0,0.9253416866703648
572.0,0.3861524174024397,13.305114489931016,1.0
573.0,1.0,17.344463476745535,0.0
574.0,1.0,14.85659336196373,0.0
575.0,1.0,12.326890129963475,0.0
576.0,1.0,14.087571501646751,0.0
577.0,0.9613753949750712,13.961093476607113,0.0
578.0,1.0,12.57658402881086,0.0
579.0,1.0,12.37504901150849,0.0
580.0,1.0,9.248418753503985,0.0
581.0,1.0,8.579948680264886,0.0
582.0,0.2647748470515334,20.0,0.577358491603854
583.0,0.9984445024972066,8.358725684215488,1.0
584.0,1.0,6.781738976656798,0.0
585.0,1.0,12.616128969379854,0.0
586.0,1.0,14.539211562044022,0.10996677319551951
587.0,1.0,11.072956716222574,0.2610650742816506
588.0,1.0,13.258810270766737,0.5976178801378758
589.0,1.0,12.328459255676412,0.0
590.0,1.0,6.992605456644117,0.0
591.0,1.0,20.0,0.8087251542739331
592.0,1.0,12.261358328696236,1.0
593.0,1.0,20.0,0.0
594.0,0.7498598876180751,11.75938799699555,1.0
595.0,1.0,12.104748723506738,0.0
596.0,1.0,11.423745549689501,0.0
597.0,1.0,8.017561166305272,0.0
598.0,1.0,12.937569054166433,0.0
599.0,1.0,9.786200001811032,0.0
600.0,1.0,20.0,0.6686409880582938
601.0,0.6666670453003746,20.0,0.6758750703912854
602.0,1.0,20.0,0.6109832453430043
603.0,1.0,20.0,0.8554988976295618
604.0,0.9999998666070921,8.21654945723897,0.5498651874726117
605.0,1.0,6.967440787958088,1.0
606.0,0.0,1e-10,0.6515800883779379
607.0,1.0,0.20271086814558908,0.26443276499092666
608.0,1.0,20.0,0.9831395600565956
609.0,1.0,0.026715108429175297,0.0
610.0,1.0,20.0,0.9660789395967075
611.0,0.17221396520316137,0.8122020930546157,1.0
612.0,0.5921653528281494,0.07058261363091754,0.0
613.0,1.0,0.026715161056111592,0.0
614.0,1.0,0.13987255007153182,0.9950716600082153
615.0,0.0,1e-10,1.0
616.0,0.23444038685191373,0.5966229898986845,1.0
617.0,1.0,12.745440618117517,0.0
618.0,1.0,14.270677074407088,0.0
619.0,1.0,12.97694677934961,0.5984838315958794
620.0,1.0,13.167397968931697,0.0
621.0,1.0,20.0,0.9528305522721467
622.0,1.0,6.67236221084038,0.17557208324859874
623.0,1.0,3.9773699381399226,0.9648136880545842
624.0,1.0,17.344995771255544,0.9919370715024957
625.0,1.0,20.0,0.9666879662568731
626.0,1.0,20.0,0.8311028116185225
627.0,1.0,7.198951246844263,1.0
628.0,1.0,11.880429287779048,0.027104800165152376
629.0,1.0,20.0,0.0
630.0,1.0,12.080549107265728,0.0
