Stim_Sequence,Choice,Trustee_Response,Subject,Alpha_gain,Alpha_loss,Beta,iProbA,iProbB,iProbC
1,4,1,1426,1.0,0.5,4,0.8,0.5,0.2
0,4,1,1426,1.0,0.5,4,0.8,0.5,0.2
1,4,1,1426,1.0,0.5,4,0.8,0.5,0.2
2,1,0,1426,1.0,0.5,4,0.8,0.5,0.2
1,4,1,1426,1.0,0.5,4,0.8,0.5,0.2
0,4,1,1426,1.0,0.5,4,0.8,0.5,0.2
2,1,0,1426,1.0,0.5,4,0.8,0.5,0.2
0,4,1,1426,1.0,0.5,4,0.8,0.5,0.2
1,4,0,1426,1.0,0.5,4,0.8,0.5,0.2
2,1,0,1426,1.0,0.5,4,0.8,0.5,0.2
0,4,1,1426,1.0,0.5,4,0.8,0.5,0.2
2,1,0,1426,1.0,0.5,4,0.8,0.5,0.2
0,4,1,1426,1.0,0.5,4,0.8,0.5,0.2
0,4,1,1426,1.0,0.5,4,0.8,0.5,0.2
0,4,1,1426,1.0,0.5,4,0.8,0.5,0.2
0,4,1,1426,1.0,0.5,4,0.8,0.5,0.2
2,1,1,1426,1.0,0.5,4,0.8,0.5,0.2
1,4,1,1426,1.0,0.5,4,0.8,0.5,0.2
2,1,0,1426,1.0,0.5,4,0.8,0.5,0.2
2,1,0,1426,1.0,0.5,4,0.8,0.5,0.2
1,4,0,1426,1.0,0.5,4,0.8,0.5,0.2
1,1,1,1426,1.0,0.5,4,0.8,0.5,0.2
2,1,0,1426,1.0,0.5,4,0.8,0.5,0.2
0,4,0,1426,1.0,0.5,4,0.8,0.5,0.2
2,1,0,1426,1.0,0.5,4,0.8,0.5,0.2
0,2,1,1426,1.0,0.5,4,0.8,0.5,0.2
2,1,0,1426,1.0,0.5,4,0.8,0.5,0.2
0,4,1,1426,1.0,0.5,4,0.8,0.5,0.2
1,3,0,1426,1.0,0.5,4,0.8,0.5,0.2
1,1,1,1426,1.0,0.5,4,0.8,0.5,0.2
1,1,1,1426,1.0,0.5,4,0.8,0.5,0.2
2,1,0,1426,1.0,0.5,4,0.8,0.5,0.2
2,1,0,1426,1.0,0.5,4,0.8,0.5,0.2
0,4,1,1426,1.0,0.5,4,0.8,0.5,0.2
1,1,1,1426,1.0,0.5,4,0.8,0.5,0.2
1,1,0,1426,1.0,0.5,4,0.8,0.5,0.2
1,4,1,1427,1.0,0.5,4,0.8,0.5,0.5
2,2,0,1427,1.0,0.5,4,0.8,0.5,0.5
2,1,0,1427,1.0,0.5,4,0.8,0.5,0.5
1,4,0,1427,1.0,0.5,4,0.8,0.5,0.5
0,4,1,1427,1.0,0.5,4,0.8,0.5,0.5
1,4,1,1427,1.0,0.5,4,0.8,0.5,0.5
2,1,0,1427,1.0,0.5,4,0.8,0.5,0.5
1,4,0,1427,1.0,0.5,4,0.8,0.5,0.5
0,4,1,1427,1.0,0.5,4,0.8,0.5,0.5
1,3,1,1427,1.0,0.5,4,0.8,0.5,0.5
2,1,1,1427,1.0,0.5,4,0.8,0.5,0.5
0,4,1,1427,1.0,0.5,4,0.8,0.5,0.5
1,4,0,1427,1.0,0.5,4,0.8,0.5,0.5
0,4,1,1427,1.0,0.5,4,0.8,0.5,0.5
0,4,1,1427,1.0,0.5,4,0.8,0.5,0.5
2,1,0,1427,1.0,0.5,4,0.8,0.5,0.5
0,4,1,1427,1.0,0.5,4,0.8,0.5,0.5
1,4,1,1427,1.0,0.5,4,0.8,0.5,0.5
1,4,0,1427,1.0,0.5,4,0.8,0.5,0.5
1,2,0,1427,1.0,0.5,4,0.8,0.5,0.5
2,1,0,1427,1.0,0.5,4,0.8,0.5,0.5
1,1,1,1427,1.0,0.5,4,0.8,0.5,0.5
1,1,0,1427,1.0,0.5,4,0.8,0.5,0.5
2,1,0,1427,1.0,0.5,4,0.8,0.5,0.5
0,4,1,1427,1.0,0.5,4,0.8,0.5,0.5
2,1,0,1427,1.0,0.5,4,0.8,0.5,0.5
0,4,1,1427,1.0,0.5,4,0.8,0.5,0.5
2,1,0,1427,1.0,0.5,4,0.8,0.5,0.5
1,1,1,1427,1.0,0.5,4,0.8,0.5,0.5
0,4,1,1427,1.0,0.5,4,0.8,0.5,0.5
0,4,1,1427,1.0,0.5,4,0.8,0.5,0.5
0,4,1,1427,1.0,0.5,4,0.8,0.5,0.5
0,4,1,1427,1.0,0.5,4,0.8,0.5,0.5
2,1,0,1427,1.0,0.5,4,0.8,0.5,0.5
2,1,0,1427,1.0,0.5,4,0.8,0.5,0.5
0,4,1,1427,1.0,0.5,4,0.8,0.5,0.5
1,1,1,1427,1.0,0.5,4,0.8,0.5,0.5
1,1,0,1427,1.0,0.5,4,0.8,0.5,0.5
2,1,0,1427,1.0,0.5,4,0.8,0.5,0.5
2,1,0,1427,1.0,0.5,4,0.8,0.5,0.5
1,1,0,1427,1.0,0.5,4,0.8,0.5,0.5
0,4,1,1427,1.0,0.5,4,0.8,0.5,0.5
0,4,1,1427,1.0,0.5,4,0.8,0.5,0.5
2,1,0,1427,1.0,0.5,4,0.8,0.5,0.5
2,1,0,1427,1.0,0.5,4,0.8,0.5,0.5
1,2,1,1428,1.0,0.5,4,0.8,0.5,0.8
1,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
2,4,0,1428,1.0,0.5,4,0.8,0.5,0.8
0,1,1,1428,1.0,0.5,4,0.8,0.5,0.8
2,1,0,1428,1.0,0.5,4,0.8,0.5,0.8
2,1,0,1428,1.0,0.5,4,0.8,0.5,0.8
0,1,1,1428,1.0,0.5,4,0.8,0.5,0.8
2,1,0,1428,1.0,0.5,4,0.8,0.5,0.8
1,4,0,1428,1.0,0.5,4,0.8,0.5,0.8
0,3,1,1428,1.0,0.5,4,0.8,0.5,0.8
0,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
2,1,0,1428,1.0,0.5,4,0.8,0.5,0.8
1,3,1,1428,1.0,0.5,4,0.8,0.5,0.8
2,1,0,1428,1.0,0.5,4,0.8,0.5,0.8
1,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
0,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
1,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
1,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
0,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
2,1,0,1428,1.0,0.5,4,0.8,0.5,0.8
2,1,0,1428,1.0,0.5,4,0.8,0.5,0.8
2,1,0,1428,1.0,0.5,4,0.8,0.5,0.8
2,1,0,1428,1.0,0.5,4,0.8,0.5,0.8
0,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
0,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
2,1,0,1428,1.0,0.5,4,0.8,0.5,0.8
0,4,0,1428,1.0,0.5,4,0.8,0.5,0.8
2,1,0,1428,1.0,0.5,4,0.8,0.5,0.8
0,3,1,1428,1.0,0.5,4,0.8,0.5,0.8
1,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
2,1,0,1428,1.0,0.5,4,0.8,0.5,0.8
1,4,0,1428,1.0,0.5,4,0.8,0.5,0.8
1,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
0,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
1,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
1,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
2,1,0,1428,1.0,0.5,4,0.8,0.5,0.8
0,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
2,1,0,1428,1.0,0.5,4,0.8,0.5,0.8
0,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
0,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
1,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
1,4,0,1428,1.0,0.5,4,0.8,0.5,0.8
1,3,0,1428,1.0,0.5,4,0.8,0.5,0.8
0,4,1,1428,1.0,0.5,4,0.8,0.5,0.8
0,3,1,1429,1.0,0.5,4,0.8,0.8,0.2
0,4,1,1429,1.0,0.5,4,0.8,0.8,0.2
2,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
1,2,1,1429,1.0,0.5,4,0.8,0.8,0.2
0,4,1,1429,1.0,0.5,4,0.8,0.8,0.2
0,4,1,1429,1.0,0.5,4,0.8,0.8,0.2
2,2,0,1429,1.0,0.5,4,0.8,0.8,0.2
0,4,1,1429,1.0,0.5,4,0.8,0.8,0.2
2,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
0,4,1,1429,1.0,0.5,4,0.8,0.8,0.2
0,4,1,1429,1.0,0.5,4,0.8,0.8,0.2
0,4,1,1429,1.0,0.5,4,0.8,0.8,0.2
2,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
1,4,1,1429,1.0,0.5,4,0.8,0.8,0.2
1,4,0,1429,1.0,0.5,4,0.8,0.8,0.2
1,3,0,1429,1.0,0.5,4,0.8,0.8,0.2
0,4,1,1429,1.0,0.5,4,0.8,0.8,0.2
2,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
1,1,1,1429,1.0,0.5,4,0.8,0.8,0.2
2,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
1,1,1,1429,1.0,0.5,4,0.8,0.8,0.2
2,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
0,4,1,1429,1.0,0.5,4,0.8,0.8,0.2
2,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
0,4,1,1429,1.0,0.5,4,0.8,0.8,0.2
2,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
1,1,1,1429,1.0,0.5,4,0.8,0.8,0.2
0,4,1,1429,1.0,0.5,4,0.8,0.8,0.2
1,1,1,1429,1.0,0.5,4,0.8,0.8,0.2
2,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
0,4,1,1429,1.0,0.5,4,0.8,0.8,0.2
2,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
1,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
1,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
1,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
0,4,1,1429,1.0,0.5,4,0.8,0.8,0.2
2,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
1,1,1,1429,1.0,0.5,4,0.8,0.8,0.2
0,4,1,1429,1.0,0.5,4,0.8,0.8,0.2
2,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
2,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
1,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
2,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
1,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
1,1,0,1429,1.0,0.5,4,0.8,0.8,0.2
2,3,0,1430,1.0,0.5,4,0.8,0.8,0.5
0,1,1,1430,1.0,0.5,4,0.8,0.8,0.5
1,1,1,1430,1.0,0.5,4,0.8,0.8,0.5
1,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
0,1,1,1430,1.0,0.5,4,0.8,0.8,0.5
2,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
0,4,1,1430,1.0,0.5,4,0.8,0.8,0.5
1,4,1,1430,1.0,0.5,4,0.8,0.8,0.5
2,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
2,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
2,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
0,4,1,1430,1.0,0.5,4,0.8,0.8,0.5
1,4,0,1430,1.0,0.5,4,0.8,0.8,0.5
1,2,0,1430,1.0,0.5,4,0.8,0.8,0.5
2,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
1,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
0,4,1,1430,1.0,0.5,4,0.8,0.8,0.5
0,4,0,1430,1.0,0.5,4,0.8,0.8,0.5
2,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
0,2,1,1430,1.0,0.5,4,0.8,0.8,0.5
2,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
1,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
0,4,1,1430,1.0,0.5,4,0.8,0.8,0.5
1,1,1,1430,1.0,0.5,4,0.8,0.8,0.5
0,4,1,1430,1.0,0.5,4,0.8,0.8,0.5
1,1,1,1430,1.0,0.5,4,0.8,0.8,0.5
2,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
1,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
0,4,1,1430,1.0,0.5,4,0.8,0.8,0.5
1,1,1,1430,1.0,0.5,4,0.8,0.8,0.5
2,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
0,4,1,1430,1.0,0.5,4,0.8,0.8,0.5
2,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
1,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
1,1,1,1430,1.0,0.5,4,0.8,0.8,0.5
0,4,1,1430,1.0,0.5,4,0.8,0.8,0.5
1,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
0,4,1,1430,1.0,0.5,4,0.8,0.8,0.5
2,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
0,4,1,1430,1.0,0.5,4,0.8,0.8,0.5
1,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
2,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
2,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
0,4,1,1430,1.0,0.5,4,0.8,0.8,0.5
2,1,0,1430,1.0,0.5,4,0.8,0.8,0.5
2,4,0,1431,1.0,0.5,4,0.8,0.8,0.8
0,2,1,1431,1.0,0.5,4,0.8,0.8,0.8
1,1,1,1431,1.0,0.5,4,0.8,0.8,0.8
0,4,1,1431,1.0,0.5,4,0.8,0.8,0.8
1,2,0,1431,1.0,0.5,4,0.8,0.8,0.8
0,4,1,1431,1.0,0.5,4,0.8,0.8,0.8
1,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
0,4,1,1431,1.0,0.5,4,0.8,0.8,0.8
1,1,1,1431,1.0,0.5,4,0.8,0.8,0.8
1,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
1,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
0,4,1,1431,1.0,0.5,4,0.8,0.8,0.8
1,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
2,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
2,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
2,1,1,1431,1.0,0.5,4,0.8,0.8,0.8
1,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
1,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
0,4,1,1431,1.0,0.5,4,0.8,0.8,0.8
2,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
2,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
0,4,1,1431,1.0,0.5,4,0.8,0.8,0.8
1,1,1,1431,1.0,0.5,4,0.8,0.8,0.8
2,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
0,4,1,1431,1.0,0.5,4,0.8,0.8,0.8
0,4,1,1431,1.0,0.5,4,0.8,0.8,0.8
1,1,1,1431,1.0,0.5,4,0.8,0.8,0.8
1,1,1,1431,1.0,0.5,4,0.8,0.8,0.8
0,4,1,1431,1.0,0.5,4,0.8,0.8,0.8
2,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
0,4,1,1431,1.0,0.5,4,0.8,0.8,0.8
0,4,1,1431,1.0,0.5,4,0.8,0.8,0.8
0,4,1,1431,1.0,0.5,4,0.8,0.8,0.8
1,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
1,1,1,1431,1.0,0.5,4,0.8,0.8,0.8
1,1,1,1431,1.0,0.5,4,0.8,0.8,0.8
2,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
2,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
2,1,1,1431,1.0,0.5,4,0.8,0.8,0.8
2,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
0,4,1,1431,1.0,0.5,4,0.8,0.8,0.8
0,4,1,1431,1.0,0.5,4,0.8,0.8,0.8
2,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
2,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
2,1,0,1431,1.0,0.5,4,0.8,0.8,0.8
1,4,0,1432,1.0,0.5,8,0.2,0.2,0.2
0,4,1,1432,1.0,0.5,8,0.2,0.2,0.2
0,4,1,1432,1.0,0.5,8,0.2,0.2,0.2
1,1,1,1432,1.0,0.5,8,0.2,0.2,0.2
0,4,1,1432,1.0,0.5,8,0.2,0.2,0.2
0,4,1,1432,1.0,0.5,8,0.2,0.2,0.2
0,4,1,1432,1.0,0.5,8,0.2,0.2,0.2
1,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
0,4,1,1432,1.0,0.5,8,0.2,0.2,0.2
1,1,1,1432,1.0,0.5,8,0.2,0.2,0.2
1,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
2,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
2,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
2,3,0,1432,1.0,0.5,8,0.2,0.2,0.2
1,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
2,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
1,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
0,4,1,1432,1.0,0.5,8,0.2,0.2,0.2
0,4,1,1432,1.0,0.5,8,0.2,0.2,0.2
0,4,1,1432,1.0,0.5,8,0.2,0.2,0.2
1,1,1,1432,1.0,0.5,8,0.2,0.2,0.2
0,4,1,1432,1.0,0.5,8,0.2,0.2,0.2
1,1,1,1432,1.0,0.5,8,0.2,0.2,0.2
0,4,1,1432,1.0,0.5,8,0.2,0.2,0.2
2,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
2,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
0,4,1,1432,1.0,0.5,8,0.2,0.2,0.2
1,1,1,1432,1.0,0.5,8,0.2,0.2,0.2
2,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
2,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
2,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
2,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
1,1,1,1432,1.0,0.5,8,0.2,0.2,0.2
2,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
2,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
2,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
1,1,1,1432,1.0,0.5,8,0.2,0.2,0.2
0,4,1,1432,1.0,0.5,8,0.2,0.2,0.2
1,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
2,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
0,4,1,1432,1.0,0.5,8,0.2,0.2,0.2
0,4,1,1432,1.0,0.5,8,0.2,0.2,0.2
2,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
1,1,1,1432,1.0,0.5,8,0.2,0.2,0.2
1,1,0,1432,1.0,0.5,8,0.2,0.2,0.2
2,1,0,1433,1.0,0.5,8,0.2,0.2,0.5
2,2,0,1433,1.0,0.5,8,0.2,0.2,0.5
0,3,1,1433,1.0,0.5,8,0.2,0.2,0.5
2,1,0,1433,1.0,0.5,8,0.2,0.2,0.5
2,1,0,1433,1.0,0.5,8,0.2,0.2,0.5
0,4,1,1433,1.0,0.5,8,0.2,0.2,0.5
0,4,1,1433,1.0,0.5,8,0.2,0.2,0.5
1,4,1,1433,1.0,0.5,8,0.2,0.2,0.5
2,1,0,1433,1.0,0.5,8,0.2,0.2,0.5
1,4,1,1433,1.0,0.5,8,0.2,0.2,0.5
1,4,1,1433,1.0,0.5,8,0.2,0.2,0.5
1,4,0,1433,1.0,0.5,8,0.2,0.2,0.5
0,4,1,1433,1.0,0.5,8,0.2,0.2,0.5
0,4,1,1433,1.0,0.5,8,0.2,0.2,0.5
2,1,0,1433,1.0,0.5,8,0.2,0.2,0.5
2,1,0,1433,1.0,0.5,8,0.2,0.2,0.5
1,4,0,1433,1.0,0.5,8,0.2,0.2,0.5
2,1,0,1433,1.0,0.5,8,0.2,0.2,0.5
0,4,1,1433,1.0,0.5,8,0.2,0.2,0.5
0,4,0,1433,1.0,0.5,8,0.2,0.2,0.5
1,1,1,1433,1.0,0.5,8,0.2,0.2,0.5
1,1,0,1433,1.0,0.5,8,0.2,0.2,0.5
0,3,1,1433,1.0,0.5,8,0.2,0.2,0.5
0,4,1,1433,1.0,0.5,8,0.2,0.2,0.5
0,4,1,1433,1.0,0.5,8,0.2,0.2,0.5
1,1,1,1433,1.0,0.5,8,0.2,0.2,0.5
2,1,0,1433,1.0,0.5,8,0.2,0.2,0.5
2,1,0,1433,1.0,0.5,8,0.2,0.2,0.5
2,1,0,1433,1.0,0.5,8,0.2,0.2,0.5
0,4,1,1433,1.0,0.5,8,0.2,0.2,0.5
2,1,1,1433,1.0,0.5,8,0.2,0.2,0.5
1,1,0,1433,1.0,0.5,8,0.2,0.2,0.5
1,1,0,1433,1.0,0.5,8,0.2,0.2,0.5
2,1,0,1433,1.0,0.5,8,0.2,0.2,0.5
0,4,1,1433,1.0,0.5,8,0.2,0.2,0.5
0,4,1,1433,1.0,0.5,8,0.2,0.2,0.5
1,1,1,1433,1.0,0.5,8,0.2,0.2,0.5
1,1,0,1433,1.0,0.5,8,0.2,0.2,0.5
2,1,1,1433,1.0,0.5,8,0.2,0.2,0.5
0,4,1,1433,1.0,0.5,8,0.2,0.2,0.5
1,1,0,1433,1.0,0.5,8,0.2,0.2,0.5
2,1,0,1433,1.0,0.5,8,0.2,0.2,0.5
0,4,1,1433,1.0,0.5,8,0.2,0.2,0.5
1,1,0,1433,1.0,0.5,8,0.2,0.2,0.5
1,1,1,1433,1.0,0.5,8,0.2,0.2,0.5
0,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
1,1,0,1434,1.0,0.5,8,0.2,0.2,0.8
1,2,1,1434,1.0,0.5,8,0.2,0.2,0.8
1,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
2,1,0,1434,1.0,0.5,8,0.2,0.2,0.8
1,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
2,2,0,1434,1.0,0.5,8,0.2,0.2,0.8
1,4,0,1434,1.0,0.5,8,0.2,0.2,0.8
1,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
2,1,0,1434,1.0,0.5,8,0.2,0.2,0.8
2,1,0,1434,1.0,0.5,8,0.2,0.2,0.8
1,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
0,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
0,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
0,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
0,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
0,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
2,1,0,1434,1.0,0.5,8,0.2,0.2,0.8
2,1,1,1434,1.0,0.5,8,0.2,0.2,0.8
1,4,0,1434,1.0,0.5,8,0.2,0.2,0.8
0,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
0,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
2,1,0,1434,1.0,0.5,8,0.2,0.2,0.8
0,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
2,1,0,1434,1.0,0.5,8,0.2,0.2,0.8
2,1,0,1434,1.0,0.5,8,0.2,0.2,0.8
2,1,0,1434,1.0,0.5,8,0.2,0.2,0.8
1,2,0,1434,1.0,0.5,8,0.2,0.2,0.8
2,1,0,1434,1.0,0.5,8,0.2,0.2,0.8
1,1,1,1434,1.0,0.5,8,0.2,0.2,0.8
1,1,1,1434,1.0,0.5,8,0.2,0.2,0.8
2,1,0,1434,1.0,0.5,8,0.2,0.2,0.8
2,1,0,1434,1.0,0.5,8,0.2,0.2,0.8
0,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
0,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
0,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
2,1,0,1434,1.0,0.5,8,0.2,0.2,0.8
0,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
1,1,1,1434,1.0,0.5,8,0.2,0.2,0.8
0,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
1,1,1,1434,1.0,0.5,8,0.2,0.2,0.8
0,4,1,1434,1.0,0.5,8,0.2,0.2,0.8
2,1,0,1434,1.0,0.5,8,0.2,0.2,0.8
1,1,1,1434,1.0,0.5,8,0.2,0.2,0.8
1,1,1,1434,1.0,0.5,8,0.2,0.2,0.8
1,3,1,1435,1.0,0.5,8,0.2,0.5,0.2
2,4,0,1435,1.0,0.5,8,0.2,0.5,0.2
2,1,0,1435,1.0,0.5,8,0.2,0.5,0.2
1,4,1,1435,1.0,0.5,8,0.2,0.5,0.2
2,1,0,1435,1.0,0.5,8,0.2,0.5,0.2
2,1,0,1435,1.0,0.5,8,0.2,0.5,0.2
0,1,1,1435,1.0,0.5,8,0.2,0.5,0.2
2,1,1,1435,1.0,0.5,8,0.2,0.5,0.2
1,4,1,1435,1.0,0.5,8,0.2,0.5,0.2
0,2,1,1435,1.0,0.5,8,0.2,0.5,0.2
2,1,0,1435,1.0,0.5,8,0.2,0.5,0.2
0,4,1,1435,1.0,0.5,8,0.2,0.5,0.2
1,4,1,1435,1.0,0.5,8,0.2,0.5,0.2
0,4,0,1435,1.0,0.5,8,0.2,0.5,0.2
1,4,1,1435,1.0,0.5,8,0.2,0.5,0.2
0,4,1,1435,1.0,0.5,8,0.2,0.5,0.2
0,4,1,1435,1.0,0.5,8,0.2,0.5,0.2
1,4,0,1435,1.0,0.5,8,0.2,0.5,0.2
0,4,1,1435,1.0,0.5,8,0.2,0.5,0.2
1,1,1,1435,1.0,0.5,8,0.2,0.5,0.2
2,1,0,1435,1.0,0.5,8,0.2,0.5,0.2
1,2,0,1435,1.0,0.5,8,0.2,0.5,0.2
1,1,0,1435,1.0,0.5,8,0.2,0.5,0.2
2,1,0,1435,1.0,0.5,8,0.2,0.5,0.2
1,1,0,1435,1.0,0.5,8,0.2,0.5,0.2
2,1,0,1435,1.0,0.5,8,0.2,0.5,0.2
1,1,0,1435,1.0,0.5,8,0.2,0.5,0.2
2,1,0,1435,1.0,0.5,8,0.2,0.5,0.2
2,1,0,1435,1.0,0.5,8,0.2,0.5,0.2
0,4,1,1435,1.0,0.5,8,0.2,0.5,0.2
2,1,0,1435,1.0,0.5,8,0.2,0.5,0.2
0,4,1,1435,1.0,0.5,8,0.2,0.5,0.2
0,4,1,1435,1.0,0.5,8,0.2,0.5,0.2
2,1,0,1435,1.0,0.5,8,0.2,0.5,0.2
1,1,1,1435,1.0,0.5,8,0.2,0.5,0.2
2,1,1,1435,1.0,0.5,8,0.2,0.5,0.2
1,1,1,1435,1.0,0.5,8,0.2,0.5,0.2
0,4,1,1435,1.0,0.5,8,0.2,0.5,0.2
0,4,1,1435,1.0,0.5,8,0.2,0.5,0.2
0,4,1,1435,1.0,0.5,8,0.2,0.5,0.2
0,4,1,1435,1.0,0.5,8,0.2,0.5,0.2
0,4,1,1435,1.0,0.5,8,0.2,0.5,0.2
1,1,0,1435,1.0,0.5,8,0.2,0.5,0.2
1,1,0,1435,1.0,0.5,8,0.2,0.5,0.2
2,1,0,1435,1.0,0.5,8,0.2,0.5,0.2
0,2,1,1436,1.0,0.5,8,0.2,0.5,0.5
2,2,1,1436,1.0,0.5,8,0.2,0.5,0.5
1,4,0,1436,1.0,0.5,8,0.2,0.5,0.5
1,1,1,1436,1.0,0.5,8,0.2,0.5,0.5
2,4,0,1436,1.0,0.5,8,0.2,0.5,0.5
1,1,1,1436,1.0,0.5,8,0.2,0.5,0.5
0,4,1,1436,1.0,0.5,8,0.2,0.5,0.5
1,1,1,1436,1.0,0.5,8,0.2,0.5,0.5
