Stim_Sequence,Choice,Trustee_Response,Subject,Alpha_gain,Alpha_loss,Beta,iProbA,iProbB,iProbC
2,3,0,1,0.2,0.2,4,0.2,0.2,0.2
0,1,1,1,0.2,0.2,4,0.2,0.2,0.2
1,1,1,1,0.2,0.2,4,0.2,0.2,0.2
0,2,1,1,0.2,0.2,4,0.2,0.2,0.2
1,2,1,1,0.2,0.2,4,0.2,0.2,0.2
2,1,0,1,0.2,0.2,4,0.2,0.2,0.2
0,4,1,1,0.2,0.2,4,0.2,0.2,0.2
2,1,0,1,0.2,0.2,4,0.2,0.2,0.2
0,4,1,1,0.2,0.2,4,0.2,0.2,0.2
1,4,1,1,0.2,0.2,4,0.2,0.2,0.2
1,4,1,1,0.2,0.2,4,0.2,0.2,0.2
0,4,1,1,0.2,0.2,4,0.2,0.2,0.2
0,4,1,1,0.2,0.2,4,0.2,0.2,0.2
1,4,1,1,0.2,0.2,4,0.2,0.2,0.2
2,1,0,1,0.2,0.2,4,0.2,0.2,0.2
2,1,0,1,0.2,0.2,4,0.2,0.2,0.2
0,4,1,1,0.2,0.2,4,0.2,0.2,0.2
1,4,0,1,0.2,0.2,4,0.2,0.2,0.2
2,1,0,1,0.2,0.2,4,0.2,0.2,0.2
2,2,0,1,0.2,0.2,4,0.2,0.2,0.2
0,4,1,1,0.2,0.2,4,0.2,0.2,0.2
1,4,0,1,0.2,0.2,4,0.2,0.2,0.2
0,4,1,1,0.2,0.2,4,0.2,0.2,0.2
1,2,1,1,0.2,0.2,4,0.2,0.2,0.2
2,1,0,1,0.2,0.2,4,0.2,0.2,0.2
2,1,0,1,0.2,0.2,4,0.2,0.2,0.2
2,2,0,1,0.2,0.2,4,0.2,0.2,0.2
1,4,0,1,0.2,0.2,4,0.2,0.2,0.2
1,1,0,1,0.2,0.2,4,0.2,0.2,0.2
2,1,0,1,0.2,0.2,4,0.2,0.2,0.2
1,2,1,1,0.2,0.2,4,0.2,0.2,0.2
1,4,0,1,0.2,0.2,4,0.2,0.2,0.2
1,2,0,1,0.2,0.2,4,0.2,0.2,0.2
2,1,0,1,0.2,0.2,4,0.2,0.2,0.2
0,4,1,1,0.2,0.2,4,0.2,0.2,0.2
0,4,1,1,0.2,0.2,4,0.2,0.2,0.2
1,1,1,1,0.2,0.2,4,0.2,0.2,0.2
2,1,0,1,0.2,0.2,4,0.2,0.2,0.2
0,4,1,1,0.2,0.2,4,0.2,0.2,0.2
2,1,0,1,0.2,0.2,4,0.2,0.2,0.2
0,4,1,1,0.2,0.2,4,0.2,0.2,0.2
0,4,1,1,0.2,0.2,4,0.2,0.2,0.2
0,4,0,1,0.2,0.2,4,0.2,0.2,0.2
1,3,0,1,0.2,0.2,4,0.2,0.2,0.2
2,1,0,1,0.2,0.2,4,0.2,0.2,0.2
2,4,0,2,0.2,0.2,4,0.2,0.2,0.5
0,2,1,2,0.2,0.2,4,0.2,0.2,0.5
0,4,1,2,0.2,0.2,4,0.2,0.2,0.5
0,4,1,2,0.2,0.2,4,0.2,0.2,0.5
2,1,0,2,0.2,0.2,4,0.2,0.2,0.5
1,2,1,2,0.2,0.2,4,0.2,0.2,0.5
1,4,1,2,0.2,0.2,4,0.2,0.2,0.5
1,4,1,2,0.2,0.2,4,0.2,0.2,0.5
1,4,1,2,0.2,0.2,4,0.2,0.2,0.5
2,1,0,2,0.2,0.2,4,0.2,0.2,0.5
0,4,1,2,0.2,0.2,4,0.2,0.2,0.5
1,4,1,2,0.2,0.2,4,0.2,0.2,0.5
1,4,1,2,0.2,0.2,4,0.2,0.2,0.5
0,4,1,2,0.2,0.2,4,0.2,0.2,0.5
0,4,0,2,0.2,0.2,4,0.2,0.2,0.5
0,4,1,2,0.2,0.2,4,0.2,0.2,0.5
2,1,0,2,0.2,0.2,4,0.2,0.2,0.5
2,1,0,2,0.2,0.2,4,0.2,0.2,0.5
1,4,1,2,0.2,0.2,4,0.2,0.2,0.5
1,4,1,2,0.2,0.2,4,0.2,0.2,0.5
2,1,0,2,0.2,0.2,4,0.2,0.2,0.5
1,4,0,2,0.2,0.2,4,0.2,0.2,0.5
0,4,1,2,0.2,0.2,4,0.2,0.2,0.5
0,4,1,2,0.2,0.2,4,0.2,0.2,0.5
0,4,1,2,0.2,0.2,4,0.2,0.2,0.5
1,4,1,2,0.2,0.2,4,0.2,0.2,0.5
2,2,0,2,0.2,0.2,4,0.2,0.2,0.5
0,4,1,2,0.2,0.2,4,0.2,0.2,0.5
0,4,1,2,0.2,0.2,4,0.2,0.2,0.5
2,1,0,2,0.2,0.2,4,0.2,0.2,0.5
1,4,0,2,0.2,0.2,4,0.2,0.2,0.5
0,4,1,2,0.2,0.2,4,0.2,0.2,0.5
1,4,0,2,0.2,0.2,4,0.2,0.2,0.5
0,4,1,2,0.2,0.2,4,0.2,0.2,0.5
2,1,0,2,0.2,0.2,4,0.2,0.2,0.5
2,1,0,2,0.2,0.2,4,0.2,0.2,0.5
2,1,0,2,0.2,0.2,4,0.2,0.2,0.5
2,1,1,2,0.2,0.2,4,0.2,0.2,0.5
1,4,1,2,0.2,0.2,4,0.2,0.2,0.5
1,4,0,2,0.2,0.2,4,0.2,0.2,0.5
2,1,0,2,0.2,0.2,4,0.2,0.2,0.5
1,1,1,2,0.2,0.2,4,0.2,0.2,0.5
2,1,0,2,0.2,0.2,4,0.2,0.2,0.5
2,1,0,2,0.2,0.2,4,0.2,0.2,0.5
0,4,1,2,0.2,0.2,4,0.2,0.2,0.5
0,3,1,3,0.2,0.2,4,0.2,0.2,0.8
2,2,0,3,0.2,0.2,4,0.2,0.2,0.8
0,4,1,3,0.2,0.2,4,0.2,0.2,0.8
1,4,0,3,0.2,0.2,4,0.2,0.2,0.8
1,1,0,3,0.2,0.2,4,0.2,0.2,0.8
2,1,0,3,0.2,0.2,4,0.2,0.2,0.8
2,1,0,3,0.2,0.2,4,0.2,0.2,0.8
0,4,1,3,0.2,0.2,4,0.2,0.2,0.8
1,1,1,3,0.2,0.2,4,0.2,0.2,0.8
1,1,1,3,0.2,0.2,4,0.2,0.2,0.8
0,4,1,3,0.2,0.2,4,0.2,0.2,0.8
0,4,1,3,0.2,0.2,4,0.2,0.2,0.8
2,1,0,3,0.2,0.2,4,0.2,0.2,0.8
1,1,0,3,0.2,0.2,4,0.2,0.2,0.8
2,1,0,3,0.2,0.2,4,0.2,0.2,0.8
1,1,1,3,0.2,0.2,4,0.2,0.2,0.8
2,1,1,3,0.2,0.2,4,0.2,0.2,0.8
2,1,0,3,0.2,0.2,4,0.2,0.2,0.8
2,1,1,3,0.2,0.2,4,0.2,0.2,0.8
0,4,1,3,0.2,0.2,4,0.2,0.2,0.8
0,4,1,3,0.2,0.2,4,0.2,0.2,0.8
0,4,0,3,0.2,0.2,4,0.2,0.2,0.8
1,1,1,3,0.2,0.2,4,0.2,0.2,0.8
2,1,0,3,0.2,0.2,4,0.2,0.2,0.8
2,1,0,3,0.2,0.2,4,0.2,0.2,0.8
0,4,1,3,0.2,0.2,4,0.2,0.2,0.8
0,4,0,3,0.2,0.2,4,0.2,0.2,0.8
0,4,1,3,0.2,0.2,4,0.2,0.2,0.8
1,1,0,3,0.2,0.2,4,0.2,0.2,0.8
0,4,1,3,0.2,0.2,4,0.2,0.2,0.8
0,4,1,3,0.2,0.2,4,0.2,0.2,0.8
1,1,0,3,0.2,0.2,4,0.2,0.2,0.8
1,1,1,3,0.2,0.2,4,0.2,0.2,0.8
1,1,1,3,0.2,0.2,4,0.2,0.2,0.8
1,3,0,3,0.2,0.2,4,0.2,0.2,0.8
2,1,0,3,0.2,0.2,4,0.2,0.2,0.8
2,1,0,3,0.2,0.2,4,0.2,0.2,0.8
1,1,0,3,0.2,0.2,4,0.2,0.2,0.8
2,1,0,3,0.2,0.2,4,0.2,0.2,0.8
0,4,1,3,0.2,0.2,4,0.2,0.2,0.8
2,1,0,3,0.2,0.2,4,0.2,0.2,0.8
0,4,1,3,0.2,0.2,4,0.2,0.2,0.8
1,1,1,3,0.2,0.2,4,0.2,0.2,0.8
1,1,1,3,0.2,0.2,4,0.2,0.2,0.8
2,1,0,3,0.2,0.2,4,0.2,0.2,0.8
0,4,1,4,0.2,0.2,4,0.2,0.5,0.2
0,4,1,4,0.2,0.2,4,0.2,0.5,0.2
1,2,1,4,0.2,0.2,4,0.2,0.5,0.2
2,3,0,4,0.2,0.2,4,0.2,0.5,0.2
2,1,0,4,0.2,0.2,4,0.2,0.5,0.2
1,4,0,4,0.2,0.2,4,0.2,0.5,0.2
0,4,1,4,0.2,0.2,4,0.2,0.5,0.2
1,3,1,4,0.2,0.2,4,0.2,0.5,0.2
2,1,0,4,0.2,0.2,4,0.2,0.5,0.2
0,4,1,4,0.2,0.2,4,0.2,0.5,0.2
1,4,0,4,0.2,0.2,4,0.2,0.5,0.2
0,4,1,4,0.2,0.2,4,0.2,0.5,0.2
2,1,0,4,0.2,0.2,4,0.2,0.5,0.2
1,3,1,4,0.2,0.2,4,0.2,0.5,0.2
0,4,1,4,0.2,0.2,4,0.2,0.5,0.2
0,4,1,4,0.2,0.2,4,0.2,0.5,0.2
1,2,1,4,0.2,0.2,4,0.2,0.5,0.2
2,1,0,4,0.2,0.2,4,0.2,0.5,0.2
1,4,1,4,0.2,0.2,4,0.2,0.5,0.2
1,4,1,4,0.2,0.2,4,0.2,0.5,0.2
0,4,1,4,0.2,0.2,4,0.2,0.5,0.2
0,4,1,4,0.2,0.2,4,0.2,0.5,0.2
1,4,0,4,0.2,0.2,4,0.2,0.5,0.2
2,1,0,4,0.2,0.2,4,0.2,0.5,0.2
1,4,0,4,0.2,0.2,4,0.2,0.5,0.2
1,4,1,4,0.2,0.2,4,0.2,0.5,0.2
0,4,1,4,0.2,0.2,4,0.2,0.5,0.2
2,2,0,4,0.2,0.2,4,0.2,0.5,0.2
2,1,0,4,0.2,0.2,4,0.2,0.5,0.2
0,4,0,4,0.2,0.2,4,0.2,0.5,0.2
2,1,0,4,0.2,0.2,4,0.2,0.5,0.2
0,4,1,4,0.2,0.2,4,0.2,0.5,0.2
2,1,0,4,0.2,0.2,4,0.2,0.5,0.2
2,1,0,4,0.2,0.2,4,0.2,0.5,0.2
0,4,1,4,0.2,0.2,4,0.2,0.5,0.2
2,1,0,4,0.2,0.2,4,0.2,0.5,0.2
1,4,1,4,0.2,0.2,4,0.2,0.5,0.2
2,1,0,4,0.2,0.2,4,0.2,0.5,0.2
1,4,1,4,0.2,0.2,4,0.2,0.5,0.2
2,1,0,4,0.2,0.2,4,0.2,0.5,0.2
1,4,0,4,0.2,0.2,4,0.2,0.5,0.2
0,4,1,4,0.2,0.2,4,0.2,0.5,0.2
2,1,0,4,0.2,0.2,4,0.2,0.5,0.2
1,4,0,4,0.2,0.2,4,0.2,0.5,0.2
0,4,1,4,0.2,0.2,4,0.2,0.5,0.2
0,2,1,5,0.2,0.2,4,0.2,0.5,0.5
2,4,1,5,0.2,0.2,4,0.2,0.5,0.5
0,4,1,5,0.2,0.2,4,0.2,0.5,0.5
2,4,0,5,0.2,0.2,4,0.2,0.5,0.5
1,1,0,5,0.2,0.2,4,0.2,0.5,0.5
0,4,1,5,0.2,0.2,4,0.2,0.5,0.5
2,2,0,5,0.2,0.2,4,0.2,0.5,0.5
1,1,0,5,0.2,0.2,4,0.2,0.5,0.5
1,4,0,5,0.2,0.2,4,0.2,0.5,0.5
0,4,1,5,0.2,0.2,4,0.2,0.5,0.5
0,4,1,5,0.2,0.2,4,0.2,0.5,0.5
1,1,1,5,0.2,0.2,4,0.2,0.5,0.5
2,1,0,5,0.2,0.2,4,0.2,0.5,0.5
2,1,0,5,0.2,0.2,4,0.2,0.5,0.5
0,4,1,5,0.2,0.2,4,0.2,0.5,0.5
1,1,1,5,0.2,0.2,4,0.2,0.5,0.5
0,4,1,5,0.2,0.2,4,0.2,0.5,0.5
0,4,1,5,0.2,0.2,4,0.2,0.5,0.5
1,1,1,5,0.2,0.2,4,0.2,0.5,0.5
0,4,1,5,0.2,0.2,4,0.2,0.5,0.5
2,1,0,5,0.2,0.2,4,0.2,0.5,0.5
2,1,0,5,0.2,0.2,4,0.2,0.5,0.5
0,4,1,5,0.2,0.2,4,0.2,0.5,0.5
2,1,0,5,0.2,0.2,4,0.2,0.5,0.5
0,4,1,5,0.2,0.2,4,0.2,0.5,0.5
1,2,1,5,0.2,0.2,4,0.2,0.5,0.5
2,1,0,5,0.2,0.2,4,0.2,0.5,0.5
1,3,1,5,0.2,0.2,4,0.2,0.5,0.5
0,4,1,5,0.2,0.2,4,0.2,0.5,0.5
0,4,1,5,0.2,0.2,4,0.2,0.5,0.5
1,4,1,5,0.2,0.2,4,0.2,0.5,0.5
1,4,1,5,0.2,0.2,4,0.2,0.5,0.5
2,1,0,5,0.2,0.2,4,0.2,0.5,0.5
1,4,0,5,0.2,0.2,4,0.2,0.5,0.5
2,1,0,5,0.2,0.2,4,0.2,0.5,0.5
1,4,1,5,0.2,0.2,4,0.2,0.5,0.5
2,1,0,5,0.2,0.2,4,0.2,0.5,0.5
2,1,0,5,0.2,0.2,4,0.2,0.5,0.5
0,4,1,5,0.2,0.2,4,0.2,0.5,0.5
1,4,0,5,0.2,0.2,4,0.2,0.5,0.5
1,4,1,5,0.2,0.2,4,0.2,0.5,0.5
2,1,0,5,0.2,0.2,4,0.2,0.5,0.5
0,4,1,5,0.2,0.2,4,0.2,0.5,0.5
1,4,1,5,0.2,0.2,4,0.2,0.5,0.5
2,1,0,5,0.2,0.2,4,0.2,0.5,0.5
0,3,1,6,0.2,0.2,4,0.2,0.5,0.8
2,4,0,6,0.2,0.2,4,0.2,0.5,0.8
1,2,1,6,0.2,0.2,4,0.2,0.5,0.8
1,4,1,6,0.2,0.2,4,0.2,0.5,0.8
0,4,1,6,0.2,0.2,4,0.2,0.5,0.8
0,4,1,6,0.2,0.2,4,0.2,0.5,0.8
1,4,1,6,0.2,0.2,4,0.2,0.5,0.8
0,4,1,6,0.2,0.2,4,0.2,0.5,0.8
2,1,0,6,0.2,0.2,4,0.2,0.5,0.8
0,4,1,6,0.2,0.2,4,0.2,0.5,0.8
0,4,1,6,0.2,0.2,4,0.2,0.5,0.8
0,4,1,6,0.2,0.2,4,0.2,0.5,0.8
0,4,1,6,0.2,0.2,4,0.2,0.5,0.8
0,4,1,6,0.2,0.2,4,0.2,0.5,0.8
1,4,1,6,0.2,0.2,4,0.2,0.5,0.8
1,4,1,6,0.2,0.2,4,0.2,0.5,0.8
1,4,0,6,0.2,0.2,4,0.2,0.5,0.8
1,4,1,6,0.2,0.2,4,0.2,0.5,0.8
0,4,1,6,0.2,0.2,4,0.2,0.5,0.8
1,4,0,6,0.2,0.2,4,0.2,0.5,0.8
2,1,0,6,0.2,0.2,4,0.2,0.5,0.8
2,1,0,6,0.2,0.2,4,0.2,0.5,0.8
1,4,1,6,0.2,0.2,4,0.2,0.5,0.8
2,1,0,6,0.2,0.2,4,0.2,0.5,0.8
1,4,1,6,0.2,0.2,4,0.2,0.5,0.8
1,4,0,6,0.2,0.2,4,0.2,0.5,0.8
2,1,0,6,0.2,0.2,4,0.2,0.5,0.8
2,1,0,6,0.2,0.2,4,0.2,0.5,0.8
0,4,1,6,0.2,0.2,4,0.2,0.5,0.8
2,1,0,6,0.2,0.2,4,0.2,0.5,0.8
1,4,1,6,0.2,0.2,4,0.2,0.5,0.8
2,1,0,6,0.2,0.2,4,0.2,0.5,0.8
2,1,0,6,0.2,0.2,4,0.2,0.5,0.8
1,4,1,6,0.2,0.2,4,0.2,0.5,0.8
0,4,1,6,0.2,0.2,4,0.2,0.5,0.8
0,4,1,6,0.2,0.2,4,0.2,0.5,0.8
2,1,0,6,0.2,0.2,4,0.2,0.5,0.8
2,1,0,6,0.2,0.2,4,0.2,0.5,0.8
2,1,0,6,0.2,0.2,4,0.2,0.5,0.8
0,4,1,6,0.2,0.2,4,0.2,0.5,0.8
2,1,0,6,0.2,0.2,4,0.2,0.5,0.8
0,4,0,6,0.2,0.2,4,0.2,0.5,0.8
1,4,0,6,0.2,0.2,4,0.2,0.5,0.8
2,2,0,6,0.2,0.2,4,0.2,0.5,0.8
1,4,1,6,0.2,0.2,4,0.2,0.5,0.8
2,2,0,7,0.2,0.2,4,0.2,0.8,0.2
2,1,0,7,0.2,0.2,4,0.2,0.8,0.2
0,2,1,7,0.2,0.2,4,0.2,0.8,0.2
1,3,1,7,0.2,0.2,4,0.2,0.8,0.2
2,1,0,7,0.2,0.2,4,0.2,0.8,0.2
1,4,0,7,0.2,0.2,4,0.2,0.8,0.2
2,1,0,7,0.2,0.2,4,0.2,0.8,0.2
2,1,1,7,0.2,0.2,4,0.2,0.8,0.2
1,1,0,7,0.2,0.2,4,0.2,0.8,0.2
0,4,1,7,0.2,0.2,4,0.2,0.8,0.2
0,4,0,7,0.2,0.2,4,0.2,0.8,0.2
0,4,1,7,0.2,0.2,4,0.2,0.8,0.2
2,3,0,7,0.2,0.2,4,0.2,0.8,0.2
1,1,0,7,0.2,0.2,4,0.2,0.8,0.2
0,4,1,7,0.2,0.2,4,0.2,0.8,0.2
1,3,1,7,0.2,0.2,4,0.2,0.8,0.2
2,1,0,7,0.2,0.2,4,0.2,0.8,0.2
1,4,0,7,0.2,0.2,4,0.2,0.8,0.2
2,2,1,7,0.2,0.2,4,0.2,0.8,0.2
0,4,1,7,0.2,0.2,4,0.2,0.8,0.2
2,2,0,7,0.2,0.2,4,0.2,0.8,0.2
1,2,1,7,0.2,0.2,4,0.2,0.8,0.2
1,1,0,7,0.2,0.2,4,0.2,0.8,0.2
0,4,1,7,0.2,0.2,4,0.2,0.8,0.2
2,1,0,7,0.2,0.2,4,0.2,0.8,0.2
0,4,1,7,0.2,0.2,4,0.2,0.8,0.2
2,1,0,7,0.2,0.2,4,0.2,0.8,0.2
1,4,1,7,0.2,0.2,4,0.2,0.8,0.2
0,4,1,7,0.2,0.2,4,0.2,0.8,0.2
1,4,1,7,0.2,0.2,4,0.2,0.8,0.2
0,4,1,7,0.2,0.2,4,0.2,0.8,0.2
0,4,1,7,0.2,0.2,4,0.2,0.8,0.2
0,4,1,7,0.2,0.2,4,0.2,0.8,0.2
1,4,1,7,0.2,0.2,4,0.2,0.8,0.2
0,4,1,7,0.2,0.2,4,0.2,0.8,0.2
1,4,1,7,0.2,0.2,4,0.2,0.8,0.2
0,4,1,7,0.2,0.2,4,0.2,0.8,0.2
2,1,0,7,0.2,0.2,4,0.2,0.8,0.2
2,1,0,7,0.2,0.2,4,0.2,0.8,0.2
0,4,1,7,0.2,0.2,4,0.2,0.8,0.2
1,4,0,7,0.2,0.2,4,0.2,0.8,0.2
2,1,0,7,0.2,0.2,4,0.2,0.8,0.2
1,4,1,7,0.2,0.2,4,0.2,0.8,0.2
1,4,0,7,0.2,0.2,4,0.2,0.8,0.2
2,1,0,7,0.2,0.2,4,0.2,0.8,0.2
0,1,1,8,0.2,0.2,4,0.2,0.8,0.5
1,2,1,8,0.2,0.2,4,0.2,0.8,0.5
2,4,0,8,0.2,0.2,4,0.2,0.8,0.5
1,4,1,8,0.2,0.2,4,0.2,0.8,0.5
0,4,1,8,0.2,0.2,4,0.2,0.8,0.5
0,4,1,8,0.2,0.2,4,0.2,0.8,0.5
1,4,0,8,0.2,0.2,4,0.2,0.8,0.5
2,1,0,8,0.2,0.2,4,0.2,0.8,0.5
0,4,1,8,0.2,0.2,4,0.2,0.8,0.5
1,4,1,8,0.2,0.2,4,0.2,0.8,0.5
0,4,1,8,0.2,0.2,4,0.2,0.8,0.5
0,4,1,8,0.2,0.2,4,0.2,0.8,0.5
0,4,1,8,0.2,0.2,4,0.2,0.8,0.5
2,1,0,8,0.2,0.2,4,0.2,0.8,0.5
2,1,0,8,0.2,0.2,4,0.2,0.8,0.5
2,1,1,8,0.2,0.2,4,0.2,0.8,0.5
2,1,0,8,0.2,0.2,4,0.2,0.8,0.5
2,1,0,8,0.2,0.2,4,0.2,0.8,0.5
1,4,1,8,0.2,0.2,4,0.2,0.8,0.5
2,1,0,8,0.2,0.2,4,0.2,0.8,0.5
1,4,1,8,0.2,0.2,4,0.2,0.8,0.5
2,1,0,8,0.2,0.2,4,0.2,0.8,0.5
0,4,1,8,0.2,0.2,4,0.2,0.8,0.5
1,4,1,8,0.2,0.2,4,0.2,0.8,0.5
1,4,1,8,0.2,0.2,4,0.2,0.8,0.5
2,2,1,8,0.2,0.2,4,0.2,0.8,0.5
0,4,1,8,0.2,0.2,4,0.2,0.8,0.5
1,4,1,8,0.2,0.2,4,0.2,0.8,0.5
2,4,0,8,0.2,0.2,4,0.2,0.8,0.5
0,4,1,8,0.2,0.2,4,0.2,0.8,0.5
1,4,0,8,0.2,0.2,4,0.2,0.8,0.5
1,4,0,8,0.2,0.2,4,0.2,0.8,0.5
0,4,1,8,0.2,0.2,4,0.2,0.8,0.5
2,1,0,8,0.2,0.2,4,0.2,0.8,0.5
2,1,0,8,0.2,0.2,4,0.2,0.8,0.5
0,4,1,8,0.2,0.2,4,0.2,0.8,0.5
2,1,0,8,0.2,0.2,4,0.2,0.8,0.5
0,4,1,8,0.2,0.2,4,0.2,0.8,0.5
1,4,1,8,0.2,0.2,4,0.2,0.8,0.5
0,4,1,8,0.2,0.2,4,0.2,0.8,0.5
1,4,0,8,0.2,0.2,4,0.2,0.8,0.5
0,4,1,8,0.2,0.2,4,0.2,0.8,0.5
1,2,1,8,0.2,0.2,4,0.2,0.8,0.5
2,1,0,8,0.2,0.2,4,0.2,0.8,0.5
1,4,1,8,0.2,0.2,4,0.2,0.8,0.5
0,3,1,9,0.2,0.2,4,0.2,0.8,0.8
1,2,1,9,0.2,0.2,4,0.2,0.8,0.8
0,4,1,9,0.2,0.2,4,0.2,0.8,0.8
2,2,0,9,0.2,0.2,4,0.2,0.8,0.8
2,1,0,9,0.2,0.2,4,0.2,0.8,0.8
1,4,0,9,0.2,0.2,4,0.2,0.8,0.8
2,1,0,9,0.2,0.2,4,0.2,0.8,0.8
0,4,1,9,0.2,0.2,4,0.2,0.8,0.8
0,4,1,9,0.2,0.2,4,0.2,0.8,0.8
0,4,1,9,0.2,0.2,4,0.2,0.8,0.8
0,4,1,9,0.2,0.2,4,0.2,0.8,0.8
1,2,1,9,0.2,0.2,4,0.2,0.8,0.8
1,4,1,9,0.2,0.2,4,0.2,0.8,0.8
2,1,0,9,0.2,0.2,4,0.2,0.8,0.8
0,4,0,9,0.2,0.2,4,0.2,0.8,0.8
1,4,0,9,0.2,0.2,4,0.2,0.8,0.8
1,3,0,9,0.2,0.2,4,0.2,0.8,0.8
2,1,0,9,0.2,0.2,4,0.2,0.8,0.8
0,4,1,9,0.2,0.2,4,0.2,0.8,0.8
0,4,1,9,0.2,0.2,4,0.2,0.8,0.8
2,1,0,9,0.2,0.2,4,0.2,0.8,0.8
1,1,1,9,0.2,0.2,4,0.2,0.8,0.8
0,4,1,9,0.2,0.2,4,0.2,0.8,0.8
1,1,1,9,0.2,0.2,4,0.2,0.8,0.8
1,1,1,9,0.2,0.2,4,0.2,0.8,0.8
2,1,0,9,0.2,0.2,4,0.2,0.8,0.8
1,2,1,9,0.2,0.2,4,0.2,0.8,0.8
0,4,1,9,0.2,0.2,4,0.2,0.8,0.8
2,1,0,9,0.2,0.2,4,0.2,0.8,0.8
0,4,1,9,0.2,0.2,4,0.2,0.8,0.8
2,1,0,9,0.2,0.2,4,0.2,0.8,0.8
1,4,1,9,0.2,0.2,4,0.2,0.8,0.8
1,4,1,9,0.2,0.2,4,0.2,0.8,0.8
2,1,0,9,0.2,0.2,4,0.2,0.8,0.8
2,1,0,9,0.2,0.2,4,0.2,0.8,0.8
2,1,1,9,0.2,0.2,4,0.2,0.8,0.8
1,4,1,9,0.2,0.2,4,0.2,0.8,0.8
2,3,0,9,0.2,0.2,4,0.2,0.8,0.8
2,1,0,9,0.2,0.2,4,0.2,0.8,0.8
2,1,0,9,0.2,0.2,4,0.2,0.8,0.8
1,4,1,9,0.2,0.2,4,0.2,0.8,0.8
0,4,1,9,0.2,0.2,4,0.2,0.8,0.8
0,4,1,9,0.2,0.2,4,0.2,0.8,0.8
1,4,1,9,0.2,0.2,4,0.2,0.8,0.8
0,4,1,9,0.2,0.2,4,0.2,0.8,0.8
1,4,1,10,0.2,0.2,4,0.5,0.2,0.2
2,4,0,10,0.2,0.2,4,0.5,0.2,0.2
1,4,1,10,0.2,0.2,4,0.5,0.2,0.2
2,1,0,10,0.2,0.2,4,0.5,0.2,0.2
1,4,1,10,0.2,0.2,4,0.5,0.2,0.2
2,1,0,10,0.2,0.2,4,0.5,0.2,0.2
1,4,1,10,0.2,0.2,4,0.5,0.2,0.2
2,1,0,10,0.2,0.2,4,0.5,0.2,0.2
1,4,1,10,0.2,0.2,4,0.5,0.2,0.2
1,4,1,10,0.2,0.2,4,0.5,0.2,0.2
2,1,0,10,0.2,0.2,4,0.5,0.2,0.2
0,1,1,10,0.2,0.2,4,0.5,0.2,0.2
2,1,0,10,0.2,0.2,4,0.5,0.2,0.2
1,4,0,10,0.2,0.2,4,0.5,0.2,0.2
1,4,1,10,0.2,0.2,4,0.5,0.2,0.2
0,2,1,10,0.2,0.2,4,0.5,0.2,0.2
2,1,0,10,0.2,0.2,4,0.5,0.2,0.2
1,4,1,10,0.2,0.2,4,0.5,0.2,0.2
2,1,0,10,0.2,0.2,4,0.5,0.2,0.2
1,4,1,10,0.2,0.2,4,0.5,0.2,0.2
1,4,1,10,0.2,0.2,4,0.5,0.2,0.2
0,4,1,10,0.2,0.2,4,0.5,0.2,0.2
1,4,1,10,0.2,0.2,4,0.5,0.2,0.2
0,4,1,10,0.2,0.2,4,0.5,0.2,0.2
2,1,0,10,0.2,0.2,4,0.5,0.2,0.2
2,1,0,10,0.2,0.2,4,0.5,0.2,0.2
0,4,1,10,0.2,0.2,4,0.5,0.2,0.2
0,4,1,10,0.2,0.2,4,0.5,0.2,0.2
0,4,1,10,0.2,0.2,4,0.5,0.2,0.2
0,4,1,10,0.2,0.2,4,0.5,0.2,0.2
0,4,1,10,0.2,0.2,4,0.5,0.2,0.2
2,1,0,10,0.2,0.2,4,0.5,0.2,0.2
1,4,1,10,0.2,0.2,4,0.5,0.2,0.2
1,4,0,10,0.2,0.2,4,0.5,0.2,0.2
0,4,1,10,0.2,0.2,4,0.5,0.2,0.2
2,1,0,10,0.2,0.2,4,0.5,0.2,0.2
0,4,1,10,0.2,0.2,4,0.5,0.2,0.2
2,1,0,10,0.2,0.2,4,0.5,0.2,0.2
0,4,1,10,0.2,0.2,4,0.5,0.2,0.2
2,1,0,10,0.2,0.2,4,0.5,0.2,0.2
0,4,1,10,0.2,0.2,4,0.5,0.2,0.2
1,4,1,10,0.2,0.2,4,0.5,0.2,0.2
2,1,1,10,0.2,0.2,4,0.5,0.2,0.2
0,4,1,10,0.2,0.2,4,0.5,0.2,0.2
0,4,1,10,0.2,0.2,4,0.5,0.2,0.2
0,1,1,11,0.2,0.2,4,0.5,0.2,0.5
1,1,1,11,0.2,0.2,4,0.5,0.2,0.5
2,2,0,11,0.2,0.2,4,0.5,0.2,0.5
0,1,1,11,0.2,0.2,4,0.5,0.2,0.5
2,1,0,11,0.2,0.2,4,0.5,0.2,0.5
0,4,1,11,0.2,0.2,4,0.5,0.2,0.5
0,4,1,11,0.2,0.2,4,0.5,0.2,0.5
0,4,1,11,0.2,0.2,4,0.5,0.2,0.5
2,1,0,11,0.2,0.2,4,0.5,0.2,0.5
2,1,0,11,0.2,0.2,4,0.5,0.2,0.5
2,1,0,11,0.2,0.2,4,0.5,0.2,0.5
2,2,0,11,0.2,0.2,4,0.5,0.2,0.5
2,1,0,11,0.2,0.2,4,0.5,0.2,0.5
0,4,1,11,0.2,0.2,4,0.5,0.2,0.5
