Subject,alpha,beta,decay
1.0,0.0,1e-10,1.0
2.0,1.0,0.13987253217495638,0.0
3.0,0.01009749795627438,20.0,0.0
4.0,1.0,5.3759989402125985,0.8387053527929529
5.0,0.0,1e-10,0.2859590703247662
6.0,0.8523113008264457,0.32514139499970474,1.0
7.0,1.0,0.13987253668912414,0.0
8.0,0.6751985714573798,0.20715762583040653,0.9947685640206864
9.0,1.0,0.13987253562403987,1.0
10.0,0.0,1e-10,0.5521459559158486
11.0,1.0,0.2406578076887983,0.22713592001118915
12.0,0.0,1e-10,1.0
13.0,0.7703667741172505,0.23581965068233848,0.0
14.0,0.023519895547538364,20.0,0.0
15.0,0.46381278223497696,0.9674980944375541,0.0
16.0,1.0,20.0,0.81495056259481
17.0,1.0,1.0223179924004568,0.863180985243653
18.0,1.0,0.0267150830413479,0.0
19.0,0.9999999947103325,0.22466546058866044,0.0
20.0,1.0,0.06743665342668427,0.0
21.0,1.0,12.804368345332094,0.0
22.0,1.0,12.453628856155673,0.0
23.0,0.010898714698795163,20.0,0.0
24.0,1.0,4.433831653117661,0.0
25.0,0.05200520319363356,20.0,0.6174304891900292
26.0,0.5796647575186731,0.6874661521172916,0.0
27.0,0.516521893366087,0.6530869299134577,0.0
28.0,0.7408794381324437,0.9816139047070821,0.1036414218245856
29.0,1.0,11.29207798826552,0.0
30.0,0.007989038899868453,20.0,0.0
31.0,0.294268224508002,0.4753232906019301,0.0
32.0,1.0,0.07468081866718547,0.12088406263196591
33.0,1.0,0.418501874692599,0.03385402538183798
34.0,0.16223209954880505,0.49301411373250753,0.2875188977970482
35.0,0.955397427070749,10.001284576721853,0.9853616103424946
36.0,1.0,13.705125216720397,0.0
37.0,1.0,14.529438540085279,0.0
38.0,1.0,13.61930296984688,0.0
39.0,0.07525327885731188,1e-10,0.8664072551458328
40.0,0.02759472925157924,20.0,0.0
41.0,1.0,6.0522090976088645,1.0
42.0,0.5472032952660283,0.47125722798054326,0.0
43.0,1.0,0.4308779896978656,0.16796702902556712
44.0,0.0,1e-10,0.9988182766890913
45.0,0.0,1e-10,0.22398796613155111
46.0,1.0,0.33733369874240415,0.0
47.0,1.0,14.481653596654951,0.0
48.0,1.0,20.0,0.8087605103079374
49.0,1.0,20.0,0.9088023536063958
50.0,0.05230857498127104,0.8064362959924606,0.5953856088292137
51.0,1.0,0.08134187970175633,0.0
52.0,0.9824882665477089,0.26246979386180924,1.0
53.0,0.0,0.166380847073933,0.5536864009006166
54.0,1.0,9.883994031691216,1.1102230246251565e-16
55.0,1.0,0.5927683210723969,0.0
56.0,0.29531652852872314,0.4736360045947295,0.0
57.0,1.0,0.5927683249405422,0.0
58.0,0.8950262972289768,0.5933366966171998,0.7366123081567533
59.0,1.0,0.33733369449231987,0.0
60.0,1.0,0.28716498354438497,0.0
61.0,0.7617012411736792,0.7782163084815158,-1.1102230246251565e-16
62.0,1.0,13.845118976495874,0.0
63.0,0.8886969153018794,20.0,1.0
64.0,1.0,12.769477144890534,0.0
65.0,1.0,14.141565319200833,0.040372148283849635
66.0,0.7653640987102669,0.37520048141087015,0.0
67.0,0.006887016725024345,20.0,1.0
68.0,1.0,0.028578708741317294,0.3092721709373054
69.0,1.0,0.1544803802422544,0.7274827650979527
70.0,0.2620650970332192,0.7867550762840024,0.0
71.0,1.0,0.13987253787826665,0.4560662250860775
72.0,1.0,17.726078045833464,0.0
73.0,0.5770401846660806,0.49765161628729704,0.0
74.0,1.0,0.22273647428527885,0.06387140347215801
75.0,1.0,0.28716497637370525,0.0
76.0,1.0,6.369345239033806,0.0
77.0,0.0,1e-10,1.0
78.0,1.0,4.428899068685178,0.0
79.0,1.0,9.090326508059333,0.0
80.0,0.5670791423777579,0.24665435815354977,0.93568443801318
81.0,1.0,5.080120578417075,0.9116653162716765
82.0,1.0,20.0,0.0
83.0,1.0,0.2460796642127033,0.49064879282692236
84.0,0.28277744000151084,18.719956723927396,1.0
85.0,1.0,20.0,0.7701710294069013
86.0,1.0,0.13987254045774963,1.0
87.0,1.0,20.0,0.8574275463895847
88.0,1.0,20.0,0.7403350339255254
89.0,0.9599806538004372,9.796444056094263,1.0
90.0,1.0,0.3984998945739779,0.0
91.0,1.0,0.13987254145522762,0.0
92.0,1.0,11.79691123161722,0.041301523087581726
93.0,0.0,1e-10,1.0
94.0,1.0,9.896584392400413,0.0
95.0,1.0,0.3984999005247803,0.0
96.0,1.0,11.17061984156707,0.0
97.0,0.9999999996839908,5.385285624070624,0.9740293293822908
98.0,1.0,10.317562799663673,0.0
99.0,0.052555811535793376,0.8499573181677803,0.0
100.0,0.0,1e-10,0.6468304058014704
101.0,0.02759473237762633,20.0,0.0
102.0,1.0,8.191192111754749,0.0
103.0,1.0,0.1398725429357008,0.0
104.0,1.0,0.08134187755118649,0.0
105.0,1.0,11.471661296871911,0.0
106.0,0.7320670308264748,1.151637538613696,0.09078615474046237
107.0,1.0,20.0,0.8087516609092793
108.0,0.09738931602936644,20.0,0.6927597899017093
109.0,0.012084516498588124,20.0,1.0
110.0,0.06971388062152453,4.119193794272751,0.0
111.0,0.0,0.11635211550527016,0.9387981913170551
112.0,0.009809786151726318,20.0,0.4037702546275797
113.0,0.5233324140364317,0.7614661156107223,0.0
114.0,1.0,0.3007809946592224,0.07360300603443959
115.0,1.0,0.2578734935243983,1.0
116.0,0.33377601377851834,0.4190611004558686,1.0
117.0,1.0,9.341235851912085,0.0
118.0,0.5431868457001134,0.9741282382585928,0.0
119.0,0.04720818116686913,0.5659013236902609,0.0
120.0,0.6641054651388475,0.06726370590898559,1.0
121.0,1.0,0.5291336545683711,0.0
122.0,1.0,0.13987254183320422,1.0
123.0,0.10722771869789369,0.6289106464958635,0.0
124.0,0.0,1e-10,0.8669336543466561
125.0,0.0067849789108062565,20.0,0.0
126.0,1.0,15.040754078062138,-1.1102230246251565e-16
127.0,0.8696943213709961,0.0513630900443304,0.0
128.0,0.0021561636440336034,20.0,0.4094628882237083
129.0,0.06893825425682425,20.0,0.6187061945958726
130.0,1.0,12.917851790789788,0.0
131.0,1.0,0.13987253958598755,1.0
132.0,1.0,20.0,0.6323443047580511
133.0,1.0,4.43141768120884,1.0
134.0,0.010859615918483062,20.0,0.0
135.0,0.1847756839201452,20.0,0.0
136.0,1.0,8.82225319264813,0.0
137.0,1.0,10.465648420558079,0.0
138.0,0.6342055531332037,0.9346627869915246,0.0
139.0,1.0,7.936294092208795,0.0
140.0,1.0,20.0,0.0
141.0,1.0,11.6116656153609,0.0
142.0,0.18534754792633412,20.0,0.0
143.0,1.0,8.782437256181773,0.0
144.0,0.0,1e-10,0.992611028029484
145.0,0.3037423992021798,0.9686525630889015,0.0
146.0,0.5411906173666847,0.8437538602598961,0.11035619055773274
147.0,1.0,14.074889843730947,0.0
148.0,1.0,5.1282555809320565,0.0
149.0,1.0,12.869333681888875,0.0
150.0,1.0,9.410164341823426,0.0
151.0,1.0,12.912174641170312,0.0
152.0,1.0,16.171679047411246,0.0
153.0,1.0,10.098585420143593,0.0
154.0,1.0,6.850501316906453,0.0
155.0,1.0,0.2578735030695263,1.0
156.0,1.0,15.325154872249117,0.0
157.0,1.0,7.597410353388,0.0
158.0,1.0,13.9792703474628,0.0
159.0,1.0,11.6543683799916,0.0
160.0,1.0,8.870570556188603,0.0
161.0,1.0,9.635106993211199,0.0
162.0,1.0,13.197272360209386,0.0
163.0,1.0,12.758944203090177,0.0
164.0,1.0,5.877738509546021,0.0
165.0,1.0,20.0,0.0
166.0,1.0,12.699704787632363,0.0
167.0,1.0,16.71619740951959,0.0
168.0,1.0,12.324731463828527,0.0
169.0,1.0,11.991910870079934,0.0
170.0,1.0,12.488757112911372,0.0
171.0,1.0,8.977881428416183,0.0
172.0,0.8574700685314284,12.848323593368175,0.08357901370538434
173.0,1.0,9.189388398698444,0.0
174.0,1.0,20.0,0.0
175.0,1.0,11.361761870696341,0.0
176.0,0.8706856598068046,14.526542616713469,0.0
177.0,0.012084514192613745,20.0,1.0
178.0,0.7517386531140274,0.5969335065134423,0.0
179.0,1.0,9.17380056385379,0.0
180.0,1.0,11.495072777551028,0.0
181.0,1.0,20.0,0.0
182.0,1.0,10.331427599996006,0.0
183.0,1.0,13.87041967150138,0.0
184.0,1.0,12.688168929593964,0.0
185.0,1.0,12.88916985051161,0.0
186.0,1.0,13.728748837744295,0.0
187.0,1.0,16.322864185421235,0.0
188.0,1.0,7.105678639313721,1.0
189.0,0.08617171590848152,20.0,0.6839222049004681
190.0,1.0,6.425130494048813,0.0
191.0,1.0,20.0,0.0
192.0,1.0,10.751042727939778,0.0
193.0,1.0,10.930817940605461,0.0
194.0,1.0,12.222455688817304,0.0
195.0,1.0,11.893797542224148,0.0
196.0,1.0,16.464258458116593,0.0
197.0,1.0,12.514078287276838,0.0
198.0,1.0,20.0,0.0
199.0,1.0,0.5927683225682814,0.0
200.0,1.0,0.398499902198902,0.0
201.0,1.0,8.336193001961451,0.0
202.0,1.0,13.563213008372617,0.0
203.0,1.0,15.192231917470883,0.0
204.0,1.0,12.399238873291702,0.0
205.0,1.0,14.092688225822002,0.0
206.0,1.0,12.024676156277929,0.0
207.0,1.0,20.0,0.0
208.0,1.0,20.0,0.0
209.0,1.0,17.808590001367303,0.0
210.0,0.0,1e-10,1.0
211.0,1.0,5.627408539108167,0.0
212.0,1.0,15.635309424955409,0.08963351008663267
213.0,1.0,13.058659656973264,0.0
214.0,1.0,6.633442176313813,0.0
215.0,1.0,9.88921343780651,0.0
216.0,1.0,8.364361242431448,0.0
217.0,1.0,14.129101547459415,0.0
218.0,1.0,9.182036069221581,0.0
219.0,1.0,14.476596853371781,0.0
220.0,0.9154459056127712,12.656384697879268,0.0
221.0,0.16840093262118583,0.8305924351835511,0.0
222.0,1.0,5.117047289911898,0.9496075284001048
223.0,1.0,14.765090484896884,0.0
224.0,1.0,20.0,0.0
225.0,1.0,10.39983398724253,0.0
226.0,1.0,11.571145525827392,0.0
227.0,1.0,20.0,0.09385250907101317
228.0,1.0,15.653707922422432,0.0
229.0,1.0,20.0,0.0
230.0,1.0,9.941690074854622,0.0
231.0,1.0,9.249270825176552,0.0
232.0,1.0,6.930441634808421,1.0
233.0,0.9142172672389425,0.2166880312292729,0.2879255456281915
234.0,1.0,8.313319214400996,0.0
235.0,0.02759473132316002,20.0,0.0
236.0,1.0,12.63542872104211,0.0
237.0,1.0,13.4929336889383,0.0
238.0,1.0,7.91371487755761,0.0
239.0,1.0,20.0,0.0
240.0,1.0,12.758732455202427,0.0
241.0,0.758649240323653,9.352128783943197,0.002534465207764569
242.0,1.0,14.252697893858802,0.0
243.0,0.019950539385374232,20.0,0.0
244.0,1.0,1.2899995882593733,0.8269555612977681
245.0,0.0047223767178730565,20.0,0.2793431633501038
246.0,0.3079064652376045,20.0,1.0
247.0,0.007296931532182113,20.0,0.60562530254331
248.0,1.0,5.469315275633647,1.0
249.0,0.010827609271030492,20.0,0.0
250.0,0.007738114124925195,20.0,0.01543035877843193
251.0,1.0,0.2061810438502383,0.0
252.0,0.8354096911450501,10.165629320299017,1.0
253.0,0.004709691863424329,20.0,0.0
254.0,1.0,20.0,0.965847973101408
255.0,1.0,20.0,0.8130515739563717
256.0,0.037232586481802304,20.0,1.0
257.0,0.09170687189040018,20.0,0.0
258.0,1.0,14.163954292120113,0.0
259.0,1.0,14.78289491303992,0.0
260.0,0.022805535897490913,20.0,0.0
261.0,1.0,13.639285357875096,0.0
262.0,1.0,11.812923406098072,0.0
263.0,1.0,11.687745182721125,0.0
264.0,1.0,7.607608083232187,0.0
265.0,0.598483038592022,0.10595506328439597,0.0
266.0,0.31519287191282014,1.620429377955271,0.0
267.0,0.024176683829063992,20.0,0.0
268.0,1.0,8.874891446604765,0.0
269.0,1.0,10.996153303838524,0.0
270.0,0.22954925039156482,20.0,0.0
271.0,1.0,10.080102370148118,0.0
272.0,1.0,13.27954825948368,0.0
273.0,1.0,12.949999414652464,0.0
274.0,0.9838854147549898,13.33759705395609,0.0
275.0,1.0,11.728247504425125,0.0
276.0,0.014634042312161276,20.0,0.8106934596991523
277.0,1.0,0.5291336375963688,0.0
278.0,1.0,20.0,0.7831035461722774
279.0,1.0,20.0,0.0
280.0,1.0,11.824666438527096,0.0
281.0,1.0,10.425122035918625,0.563815658222172
282.0,1.0,12.591159075680917,0.0
283.0,1.0,10.63999383406957,0.0
284.0,0.22365047558080375,20.0,0.913313976786098
285.0,0.7255242179063627,20.0,0.0
286.0,1.0,17.299352883551336,0.0
287.0,0.0,1e-10,0.46447105853857923
288.0,0.1426118486543939,0.3132291122951247,0.5382661051821055
289.0,0.8370903904403704,15.63081414771677,0.003760409779366314
290.0,1.0,11.872310036461128,0.0
291.0,1.0,20.0,0.0
292.0,1.0,12.241934363710827,0.0
293.0,1.0,12.13367993765534,0.0
294.0,1.0,16.738914739743528,0.0
295.0,1.0,10.3532427315353,0.0
296.0,1.0,13.521574462293993,0.0
297.0,1.0,10.48329044492715,0.0
298.0,0.0022234693506849135,20.0,0.0
299.0,1.0,13.538293944901538,0.0
300.0,1.0,19.13372553169823,0.0
301.0,1.0,15.523431928762292,0.0
302.0,1.0,13.887666272779303,0.0
303.0,1.0,10.407541400957916,0.0
304.0,1.0,13.59577139802333,0.0
305.0,1.0,11.729212037258739,0.0
306.0,1.0,6.646346614257736,0.0
307.0,1.0,12.777529083293949,0.0
308.0,1.0,12.478056950228789,0.0
309.0,0.0,1e-10,1.0
310.0,0.8242238042493547,0.4014470191944268,0.0
