Subject,a_gain,a_loss,beta,iProbA,iProbB,iProbC,iprobA,iprobB,iprobC
1.0,0.1922936212966474,0.039093945036460576,0.14089665266340767,,,,0.8611486625426322,0.8362785585711462,0.6546612406366733
2.0,0.17086291750008564,0.5633967549147209,0.18642294969726902,,,,0.42611554530285844,0.6300184211767864,0.08208352721916147
3.0,0.12943894166891634,0.2371424003945619,0.6566753439951734,,,,0.5515398058733293,0.7668497784245131,0.17550676294709805
4.0,0.06848950806623608,0.6326497843979558,0.26299084736658845,,,,0.5267311222920763,0.0010019669274758827,0.001676177190548646
5.0,0.13927334675850944,0.6680353719293353,0.004150061119836623,,,,0.5109596883044427,0.6592874012389468,0.004523546089124617
6.0,0.0588687057745636,0.3100718258679861,0.08795548489047167,,,,0.34305358403709824,0.2379624145226509,0.03673396399306952
7.0,0.04304211606648515,0.02533213750438458,0.6848196004411717,,,,0.45995168896244587,0.08387089512418797,0.05172739131205998
8.0,0.9338614449994178,0.9723239268704631,1e-10,,,,1.0,1.0,2.113456900996205e-13
9.0,0.1067104794608917,0.1440953240909522,0.19828846540718248,,,,0.6370120031575219,0.6125328782365843,0.4429215657950882
10.0,0.5017215184424465,0.16687778551692936,0.002544265209104549,,,,0.9999371157407445,0.9993910210011879,0.19052402878598976
11.0,0.9402257499176522,0.12843748747787428,0.04831623757046693,,,,0.9999999591977985,0.99229875390736,0.15597854831772356
12.0,0.9125217162417562,0.4048864493242575,0.054170978971860816,,,,0.9999999999999987,0.5932613830066353,0.0015612331411434385
13.0,0.9781175796601652,0.18555081226327674,0.19226111285231917,,,,0.9998842345727815,0.9958659795760119,0.2195641560573401
14.0,0.0,0.0,5.345154955344985,,,,0.48071375070394823,0.0,0.0
15.0,0.04666633170963008,0.48473609760375014,0.1250380991291501,,,,0.6667166440042248,0.721980978478223,0.0014690850028141206
16.0,0.03297966770790929,0.00814872816790371,0.2713179720190717,,,,0.7501568456281792,0.6337781795681457,0.794414606382426
17.0,0.3547224329439813,0.02811544187355386,0.3482948439004454,,,,0.9146106220345201,0.7752059503787849,0.5505033467073027
18.0,0.3916471407606834,0.04982196546190987,0.19125549745968562,,,,0.8870740088607523,0.8810802004067888,0.10160426359882302
19.0,0.02281520818810534,0.08933446666384004,0.7786222122703419,,,,0.4012769089927084,0.2976981260875039,0.43200892539859737
20.0,0.13371696486322615,0.1322659454279137,0.03297032256639931,,,,0.45178929652769967,0.7958054555212832,0.5132755107463749
21.0,0.15206158313344262,0.047558003636332176,0.8946821785645921,,,,0.6777088378310359,0.6953640025067017,0.5105740991304445
22.0,0.1324520116635533,0.04430847402178099,0.38900493212714155,,,,0.9300077704895384,0.5366317479209836,0.39876288902651646
23.0,0.6133610626680817,0.08122890549451911,0.17881157795139668,,,,0.9994560033010012,0.7667256430534017,0.5979019367553584
24.0,0.13448394099725122,0.08632554526873791,0.12368451893146805,,,,1.0,0.7632732401823547,4.781681514769891e-05
25.0,0.44593362051423197,0.5428259929821266,1.3352197377556725e-07,,,,0.9999999994327688,0.999999999487196,0.0005358147643219464
26.0,0.1764125699635607,0.12279627998318332,0.12996484380681717,,,,0.5845370196388955,0.2042392537442952,0.32276381603009363
27.0,0.8733552524830288,0.6293022553342361,0.0455321287025063,,,,0.999997437883833,0.3258529987067129,0.0008884722061687901
28.0,0.18881100067331874,0.6915893219096824,0.22501764656264342,,,,0.601669082465451,0.08075331988135295,1.4672428842561842e-05
29.0,0.3130537853372658,0.33000791763711984,0.21980513626753753,,,,0.9916730947814907,0.2585125971278158,0.007108908967870644
30.0,0.03963595426025223,0.4470146771669639,0.10023769916239442,,,,0.32349373450799773,0.1585791676129502,8.392793480750412e-10
31.0,0.17741631729366342,0.7791547134414953,0.49659679848404376,,,,0.7540530273883363,0.1640411430959306,0.008789633917805208
32.0,0.11973029230996524,0.08125943458208917,0.3876458904184973,,,,0.9922637545026678,0.5308049052805838,0.6086274688251999
33.0,0.10762508210489229,0.28792810951755876,0.06356471254002749,,,,0.5419481590334742,0.009306122198645336,0.02757384650769495
34.0,0.11575655366553417,0.1121709090029982,0.018767822600890383,,,,0.7604905811623495,0.9480137906569225,0.5097933559319493
35.0,0.4798263239206503,0.0677111483994175,0.13391466593008716,,,,0.8696579255770202,0.9260677766969968,0.4716518294777964
36.0,0.14606090483076428,0.08878398248278074,0.2685152318956635,,,,0.8761059765016055,0.8463821185321327,0.5596911869630942
37.0,0.01674106226713279,0.29452649189985636,0.2784019066510818,,,,0.6588162957315892,0.5287162146283357,0.46295802956859455
38.0,0.07603654246678859,0.7270649976717661,0.09285096172016583,,,,0.6231258502355738,0.006885915197147683,0.004773867690814863
39.0,0.055938135691760205,0.17988472964700875,0.07781296477133604,,,,0.3841250362225795,0.4098603741055481,0.40671258731628857
40.0,0.04337521628575585,0.11897093730578963,0.2412170077117831,,,,0.8016257243280024,0.4279788169316384,0.24634526563147832
41.0,0.12684310237455065,0.9753110947078728,0.05959155697047391,,,,0.48161075363025546,0.685939106677451,7.717175281973885e-05
42.0,0.09989493079354717,0.0006005693215108219,0.2162250741559969,,,,0.772261162055068,0.5923884532855358,0.6872307646946925
43.0,0.13418393500692435,0.028404012562888055,0.14273289293912897,,,,0.7904541004286,0.3367173070198525,0.6117847413177311
44.0,0.2686813704144809,0.004461117912289536,0.26501033824946185,,,,0.827493849345803,0.36318157576761895,0.861907543677719
45.0,0.620546430574556,0.06030616965483538,0.0481900613479302,,,,1.0,1.0,0.8297477264012696
46.0,0.22336825542469108,0.19634400213094916,0.32657500903237413,,,,0.21774415399908376,0.9713695299880978,0.19224493211984106
47.0,0.11773763904248535,0.2215662295218519,0.35713922472713366,,,,0.9564342648298825,0.2339581584772213,0.33492417284331877
48.0,0.21710976198477222,0.11386781060173336,0.37095746908619626,,,,0.06877600575896009,0.7390274225876958,0.2767127194091621
49.0,0.023930609516009782,0.30316279227794074,0.012152608278075516,,,,0.5707005461102672,0.09569185693186005,0.2539570506430899
50.0,0.03218036459569617,0.20173593036762033,0.46937798607200676,,,,0.41857895962360747,0.347611295556109,0.2960192980030057
51.0,0.07726026530516616,0.0267403535404368,0.8673661306920644,,,,0.7135615700436221,0.8799419671416178,0.5668652285850043
52.0,0.7095260776765553,0.26715137318397636,0.2405293029328539,,,,0.9999999798549635,0.9172848682597207,0.026386230782031755
53.0,0.791472127309172,0.039386815755336,0.09208707577942883,,,,0.999996566705444,0.9994697791339583,0.5192698658874397
54.0,0.5646351077603134,0.7273771438908181,0.8634373386934515,,,,0.09116173969441221,0.17626411433135242,0.07239846058980898
55.0,0.3030020151125169,0.05954772508535311,0.6984175399859196,,,,0.7996676207314325,0.7033070419713283,0.6517928726351688
56.0,0.463233121969957,0.3137563368306642,0.7159903642717028,,,,0.11302667486294318,0.5173634879420357,0.2653148055669985
57.0,0.9947684021140323,0.024968859401310918,0.40966515561632405,,,,0.9999999723344141,0.5929843253766918,0.5825558255194775
58.0,0.11980563196200204,0.01910687601651511,0.13676304737629588,,,,0.8976832538712409,0.8096104209750776,0.842539530374733
59.0,0.21134329665066331,0.07261762857781229,0.08150172626106789,,,,0.9293681710491383,0.5037704883724308,0.5235960658942431
60.0,0.33924857132946973,0.17908675516909525,0.014025635280908633,,,,0.9999895777106074,0.022676693913244,0.60659894086716
61.0,0.11441453246952348,0.6958658645232473,0.2406466577967771,,,,0.9206501246874798,0.6300966542198515,0.005131541574467078
62.0,0.952009199244502,0.4074790922770715,1.000000082740371e-10,,,,1.0,0.5919643024774788,0.5140427172937299
63.0,0.4454868363878355,0.13131178890169148,0.05868313131429026,,,,0.9930675165435903,0.7223777818970455,0.10751178915435605
64.0,0.13269307312397016,0.5416348015687158,0.29185399928370614,,,,0.13432955939554414,0.16460083935754474,0.25482480209603964
65.0,0.19449622331458236,0.5586339236918042,0.5362748926107114,,,,0.8035518584542614,0.525712434644862,0.09276577337824407
66.0,0.2023845429648564,0.48614238811868976,0.13181200912434485,,,,0.8357157672215767,0.35373888174619705,0.061812512374621265
67.0,0.01984016722159144,0.07514073872177339,0.18158634289962178,,,,0.619736588637993,0.7503498905169851,0.5706386773748361
68.0,0.4546278146752597,0.047024209002007496,0.062329830622486426,,,,0.9995257220177364,0.8203260285557868,0.0461973922108484
69.0,0.46042310381444784,0.15647880427366812,0.12985175711116093,,,,0.6139255130407633,0.886612845556696,0.18307838500567075
70.0,0.015408807889348619,0.028609803895488135,0.40598268537936255,,,,0.49677236526449053,0.690917316485872,0.1398110062949106
71.0,0.010556564972604598,0.22064257914165297,0.013580139218656972,,,,0.7847295264740964,0.13165690903639168,0.44888148616575674
72.0,0.6985762710483567,0.06749244049948512,0.3061133502948205,,,,0.3912130499373066,0.9994065973930708,0.9035212701524831
73.0,0.15693847576588912,0.5562320457698562,0.25192768851776004,,,,0.24894705901932995,0.9551152421274498,0.11191568310295988
74.0,0.029400343723389732,0.0671343355847297,0.04414296352415492,,,,0.4165586515545129,0.0902247296684764,0.592397196670983
75.0,0.92976395180726,0.07597277629486016,0.12808078494078864,,,,0.9996250984570689,0.9999991551614443,0.0
76.0,0.20460354429122785,0.006207787917657637,0.052084523771183,,,,0.44806285955398745,0.7112373551532452,0.13765581642550043
77.0,0.0036572037818391437,0.006931056848764008,0.5797057981287097,,,,0.5722438606358564,0.44631648222022163,0.6774370230484911
78.0,0.4812580106147786,0.010692847043174738,0.6147665424183275,,,,1.0,0.2763382055726918,0.22213419796167214
79.0,0.6106340743419765,0.1899835635643064,0.002693363498841678,,,,0.09577470300609825,0.9999985959262632,0.6237600512931483
80.0,0.10276929873250606,0.917612084977555,0.19675828043507415,,,,0.8951168535451974,0.3783908853095639,1.8217160708563494e-06
81.0,0.9181193817653328,0.07540198143564775,0.10848339441381273,,,,1.0,0.8488022443461536,7.665424509888669e-06
82.0,0.019072747797173564,0.5773501626108112,0.6527493988925057,,,,0.18220738418253812,0.37030225535041644,0.3531011982971875
83.0,0.5581509560016192,0.11235065539304223,0.05894742546113185,,,,0.9871332937797961,0.4701416797512119,0.6960106541458316
84.0,0.0979669075905073,0.42526172203842705,0.060339026109820004,,,,0.8721813956029275,0.1867287168994008,0.07713722306303378
85.0,0.007693588731483292,0.3242853177782049,0.17664851511863977,,,,0.11256558653632563,0.045599390473274395,0.15129205041733565
86.0,0.1400655811363474,0.6325989937329403,0.01580684430716395,,,,0.6174622959900125,0.8936588230713697,4.340831513626831e-11
87.0,0.08557611386800565,0.3726854853624679,0.35235281065398083,,,,0.5590099899617873,0.1101435396509647,0.04986125677351219
88.0,0.7475727902055255,0.1225720005934513,0.17676938393335972,,,,0.996627203019329,0.7150179676790219,0.36908502173405244
89.0,0.8542670408637946,0.06859902564528454,0.2651166325229363,,,,0.9999999990248454,0.9999999975291216,0.46164639842288496
90.0,0.059084161940005764,0.14530691837623178,0.2781260621822712,,,,0.6248042142483461,0.2618432807404486,0.4664366466946369
91.0,0.23725997194952364,0.49398024768092186,0.18190844603661316,,,,0.7356155809654671,0.9977045173908203,0.0035915587813583026
92.0,0.06808768560372436,0.06374420953317173,0.035402341469974674,,,,0.5478793573206225,0.328246230566946,0.7154840970815276
93.0,0.29232598035892077,0.014882108487017098,0.2673404473714215,,,,0.05702106934009543,0.9761445890411767,0.39488465067326123
94.0,0.02984374856899518,0.06479409824808484,0.5588372441581405,,,,0.7126735118548192,0.49561588163481907,0.3838848549475323
95.0,0.858606158966719,0.7480460409811005,9.999999439624929e-11,,,,0.895825332053338,0.0007888612710290855,2.237600060197082e-07
96.0,0.8341747507239242,0.11603765269745847,0.4058687355442693,,,,0.10464725219613535,0.8834908711381265,0.3585583589182096
97.0,0.25276728101232593,0.1677105194195846,0.2633387236519078,,,,0.6554896709001627,0.3590545831642724,0.053405188166882916
98.0,0.1692828353143918,0.023450240255922922,0.34325754756822374,,,,0.8605196009733519,0.5361310760127491,0.62417278987094
99.0,0.2205591003153624,0.18958866907884286,0.14019968755683898,,,,0.727849637643575,0.5138971667719634,0.2691888819628927
100.0,0.307057312812604,0.12162561608348729,0.4710220642224833,,,,0.9998474359755973,0.5789301877986046,0.13600430487547627
101.0,0.020456818668100615,0.46328423841302124,0.11157871050597633,,,,0.9780000977985049,0.10562278278452898,0.024669570653549747
102.0,0.13791407906758693,0.012564594335155268,0.17662873877739374,,,,0.919185373366257,0.7227726409876498,0.9066365941330751
103.0,0.22619548945493118,0.11629260011802176,0.8141392673453774,,,,0.9991316596865695,0.7082146274285297,0.23990596401073777
104.0,0.7369615911599796,0.03985114600593523,0.15169545043170207,,,,0.9341053129459483,0.9365338092136894,0.6472238247780854
105.0,0.7584095493081486,0.11914137828948719,0.07473773134167534,,,,0.9999633854801335,0.7260626121309937,0.008252783922900553
106.0,0.984542036338236,0.012784228158936086,0.20263724587882956,,,,1.0,0.9872127554085033,0.1512097855355191
107.0,0.5396946685935319,0.1748487116130275,0.07573693512672908,,,,0.84907828528662,0.9144642566880543,0.40751062691879236
108.0,0.2911714021410257,0.5977406143405543,0.10172988382747086,,,,1.0,0.9999997023675286,1.7046104311797312e-09
109.0,0.042150430655348105,0.9197748449042805,0.06345963445082939,,,,1.0,0.04241189093751597,0.8217409563892975
110.0,0.14275023549967192,0.01931175836580956,0.418044785286675,,,,0.8709356667150138,0.61966346131594,0.8130234992738804
111.0,0.14813657390404208,0.9578372899853584,0.17773471856075918,,,,0.9999822960936982,0.006478531684642463,9.436132203618817e-12
112.0,0.5395633470184816,0.5892999047241668,0.033546668602360295,,,,1.0,0.9999997888528956,0.0
113.0,0.8048201981170426,0.3114087419468129,0.2986249187814102,,,,0.9999999999999992,0.6402398101531053,0.02269012504741518
114.0,0.4719344707335034,0.08390836789521351,0.024032855261779333,,,,0.9985077033623954,0.8847046435399428,0.4467411349751762
115.0,0.016219503100797783,0.02546833490116973,0.3218016010889423,,,,0.6637100200940153,0.20475692628893233,0.5561879260857349
116.0,0.7021848819076472,0.9040179903974768,0.1041805389173288,,,,0.9920106476960804,0.9191306413379319,0.0008265703424360071
117.0,0.19464997490287061,0.03335397245103,0.24019740216194785,,,,0.6269938350861575,0.7408824366318988,0.4760855090748728
118.0,0.23290669257360191,0.05126311752327982,0.9423942600179158,,,,0.730744342335161,0.4278670154286353,0.3428291680173554
119.0,0.4762851334293067,0.04684736264790657,0.08858190469517349,,,,0.9634574844638601,0.996569802045696,0.2964273380016508
120.0,0.3441015594598835,0.32600843767398036,0.12965982339502946,,,,0.7066936528801792,0.5249528942129031,0.15219902159501697
121.0,0.059710951949994984,0.21198536308551497,0.38017254663592814,,,,0.6510547534813853,0.7654242480996799,0.4463633047946294
122.0,0.4786593935025024,0.16112798155467944,0.21184415312480698,,,,0.9825377398112349,0.8044797251552347,0.20338756465811902
123.0,0.26659969367739395,0.1603055738985126,0.859338430180648,,,,1.0,0.6515654310385071,0.11948852352035606
124.0,0.33866536599956043,0.005733712704476398,0.0018340322875857625,,,,0.9984287323644974,0.9875092262182745,0.6950194547095333
125.0,0.008677000070999072,0.739239538096312,0.21427113051328195,,,,0.5938270844749435,0.3255337398382034,5.807261013319166e-10
126.0,0.6737273328787281,0.789068705834907,5.043044899353318e-05,,,,1.0,1.0,1.8772241094220525e-06
127.0,0.6777361594701027,0.1445371959452085,0.8624324802315249,,,,0.980419510819952,0.9835255976427991,0.512794532113384
128.0,0.04017757958038504,0.18443271488583168,0.9429583190999558,,,,0.4488065218035482,0.1763404161925785,0.233136449738503
129.0,0.5366889627855662,0.02968934535258849,0.32064509580460804,,,,0.08832114206937913,0.9234838894599213,0.2450684447322783
130.0,0.20565298954048072,0.21436934689256332,0.6281073943740854,,,,0.5842861470445383,0.6371289751481538,0.3802866764299085
131.0,0.6322988192276637,0.03860932662733098,0.17957719517683654,,,,0.999996574123884,0.9835631336571689,0.4445005498399806
132.0,0.9738292504475186,0.04337476891598928,0.1483084687371193,,,,0.38987194077431975,0.9565967931909813,0.20638318036506326
133.0,0.18134073147109306,0.3061132009895618,0.2588235147231544,,,,0.8050147963797321,0.3547798374599087,0.28636916368910037
