Subject,a_gain,a_loss,beta,iProbA,iProbB,iProbC
82.0,0.3852743978500872,0.286921091466936,0.76140291019705,0.7794600383188451,0.7921201339606617,0.05553860109948028
83.0,0.4877152924801562,0.6278412546115152,0.7473302042269753,0.23628983784118024,0.3107534939435368,0.1296736552754621
84.0,0.2603327647544706,0.43126098103670624,0.40796236101341904,0.9177005264724588,0.0,0.08487538236763126
85.0,0.13705290797844183,0.7479036433570505,0.5947494198609364,0.7148534155725044,0.9338477915128526,0.04259862522294852
86.0,0.35917165593333333,0.6190417168161966,0.7900027012866923,0.919023583622447,0.9942011278852854,0.11368833243029719
87.0,0.5350098245308393,0.25850077711564196,0.8512508673051169,0.737264271808658,0.31062904431487137,0.2971268974036759
88.0,0.10430008613413275,0.39210742103687346,0.8526765501914819,0.7693814648236814,0.006813424821294416,0.10107481939139554
89.0,0.269435390102035,0.6385543441490472,0.5015685635815978,0.9104575639538052,0.03240731491874295,0.11012822247143486
90.0,0.5173450036737024,0.001840378949923801,0.8466261606459505,1.0,0.9979269657067003,0.41570410052792056
91.0,0.3956295945084839,0.6683678588095667,0.6983577558030534,0.0894378517161763,0.9956147884035361,0.08409111264732302
92.0,0.9334168820294948,0.355480868007892,0.808878885955138,0.0758974402349506,0.25520707160184924,0.260159137649594
93.0,0.056968771136641165,0.3307368645810722,0.7520313948411248,0.5635061949067841,0.7657139914929133,0.021829349103755887
94.0,0.423588408985275,0.023287318478951127,0.67009027875268,0.984954748968968,1.0,0.23831133665194962
95.0,0.9144116833477334,0.1176230499740516,0.5751824321162593,1.0,0.8816117202966118,0.49670580299582673
96.0,0.26911088136136796,0.44998341952737675,0.4290601998679352,0.9168947961008592,0.2678858508402053,0.028664064094938713
97.0,0.994904096476956,0.5468922846461964,0.6083078979973665,1.0,0.45310128032109986,0.04139378916107661
98.0,0.6416715733615638,0.5924857742601616,0.36960865226383044,0.9999663548631771,0.9041344178227,0.140806278343582
99.0,0.7894868566818287,0.07277047060796124,0.6519109403659775,1.0,0.3495523557339896,0.3958575886140302
100.0,0.15392978427979054,0.5500352388701343,0.8544297824909769,0.12225387005344135,0.19600226290049705,0.16836832708681038
101.0,0.7644046426173108,0.5486158451072939,0.6425349753098648,0.9999960936327066,0.44812646611727636,0.12250999704419266
102.0,0.9013136406756128,0.5762853182589691,0.5819827777762623,0.9999999999222428,0.39861758731252905,0.14721447492463985
103.0,0.5032488061181536,0.3700557288178793,0.5887318979716605,0.8745201628521082,0.9051178342942211,0.2411339329794003
104.0,0.6814579507689699,0.012327110274737225,1.3460157510731603,0.9987363296704135,8.825698376414436e-07,0.37171392299210787
105.0,0.5567397579437015,0.4004840361294036,0.9574021428880438,0.9995096635453632,0.45104780998505284,0.1827248076748399
106.0,0.8107584440772432,0.5292845543415671,0.528341502085905,0.13333490336822862,0.04812897951278848,0.12005563063344246
107.0,0.19293915229005787,0.47300952157566045,0.5067485614060003,0.43399044158414135,0.9362741764940073,0.23734864831700492
108.0,0.5601245633047802,0.27996392535721437,0.8726783867242925,0.9815981385989998,0.2565997013495114,0.2095364855057379
109.0,0.36027105488630373,0.3517693163781297,3.072937161840157,1.0,0.44079397297609224,0.4123323258791578
110.0,0.7361289047572592,0.44518362366356945,0.7700783125779885,0.5372161368115783,0.5374079316395468,0.20734958659291589
111.0,0.029097364666398784,0.6006074513208514,0.8313885435994505,0.6418623895063655,0.060027313302430496,0.15072710484718757
112.0,0.7000782429459895,0.6716499795336198,0.7722189300872941,0.14957272123951296,0.25535806621531243,0.026192817809490197
113.0,0.03395095762432077,0.001254167526173809,0.20949155303667474,0.9961369238767235,0.9823809227837397,0.48157159756593065
114.0,0.17329364907875708,0.314041588760742,0.8218892221640123,0.9046103433390048,0.04159219563363635,0.2616822734819371
115.0,0.02785841997360229,0.018984089206202336,0.8879633774803327,0.6271264426363065,0.5382482287604051,0.30169220053151435
116.0,0.22824183263741907,0.38694151576133734,0.12735051348511495,0.3143962151776931,0.8105516697578126,0.09063662463418967
117.0,0.5245655150578564,0.5764426829015543,0.7931697650054179,0.28629340896554356,0.0,0.0
118.0,0.679832917605438,0.4218378600871231,0.7735419377620804,0.5700053449335877,0.4832815176954819,0.14061417753869476
119.0,0.5219234011309518,0.9207495127148314,0.42196376318808315,0.9809877869678952,0.9486337780471075,0.0032462980047959153
120.0,0.12119881702070771,0.21750108631713844,0.42308072477275027,0.8628635490248873,0.3500317865202739,0.12917565783177082
121.0,0.4877610031151461,0.38479773837693937,0.9205347777940215,0.9998013119799339,0.44078373078449357,0.12564340035920288
122.0,0.7453730415127907,0.9570179965193159,0.40754618465343384,0.9997654699702749,0.032392998565410225,7.108663434475461e-05
123.0,0.1491560727930439,0.8880545627734674,0.6158851963202093,0.9080739296518281,0.5769045875222066,0.0009923577142017023
124.0,0.5615778645600858,0.5673855105016089,0.8104722263433265,0.9992867120325247,0.13202391708907624,0.2941460959270789
125.0,0.5307591459670079,0.6251227602544677,0.6957443251821579,0.9988206104017613,0.9730822178407578,0.05393221998506677
126.0,0.019688965087088197,0.2399328134811914,0.8387420165316419,0.21257694509950545,0.25130526227123484,0.14872788814355037
127.0,0.7328932074186263,0.8292504142412687,0.27616123112009866,0.9999999999999979,0.1605228188696095,1.3470951024251172e-07
128.0,0.5676304529266215,0.4836884473106705,0.6924596168587613,0.9999978324383186,0.0857039064593413,0.20692186256649317
129.0,0.23839849057942686,0.3350086428887128,0.892591919038033,0.8326389043500964,0.13665011634217522,0.21525140403632798
130.0,0.0608440802028219,0.5552253522303817,0.5932057326632091,0.2751832110343071,0.027212643574909337,0.08411723421164988
131.0,0.6089748878295511,0.5734356324393257,0.8376998726192038,0.9978762518281603,0.008747213286349087,0.11159236368353215
132.0,0.2253120737065532,0.29788594294282356,0.7428021187636811,0.057630461444454904,0.48494298005815395,0.11678546446792429
133.0,0.4759187961969791,0.059198693670816586,0.4958009532481804,1.0,1.0,0.4467152359024676
134.0,0.563242364334175,0.1994280139021535,0.9809841360769127,0.9999999992305089,0.2929877980565226,0.26731598941915263
135.0,0.23676438285031254,0.28677220342076204,0.27168693387296583,0.9000762521374569,0.23438446699474721,0.48753515682485615
136.0,0.5921686574822784,0.5636574514735014,0.826893243884713,0.999986411954951,0.31267770186286675,0.08301663373247498
137.0,0.9888804226194976,0.680751450439521,0.3325227898575227,0.9999999999999988,0.31682333460120127,6.308251629803842e-08
138.0,1.0,0.9999999902526658,0.17663215788712724,1.0,9.74733416203577e-09,0.0
139.0,0.27182939054824945,0.32754074819718776,0.7323318229383918,0.9856159609741231,0.19876137307366354,0.10198875263639111
140.0,0.3732807376167567,0.49561025447389995,0.6681081709594887,0.9896014400530753,0.14626875349854632,0.11229677551883675
141.0,0.5710877375922092,0.564004423334568,0.4077118105915253,0.3207817882608088,0.9853474643841812,0.12630713710377517
142.0,0.22957925868678186,0.45941093687976353,0.800247365401483,0.9780443173242169,0.060628049631571534,0.29421740291825355
143.0,0.5306279546874925,0.6511993204215114,0.46625467873007365,0.9990931457686303,0.2236662415178502,0.09820132707522414
144.0,0.1826999658129213,0.46638592422783676,0.8168807911999904,0.870689363531202,0.9958439978136456,0.13311250246642425
145.0,0.19039924281298604,0.12727857789332697,0.3573651856921734,0.9584076704584371,0.7531183384304104,0.2901575287863719
146.0,0.18551073968592757,0.5960811980212634,0.7255123383357469,0.9604227499078216,0.1122523161686953,0.5837148831938006
147.0,0.7573945842014085,0.4896414767438732,0.6193648447651295,0.4420504894485585,0.4409755264839058,0.1215930669257634
148.0,0.7958949459652455,0.3252695396536164,0.6468610086807202,0.9999735739490906,0.6746526786413047,0.39561430361933286
149.0,0.44372030035564813,0.5492139302222645,0.36724928512192223,0.9826379416032036,0.06950925771697579,0.1718239004623709
150.0,0.2855280768666464,0.4422102942158468,0.9971893410348578,0.7418630814531246,0.051108391930095524,0.18873577978191258
151.0,0.8519112727451522,0.5298136360827201,0.7297828557879577,0.4646328827230719,0.4693758347208219,0.10172435642865854
152.0,0.9754267506970156,0.4935249537615897,0.6473401149152028,1.0,0.5063240642440827,0.10758040283958102
153.0,0.1756338233121001,0.6360704211892572,0.3884253333625647,0.8803968703328229,0.06547734447397793,0.09862837268369759
154.0,0.020239193442391574,0.19666378811428145,0.4279319931081195,0.40561482711565366,0.07884116571940296,0.14199039010977293
155.0,0.2881929775440859,0.4724474401031319,0.5721182268072379,0.8188728588630602,0.01316874016477997,0.1964551072612899
156.0,0.7083885690406129,0.6231907804370982,0.5058275237980586,0.3563344601902597,0.08453480031136987,0.1336014721772728
157.0,0.967106006363672,0.9898270593944005,0.183586999418794,0.9999999999926944,0.010172582215667747,4.064669424032707e-07
158.0,0.29812343291661625,0.7142424287313048,0.9044067491304373,0.8951477929434477,0.1414244725446417,0.5949926221856793
159.0,0.03615705768811461,0.0775154424520419,0.5862589366187856,0.20097400050574282,0.9296605787046813,0.5255911903516959
160.0,0.3271681250416201,0.3733726931307171,0.37857228902639584,0.863188594566492,0.39732724759775506,0.20062229192956782
161.0,0.14090126865551822,0.4410084413223797,0.8334783336460924,0.974142678234967,0.28805052302710366,0.13499700167471124
162.0,0.5334472854147825,0.5731630266203788,0.9462192185262188,1.0,1.0,0.29853799343620724
163.0,0.8398086287329161,0.4574076949573578,0.5421071514273889,1.0,0.4989884529785007,0.5361348631746272
164.0,0.22796914183457462,0.39485237427979364,0.5945724811117333,0.05118694095975475,0.154131376185225,0.14978245165211612
165.0,0.9301898888427875,0.484150955541664,0.8289865186115905,0.9999939227028871,0.14161213232169803,0.2162530102008222
166.0,0.2893687056160158,0.588904339366521,0.4996664775103973,0.9999999598756815,0.0,0.06027610533767229
167.0,0.068842489746996,0.2514441841587828,0.6873589890742181,0.8982188099137799,0.1531311241853977,0.15538388689844984
168.0,0.4231930822307056,0.5246000198298318,0.3333185389342854,0.9689874962607417,0.20337351487986213,0.051344341846656046
169.0,0.7264056424679285,0.3409513441791134,0.3312874443155966,0.9999999421576075,0.6543838568517579,0.05246767868915751
170.0,0.1321172147501586,0.5266216092936346,0.5824630356495952,0.9052462052611034,0.8967746339330819,0.0497566063699002
171.0,1.0,1.0,0.2312952878868455,1.0,0.0,0.0
172.0,0.43199879397199337,0.5927561391916941,0.6858664472665436,0.35934074952997774,0.14602382915694706,0.13432546051399996
173.0,0.8879483890195697,0.5525947459217462,0.7760628099724602,0.9999989487970442,0.06757480993685226,0.14291736402421837
174.0,0.22487386946840116,0.34735077622975397,0.8399430444898628,0.64070664100165,0.39287316541038314,0.24057246410715769
175.0,0.7462542559479057,0.7382639961751717,0.5333052743332498,0.04420623000899471,0.2119706227534075,0.05643194382519909
176.0,0.19524253114201218,0.47514011192028593,0.6850665690262164,0.1247154994790487,0.14725644614542954,0.214487924582909
177.0,0.8333643601006874,0.3125809315911658,0.2920729486520532,1.0,0.6469767761677357,0.14660273464425672
178.0,0.7455855763079106,0.6065967279951484,0.9565964097653222,0.3459025547920991,0.37773977060303987,0.1383509638874724
179.0,0.3588514575763996,0.041399162569772434,0.9877591980080749,0.9999999999968991,0.9999999999729505,0.34064978528819856
180.0,0.0529229106931252,0.23049145947791652,0.6579986476906793,0.7977453976269964,0.18758866085080197,0.3464031951582087
181.0,0.679392593620489,0.5824098827145795,0.607158247053189,0.9999999999999446,0.3275625163545516,0.9999999977509558
182.0,0.5904022574240839,0.6343417073697838,0.555264249427163,0.25196348215722847,0.09637006001117102,0.05020452041379103
183.0,0.48460634800292035,0.47430817004424686,0.807195779882682,0.5076205922067258,0.14331284847781836,0.26718099935450623
184.0,0.5895291352461861,0.4023179061394435,0.9932383215787555,0.07106664916363936,0.1579944722456062,0.13078914307187198
185.0,0.1171950573485302,0.6860538154942993,0.5264625604144223,0.7447191247233488,0.07191990757035016,0.09711476444521613
186.0,0.0771806653378024,0.6323076924188784,0.6801258664195675,0.014687572211852254,0.6146598479783214,0.03909505825929477
187.0,0.7578918083360121,1.0,0.43467830131501656,0.9994212585040789,0.0,0.0
188.0,0.7048814247657745,0.5962655931598856,0.5881011309718371,0.9994469171049405,0.3819728182900777,0.15112960943783402
189.0,0.4770782913454089,0.45661626219336476,0.8529641159588222,0.9999070897029458,0.13414085278109397,0.14006204614801018
190.0,0.7995313462148643,0.7505570447616123,0.3728571392144845,0.028909543040138222,0.05931962035412122,0.04145740106692257
191.0,0.6551299020415048,0.24348568893807662,1.4246812029475522,0.38184664865797474,0.2751078571035699,0.2621694743548943
192.0,0.2893129988274171,0.7408168833630165,0.5406989254794323,0.924249427242138,0.06446509632251302,0.06213175205210625
193.0,0.9449466409569346,0.7240725047407861,0.7584638711230461,0.2648208441293646,0.041019301376163705,0.003269094114095164
194.0,0.9130702958070028,0.24564769955702,0.4337648116956818,1.0,0.7529439648292975,0.2605216357710338
195.0,0.8470951523958548,0.5876153964056562,0.4217036510341463,0.41225211498668,0.045489445287865526,0.06573447501110416
196.0,0.09366598724892816,0.0076585137594915136,0.94170457568314,0.7816332078739697,0.9459457213738997,0.10535135665907659
197.0,0.3061843024196206,0.7128714214420704,0.7589940414993253,0.9980178963330459,0.7773713486514771,0.03287789331114502
198.0,0.4286705942186869,0.5307533805912275,0.880542334814319,0.9941203392772301,0.3230867468356956,0.002881276405913185
199.0,0.9359627835962513,0.5950645547022227,0.789542145320917,0.9999994860503243,0.40493139316730486,0.07119619995977555
200.0,0.1489151557543561,0.9126541302332352,0.49285075644858567,0.7676908504270465,0.5923909498804134,0.002706840125193191
201.0,0.8727608629238378,0.6135277032764433,0.45819834472718457,0.9999999637264583,0.1359640694620421,0.1395227233756939
202.0,0.21040471045383757,0.7090251555265686,0.4460697386575798,0.8004645168189573,0.925161272415604,0.08104817480440252
203.0,0.9293960858885228,0.6612649087755342,0.46058608304097814,0.3226418727550906,0.3224219969835912,0.04227254293635585
204.0,0.04416746947883077,0.5816967938322064,0.5614525120230842,0.4173575457792853,0.7310418468464587,0.04135638396478217
205.0,0.2757540158765488,0.7092167640890135,0.6254659737000022,0.8963848242006911,0.06172848201263573,0.0367448960744922
206.0,0.6733210148123958,0.4538317097219912,0.6171689466874821,0.9999824092883217,0.44704177729803696,0.1394560090342793
207.0,0.1755042922538418,0.6611178472834891,0.5066615424645627,0.828383341158994,0.11201306667921601,0.05486295629603016
208.0,0.0709378562311831,0.27910804769575603,0.5647451341607358,0.9707738430854489,0.30340814703883756,0.09779132060476081
209.0,0.9066899019861496,0.25978469071727783,0.7867026424670621,0.4366545040387001,0.9999999997585457,0.20604490305778173
210.0,0.8311622404605545,0.45302847425164716,0.8854978037855861,0.9999996268196436,0.4982785407088187,0.27999999874842635
211.0,0.6720603181967915,0.5437550246432723,0.7288861416187561,0.35971392558212123,0.36213132340072013,0.08953671377159479
212.0,0.5936122320055798,0.595187876713167,0.9490893416107534,0.9999921720151058,0.29023508831653916,0.06008514583792837
213.0,0.017814759673492553,0.13737412327266363,0.4895922581713432,0.6128457195370497,0.9273834331701558,0.4217052522193673
214.0,0.9937532339589707,0.6545585129122042,0.5893945012645778,1.0,0.345441431970395,0.03159291233493234
215.0,0.5249283817437893,0.24372128862607967,0.8374608732208426,0.8898000703857704,0.19324890799102878,0.21223571489219595
216.0,0.9025523109272757,0.5481390252503873,0.5811631648654136,0.08863738453103287,0.04434182946444729,0.18500854963620597
217.0,0.5778768119950339,0.1941432885301975,0.960237992538316,0.9999993992701648,0.25562486054129885,0.3326957237377701
218.0,0.9680966919957479,0.8663039630857793,0.42038843796751246,0.999999999147003,0.13357813540434482,8.720203121258523e-05
219.0,0.06581566148451201,0.20027790246348987,0.5879088791822771,0.8984465714627536,0.006994063938181648,0.3427016129549388
220.0,0.11070720895830866,0.43585172648282977,0.47653408739278014,0.5513829810348266,0.8314695702628416,0.07037418524963168
221.0,0.16125095706650605,0.5724050774792618,0.8450338874545426,0.8385560938043903,0.6117192827390434,0.13546435351173883
222.0,0.32752423530501273,0.3894443567618389,0.30969216933592647,0.9492782567042516,0.057286735162622615,0.214116361181549
223.0,0.2260771740195717,0.33035544216819435,0.49824308505169945,0.8563773696394695,0.7921781512597459,0.16331128975581455
224.0,0.3119261065328367,0.29042502402689696,0.475962686917324,0.9953032184955439,0.8876817233613439,0.23290668758342323
225.0,0.09301066785726159,0.006436726159313765,0.4344906961740283,0.8561207736328088,0.794319915712844,0.2925168607728542
226.0,0.5828899198204645,0.4781558551315453,0.566489298011321,0.9956031702507726,0.1161444937338702,0.12062595622921257
227.0,0.24520729926160123,0.41199168041174905,0.7801612296745217,0.9570449575017407,0.3305772047282526,0.16252276928734433
228.0,0.30952034609969903,0.301924020962947,0.3760277557232993,0.918884834244978,0.5085879858458091,0.1347913167638805
229.0,0.10054017392292294,0.4894335816410916,0.30566385889250847,0.8088409849645697,0.1291260813332313,0.0008997420299568146
230.0,0.656830832413422,0.5640618181380359,0.7985122464778863,0.9999135170876495,0.3486308216049342,0.08340435492939047
231.0,0.1600983213306021,0.5624314845347783,0.5753826956283487,0.4572340718912272,0.09329954463150303,0.08294986408873929
232.0,0.7624749789721786,0.4642496843595376,0.7753505698574499,0.9999999638108332,0.5323932214841429,0.4685062446391611
233.0,0.17600963327929872,0.21867626542518775,0.8003935691531248,0.912141591412707,0.8049932534010906,0.2315936655976102
234.0,0.2916376485557288,0.579429540217141,0.6192809782179137,0.9430405285948861,0.1319566487214379,0.16964030048187517
235.0,0.3608883073783543,0.7174958756293784,0.48177492091679286,0.18901477752475804,0.055623136005691326,0.6974262713971118
236.0,0.9910084945559808,0.6049646787647457,0.6546957095324404,0.9999999997075989,0.10467804611417045,0.018623938875726814
237.0,0.21314090938096544,0.680948638215375,0.4582751250820509,0.11306169703823132,0.8792277806951425,0.10292667466226638
238.0,0.18104891917148236,0.4315421654663144,0.6213930126756114,0.9186716521235215,0.5882408353069617,0.1063877154980148
239.0,0.0726860256669242,0.6741220901713657,0.4464642984336795,0.6283750999628699,0.031677512755735396,0.027216173911075732
240.0,0.13276149005218976,0.16753036834314725,0.46321567826517673,0.9910676400675601,0.6706727116468065,0.04963422562223913
241.0,0.9744871997357525,0.22971319396116757,0.7357132895854254,0.999999999999852,0.3045845962615255,0.19945113088874789
242.0,0.5578191567634033,0.4059447984854355,0.614375707942406,0.9791451962422142,0.4588768551535291,0.21696320709826264
243.0,0.4536204101542103,0.4300430447465283,0.9122458883667792,0.38787995048568563,0.1872558099543243,0.21171407878423779
244.0,0.5969892785859421,0.3183868434288346,0.7421459234567349,0.9999885755893897,0.21244127183996347,0.16023014334105928
