Subject,beta
1.0,1.499213595041422
2.0,18.829860522201315
3.0,10.17524247993592
4.0,7.76660810246806
5.0,8.469203414050888
6.0,4.222499468526156
7.0,15.541092985655649
8.0,12.420273323564865
9.0,5.219985417278645
10.0,12.723351895103793
11.0,10.721614234264653
12.0,8.600773233977444
13.0,15.340918992134158
14.0,18.15996631456109
15.0,17.740946047605373
16.0,17.934998195927246
17.0,1.0719600551023767
18.0,19.839909763229098
19.0,18.782477478112575
20.0,1.8526430222557289
21.0,14.211040225716147
22.0,0.050315023149376525
23.0,1.1454811821886457
24.0,6.981796868948424
25.0,19.882962541490347
26.0,18.77326450761857
27.0,15.207079194057334
28.0,12.76923441363689
29.0,11.608671604597484
30.0,3.3414912401201713
31.0,8.579447597681956
32.0,7.092274954213482
33.0,0.4782473798677378
34.0,12.29494714852802
35.0,3.986148153296998
36.0,16.957970227948366
37.0,2.5591107250608824
38.0,17.482666740590634
39.0,3.7920523833081443
40.0,2.729634411282076
41.0,18.824441964539897
42.0,0.9108059475978791
43.0,15.802952909564592
44.0,16.59113840130346
45.0,4.53397065905373
46.0,17.551674704790408
47.0,11.650903294139292
48.0,18.475290920294857
49.0,11.117494961342679
50.0,17.8346667218745
51.0,2.8249659159207674
52.0,17.319265316281548
53.0,8.000250257554132
54.0,0.5826941852641987
55.0,7.927185898204185
56.0,17.41215184439995
57.0,6.220583038909657
58.0,3.9173490728343685
59.0,13.045208071524744
60.0,12.073714818669036
61.0,0.525961845882621
62.0,8.28140767465348
63.0,11.326204208367923
64.0,5.242164715826307
65.0,14.391608370584343
66.0,0.8787175653821877
67.0,10.133290350387025
68.0,17.498441409126603
69.0,18.961961577243844
70.0,16.470278219920868
71.0,15.516036855386279
72.0,16.995054868377782
73.0,8.196078214667315
74.0,6.8689947208197495
75.0,10.862927621836187
76.0,18.75793277093359
77.0,10.201193548003163
78.0,0.3600722293051217
79.0,5.767829998558323
80.0,16.518447447855774
81.0,5.0237232373070935
82.0,10.285378325783075
83.0,0.9098029433277599
84.0,4.1567024958753755
85.0,13.333077857850537
86.0,12.8891253645332
87.0,3.85832311811537
88.0,1.1564732096801156
89.0,18.145113136166522
90.0,17.454651261096895
91.0,7.136342630488031
92.0,13.359106898678288
93.0,4.764633911845781
94.0,17.0057253654073
95.0,18.90915380824202
96.0,7.2772449874136775
97.0,0.0453967675237843
98.0,7.979538245756384
99.0,14.851083043091911
100.0,13.413454653690284
101.0,11.554510183169516
102.0,11.916574192801113
103.0,1.0297253395750716
104.0,16.981594888461583
105.0,5.65941665373545
106.0,10.664909893305241
107.0,17.630277001215095
108.0,4.367234471083547
109.0,6.727812768460657
110.0,7.7315342745586335
111.0,12.235329671502189
112.0,2.794061694643033
113.0,12.750556887163922
114.0,7.993092129688623
115.0,7.4522655410055805
116.0,16.455662352675898
117.0,3.8088365690795833
118.0,6.484765650866184
119.0,9.172234449142811
120.0,18.94374787112351
121.0,14.600903840441076
122.0,8.434372010692101
123.0,7.579189004982007
124.0,6.109833327620706
125.0,15.364756932459255
126.0,15.943544381367591
127.0,15.91036580610471
128.0,18.37621619620952
129.0,0.4232583941613477
130.0,14.199269240701792
131.0,14.827571752806621
132.0,3.6993074497409206
133.0,19.21295855756924
134.0,1.2644373808915743
135.0,1.6472950186804747
136.0,0.10268341893437727
137.0,9.655187135443677
138.0,11.80521328953427
139.0,8.334602885102937
140.0,11.295819904044421
141.0,2.8461090507845177
142.0,7.777279999148652
143.0,18.56991674938021
144.0,16.01555504980341
145.0,4.010221795593061
146.0,4.8274309473951815
147.0,11.860243187632328
148.0,19.594429934857637
149.0,6.46498980760617
150.0,6.322484554026926
151.0,1.9436455137454578
152.0,6.326865234499661
153.0,14.39467453271265
154.0,15.531155072273467
155.0,0.22072931084747394
156.0,1.6433101304446907
157.0,10.330255240548912
158.0,13.38408525150812
159.0,6.897712941357927
160.0,7.791614045446611
161.0,13.547120720021152
162.0,2.486232612819068
163.0,13.144339106757068
164.0,7.852329852078219
165.0,3.0363474177425576
166.0,15.225433065687785
167.0,18.664029164814757
168.0,18.05687001095431
169.0,4.168293350078427
170.0,10.244461763591248
171.0,11.818711896514433
172.0,2.564391853010388
173.0,6.385909729042741
174.0,5.24737150606277
175.0,3.314273227546529
176.0,14.427366095443466
177.0,18.806004266679153
178.0,4.9705331709165135
179.0,3.5237751636629078
180.0,16.910643955372066
181.0,19.358151965798246
182.0,4.262483726128819
183.0,16.4710840440825
184.0,9.358866576562349
185.0,2.412001012568956
186.0,9.206967205076989
187.0,16.950057324906883
188.0,16.572500048083707
189.0,7.242797834765861
190.0,10.772437964842766
191.0,17.84565455031276
192.0,18.37483492301853
193.0,4.382836994290587
194.0,4.0662571527520175
195.0,2.993088355711153
196.0,11.410557719181693
197.0,19.382997540032264
198.0,13.728208402818428
199.0,9.146473134626614
200.0,9.747893915437194
201.0,19.487767546677105
202.0,11.817707436054985
203.0,15.630446753661644
204.0,3.2113574954946422
205.0,9.51938314826509
206.0,6.113659004661292
207.0,16.39797097282919
208.0,11.194869742112628
209.0,18.65552241824303
210.0,5.0079040315097405
211.0,15.781145696142424
212.0,13.29908224176836
213.0,16.765564083192032
214.0,3.216273190760637
215.0,18.94290654836101
216.0,1.1781907903365374
217.0,14.62013373206979
218.0,15.637078595042786
219.0,11.478707354103168
220.0,17.64531887249519
221.0,13.159843254093055
222.0,6.309227785287641
223.0,9.648953549783474
224.0,6.596389582815263
225.0,17.48234700291063
226.0,16.0870699509748
227.0,3.5700637836202564
228.0,5.4370256491830045
229.0,11.528534862888574
230.0,9.622912228290499
231.0,15.877511283792305
232.0,9.090296188179298
233.0,14.432448081765026
234.0,17.6964341094278
235.0,14.298253452294853
236.0,10.5836549587181
237.0,5.9090476946561505
238.0,2.9895825272968435
239.0,11.272793330164799
240.0,12.26801174265766
241.0,7.646349983981362
242.0,5.14330912035345
243.0,2.4290223930782506
244.0,9.490054970785584
245.0,5.2877141521351545
246.0,2.6731981795950777
247.0,2.2604284099880223
248.0,13.644652701737934
249.0,7.819495950193469
250.0,12.5577669687855
251.0,8.25811104782198
252.0,6.997771780159264
253.0,13.153107932101646
254.0,5.9436702439991755
255.0,7.5441176217048085
256.0,12.960234734402416
257.0,17.646632164658833
258.0,1.7724154246043033
259.0,19.521335475190547
260.0,19.798629877634756
261.0,5.519259842153317
262.0,8.310085980076876
263.0,12.737759570208482
264.0,19.586123571603935
265.0,13.259858322843554
266.0,17.32091107260296
267.0,18.783700227003216
268.0,17.083206435246357
269.0,16.690856444081703
270.0,12.29649968400722
271.0,10.730749322386444
272.0,12.680135041169764
273.0,8.957893997967126
274.0,1.825802110754624
275.0,8.645481514722508
276.0,1.9989402727045391
277.0,15.900782155886207
278.0,15.65227636954631
279.0,5.2007129646802985
280.0,1.3124762354223418
281.0,19.735387555285527
282.0,12.176774207044932
283.0,12.607671674050248
284.0,17.567653036998525
285.0,10.64413584272506
286.0,16.864040702148923
287.0,0.1872681883421956
288.0,6.577207499774866
289.0,10.782592441371497
290.0,1.2033986193905233
291.0,13.108263132311745
292.0,16.929036644725098
293.0,19.768569357140084
294.0,15.575419277556662
295.0,8.382743023272887
296.0,5.615765722635544
297.0,11.981898236550734
298.0,19.619017090858414
299.0,16.85673594455598
300.0,5.527515666548231
301.0,19.378462561751213
302.0,9.569256419405129
303.0,1.2183109005029968
304.0,4.075409381254689
305.0,4.102227457380041
306.0,16.76906058147034
307.0,5.667960244499335
308.0,1.7823077709655522
309.0,2.3652092584328965
310.0,8.925715838413675
311.0,1.5833116438311134
312.0,18.754386483229077
313.0,15.800396204159027
314.0,14.047749019121492
315.0,5.502274328303514
316.0,19.067521644445613
317.0,17.436592964495482
318.0,11.347163714162797
319.0,16.88398483675498
320.0,7.341882974470783
321.0,14.970084264948593
322.0,14.02093638733553
323.0,4.4660898345344275
324.0,1.4150010181700678
325.0,3.63419118587589
326.0,18.44189611222454
327.0,0.8879699435724442
328.0,5.173589179575851
329.0,10.73818526160364
330.0,14.60318837299079
331.0,4.641153004093224
332.0,12.434019167651446
333.0,19.036463138104775
334.0,7.233703486059786
335.0,19.767178755948724
336.0,14.58446217830014
337.0,9.378060256283412
338.0,7.271030313629858
339.0,16.143596055092804
340.0,1.9412112819655691
341.0,8.267374545696974
342.0,3.1074112604184845
343.0,6.221131802672217
344.0,4.972324692841008
345.0,5.254511024575949
346.0,9.948040341750719
347.0,2.8203313552015086
348.0,6.601772979195424
349.0,14.325975779532564
350.0,17.07728208847039
351.0,14.423630659502656
352.0,1.051295955497673
353.0,2.707576706978001
354.0,3.3761675842029226
355.0,17.3759307876788
356.0,0.5229831570874865
357.0,12.872380968747361
358.0,4.6698888549403605
359.0,6.652736762777948
360.0,18.156999929794356
361.0,16.75454796391089
