Subject,alpha,beta,decay,llh
1.0,0.013189997075657487,20.0,0.0,13.596440901125922
2.0,1.0,13.839138981072113,0.0,6.931471805599453
3.0,1.0,13.09241052745849,0.0,4.1588830833596715
4.0,1.0,15.457275621863113,0.0,5.545177444479562
5.0,0.060959849590993154,20.0,0.21827013549189608,9.195222219370965
6.0,1.0,15.484820276448666,0.0,4.1588830833596715
7.0,0.114704297266859,20.0,0.0,4.232580479719093
8.0,1.0,13.916908819305275,0.0,4.1588830833596715
9.0,0.009736290433480937,20.0,0.0,13.788802267042009
10.0,1.0,13.153221880166218,0.0,4.1588830833596715
11.0,1.0,14.022952517812282,0.0,5.545177444479562
12.0,1.0,20.0,0.740582053180007,7.845976242750061
13.0,0.5002271231078075,0.4767714196347196,0.0,13.409690445410448
14.0,0.010228840091049948,20.0,0.4458170309621835,14.216038196969054
15.0,0.03183916685997303,20.0,0.0451743100704921,9.918874127679787
16.0,1.0,18.87448244185563,0.0,6.931471805599453
17.0,1.0,13.357828632637972,0.0,4.1588830833596715
18.0,1.0,0.529133651430442,0.0,9.149529370289436
19.0,1.0,13.545564298900521,0.0,5.545177444479562
20.0,1.0,0.21196416253161865,0.06254318472797846,13.92501761329836
21.0,1.0,20.0,0.780849667112645,6.899894341727395
22.0,1.0,17.090312607336145,0.0,8.317766166719343
23.0,0.0021254053096393627,20.0,0.0,14.967057167302702
24.0,1.0,1.0238276661020682,0.3580673660268408,8.438051294740358
25.0,1.0,20.0,0.0,11.090354888959125
26.0,0.026646813669573364,20.0,0.0,9.333434163189821
27.0,1.0,12.81455109663215,0.0,5.545177444479562
28.0,0.27715586874901366,0.930427717092238,0.0,13.4598362318742
29.0,0.013205347571371717,20.0,0.0,13.205027395525228
30.0,1.0,1.0743736345384292,0.19506459642645574,7.2112740417452414
31.0,1.0,12.31666946972217,0.0,4.1588830833596715
32.0,0.22392488180109346,20.0,0.651506337732428,8.397074637279374
33.0,0.03503152280819367,20.0,0.0,7.187978330039269
34.0,0.018389600764289752,20.0,0.0,9.049208266124626
35.0,1.0,14.873947067617921,0.0,5.545177444479562
36.0,0.1847827279958006,20.0,0.0,8.322704279737216
37.0,0.1863902490586083,20.0,0.0,5.5501590882258345
38.0,1.0,14.759643900867928,0.0,4.1588830833596715
39.0,1.0,13.117884591464984,0.0,4.1588830833596715
40.0,1.0,12.376641383221385,0.0,9.704060527839234
41.0,1.0,0.22468633854399325,0.46247346970990055,14.352459650919037
42.0,1.0,16.577756003807014,0.0,5.545177444479562
43.0,0.057260273827551576,20.0,0.0,7.447021695883127
44.0,0.02759473175162257,20.0,1.0,10.854678494085473
45.0,0.055466397673622166,20.0,0.0,7.420823714519554
46.0,1.0,15.804617007746618,0.0,5.545177444479562
47.0,1.0,13.019708095159075,0.0,4.1588830833596715
48.0,0.9427629735945613,20.0,0.0,6.931471805599453
49.0,1.0,19.770455386778263,0.0,5.545177444479562
