Trial,Stim_Sequence,Choice,Trustee_Response,Subject,Beta
9,2,1,0,284,2
10,1,3,1,284,2
11,2,3,0,284,2
12,2,2,1,284,2
13,0,4,1,284,2
14,2,3,0,284,2
15,2,4,0,284,2
16,2,4,0,284,2
17,0,2,1,284,2
18,1,1,0,284,2
19,0,4,1,284,2
20,2,2,0,284,2
21,0,2,1,284,2
22,1,2,1,284,2
23,0,1,1,284,2
24,1,3,1,284,2
25,1,3,1,284,2
26,0,1,1,284,2
27,1,4,1,284,2
28,1,3,0,284,2
29,2,1,0,284,2
30,0,1,1,284,2
31,0,4,1,284,2
32,2,4,0,284,2
33,1,2,1,284,2
34,1,1,0,284,2
35,2,3,0,284,2
36,1,4,1,284,2
37,0,4,1,284,2
38,2,1,0,284,2
39,2,3,0,284,2
40,1,4,1,284,2
41,1,4,1,284,2
42,0,2,1,284,2
43,1,3,0,284,2
44,0,2,1,284,2
45,1,2,0,284,2
1,2,2,1,285,2
2,1,3,0,285,2
3,0,1,1,285,2
4,0,1,1,285,2
5,1,1,0,285,2
6,2,3,0,285,2
7,0,1,1,285,2
8,0,4,1,285,2
9,1,4,0,285,2
10,2,4,0,285,2
11,0,1,1,285,2
12,1,3,1,285,2
13,0,3,1,285,2
14,1,2,1,285,2
15,1,3,0,285,2
16,2,3,0,285,2
17,2,2,0,285,2
18,1,2,1,285,2
19,1,1,0,285,2
20,2,3,0,285,2
21,0,3,1,285,2
22,1,3,1,285,2
23,2,1,0,285,2
24,2,4,0,285,2
25,0,2,1,285,2
26,0,1,1,285,2
27,0,2,1,285,2
28,0,2,1,285,2
29,2,1,0,285,2
30,0,1,1,285,2
31,1,1,1,285,2
32,1,4,0,285,2
33,0,1,1,285,2
34,1,2,1,285,2
35,0,2,1,285,2
36,2,2,0,285,2
37,0,2,1,285,2
38,2,2,0,285,2
39,2,1,0,285,2
40,2,4,0,285,2
41,1,1,1,285,2
42,2,1,0,285,2
43,1,1,1,285,2
44,2,4,0,285,2
45,1,1,1,285,2
1,1,3,1,286,2
2,0,4,1,286,2
3,1,3,0,286,2
4,2,1,0,286,2
5,2,3,1,286,2
6,1,3,0,286,2
7,2,2,0,286,2
8,0,2,1,286,2
9,1,3,1,286,2
10,0,4,1,286,2
11,1,2,0,286,2
12,1,3,1,286,2
13,1,2,1,286,2
14,0,1,1,286,2
15,1,4,0,286,2
16,2,2,0,286,2
17,2,2,0,286,2
18,0,1,1,286,2
19,1,2,1,286,2
20,2,1,0,286,2
21,0,2,1,286,2
22,0,1,0,286,2
23,2,1,0,286,2
24,0,3,1,286,2
25,1,2,0,286,2
26,0,1,1,286,2
27,1,1,0,286,2
28,1,1,0,286,2
29,0,3,1,286,2
30,1,2,1,286,2
31,2,3,0,286,2
32,2,2,1,286,2
33,0,4,0,286,2
34,1,3,1,286,2
35,2,1,0,286,2
36,2,1,0,286,2
37,2,3,0,286,2
38,0,1,1,286,2
39,2,1,0,286,2
40,0,2,1,286,2
41,0,4,1,286,2
42,0,2,1,286,2
43,2,1,0,286,2
44,2,4,0,286,2
45,1,2,0,286,2
1,1,4,0,287,2
2,0,1,1,287,2
3,1,4,1,287,2
4,2,4,0,287,2
5,0,2,1,287,2
6,0,3,1,287,2
7,0,1,1,287,2
8,0,1,1,287,2
9,0,3,1,287,2
10,0,4,1,287,2
11,2,2,0,287,2
12,2,4,0,287,2
13,1,3,0,287,2
14,1,1,0,287,2
15,1,4,1,287,2
16,2,2,0,287,2
17,0,1,1,287,2
18,0,1,1,287,2
19,1,2,0,287,2
20,0,1,1,287,2
21,0,4,1,287,2
22,1,1,1,287,2
23,0,2,1,287,2
24,1,2,1,287,2
25,0,2,1,287,2
26,1,2,1,287,2
27,2,3,0,287,2
28,2,4,0,287,2
29,0,4,1,287,2
30,2,2,1,287,2
31,2,4,0,287,2
32,1,2,0,287,2
33,1,1,0,287,2
34,2,2,0,287,2
35,0,3,1,287,2
36,1,2,1,287,2
37,2,2,0,287,2
38,1,4,1,287,2
39,2,4,0,287,2
40,1,3,0,287,2
41,2,4,0,287,2
42,2,1,0,287,2
43,2,3,0,287,2
44,1,2,1,287,2
45,2,3,0,287,2
1,2,2,0,288,2
2,1,1,0,288,2
3,0,2,1,288,2
4,1,2,0,288,2
5,2,1,0,288,2
6,0,1,1,288,2
7,2,4,0,288,2
8,0,1,0,288,2
9,2,1,0,288,2
10,0,4,1,288,2
11,0,1,1,288,2
12,0,4,1,288,2
13,1,1,1,288,2
14,1,3,1,288,2
15,0,2,1,288,2
16,2,3,0,288,2
17,0,4,1,288,2
18,1,4,0,288,2
19,1,2,0,288,2
20,0,4,1,288,2
21,0,4,1,288,2
22,1,1,1,288,2
23,2,4,0,288,2
24,1,3,0,288,2
25,2,3,0,288,2
26,0,2,1,288,2
27,1,3,1,288,2
28,2,3,0,288,2
29,0,2,1,288,2
30,0,4,1,288,2
31,1,1,1,288,2
32,0,3,1,288,2
33,2,4,0,288,2
34,1,4,1,288,2
35,1,2,0,288,2
36,2,1,0,288,2
37,2,1,0,288,2
38,2,1,1,288,2
39,1,1,1,288,2
40,1,4,1,288,2
41,2,2,0,288,2
42,2,1,0,288,2
43,1,1,1,288,2
44,0,1,1,288,2
45,2,1,0,288,2
1,0,4,1,289,2
2,2,1,0,289,2
3,2,3,0,289,2
4,1,3,1,289,2
5,0,2,1,289,2
6,1,1,1,289,2
7,2,2,0,289,2
8,1,1,1,289,2
9,0,4,1,289,2
10,0,1,1,289,2
11,2,4,0,289,2
12,0,2,1,289,2
13,2,3,0,289,2
14,0,4,1,289,2
15,1,2,0,289,2
16,0,3,1,289,2
17,1,3,1,289,2
18,0,4,1,289,2
19,0,1,1,289,2
20,1,2,1,289,2
21,0,3,1,289,2
22,0,4,1,289,2
23,2,2,0,289,2
24,2,4,0,289,2
25,1,2,1,289,2
26,2,3,0,289,2
27,2,4,0,289,2
28,1,1,1,289,2
29,2,3,1,289,2
30,0,3,1,289,2
31,2,2,0,289,2
32,1,3,1,289,2
33,1,1,1,289,2
34,2,3,0,289,2
35,0,3,1,289,2
36,2,3,1,289,2
37,1,3,0,289,2
38,0,3,1,289,2
39,1,1,1,289,2
40,2,1,0,289,2
41,1,1,1,289,2
42,2,1,0,289,2
43,1,2,1,289,2
44,1,3,0,289,2
45,0,2,1,289,2
1,2,4,0,290,2
2,2,2,0,290,2
3,2,3,0,290,2
4,0,2,1,290,2
5,0,3,0,290,2
6,1,3,0,290,2
7,2,2,0,290,2
8,1,3,1,290,2
9,2,1,0,290,2
10,0,3,1,290,2
11,1,1,1,290,2
12,0,1,1,290,2
13,0,1,1,290,2
14,1,4,1,290,2
15,2,3,0,290,2
16,0,1,1,290,2
17,0,4,1,290,2
18,0,2,1,290,2
19,0,4,1,290,2
20,0,3,1,290,2
21,2,1,0,290,2
22,1,4,1,290,2
23,2,3,0,290,2
24,0,4,1,290,2
25,1,2,1,290,2
26,1,3,1,290,2
27,2,3,0,290,2
28,2,2,0,290,2
29,1,3,1,290,2
30,1,2,0,290,2
31,1,3,0,290,2
32,2,4,0,290,2
33,1,1,1,290,2
34,0,1,1,290,2
35,2,1,0,290,2
36,2,4,1,290,2
37,1,4,1,290,2
38,1,4,0,290,2
39,1,2,1,290,2
40,1,1,1,290,2
41,0,4,1,290,2
42,2,1,0,290,2
43,2,2,0,290,2
44,0,3,1,290,2
45,0,4,0,290,2
1,0,2,1,291,2
2,1,4,0,291,2
3,1,4,1,291,2
4,1,3,1,291,2
5,2,4,0,291,2
6,1,4,1,291,2
7,2,3,0,291,2
8,1,1,0,291,2
9,0,4,1,291,2
10,1,2,1,291,2
11,0,2,1,291,2
12,0,2,1,291,2
13,2,3,0,291,2
14,1,1,0,291,2
15,2,2,0,291,2
16,0,3,1,291,2
17,1,4,1,291,2
18,2,3,0,291,2
19,0,1,1,291,2
20,0,1,1,291,2
21,1,1,1,291,2
22,2,3,0,291,2
23,1,3,0,291,2
24,0,3,0,291,2
25,1,2,1,291,2
26,2,2,0,291,2
27,2,2,0,291,2
28,0,4,1,291,2
29,2,3,0,291,2
30,0,4,1,291,2
31,0,3,1,291,2
32,2,3,0,291,2
33,1,4,1,291,2
34,1,3,1,291,2
35,2,2,0,291,2
36,2,3,0,291,2
37,1,3,0,291,2
38,2,3,0,291,2
39,1,4,1,291,2
40,0,2,1,291,2
41,0,3,1,291,2
42,2,4,0,291,2
43,2,2,0,291,2
44,0,1,1,291,2
45,0,3,1,291,2
1,1,2,1,292,2
2,2,4,0,292,2
3,2,2,0,292,2
4,0,1,1,292,2
5,0,3,1,292,2
6,1,1,0,292,2
7,2,4,0,292,2
8,0,4,1,292,2
9,2,4,0,292,2
10,1,2,1,292,2
11,2,3,0,292,2
12,1,2,1,292,2
13,2,4,0,292,2
14,2,3,0,292,2
15,2,4,0,292,2
16,2,2,0,292,2
17,0,4,0,292,2
18,0,2,1,292,2
19,1,3,1,292,2
20,1,1,1,292,2
21,1,4,0,292,2
22,2,4,0,292,2
23,0,3,1,292,2
24,2,2,0,292,2
25,1,1,1,292,2
26,0,1,1,292,2
27,0,1,1,292,2
28,0,3,1,292,2
29,1,1,1,292,2
30,1,3,1,292,2
31,0,3,1,292,2
32,1,4,1,292,2
33,1,2,1,292,2
34,2,1,1,292,2
35,2,1,0,292,2
36,1,4,1,292,2
37,2,4,0,292,2
38,1,4,0,292,2
39,0,4,1,292,2
40,0,1,1,292,2
41,2,3,0,292,2
42,0,2,1,292,2
43,0,4,1,292,2
44,1,3,1,292,2
45,0,1,1,292,2
1,2,2,0,293,2
2,1,3,0,293,2
3,0,2,1,293,2
4,1,2,0,293,2
5,1,3,1,293,2
6,1,2,1,293,2
7,2,3,0,293,2
8,0,3,1,293,2
9,2,4,0,293,2
10,0,4,1,293,2
11,0,4,1,293,2
12,0,4,1,293,2
13,2,1,0,293,2
14,2,3,0,293,2
15,1,2,1,293,2
16,0,3,1,293,2
17,1,4,1,293,2
18,2,1,0,293,2
19,1,1,0,293,2
20,1,3,1,293,2
21,1,3,0,293,2
22,0,3,1,293,2
23,1,4,1,293,2
24,0,1,1,293,2
25,0,4,1,293,2
26,1,1,0,293,2
27,2,3,0,293,2
28,1,1,0,293,2
29,2,3,0,293,2
30,0,3,1,293,2
31,2,4,0,293,2
32,0,4,1,293,2
33,2,1,0,293,2
34,1,4,1,293,2
35,1,4,1,293,2
36,2,1,0,293,2
37,0,2,1,293,2
38,2,1,1,293,2
39,2,2,1,293,2
40,2,3,0,293,2
41,0,2,1,293,2
42,0,4,1,293,2
43,1,3,1,293,2
44,0,1,1,293,2
45,2,2,0,293,2
1,0,3,1,294,2
2,0,3,1,294,2
3,1,3,0,294,2
4,1,1,0,294,2
5,2,3,0,294,2
6,0,3,1,294,2
7,0,2,1,294,2
8,1,3,0,294,2
9,2,1,0,294,2
10,1,1,1,294,2
11,2,1,0,294,2
12,2,2,0,294,2
13,1,2,0,294,2
14,1,2,1,294,2
15,0,4,1,294,2
16,2,2,0,294,2
17,0,2,0,294,2
18,1,3,1,294,2
19,2,3,0,294,2
20,1,1,0,294,2
21,1,2,0,294,2
22,1,2,0,294,2
23,2,1,0,294,2
24,0,3,1,294,2
25,0,3,1,294,2
26,2,4,0,294,2
27,1,1,1,294,2
28,2,4,0,294,2
29,2,3,0,294,2
30,0,3,1,294,2
31,0,2,1,294,2
32,1,2,0,294,2
33,2,3,0,294,2
34,1,4,0,294,2
35,1,2,1,294,2
36,0,2,1,294,2
37,2,2,0,294,2
38,2,3,1,294,2
39,2,2,0,294,2
40,0,3,1,294,2
41,0,2,0,294,2
42,2,1,1,294,2
43,0,2,1,294,2
44,1,1,1,294,2
45,0,2,1,294,2
1,2,4,0,295,2
2,2,2,0,295,2
3,0,2,1,295,2
4,2,4,0,295,2
5,0,4,1,295,2
6,0,3,1,295,2
7,0,3,1,295,2
8,0,4,1,295,2
9,1,4,0,295,2
10,1,1,0,295,2
11,1,2,0,295,2
12,2,1,0,295,2
13,1,3,1,295,2
14,2,3,0,295,2
15,1,3,0,295,2
16,1,4,0,295,2
17,1,1,0,295,2
18,0,1,1,295,2
19,0,1,1,295,2
20,2,4,0,295,2
21,1,1,0,295,2
22,1,4,1,295,2
23,0,2,1,295,2
24,2,1,0,295,2
25,0,3,1,295,2
26,2,2,0,295,2
27,0,4,1,295,2
28,1,1,0,295,2
29,2,1,0,295,2
30,2,2,0,295,2
31,2,2,0,295,2
32,2,2,0,295,2
33,1,4,1,295,2
34,1,2,1,295,2
35,0,2,1,295,2
36,2,4,0,295,2
37,0,3,0,295,2
38,2,2,0,295,2
39,1,2,1,295,2
40,2,4,0,295,2
41,0,1,1,295,2
42,1,4,1,295,2
43,0,2,1,295,2
44,0,2,1,295,2
45,1,3,1,295,2
1,0,1,1,296,2
2,2,3,0,296,2
3,1,4,0,296,2
4,1,4,1,296,2
5,1,2,1,296,2
6,0,3,1,296,2
7,0,4,1,296,2
8,2,3,0,296,2
9,0,4,1,296,2
10,2,1,0,296,2
11,1,4,0,296,2
12,2,1,1,296,2
13,2,3,0,296,2
14,0,4,1,296,2
15,1,1,0,296,2
16,0,1,1,296,2
17,1,2,0,296,2
18,1,4,1,296,2
19,1,4,0,296,2
20,2,3,0,296,2
21,1,4,1,296,2
22,2,1,0,296,2
23,2,1,0,296,2
24,0,4,1,296,2
25,1,4,1,296,2
26,2,3,0,296,2
27,1,2,1,296,2
28,1,1,1,296,2
29,2,3,0,296,2
30,1,1,0,296,2
31,0,4,1,296,2
32,0,3,1,296,2
33,2,1,0,296,2
34,0,1,1,296,2
35,0,4,0,296,2
36,0,4,1,296,2
37,1,4,1,296,2
38,0,3,1,296,2
39,0,4,1,296,2
40,0,4,1,296,2
41,2,1,0,296,2
42,2,3,0,296,2
43,1,1,0,296,2
44,2,4,0,296,2
45,2,2,0,296,2
1,1,1,1,297,2
2,1,4,0,297,2
3,1,2,1,297,2
4,0,1,1,297,2
5,0,2,1,297,2
6,2,3,0,297,2
7,2,3,0,297,2
8,2,4,0,297,2
9,0,4,1,297,2
10,0,2,1,297,2
11,1,1,0,297,2
12,1,1,1,297,2
13,2,4,0,297,2
14,1,1,1,297,2
15,0,1,1,297,2
16,0,1,1,297,2
17,2,3,0,297,2
18,2,4,0,297,2
19,1,3,0,297,2
20,0,2,1,297,2
21,0,3,1,297,2
22,2,3,0,297,2
23,2,1,0,297,2
24,1,1,0,297,2
25,0,1,1,297,2
26,2,3,0,297,2
27,1,4,0,297,2
28,1,1,1,297,2
29,0,1,1,297,2
30,0,4,1,297,2
31,1,4,1,297,2
32,1,3,1,297,2
33,2,2,0,297,2
34,1,3,1,297,2
35,0,4,1,297,2
36,0,2,1,297,2
37,2,3,0,297,2
38,0,3,1,297,2
39,1,4,1,297,2
40,0,3,1,297,2
41,2,2,0,297,2
42,1,4,1,297,2
43,2,4,0,297,2
44,2,4,0,297,2
45,2,2,0,297,2
1,0,2,1,298,2
2,0,4,1,298,2
3,0,1,1,298,2
4,1,1,1,298,2
5,1,2,1,298,2
6,0,3,1,298,2
7,1,4,0,298,2
8,1,1,0,298,2
9,1,2,0,298,2
10,1,1,0,298,2
11,2,2,0,298,2
12,2,1,0,298,2
13,0,1,1,298,2
14,0,4,1,298,2
15,0,1,1,298,2
16,2,2,0,298,2
17,2,1,0,298,2
18,2,2,0,298,2
19,2,4,0,298,2
20,0,1,1,298,2
21,1,3,0,298,2
22,0,1,1,298,2
23,1,2,0,298,2
24,2,1,0,298,2
25,1,2,1,298,2
26,1,4,0,298,2
27,2,2,0,298,2
28,1,4,1,298,2
29,0,1,0,298,2
30,2,4,1,298,2
31,1,4,0,298,2
32,1,4,0,298,2
33,0,3,1,298,2
34,0,2,1,298,2
35,2,4,0,298,2
36,2,4,0,298,2
37,2,2,0,298,2
38,2,4,0,298,2
39,1,1,1,298,2
40,2,2,0,298,2
41,0,4,1,298,2
42,0,4,1,298,2
43,2,1,0,298,2
44,0,2,1,298,2
45,1,1,1,298,2
1,1,1,1,299,2
2,1,3,1,299,2
3,2,2,0,299,2
4,2,4,0,299,2
5,0,3,1,299,2
6,0,4,1,299,2
7,2,2,0,299,2
8,1,2,0,299,2
9,1,2,1,299,2
10,2,3,1,299,2
11,1,1,1,299,2
12,0,2,1,299,2
13,0,1,1,299,2
14,2,1,0,299,2
15,1,3,0,299,2
16,1,4,1,299,2
17,0,1,1,299,2
18,0,4,1,299,2
19,0,2,1,299,2
20,1,3,1,299,2
21,2,3,0,299,2
22,1,1,0,299,2
23,2,1,0,299,2
24,2,2,0,299,2
25,1,1,1,299,2
26,0,3,1,299,2
27,0,3,1,299,2
28,1,4,0,299,2
29,0,1,1,299,2
30,1,3,1,299,2
31,1,3,0,299,2
32,2,2,0,299,2
33,2,3,0,299,2
34,0,2,1,299,2
35,0,3,1,299,2
36,2,3,0,299,2
37,2,3,0,299,2
38,0,3,1,299,2
39,0,3,1,299,2
40,2,4,0,299,2
41,1,2,0,299,2
42,1,4,1,299,2
43,2,2,0,299,2
44,2,1,0,299,2
45,0,2,1,299,2
1,1,1,1,300,2
2,2,3,0,300,2
3,1,4,1,300,2
4,1,1,1,300,2
5,2,2,0,300,2
6,0,2,1,300,2
7,1,3,0,300,2
8,1,2,0,300,2
9,0,4,1,300,2
10,2,4,0,300,2
11,0,1,1,300,2
12,0,2,1,300,2
13,0,2,1,300,2
14,2,1,0,300,2
15,0,2,0,300,2
16,2,2,0,300,2
17,1,2,0,300,2
18,0,4,1,300,2
19,1,3,0,300,2
20,2,3,0,300,2
21,2,1,0,300,2
22,2,1,0,300,2
23,0,1,1,300,2
24,1,1,0,300,2
25,0,2,1,300,2
26,2,3,0,300,2
27,0,4,1,300,2
28,1,3,1,300,2
29,2,2,0,300,2
30,2,1,0,300,2
31,2,4,0,300,2
32,1,1,1,300,2
33,0,3,1,300,2
34,1,1,1,300,2
35,1,2,0,300,2
36,1,4,1,300,2
37,0,4,0,300,2
38,0,2,1,300,2
39,2,1,0,300,2
40,1,4,0,300,2
41,2,3,0,300,2
42,2,1,0,300,2
43,0,3,1,300,2
44,1,2,0,300,2
45,0,2,1,300,2
1,0,4,1,301,4
2,1,3,1,301,4
3,1,1,1,301,4
4,1,4,1,301,4
5,1,1,0,301,4
6,1,1,1,301,4
7,2,1,0,301,4
8,2,1,0,301,4
9,1,2,1,301,4
10,0,3,1,301,4
11,0,3,1,301,4
12,2,4,0,301,4
13,1,3,1,301,4
14,0,3,1,301,4
15,2,1,0,301,4
16,0,4,1,301,4
17,2,4,0,301,4
18,0,4,1,301,4
19,1,2,1,301,4
20,1,3,1,301,4
21,1,3,1,301,4
22,0,3,1,301,4
23,0,3,1,301,4
24,2,4,0,301,4
25,2,2,0,301,4
26,1,4,1,301,4
27,1,4,0,301,4
28,0,1,1,301,4
29,2,2,1,301,4
30,0,3,1,301,4
31,0,1,1,301,4
32,1,2,1,301,4
33,2,2,0,301,4
34,0,4,1,301,4
35,0,1,1,301,4
36,2,4,0,301,4
37,0,3,1,301,4
38,1,4,1,301,4
39,0,1,1,301,4
40,1,1,1,301,4
41,2,4,0,301,4
42,2,1,0,301,4
43,2,1,0,301,4
44,2,4,0,301,4
45,2,3,0,301,4
1,0,1,1,302,4
2,1,1,1,302,4
3,0,4,1,302,4
4,2,2,1,302,4
5,1,4,0,302,4
6,0,3,1,302,4
7,2,4,0,302,4
8,2,4,0,302,4
9,1,4,0,302,4
10,0,1,1,302,4
11,0,2,1,302,4
12,1,3,1,302,4
13,2,3,0,302,4
14,1,3,1,302,4
15,0,3,1,302,4
16,2,2,0,302,4
17,0,3,1,302,4
18,2,3,0,302,4
19,0,1,1,302,4
20,1,3,0,302,4
21,0,2,1,302,4
22,2,2,0,302,4
23,2,4,0,302,4
24,0,4,1,302,4
25,0,2,1,302,4
26,1,2,1,302,4
27,1,1,0,302,4
28,0,4,1,302,4
29,1,1,1,302,4
30,2,4,0,302,4
31,2,1,0,302,4
32,1,3,1,302,4
33,1,1,1,302,4
34,2,3,0,302,4
35,0,4,1,302,4
36,2,4,0,302,4
37,0,3,0,302,4
38,1,2,1,302,4
39,1,1,1,302,4
40,2,4,0,302,4
41,1,2,1,302,4
42,2,3,1,302,4
43,2,3,0,302,4
44,1,1,0,302,4
45,0,1,1,302,4
1,0,2,1,303,4
2,1,4,1,303,4
3,2,4,0,303,4
4,2,3,0,303,4
5,0,2,1,303,4
6,1,1,1,303,4
7,0,4,1,303,4
8,2,2,0,303,4
9,0,2,1,303,4
10,1,3,1,303,4
11,1,4,0,303,4
12,1,4,1,303,4
13,0,3,1,303,4
14,0,4,1,303,4
15,1,2,1,303,4
16,0,4,1,303,4
17,1,3,0,303,4
18,2,1,0,303,4
19,1,2,1,303,4
20,2,1,0,303,4
21,0,4,1,303,4
22,1,3,0,303,4
23,0,4,1,303,4
24,0,3,1,303,4
25,2,4,0,303,4
26,1,1,0,303,4
27,2,4,0,303,4
28,1,2,1,303,4
29,2,4,0,303,4
30,2,3,0,303,4
31,2,4,0,303,4
32,0,3,1,303,4
33,1,2,1,303,4
34,2,4,0,303,4
35,2,4,0,303,4
36,0,2,1,303,4
37,0,1,1,303,4
38,2,1,0,303,4
39,2,4,0,303,4
40,0,1,0,303,4
41,2,4,0,303,4
42,0,3,1,303,4
43,1,4,1,303,4
44,1,1,1,303,4
45,1,4,1,303,4
1,2,3,0,304,4
2,0,3,0,304,4
3,1,2,0,304,4
4,0,4,1,304,4
5,1,2,0,304,4
6,1,4,1,304,4
7,1,1,0,304,4
8,1,1,1,304,4
9,1,2,1,304,4
10,1,3,0,304,4
11,0,2,1,304,4
12,0,2,1,304,4
13,0,1,1,304,4
14,0,1,1,304,4
15,2,3,1,304,4
16,0,2,1,304,4
17,2,3,0,304,4
18,2,3,0,304,4
19,0,3,1,304,4
20,2,1,0,304,4
21,1,3,1,304,4
22,2,1,0,304,4
23,0,2,0,304,4
24,0,2,1,304,4
25,0,3,1,304,4
26,0,2,1,304,4
27,0,2,1,304,4
28,1,4,0,304,4
29,2,4,0,304,4
30,2,4,1,304,4
31,2,4,0,304,4
32,1,4,0,304,4
33,2,1,1,304,4
34,2,2,0,304,4
35,1,3,1,304,4
36,1,1,1,304,4
37,2,4,0,304,4
38,2,3,0,304,4
39,2,1,0,304,4
40,1,4,1,304,4
41,0,4,1,304,4
42,1,1,1,304,4
43,0,3,1,304,4
44,1,1,0,304,4
45,2,1,0,304,4
1,1,3,1,305,4
2,1,1,1,305,4
3,2,4,0,305,4
4,0,4,1,305,4
5,1,1,1,305,4
6,1,2,0,305,4
7,2,2,0,305,4
8,0,1,1,305,4
9,0,4,0,305,4
10,0,4,1,305,4
11,2,2,0,305,4
12,2,4,0,305,4
13,0,2,1,305,4
14,0,3,1,305,4
15,1,3,1,305,4
16,2,3,0,305,4
17,0,2,1,305,4
18,1,4,0,305,4
19,1,2,0,305,4
20,1,1,1,305,4
21,2,1,0,305,4
22,0,2,1,305,4
23,1,3,0,305,4
24,0,4,1,305,4
25,0,4,1,305,4
26,2,2,0,305,4
27,2,2,0,305,4
28,0,3,1,305,4
29,1,3,1,305,4
30,0,3,1,305,4
31,0,3,1,305,4
32,0,2,1,305,4
33,2,3,0,305,4
34,1,2,0,305,4
35,2,4,0,305,4
36,2,2,0,305,4
37,1,1,0,305,4
38,1,1,1,305,4
39,2,2,0,305,4
40,2,4,0,305,4
41,0,1,1,305,4
42,1,4,1,305,4
43,2,3,0,305,4
44,2,2,0,305,4
45,1,2,1,305,4
1,2,2,0,306,4
2,1,1,1,306,4
3,0,2,0,306,4
4,2,2,0,306,4
5,0,4,1,306,4
6,1,1,0,306,4
7,2,4,1,306,4
8,2,3,0,306,4
9,0,4,1,306,4
10,0,1,1,306,4
11,0,1,1,306,4
12,1,2,1,306,4
13,1,4,0,306,4
14,2,2,0,306,4
15,0,1,1,306,4
16,2,1,0,306,4
17,0,1,1,306,4
18,1,1,1,306,4
19,1,1,0,306,4
20,0,3,1,306,4
21,1,2,0,306,4
22,0,1,1,306,4
23,2,2,0,306,4
24,0,4,1,306,4
25,2,3,0,306,4
26,1,3,1,306,4
27,1,1,1,306,4
28,0,1,0,306,4
29,2,1,0,306,4
30,2,4,0,306,4
31,1,4,1,306,4
32,0,3,1,306,4
33,0,3,1,306,4
34,1,2,0,306,4
35,2,2,0,306,4
36,1,3,0,306,4
37,2,1,0,306,4
38,2,4,0,306,4
39,2,3,0,306,4
40,1,4,0,306,4
41,0,1,1,306,4
42,2,2,0,306,4
43,0,1,1,306,4
44,1,4,0,306,4
45,1,4,1,306,4
1,0,2,1,307,4
2,2,4,0,307,4
3,2,2,0,307,4
4,0,4,1,307,4
5,1,3,1,307,4
6,2,2,0,307,4
7,2,4,0,307,4
8,2,2,0,307,4
9,0,1,1,307,4
10,2,3,0,307,4
11,2,4,0,307,4
12,1,4,1,307,4
13,1,3,1,307,4
14,1,2,0,307,4
15,2,1,0,307,4
16,1,4,1,307,4
17,0,2,1,307,4
18,0,1,1,307,4
19,2,4,0,307,4
20,0,1,1,307,4
21,0,4,1,307,4
22,2,2,0,307,4
23,1,3,0,307,4
24,1,4,1,307,4
25,1,2,1,307,4
26,0,2,1,307,4
27,2,4,0,307,4
28,1,2,1,307,4
29,0,3,1,307,4
30,1,3,1,307,4
31,0,1,1,307,4
32,0,2,1,307,4
33,0,4,1,307,4
34,1,3,0,307,4
35,0,4,0,307,4
36,1,2,0,307,4
37,1,4,0,307,4
38,1,4,0,307,4
39,2,4,0,307,4
40,1,4,1,307,4
41,0,2,1,307,4
42,2,3,0,307,4
43,2,1,0,307,4
44,0,1,1,307,4
45,2,2,0,307,4
1,0,1,0,308,4
2,0,3,1,308,4
3,0,2,1,308,4
4,0,3,1,308,4
5,1,1,0,308,4
6,2,3,0,308,4
7,0,2,1,308,4
8,0,3,1,308,4
9,2,3,0,308,4
10,0,4,1,308,4
11,1,4,1,308,4
12,2,4,0,308,4
13,2,4,0,308,4
14,2,4,0,308,4
15,2,3,0,308,4
16,1,2,0,308,4
17,2,3,0,308,4
18,2,2,0,308,4
19,1,4,0,308,4
20,2,2,0,308,4
21,1,1,0,308,4
22,2,4,0,308,4
23,1,3,1,308,4
24,1,4,1,308,4
25,1,1,0,308,4
26,1,1,1,308,4
27,1,4,1,308,4
28,0,3,1,308,4
29,2,3,0,308,4
30,0,2,1,308,4
31,0,1,0,308,4
32,1,1,0,308,4
33,1,3,0,308,4
34,2,3,0,308,4
35,2,2,0,308,4
36,1,2,1,308,4
37,0,3,1,308,4
38,2,2,0,308,4
39,0,4,1,308,4
40,1,2,1,308,4
41,0,3,1,308,4
42,2,1,0,308,4
43,0,1,1,308,4
44,0,4,1,308,4
45,1,3,0,308,4
1,1,3,1,309,4
2,0,3,1,309,4
3,0,3,1,309,4
4,2,4,0,309,4
5,1,2,0,309,4
6,1,2,0,309,4
7,1,4,1,309,4
8,0,2,1,309,4
9,0,3,1,309,4
10,1,1,0,309,4
11,2,3,0,309,4
12,2,4,0,309,4
13,1,1,0,309,4
14,0,3,1,309,4
15,2,2,0,309,4
16,0,1,1,309,4
17,0,3,1,309,4
18,2,3,0,309,4
19,2,1,0,309,4
20,1,1,0,309,4
21,0,1,1,309,4
22,2,3,0,309,4
23,2,2,0,309,4
24,1,1,0,309,4
25,0,3,1,309,4
26,2,4,0,309,4
27,1,1,1,309,4
28,0,1,1,309,4
29,1,1,0,309,4
30,2,1,0,309,4
31,0,4,1,309,4
32,2,1,0,309,4
33,2,2,0,309,4
34,1,4,0,309,4
35,0,4,1,309,4
36,1,1,1,309,4
37,0,4,1,309,4
38,2,1,0,309,4
39,2,3,0,309,4
40,0,4,1,309,4
41,2,1,0,309,4
42,1,4,1,309,4
43,1,1,0,309,4
44,0,3,1,309,4
45,1,2,1,309,4
1,0,1,1,310,4
