Trial,Stim_Sequence,Choice,Trustee_Response,Subject,Beta
34,1,1,0,793,10
35,0,2,1,793,10
36,2,1,0,793,10
37,1,1,0,793,10
38,2,4,0,793,10
39,0,4,1,793,10
40,0,2,1,793,10
41,1,3,1,793,10
42,1,4,1,793,10
43,0,3,1,793,10
44,2,4,0,793,10
45,2,2,0,793,10
1,2,3,1,794,10
2,2,1,0,794,10
3,2,2,0,794,10
4,0,1,0,794,10
5,2,2,0,794,10
6,0,3,1,794,10
7,2,4,0,794,10
8,2,1,0,794,10
9,2,4,0,794,10
10,1,1,1,794,10
11,1,3,1,794,10
12,0,2,1,794,10
13,0,1,1,794,10
14,2,3,1,794,10
15,1,4,0,794,10
16,0,3,1,794,10
17,2,3,0,794,10
18,0,4,1,794,10
19,1,2,1,794,10
20,0,1,1,794,10
21,2,4,0,794,10
22,1,4,1,794,10
23,1,4,0,794,10
24,1,1,0,794,10
25,0,2,1,794,10
26,0,1,1,794,10
27,1,2,0,794,10
28,2,1,0,794,10
29,1,4,1,794,10
30,1,4,1,794,10
31,1,2,0,794,10
32,2,2,0,794,10
33,1,4,1,794,10
34,2,4,0,794,10
35,0,3,0,794,10
36,2,4,0,794,10
37,0,4,1,794,10
38,1,2,1,794,10
39,0,1,1,794,10
40,2,4,0,794,10
41,1,3,1,794,10
42,0,1,1,794,10
43,1,3,1,794,10
44,0,2,1,794,10
45,0,4,1,794,10
1,0,1,1,795,10
2,1,3,0,795,10
3,1,3,0,795,10
4,2,1,0,795,10
5,1,4,0,795,10
6,0,1,1,795,10
7,0,3,0,795,10
8,1,2,1,795,10
9,2,4,0,795,10
10,1,1,1,795,10
11,1,4,0,795,10
12,1,4,0,795,10
13,0,1,1,795,10
14,2,4,0,795,10
15,2,4,0,795,10
16,1,4,0,795,10
17,2,1,0,795,10
18,0,2,1,795,10
19,0,1,1,795,10
20,2,2,0,795,10
21,0,4,1,795,10
22,2,3,0,795,10
23,2,4,0,795,10
24,0,3,1,795,10
25,1,3,1,795,10
26,0,4,1,795,10
27,1,1,0,795,10
28,0,4,1,795,10
29,1,4,1,795,10
30,0,1,1,795,10
31,2,1,0,795,10
32,0,4,0,795,10
33,0,2,1,795,10
34,1,1,1,795,10
35,1,4,1,795,10
36,2,2,0,795,10
37,0,4,1,795,10
38,2,2,0,795,10
39,2,1,0,795,10
40,2,4,0,795,10
41,0,4,1,795,10
42,1,3,1,795,10
43,1,4,0,795,10
44,2,1,0,795,10
45,2,3,0,795,10
1,1,4,1,796,10
2,1,4,1,796,10
3,1,4,1,796,10
4,2,3,1,796,10
5,0,1,1,796,10
6,2,3,0,796,10
7,1,2,0,796,10
8,2,2,0,796,10
9,0,2,0,796,10
10,2,1,0,796,10
11,0,1,1,796,10
12,2,4,0,796,10
13,2,3,0,796,10
14,2,2,0,796,10
15,2,2,0,796,10
16,1,2,0,796,10
17,2,2,0,796,10
18,2,2,0,796,10
19,2,1,0,796,10
20,0,3,1,796,10
21,1,3,0,796,10
22,1,4,0,796,10
23,0,1,1,796,10
24,2,3,0,796,10
25,1,1,0,796,10
26,0,4,1,796,10
27,1,2,1,796,10
28,0,3,1,796,10
29,1,4,1,796,10
30,0,3,1,796,10
31,0,2,1,796,10
32,0,4,1,796,10
33,0,1,1,796,10
34,0,4,1,796,10
35,2,1,0,796,10
36,1,1,1,796,10
37,2,3,0,796,10
38,1,2,0,796,10
39,1,4,1,796,10
40,0,1,1,796,10
41,1,4,0,796,10
42,0,3,1,796,10
43,0,3,1,796,10
44,2,2,0,796,10
45,1,2,0,796,10
1,1,4,1,797,10
2,0,2,1,797,10
3,2,3,0,797,10
4,0,1,1,797,10
5,2,4,0,797,10
6,0,2,1,797,10
7,1,4,1,797,10
8,2,4,0,797,10
9,2,2,0,797,10
10,0,3,1,797,10
11,1,4,0,797,10
12,0,2,1,797,10
13,0,2,1,797,10
14,2,3,0,797,10
15,2,2,0,797,10
16,1,4,1,797,10
17,2,2,0,797,10
18,1,2,0,797,10
19,1,3,1,797,10
20,1,4,1,797,10
21,1,4,0,797,10
22,2,2,0,797,10
23,0,1,1,797,10
24,2,2,0,797,10
25,1,4,0,797,10
26,2,2,0,797,10
27,1,1,0,797,10
28,2,3,0,797,10
29,0,3,1,797,10
30,0,3,1,797,10
31,1,4,0,797,10
32,1,3,1,797,10
33,0,3,1,797,10
34,0,4,1,797,10
35,1,4,1,797,10
36,1,1,0,797,10
37,0,1,1,797,10
38,0,3,1,797,10
39,2,2,0,797,10
40,0,4,1,797,10
41,0,3,1,797,10
42,2,4,0,797,10
43,2,1,0,797,10
44,2,1,0,797,10
45,1,1,1,797,10
1,0,4,1,798,10
2,2,1,0,798,10
3,0,3,1,798,10
4,2,1,0,798,10
5,2,2,0,798,10
6,2,1,0,798,10
7,0,4,1,798,10
8,2,2,0,798,10
9,2,2,0,798,10
10,1,3,0,798,10
11,0,3,1,798,10
12,1,2,1,798,10
13,1,3,0,798,10
14,0,4,1,798,10
15,1,1,1,798,10
16,1,2,1,798,10
17,2,4,1,798,10
18,0,4,1,798,10
19,2,2,0,798,10
20,2,4,0,798,10
21,1,4,1,798,10
22,2,2,0,798,10
23,1,2,0,798,10
24,1,2,0,798,10
25,1,4,1,798,10
26,0,3,0,798,10
27,2,2,0,798,10
28,0,4,1,798,10
29,0,1,1,798,10
30,0,4,1,798,10
31,0,3,1,798,10
32,2,2,0,798,10
33,1,2,1,798,10
34,2,1,0,798,10
35,1,3,1,798,10
36,1,2,1,798,10
37,0,1,1,798,10
38,2,1,0,798,10
39,1,1,1,798,10
40,0,1,1,798,10
41,2,1,0,798,10
42,0,4,0,798,10
43,1,3,0,798,10
44,1,4,0,798,10
45,0,2,1,798,10
1,2,3,0,799,10
2,1,3,1,799,10
3,1,1,0,799,10
4,1,3,1,799,10
5,2,4,0,799,10
6,1,4,1,799,10
7,2,2,1,799,10
8,2,1,0,799,10
9,1,2,1,799,10
10,1,4,0,799,10
11,2,3,0,799,10
12,2,4,0,799,10
13,0,2,1,799,10
14,2,3,0,799,10
15,2,2,0,799,10
16,2,1,0,799,10
17,2,1,0,799,10
18,2,4,0,799,10
19,0,2,1,799,10
20,1,3,1,799,10
21,0,2,1,799,10
22,0,2,1,799,10
23,1,4,1,799,10
24,0,1,1,799,10
25,1,4,1,799,10
26,0,3,1,799,10
27,0,3,0,799,10
28,0,3,1,799,10
29,2,2,0,799,10
30,1,1,1,799,10
31,1,4,1,799,10
32,0,1,1,799,10
33,1,4,0,799,10
34,0,4,1,799,10
35,2,3,1,799,10
36,0,4,0,799,10
37,1,2,0,799,10
38,1,4,0,799,10
39,1,1,0,799,10
40,0,1,1,799,10
41,0,2,1,799,10
42,2,1,0,799,10
43,0,2,0,799,10
44,2,3,0,799,10
45,0,4,1,799,10
1,1,1,1,800,10
2,0,1,1,800,10
3,0,2,1,800,10
4,1,1,0,800,10
5,1,1,0,800,10
6,1,3,1,800,10
7,2,4,0,800,10
8,0,2,1,800,10
9,2,4,0,800,10
10,2,3,0,800,10
11,1,2,0,800,10
12,2,1,0,800,10
13,1,3,1,800,10
14,2,3,0,800,10
15,0,3,1,800,10
16,2,3,0,800,10
17,0,1,1,800,10
18,1,2,1,800,10
19,1,2,0,800,10
20,2,2,0,800,10
21,0,4,1,800,10
22,0,1,1,800,10
23,1,4,0,800,10
24,2,1,0,800,10
25,0,3,1,800,10
26,1,3,1,800,10
27,0,4,1,800,10
28,0,4,1,800,10
29,1,3,1,800,10
30,0,2,1,800,10
31,1,4,0,800,10
32,2,1,1,800,10
33,2,2,0,800,10
34,0,2,1,800,10
35,2,3,0,800,10
36,2,2,0,800,10
37,2,3,0,800,10
38,1,4,1,800,10
39,0,4,1,800,10
40,1,1,1,800,10
41,2,2,0,800,10
42,1,1,0,800,10
43,0,3,1,800,10
44,0,2,1,800,10
45,2,1,0,800,10
1,1,3,1,801,10
2,1,1,0,801,10
3,0,1,1,801,10
4,1,1,1,801,10
5,0,2,1,801,10
6,1,2,1,801,10
7,0,1,1,801,10
8,2,4,1,801,10
9,2,3,0,801,10
10,1,1,0,801,10
11,1,1,0,801,10
12,2,3,0,801,10
13,2,3,0,801,10
14,0,3,1,801,10
15,2,4,0,801,10
16,0,4,1,801,10
17,2,1,0,801,10
18,2,2,0,801,10
19,0,2,1,801,10
20,1,3,1,801,10
21,1,3,1,801,10
22,0,1,1,801,10
23,1,4,0,801,10
24,0,2,1,801,10
25,0,2,0,801,10
26,1,3,0,801,10
27,2,3,0,801,10
28,1,2,0,801,10
29,1,3,0,801,10
30,2,2,0,801,10
31,2,1,0,801,10
32,1,1,1,801,10
33,0,3,1,801,10
34,2,1,0,801,10
35,0,3,1,801,10
36,1,3,0,801,10
37,2,3,0,801,10
38,0,3,1,801,10
39,2,1,0,801,10
40,0,3,1,801,10
41,0,4,1,801,10
42,0,4,1,801,10
43,2,4,0,801,10
44,2,3,0,801,10
45,1,3,1,801,10
1,2,4,0,802,10
2,1,1,1,802,10
3,2,3,0,802,10
4,2,1,0,802,10
5,1,2,0,802,10
6,2,1,0,802,10
7,2,4,0,802,10
8,1,1,1,802,10
9,0,4,1,802,10
10,0,3,1,802,10
11,2,4,0,802,10
12,2,1,1,802,10
13,2,1,0,802,10
14,0,2,1,802,10
15,1,2,1,802,10
16,0,3,1,802,10
17,0,3,1,802,10
18,2,2,0,802,10
19,0,4,1,802,10
20,1,3,0,802,10
21,1,2,0,802,10
22,1,1,1,802,10
23,2,3,0,802,10
24,2,1,0,802,10
25,0,3,1,802,10
26,0,2,0,802,10
27,0,2,1,802,10
28,0,4,1,802,10
29,1,4,0,802,10
30,0,3,1,802,10
31,1,1,1,802,10
32,2,2,0,802,10
33,0,4,1,802,10
34,1,3,1,802,10
35,1,3,0,802,10
36,0,4,1,802,10
37,2,2,0,802,10
38,1,2,1,802,10
39,1,1,1,802,10
40,2,1,0,802,10
41,0,1,1,802,10
42,1,2,1,802,10
43,1,1,1,802,10
44,2,3,0,802,10
45,0,1,1,802,10
1,1,4,0,803,10
2,1,1,1,803,10
3,2,4,0,803,10
4,0,1,1,803,10
5,0,3,1,803,10
6,0,4,1,803,10
7,0,1,1,803,10
8,1,2,0,803,10
9,1,2,1,803,10
10,1,1,1,803,10
11,2,3,0,803,10
12,2,3,0,803,10
13,1,3,1,803,10
14,0,1,1,803,10
15,1,1,1,803,10
16,2,1,0,803,10
17,0,1,1,803,10
18,1,3,0,803,10
19,2,1,1,803,10
20,0,1,1,803,10
21,2,1,0,803,10
22,2,3,0,803,10
23,0,2,1,803,10
24,2,3,0,803,10
25,1,2,1,803,10
26,1,2,0,803,10
27,1,1,0,803,10
28,2,2,0,803,10
29,1,2,1,803,10
30,2,4,0,803,10
31,0,4,1,803,10
32,2,2,0,803,10
33,0,3,1,803,10
34,2,3,0,803,10
35,0,1,1,803,10
36,1,2,1,803,10
37,0,2,1,803,10
38,2,1,0,803,10
39,0,2,1,803,10
40,0,4,1,803,10
41,0,3,1,803,10
42,2,4,0,803,10
43,1,2,1,803,10
44,1,3,1,803,10
45,2,4,0,803,10
1,1,3,1,804,10
2,2,3,0,804,10
3,0,4,1,804,10
4,1,3,1,804,10
5,1,3,0,804,10
6,1,2,0,804,10
7,0,4,1,804,10
8,0,1,1,804,10
9,0,3,1,804,10
10,0,1,1,804,10
11,2,2,0,804,10
12,2,1,0,804,10
13,1,1,0,804,10
14,2,4,0,804,10
15,1,2,0,804,10
16,2,1,0,804,10
17,2,2,0,804,10
18,1,4,1,804,10
19,1,2,1,804,10
20,1,3,1,804,10
21,2,2,0,804,10
22,2,1,0,804,10
23,0,1,1,804,10
24,0,3,1,804,10
25,2,2,0,804,10
26,0,4,0,804,10
27,1,3,0,804,10
28,0,1,1,804,10
29,0,4,1,804,10
30,0,1,1,804,10
31,2,2,0,804,10
32,1,1,0,804,10
33,1,2,0,804,10
34,0,3,1,804,10
35,2,3,0,804,10
36,2,4,0,804,10
37,1,4,1,804,10
38,2,1,0,804,10
39,0,1,0,804,10
40,2,4,0,804,10
41,2,1,0,804,10
42,1,3,1,804,10
43,0,2,1,804,10
44,0,4,1,804,10
45,1,2,1,804,10
1,2,1,0,805,10
2,2,3,0,805,10
3,2,3,0,805,10
4,0,3,1,805,10
5,1,1,1,805,10
6,0,2,1,805,10
7,0,4,1,805,10
8,0,1,1,805,10
9,1,3,1,805,10
10,1,4,0,805,10
11,2,1,0,805,10
12,1,3,1,805,10
13,1,1,0,805,10
14,1,4,0,805,10
15,2,2,0,805,10
16,1,1,0,805,10
17,1,1,1,805,10
18,0,1,1,805,10
19,0,2,1,805,10
20,2,4,0,805,10
21,2,3,0,805,10
22,2,1,0,805,10
23,2,3,0,805,10
24,0,4,1,805,10
25,2,3,0,805,10
26,1,4,0,805,10
27,0,1,1,805,10
28,2,4,0,805,10
29,1,4,0,805,10
30,2,3,0,805,10
31,1,2,0,805,10
32,0,3,1,805,10
33,0,4,0,805,10
34,0,3,1,805,10
35,0,2,1,805,10
36,2,4,0,805,10
37,1,2,0,805,10
38,0,2,1,805,10
39,0,1,1,805,10
40,2,2,0,805,10
41,0,4,1,805,10
42,1,1,1,805,10
43,1,4,0,805,10
44,2,3,0,805,10
45,1,1,1,805,10
1,1,3,1,806,10
2,1,3,0,806,10
3,0,1,1,806,10
4,1,4,1,806,10
5,1,2,1,806,10
6,0,1,1,806,10
7,2,1,0,806,10
8,2,3,0,806,10
9,0,4,1,806,10
10,1,2,1,806,10
11,2,4,0,806,10
12,0,3,1,806,10
13,0,2,1,806,10
14,1,2,0,806,10
15,0,1,1,806,10
16,0,1,1,806,10
17,2,1,1,806,10
18,2,4,0,806,10
19,2,4,0,806,10
20,1,2,0,806,10
21,2,2,0,806,10
22,0,3,1,806,10
23,1,4,1,806,10
24,1,2,1,806,10
25,2,3,0,806,10
26,0,3,1,806,10
27,1,2,0,806,10
28,0,3,1,806,10
29,2,3,0,806,10
30,2,1,0,806,10
31,1,4,0,806,10
32,0,4,1,806,10
33,2,3,0,806,10
34,1,3,0,806,10
35,2,1,0,806,10
36,2,2,0,806,10
37,2,1,0,806,10
38,0,3,1,806,10
39,0,3,1,806,10
40,0,4,1,806,10
41,1,2,0,806,10
42,1,1,1,806,10
43,1,2,1,806,10
44,0,2,1,806,10
45,2,1,0,806,10
1,0,2,1,807,10
2,2,4,0,807,10
3,2,2,0,807,10
4,0,3,1,807,10
5,2,4,0,807,10
6,2,3,0,807,10
7,0,1,1,807,10
8,1,3,1,807,10
9,1,4,1,807,10
10,1,3,1,807,10
11,1,3,1,807,10
12,1,2,1,807,10
13,1,1,1,807,10
14,0,1,1,807,10
15,1,1,1,807,10
16,0,2,1,807,10
17,2,1,1,807,10
18,1,1,0,807,10
19,2,4,0,807,10
20,2,3,0,807,10
21,0,1,1,807,10
22,1,4,0,807,10
23,0,3,1,807,10
24,1,4,1,807,10
25,2,4,0,807,10
26,0,3,1,807,10
27,0,3,1,807,10
28,2,3,0,807,10
29,1,2,1,807,10
30,2,3,0,807,10
31,0,2,1,807,10
32,2,4,0,807,10
33,2,2,0,807,10
34,1,3,0,807,10
35,1,1,0,807,10
36,0,2,1,807,10
37,2,1,0,807,10
38,2,4,0,807,10
39,0,4,1,807,10
40,1,1,0,807,10
41,0,3,1,807,10
42,1,2,1,807,10
43,0,1,1,807,10
44,2,2,0,807,10
45,0,4,1,807,10
1,2,2,0,808,10
2,2,4,0,808,10
3,0,3,1,808,10
4,0,1,1,808,10
5,1,4,0,808,10
6,0,4,1,808,10
7,0,3,1,808,10
8,0,2,1,808,10
9,1,3,0,808,10
10,2,3,0,808,10
11,0,4,1,808,10
12,0,4,1,808,10
13,1,1,0,808,10
14,0,4,1,808,10
15,1,2,1,808,10
16,1,2,1,808,10
17,2,3,0,808,10
18,1,3,0,808,10
19,2,3,0,808,10
20,1,3,1,808,10
21,0,2,1,808,10
22,2,4,0,808,10
23,0,4,1,808,10
24,1,2,0,808,10
25,2,2,0,808,10
26,2,3,0,808,10
27,1,4,1,808,10
28,0,2,1,808,10
29,2,1,0,808,10
30,2,2,0,808,10
31,2,1,0,808,10
32,1,4,0,808,10
33,2,1,0,808,10
34,2,1,0,808,10
35,0,3,1,808,10
36,1,4,1,808,10
37,2,2,0,808,10
38,0,1,1,808,10
39,2,3,1,808,10
40,1,4,0,808,10
41,1,1,0,808,10
42,1,1,0,808,10
43,0,2,1,808,10
44,0,4,1,808,10
45,1,1,1,808,10
1,2,2,0,809,10
2,2,1,0,809,10
3,2,1,0,809,10
4,1,4,1,809,10
5,2,3,0,809,10
6,0,1,1,809,10
7,1,1,1,809,10
8,0,2,1,809,10
9,2,3,0,809,10
10,1,2,0,809,10
11,0,2,1,809,10
12,1,3,1,809,10
13,2,3,0,809,10
14,1,1,1,809,10
15,1,4,1,809,10
16,0,3,1,809,10
17,1,1,1,809,10
18,2,4,0,809,10
19,1,2,0,809,10
20,2,1,0,809,10
21,1,4,1,809,10
22,1,4,1,809,10
23,2,2,0,809,10
24,0,2,1,809,10
25,1,4,0,809,10
26,1,4,0,809,10
27,0,2,0,809,10
28,2,2,0,809,10
29,1,1,1,809,10
30,1,2,1,809,10
31,0,2,1,809,10
32,2,3,1,809,10
33,0,2,1,809,10
34,1,2,1,809,10
35,0,3,1,809,10
36,0,4,1,809,10
37,0,3,1,809,10
38,2,4,0,809,10
39,2,1,0,809,10
40,0,2,1,809,10
41,2,4,0,809,10
42,0,1,1,809,10
43,0,3,1,809,10
44,2,2,0,809,10
45,0,3,1,809,10
1,2,1,0,810,10
2,2,3,0,810,10
3,1,4,1,810,10
4,2,2,0,810,10
5,1,1,1,810,10
6,0,1,1,810,10
7,2,3,0,810,10
8,2,4,0,810,10
9,0,3,1,810,10
10,0,4,0,810,10
11,1,2,1,810,10
12,1,4,1,810,10
13,1,3,0,810,10
14,2,3,0,810,10
15,1,4,1,810,10
16,2,2,0,810,10
17,0,3,1,810,10
18,1,3,1,810,10
19,2,3,0,810,10
20,0,1,1,810,10
21,1,2,1,810,10
22,0,2,1,810,10
23,1,2,1,810,10
24,0,2,1,810,10
25,0,3,1,810,10
26,1,3,0,810,10
27,0,3,1,810,10
28,2,4,0,810,10
29,0,3,1,810,10
30,1,3,0,810,10
31,2,3,0,810,10
32,2,3,0,810,10
33,2,3,0,810,10
34,1,3,0,810,10
35,0,1,1,810,10
36,2,3,0,810,10
37,0,1,1,810,10
38,2,4,0,810,10
39,1,3,0,810,10
40,0,4,1,810,10
41,0,2,1,810,10
42,0,2,1,810,10
43,1,3,1,810,10
44,2,1,0,810,10
45,1,1,0,810,10
1,0,4,1,811,10
2,1,2,0,811,10
3,0,3,0,811,10
4,0,4,1,811,10
5,0,4,1,811,10
6,2,3,0,811,10
7,0,2,1,811,10
8,1,4,1,811,10
9,1,2,0,811,10
10,2,4,0,811,10
11,1,4,1,811,10
12,0,2,1,811,10
13,0,2,1,811,10
14,0,1,0,811,10
15,2,4,0,811,10
16,2,1,0,811,10
17,2,3,0,811,10
18,0,2,1,811,10
19,1,4,1,811,10
20,1,3,0,811,10
21,0,4,1,811,10
22,2,2,0,811,10
23,2,1,0,811,10
24,1,1,0,811,10
25,0,2,1,811,10
26,0,1,1,811,10
27,2,4,0,811,10
28,1,1,0,811,10
29,0,1,1,811,10
30,2,3,0,811,10
31,0,4,1,811,10
32,1,4,1,811,10
33,2,2,0,811,10
34,2,4,0,811,10
35,2,1,0,811,10
36,1,2,0,811,10
37,1,4,0,811,10
38,2,2,0,811,10
39,0,1,0,811,10
40,1,1,0,811,10
41,1,1,1,811,10
42,1,4,1,811,10
43,1,4,0,811,10
44,2,1,0,811,10
45,2,4,0,811,10
1,0,2,1,812,10
2,1,3,1,812,10
3,1,2,0,812,10
4,1,1,1,812,10
5,2,2,0,812,10
6,0,2,1,812,10
7,2,2,0,812,10
8,2,4,0,812,10
9,1,1,1,812,10
10,1,1,1,812,10
11,1,4,0,812,10
12,2,1,0,812,10
13,1,4,1,812,10
14,0,2,1,812,10
15,0,1,1,812,10
16,0,1,1,812,10
17,2,1,0,812,10
18,2,4,0,812,10
19,2,2,0,812,10
20,2,4,0,812,10
21,2,2,0,812,10
22,0,3,1,812,10
23,0,2,1,812,10
24,1,3,0,812,10
25,1,1,1,812,10
26,2,4,0,812,10
27,1,2,0,812,10
28,0,1,1,812,10
29,0,1,1,812,10
30,2,3,0,812,10
31,1,1,0,812,10
32,1,3,1,812,10
33,2,1,0,812,10
34,1,1,1,812,10
35,2,3,1,812,10
36,2,1,0,812,10
37,0,2,1,812,10
38,0,2,1,812,10
39,1,3,1,812,10
40,2,1,0,812,10
41,1,1,1,812,10
42,0,4,1,812,10
43,0,1,1,812,10
44,0,4,1,812,10
45,0,4,1,812,10
1,1,4,1,813,10
2,0,3,1,813,10
3,2,4,0,813,10
4,2,2,0,813,10
5,2,4,0,813,10
6,0,3,1,813,10
7,1,4,1,813,10
8,0,3,1,813,10
9,2,3,0,813,10
10,0,1,1,813,10
11,1,3,0,813,10
12,1,3,1,813,10
13,1,1,0,813,10
14,0,4,1,813,10
15,2,2,0,813,10
16,0,1,1,813,10
17,0,1,1,813,10
18,0,1,1,813,10
19,2,3,0,813,10
20,2,4,0,813,10
21,1,4,1,813,10
22,0,2,1,813,10
23,2,2,1,813,10
24,1,4,0,813,10
25,0,4,1,813,10
26,2,1,0,813,10
27,2,2,0,813,10
28,1,3,0,813,10
29,1,1,1,813,10
30,0,1,1,813,10
31,2,4,0,813,10
32,2,1,0,813,10
33,1,4,1,813,10
34,1,1,0,813,10
35,2,1,0,813,10
36,0,2,1,813,10
37,1,1,1,813,10
38,2,2,0,813,10
39,1,3,1,813,10
40,0,2,1,813,10
41,2,1,0,813,10
42,1,4,0,813,10
43,0,4,1,813,10
44,1,4,0,813,10
45,0,4,1,813,10
1,1,3,1,814,10
2,1,2,0,814,10
3,1,4,1,814,10
4,0,3,1,814,10
5,1,1,1,814,10
6,1,2,1,814,10
7,0,3,1,814,10
8,0,2,1,814,10
9,2,2,0,814,10
10,0,4,1,814,10
11,1,3,1,814,10
12,2,4,0,814,10
13,2,2,0,814,10
14,1,2,0,814,10
15,2,3,0,814,10
16,1,4,1,814,10
17,0,2,1,814,10
18,2,2,0,814,10
19,1,1,1,814,10
20,0,1,1,814,10
21,2,2,0,814,10
22,2,3,0,814,10
23,2,3,0,814,10
24,1,1,0,814,10
25,2,4,0,814,10
26,0,2,0,814,10
27,0,3,1,814,10
28,0,1,1,814,10
29,0,3,1,814,10
30,0,3,1,814,10
31,2,3,0,814,10
32,0,2,1,814,10
33,2,3,0,814,10
34,1,4,1,814,10
35,0,2,1,814,10
36,2,2,0,814,10
37,2,1,0,814,10
38,2,1,0,814,10
39,2,1,0,814,10
40,1,4,1,814,10
41,1,3,0,814,10
42,0,3,1,814,10
43,1,1,0,814,10
44,0,2,1,814,10
45,1,2,0,814,10
1,2,4,0,815,10
2,1,4,0,815,10
3,2,1,0,815,10
4,0,1,1,815,10
5,2,4,0,815,10
6,0,2,1,815,10
7,0,4,1,815,10
8,2,3,0,815,10
9,2,1,0,815,10
10,2,4,0,815,10
11,2,4,1,815,10
12,2,3,0,815,10
13,0,4,1,815,10
14,1,2,0,815,10
15,2,1,0,815,10
16,0,3,1,815,10
17,1,2,1,815,10
18,0,3,1,815,10
19,2,3,0,815,10
20,0,4,1,815,10
21,2,2,0,815,10
22,1,2,0,815,10
23,0,3,1,815,10
24,0,3,1,815,10
25,1,4,1,815,10
26,0,4,1,815,10
27,1,2,1,815,10
28,2,4,0,815,10
29,0,2,1,815,10
30,1,4,0,815,10
31,1,4,0,815,10
32,1,1,1,815,10
33,1,3,1,815,10
34,2,1,0,815,10
35,0,2,1,815,10
36,0,1,1,815,10
37,1,3,1,815,10
38,2,1,0,815,10
39,0,3,0,815,10
40,1,3,1,815,10
41,1,4,1,815,10
42,0,2,1,815,10
43,1,1,1,815,10
44,2,1,0,815,10
45,1,4,0,815,10
1,2,4,0,816,10
2,2,3,0,816,10
3,1,1,0,816,10
4,2,2,0,816,10
5,1,1,1,816,10
6,1,2,0,816,10
7,2,1,0,816,10
8,1,4,0,816,10
9,0,3,1,816,10
10,0,3,1,816,10
11,2,3,0,816,10
12,1,3,0,816,10
13,0,4,1,816,10
14,0,4,1,816,10
15,1,1,0,816,10
16,2,4,0,816,10
17,0,3,1,816,10
18,1,3,1,816,10
19,2,3,0,816,10
20,1,3,1,816,10
21,2,1,0,816,10
22,1,1,0,816,10
23,0,2,1,816,10
24,0,2,1,816,10
25,1,4,0,816,10
26,1,3,1,816,10
27,2,4,0,816,10
28,0,1,0,816,10
29,1,1,0,816,10
30,1,1,1,816,10
31,0,1,1,816,10
32,0,2,1,816,10
33,0,4,1,816,10
34,0,4,1,816,10
35,2,3,1,816,10
36,0,4,1,816,10
37,0,1,1,816,10
38,1,3,0,816,10
39,2,4,0,816,10
40,2,3,0,816,10
41,2,3,0,816,10
42,0,1,1,816,10
43,1,3,1,816,10
44,2,2,0,816,10
45,2,2,0,816,10
1,2,1,0,817,10
2,2,1,0,817,10
3,2,4,0,817,10
4,2,1,0,817,10
5,0,2,1,817,10
6,1,2,1,817,10
7,2,3,0,817,10
8,1,3,0,817,10
9,1,2,1,817,10
10,2,1,0,817,10
11,1,4,1,817,10
12,0,4,1,817,10
13,1,1,1,817,10
14,0,1,1,817,10
15,0,3,1,817,10
16,2,3,0,817,10
17,0,2,1,817,10
18,1,1,0,817,10
19,2,2,1,817,10
20,0,4,1,817,10
21,0,1,0,817,10
22,1,1,1,817,10
23,2,4,0,817,10
24,1,3,0,817,10
25,1,2,0,817,10
26,0,4,1,817,10
27,0,3,1,817,10
28,1,4,1,817,10
29,0,1,1,817,10
30,1,1,0,817,10
31,2,4,0,817,10
32,2,3,0,817,10
33,0,1,1,817,10
34,2,1,0,817,10
35,1,2,0,817,10
36,0,2,1,817,10
37,0,3,1,817,10
38,1,3,0,817,10
39,2,4,0,817,10
40,0,2,0,817,10
41,0,2,1,817,10
42,2,4,0,817,10
43,1,1,1,817,10
44,2,4,0,817,10
45,1,1,0,817,10
1,2,1,0,818,10
2,2,4,0,818,10
3,0,1,1,818,10
4,0,2,1,818,10
5,1,3,1,818,10
6,0,1,1,818,10
7,2,1,0,818,10
8,0,4,1,818,10
9,1,4,0,818,10
10,2,4,0,818,10
11,0,2,1,818,10
12,1,1,0,818,10
13,1,3,1,818,10
14,0,2,1,818,10
15,2,1,0,818,10
16,2,3,0,818,10
17,1,1,1,818,10
18,0,3,0,818,10
19,1,4,1,818,10
20,2,1,0,818,10
21,2,4,0,818,10
22,1,3,1,818,10
23,1,2,0,818,10
24,2,1,0,818,10
25,1,2,0,818,10
26,2,3,1,818,10
27,1,3,1,818,10
28,1,4,0,818,10
29,0,3,1,818,10
30,0,4,1,818,10
31,0,2,1,818,10
32,0,3,1,818,10
33,1,3,0,818,10
34,2,3,0,818,10
35,1,4,1,818,10
36,2,4,0,818,10
37,1,4,1,818,10
38,0,3,1,818,10
39,2,3,0,818,10
40,2,4,0,818,10
41,2,1,0,818,10
42,1,3,1,818,10
43,0,3,1,818,10
44,0,2,1,818,10
45,0,4,1,818,10
1,2,2,0,819,10
2,0,3,1,819,10
3,2,4,0,819,10
4,2,3,0,819,10
5,0,4,1,819,10
6,0,3,1,819,10
7,1,1,0,819,10
8,2,2,0,819,10
9,2,2,0,819,10
10,2,3,1,819,10
11,0,3,1,819,10
12,0,1,1,819,10
13,0,1,1,819,10
14,2,3,0,819,10
15,1,3,0,819,10
16,1,4,1,819,10
17,2,2,0,819,10
18,1,1,1,819,10
19,1,3,1,819,10
20,2,1,0,819,10
21,0,4,1,819,10
22,0,2,1,819,10
23,1,3,1,819,10
24,1,4,0,819,10
25,1,4,1,819,10
26,0,3,1,819,10
