Subject,a_gain,a_loss,beta,iProbA,iProbB,iProbC,iprobA,iprobB,iprobC
1.0,0.36741320740249256,0.6450739808870724,0.14592163152602647,,,,0.9985647198729467,0.994152844201411,0.010227005953622036
2.0,0.23561257346040276,0.13242477507229777,0.12579572739164746,,,,0.26251088682401713,0.7240815192791386,0.3312248523140964
3.0,0.76656806374647,0.21286055117395714,0.08102230298962057,,,,1.0,0.9411816202758225,0.8237538971260615
4.0,0.18074833516295863,0.013383435901421992,0.15731679431988155,,,,0.5745310238663085,0.42530256546091494,0.19350407836898645
5.0,0.09848323822447203,0.012390480282634564,0.5521541225062596,,,,0.6145555674227724,0.4974263581297712,0.7248140754689621
6.0,0.156586833127726,0.1558680116066373,0.5079629133424716,,,,0.9692878249511948,0.7180869555859429,0.16550455430714728
7.0,0.970963886672384,0.200736604756615,0.11327367207136776,,,,0.9999999998819614,0.1483566371435156,0.2996058906973271
8.0,0.2021713403028368,0.4012365375958442,0.657682475927268,,,,0.7626439642538418,0.3889848994577987,0.10229453577625597
9.0,0.9814038498096898,0.24253116161463717,0.037432440560385416,,,,0.9999999999905802,0.14152809135771416,0.5372324852536189
10.0,0.544615113952415,0.044136762464286196,0.6293511101494486,,,,0.3811328245138722,0.2698069064019655,0.6079114208087023
11.0,0.8503877792127351,0.10247970617415693,0.4254620450963099,,,,0.9999900406207229,0.5482689123010116,0.35268396983869355
12.0,0.18714795524123976,0.08534491594455977,0.5529134583227884,,,,0.7509108053801007,0.4054937491317695,0.47805864420162153
13.0,0.04740122784853552,0.9746143757642326,0.18607156722221935,,,,0.22485720669205173,0.3204945859705466,9.139288843143424e-11
14.0,0.9132976062947776,0.17443271411864006,0.5994397740006281,,,,1.0,0.30270244126761153,0.1615383344351339
15.0,0.03819722531612402,0.09008072999216943,0.6063701261465579,,,,0.5176813365546393,0.37619259911720115,0.427083512680865
16.0,0.4582237757116551,0.05713347548562696,0.13657670149287907,,,,0.9999999910521381,0.8832051670111809,0.0007648241004332873
17.0,0.2933313120826793,0.025764735918765443,0.271061060884616,,,,0.8817893576910872,0.9293155146453913,0.5595631741165488
18.0,0.4391654461656362,0.8596333216450162,1e-10,,,,6.012971050353058e-06,0.16167523089435828,2.2909351965396897e-09
19.0,0.014861573967132835,0.22161416945574897,0.06835699130172534,,,,0.4365149882809304,0.612945330559128,0.16578238815412313
20.0,0.29005033630002386,0.1711537503963022,0.1967966013331316,,,,0.5942031984751449,0.9702396400815773,0.2887244431041572
21.0,0.1285581700749816,0.09255122547496379,0.5576800817081569,,,,0.9229173348097705,0.4981917074354376,0.28908831292178433
22.0,-6.938893903907228e-18,0.41733002012648424,0.23827713642052223,,,,0.3933678257690998,1.0,0.0003035102753358478
23.0,0.11892744046472192,0.4141983163139997,0.007934010495848853,,,,0.927290185319239,0.11731700604206348,0.03617892213530046
24.0,0.010705518465219055,0.0016473429795265115,0.7571323179180697,,,,0.5614140560304844,0.42958650271171833,0.1634628563336219
25.0,0.807232494324104,0.8081268654706945,1e-10,,,,1.0,0.32080762847005223,4.508932428969069e-07
26.0,0.14447184188433504,0.7033523108287655,0.3983555489356362,,,,0.7089445051318286,0.24340843397393452,0.03815826682939526
27.0,0.13581888901809114,0.031077767231609488,0.13774575961595292,,,,0.799837364639076,0.29810944089189795,0.4107531501427832
28.0,0.35361226424114545,0.5706698644425281,0.3284673874207682,,,,0.30983988521895545,0.6876948497861495,0.17395698546238209
29.0,0.5307587712785306,0.8342876112610034,1e-10,,,,1.0,1.0,1.946947322180002e-07
30.0,0.06567422282441981,0.22957270933710672,0.08355161219359497,,,,0.5217033415277155,0.46227279296545754,0.031305706927638816
31.0,0.1490725776100721,0.10856439138871532,0.10011632987973695,,,,0.6051169601899867,0.6299813369091383,0.6813496729963895
32.0,0.10783401582564345,0.4404676590379457,0.512562452676077,,,,0.6053299721014465,0.33082117679548234,0.07124514780175101
33.0,0.17204447901158515,0.25881184651282385,0.1782482556081076,,,,0.9973853124727386,0.5485344629720218,0.16402360787401465
34.0,0.06259237308163679,0.4562880872918621,0.32387973786765123,,,,0.11680797356908491,0.13655197457410878,0.18067410669579753
35.0,0.940587868149811,0.2264895461066543,0.07495977618968351,,,,0.9999981332390572,0.9999999998901595,0.3014642353872445
36.0,0.042476614082964215,0.01851750560575205,0.8438717118883684,,,,0.5635231037509799,0.484820896052396,0.5079220672832591
37.0,0.25018416370548957,0.1290346759554003,0.10692907426255782,,,,0.6768386853140407,0.9672882719533894,0.6817779764867427
38.0,0.13999242341807785,0.09769067261071732,0.20068893675223015,,,,0.9996371300922711,0.7825002297485218,0.06848316916461661
39.0,0.02065401006363302,0.9675110806045717,0.11472396470199758,,,,0.4246401511931767,0.45613988753766027,0.8542594569855657
40.0,0.11325877692582098,0.024475350168175116,0.5244355213635683,,,,0.8601679293814416,0.7126045658642125,0.07987601722633267
41.0,0.5270956993295333,0.0213933333637317,0.2552386439562904,,,,0.9947230257967469,0.7492092787320341,0.6072965005020882
42.0,0.05856439249233236,0.75549742177254,0.33959631650010547,,,,0.5651042487781675,0.7002494930645883,0.04716666032399883
43.0,0.4924987015875262,0.12963393085903605,0.08423197928020101,,,,0.9999962623041095,0.9905162954312056,0.2712556008412089
44.0,0.43532124496805913,0.43938408190064304,0.24236803639812132,,,,0.9910594580154506,0.828560933956707,0.30796411290692705
45.0,0.09528777895111962,0.05840653297299814,0.1257140642076694,,,,0.6695373266762565,0.7410129759940052,0.7225831941485812
46.0,0.6596301019912678,0.12131453316576526,0.9000505369876662,,,,0.9666169137522793,0.2516372425866401,0.5110744482304568
