Subject,alpha,beta
130.0,0.36391366154000937,1e-10
131.0,0.0077920452001341975,20.0
132.0,0.0,1e-10
133.0,0.0,1e-10
134.0,1.0,0.09074174832988303
135.0,0.9999999756508477,0.13987253956496373
136.0,1.0,0.04467019218424811
137.0,0.2774352982233711,0.7005476945515249
138.0,0.0,1e-10
139.0,1.0,20.0
140.0,0.0,1e-10
141.0,1.0,0.44873797835924256
142.0,0.0,1e-10
143.0,0.0250529334605904,20.0
144.0,0.005957295012679181,11.53336872983787
145.0,0.0,1e-10
146.0,0.0,1e-10
147.0,0.0,1e-10
148.0,0.0,1e-10
149.0,1.0,0.0813418848557888
150.0,0.0,1e-10
151.0,0.0,1e-10
152.0,1.0,0.2871649788877522
153.0,0.002008982951875098,20.0
154.0,1.0,0.09074174668363941
155.0,0.3078456408100059,0.5188625268927087
156.0,0.18530910931708164,0.3639144450875555
157.0,1.0,0.026715157480248174
158.0,1.0,0.2578734955857559
159.0,0.7019984148092644,0.7537533512679415
160.0,0.0,1e-10
161.0,1.0,0.13987253684020495
162.0,1.0,0.2578734951069791
163.0,0.2798844208667402,0.9213571112197717
164.0,0.0,1e-10
165.0,1.0,0.06743666440352956
166.0,1.0,0.19435665899170962
167.0,1.0,0.206181040536994
168.0,0.004242451461947365,20.0
169.0,1.0,14.701868301425451
170.0,1.0,0.13987253778514244
171.0,1.0,0.19435666002089558
172.0,1.0,0.33733369559004467
173.0,1.0,0.20618104335893545
174.0,0.0,1e-10
175.0,1.0,0.44873798705137025
176.0,1.0,0.2061810466500918
177.0,0.0033305421757863583,20.0
178.0,0.0029250384901850714,20.0
179.0,0.002248604658578843,20.0
180.0,1.0,0.5927683233076251
181.0,0.0,1e-10
182.0,1.0,0.25787349106667584
183.0,0.0,1e-10
184.0,0.0,1e-10
185.0,0.0,1e-10
186.0,0.55407617129441,0.11688906644220512
187.0,1.0,0.6456942566135916
188.0,1.0,18.280025388076247
189.0,1.0,13.621885385098434
190.0,0.642214193278663,0.3498294900210046
191.0,0.005085547191783397,20.0
192.0,0.0076293150703038125,20.0
193.0,1.0,0.2061810482837249
194.0,1.0,0.0674366631794732
195.0,1.0,0.6456942320621287
196.0,1.0,0.28716498229346166
197.0,1.0,0.09074174807115638
198.0,0.01363630678772689,20.0
199.0,1.0,0.04467019023611894
200.0,1.0,0.4916104556374966
201.0,1.0,0.4487379737752846
202.0,1.0,0.592768309697201
203.0,0.018616899372748522,20.0
204.0,1.0,0.19435665570829708
205.0,0.4742896203774523,0.43471549073727134
206.0,1.0,0.1398725415443353
207.0,1.0,16.194649645307006
208.0,1.0,0.19435665056277282
209.0,0.3178782783494722,0.9033803299412803
210.0,0.560386205907186,0.007279407088084925
211.0,1.0,16.147089632644835
212.0,1.0,0.2246654635766962
213.0,1.0,0.19435665211368194
214.0,0.7957451991149721,0.5639216901355111
215.0,0.7245335778952451,0.5443569288613319
216.0,1.0,0.08134188291641127
217.0,0.0,1e-10
218.0,1.0,0.04467018649395589
219.0,0.0,0.38406362686778994
220.0,0.0,1e-10
221.0,0.0,1e-10
222.0,0.19724330873755466,0.22647256661174325
223.0,0.3158576977756483,0.2965050794293686
224.0,0.02486792444943625,20.0
225.0,0.002699040224014844,20.0
226.0,0.025529345135980305,20.0
227.0,1.0,0.25787349804062076
228.0,0.0,1e-10
229.0,0.0232912048097513,20.0
230.0,1.0,13.197100413445208
231.0,1.0,9.907033049316572
232.0,0.01661866713874609,20.0
233.0,1.0,0.13987253941817068
234.0,1.0,0.1398725371255779
235.0,0.013057938165091858,20.0
236.0,0.0,1e-10
237.0,1.0,12.03647481054341
238.0,0.014631526848522354,20.0
239.0,0.11145781614014662,20.0
240.0,0.004436726805808295,20.0
241.0,1.0,13.845527825240644
242.0,0.019857888501824034,20.0
243.0,1.0,0.0907417476430333
244.0,0.020873115608880295,20.0
245.0,1.0,0.3984999012390181
246.0,0.025529344954835838,20.0
247.0,1.0,20.0
248.0,0.0026071660295729025,20.0
249.0,0.00777041352685438,20.0
250.0,0.022606768561335668,20.0
251.0,0.012108174342245356,20.0
252.0,0.41103513013789833,12.79208316149101
253.0,0.001883096112661361,20.0
254.0,0.0,1e-10
255.0,0.0,1e-10
256.0,0.0,1e-10
257.0,1.0,1e-10
258.0,0.0,1e-10
259.0,0.02796740259384209,20.0
260.0,0.019365034647624572,20.0
261.0,0.018616899331842872,20.0
262.0,0.007893704214018693,20.0
263.0,1.0,0.13987254068448515
264.0,1.0,0.08134188608041888
265.0,1.0,15.860592197054105
266.0,1.0,12.793935381495594
267.0,0.6899004556490569,0.9387397951688835
268.0,1.0,0.19435665245187037
269.0,1.0,0.2246654634020725
270.0,0.002256399951274741,20.0
271.0,0.9139129701851773,20.0
272.0,0.059853054005648276,20.0
273.0,0.3712789268049603,15.686631652493132
274.0,1.0,16.41123612725727
275.0,1.0,15.514199348951802
276.0,0.009701433832403265,20.0
277.0,0.9011183565202537,14.079237812236155
278.0,1.0,14.727500646080781
279.0,0.025910612791123614,20.0
280.0,1.0,0.39849988727305663
281.0,0.02351989430382928,20.0
282.0,1.0,0.026715159607728238
283.0,1.0,13.432267527068804
284.0,1.0,17.258338927787225
285.0,1.0,0.6456942461395963
286.0,0.014027205392745578,20.0
287.0,0.0,1e-10
288.0,1.0,0.08134188023375792
289.0,0.005073812734412133,20.0
290.0,0.002256403198623447,20.0
291.0,0.0,1e-10
292.0,0.0,1e-10
293.0,0.0045197536630095635,20.0
294.0,0.0,1e-10
295.0,1.0,15.222664545024847
296.0,1.0,12.012485994456775
297.0,1.0,8.457240527831347
298.0,0.01208451630150598,20.0
299.0,1.0,0.0907417434410214
300.0,1.0,0.06743666197711802
301.0,1.0,12.827438758678367
302.0,1.0,12.721825725153398
303.0,0.4748172991403155,1.3598793493514956
304.0,0.007527203474115482,20.0
305.0,0.02087311786083351,20.0
306.0,1.0,0.13987253784920006
307.0,1.0,18.412680155711698
308.0,1.0,17.23109686754213
309.0,1.0,12.632050856810908
310.0,0.02116371571656669,20.0
311.0,0.013793764703340435,20.0
312.0,0.5929729043101877,0.2374352618353114
313.0,1.0,11.02461953186584
314.0,1.0,13.232512791401689
315.0,0.01995053976462983,20.0
316.0,1.0,20.0
317.0,0.010185136107255013,20.0
318.0,0.014027206274246041,20.0
319.0,1.0,15.10841551734736
320.0,1.0,20.0
321.0,0.030637217498845633,20.0
322.0,1.0,11.326293024656787
323.0,1.0,0.026715164757159564
324.0,0.011538284196061194,20.0
325.0,0.0,1e-10
326.0,0.0,1e-10
327.0,0.0033601576367787806,20.0
328.0,0.0,1e-10
329.0,0.0,1e-10
330.0,1.0,0.33733369004460084
331.0,1.0,14.115297146972974
332.0,1.0,20.0
333.0,1.0,12.041254157857344
334.0,1.0,0.09074174795135248
335.0,0.002604700773085181,20.0
336.0,0.0,1e-10
337.0,1.0,16.75902109325901
338.0,1.0,11.956033559412832
339.0,0.019256907921541784,20.0
340.0,0.631403993532339,0.5342596788026062
341.0,1.0,0.19435665499837768
342.0,0.0,1e-10
343.0,1.0,14.342470393475306
344.0,1.0,19.537854655842942
345.0,1.0,15.887354409678673
346.0,1.0,11.882663567743164
347.0,0.024176684082274087,20.0
348.0,0.0,1e-10
349.0,1.0,15.31802260368424
350.0,1.0,13.154929724001947
351.0,0.030448337077173395,20.0
352.0,1.0,16.277669096331525
353.0,0.024176684280549626,20.0
354.0,0.999999991704462,0.33733369283163206
355.0,1.0,12.344352369376994
356.0,1.0,15.917417278264086
357.0,1.0,20.0
358.0,0.5667523836913374,0.7917708076550022
359.0,0.01009749760761168,20.0
360.0,1.0,0.4487379810503825
361.0,0.0,1e-10
362.0,0.00260470159986687,20.0
363.0,0.0,1e-10
364.0,0.0,1e-10
365.0,0.13969362957978812,0.5172044604026426
366.0,0.0,1e-10
367.0,1.0,13.866582755817777
368.0,0.024176684371673383,20.0
369.0,1.0,0.20618104606579243
370.0,0.015626292615402618,20.0
371.0,0.6217803447147426,0.41473407745961793
372.0,0.6679816730417744,0.21080406740949004
373.0,1.0,11.014501978368557
374.0,1.0,11.261746005200246
375.0,1.0,14.296620161278753
376.0,0.027594730840901083,20.0
377.0,1.0,0.20618103952462272
378.0,0.18027449146260505,0.775886493345939
379.0,1.0,13.003749158441277
380.0,1.0,12.668353552310323
381.0,0.356307542260497,1.1184155673609586
382.0,1.0,0.44873797545397986
383.0,0.015626294301444296,20.0
384.0,0.4491166786035583,0.9621087032862413
385.0,1.0,13.198380845257013
386.0,1.0,20.0
387.0,1.0,14.67867870312543
388.0,0.42680175056792363,1.5128668830212797
389.0,0.016014061414189745,20.0
390.0,1.0,0.4487379750782038
391.0,1.0,13.491799959002892
392.0,1.0,17.19378940571442
393.0,1.0,13.832204185736254
394.0,1.0,18.830108572408598
395.0,0.4084694817131836,1.580764950573972
396.0,0.0,1e-10
397.0,0.0016924418244065305,20.0
398.0,1.0,0.0674366606783734
399.0,0.003425836487749165,20.0
400.0,0.0,1e-10
401.0,0.0,1e-10
402.0,0.0,1e-10
403.0,1.0,17.656091779982482
404.0,1.0,20.0
405.0,1.0,0.44873798405532106
406.0,0.4985068948318165,0.45067675780899696
407.0,0.00968945571832969,20.0
408.0,1.0,0.2578734961531153
409.0,1.0,17.988397838324413
410.0,1.0,16.681803944421887
411.0,1.0,12.421933842590837
412.0,1.0,19.57251707979359
413.0,1.0,0.3984998879402267
414.0,0.010897231141686161,20.0
415.0,0.97016126928312,7.195861988167576
416.0,1.0,17.179668657078444
417.0,1.0,14.367852736127407
418.0,1.0,0.3373336992852999
419.0,0.006048679637745759,20.0
420.0,1.0,0.2871649830657488
421.0,1.0,16.429999882447262
422.0,0.9493791873782657,8.204878637230026
423.0,1.0,12.60125435426036
424.0,0.025910613712603055,20.0
425.0,0.012444803220728004,20.0
426.0,0.25478584158706263,1.368460262653024
427.0,1.0,19.031493452272855
428.0,1.0,20.0
429.0,0.6695894592268172,0.5037918247253734
430.0,1.0,14.580436966765822
431.0,1.0,0.44873797950000854
432.0,1.0,18.908780022912268
433.0,0.0,1e-10
434.0,0.0,1e-10
435.0,0.0,1e-10
436.0,0.007527205191004291,20.0
437.0,0.007862240137949136,20.0
438.0,1.0,0.09074174638858226
439.0,0.04982101103940496,20.0
440.0,0.012060148315544212,20.0
441.0,1.0,0.28716497717328954
442.0,1.0,0.5291336577657834
443.0,0.010071682991855846,20.0
444.0,0.0,0.9559216000725457
445.0,0.015352926426964912,20.0
446.0,1.0,10.987396166894984
447.0,0.33138866206216283,0.42208005353996203
448.0,1.0,0.090741746261772
449.0,0.0,1e-10
450.0,0.0,1e-10
451.0,1.0,0.19435666198741874
452.0,0.013011417238840818,20.0
453.0,0.18477581013677477,20.0
454.0,0.4985068024162594,0.45067690008851324
455.0,0.0018371050448932596,20.0
456.0,1.0,0.09074174280790925
457.0,1.0,0.13987254122816842
458.0,0.0,1e-10
459.0,0.0453614311742211,20.0
460.0,0.010581646089224085,20.0
461.0,0.024822718132579722,20.0
462.0,0.0,1e-10
463.0,0.6834476391464505,0.20465729606258745
464.0,0.04464642808306578,20.0
465.0,0.002732330864177273,20.0
466.0,0.010897230860429073,20.0
467.0,0.30610546887527923,0.6735621001241484
468.0,0.005954453927013144,20.0
469.0,0.0,1e-10
470.0,0.0,1e-10
471.0,1.0,0.13987253885577336
472.0,0.0,1e-10
473.0,0.0,1e-10
474.0,0.0011140700761456922,20.0
475.0,1.0,20.0
476.0,0.016014061222102367,20.0
477.0,0.018503416694643653,20.0
478.0,0.009344338174708075,20.0
479.0,0.058917612132734325,20.0
480.0,0.0,1e-10
481.0,1.0,15.420954450546237
482.0,1.0,20.0
483.0,0.010897231037254042,20.0
484.0,1.0,0.4916104620628846
485.0,0.6697504238675842,0.5036707239413635
486.0,0.0,1e-10
487.0,1.0,14.952696928485809
488.0,0.02759473111230334,20.0
489.0,0.025446704308049378,20.0
490.0,0.18417081589936268,20.0
491.0,0.01995053737935005,20.0
492.0,1.0,0.20618104241160304
493.0,1.0,13.672124601180387
494.0,1.0,13.607593837148855
495.0,1.0,16.32173426944341
496.0,0.6089258169743536,0.4990161606710272
497.0,1.0,0.3373336931928643
498.0,1.0,0.13987253590129758
499.0,1.0,13.282416217972871
500.0,1.0,15.042722942582484
501.0,0.027594731135665806,20.0
502.0,1.0,0.3984998982966329
503.0,0.043911685922658476,20.0
504.0,0.0,1e-10
505.0,1.0,0.04467018658313404
506.0,1.0,0.19435665551602335
507.0,0.007683967818460885,20.0
508.0,1.0,1e-10
509.0,0.0,1e-10
510.0,0.0,1e-10
511.0,1.0,16.446342332200462
512.0,1.0,15.402426702512857
513.0,1.0,0.3373336883681383
514.0,0.21586524216020977,1.0407671905138896
515.0,1.0,0.3373336906526001
516.0,1.0,0.2578734972887745
517.0,1.0,20.0
518.0,1.0,20.0
519.0,0.013636306983574204,20.0
520.0,0.018616898891736487,20.0
521.0,1.0,0.0813418804702624
522.0,1.0,0.6456942419664742
523.0,1.0,12.292402153708084
524.0,1.0,13.969263459144159
525.0,0.7354564745448682,0.877950319567564
526.0,1.0,0.5291336526709739
527.0,0.010898714202972452,20.0
528.0,0.0,1e-10
529.0,0.9090045046550493,15.028770660630029
530.0,1.0,16.243093834909953
531.0,1.0,0.39849989761361065
532.0,1.0,14.518775802154144
533.0,0.4146414713215238,0.8135550953625583
534.0,1.0,0.13987254356195114
535.0,1.0,17.10552486142182
536.0,1.0,18.571840476117437
537.0,1.0,15.417610185714638
538.0,0.02788982897041717,20.0
539.0,1.0,13.374176391037983
540.0,1.0,0.0813418830753222
541.0,1.0,0.33733369099731675
542.0,0.0,1e-10
543.0,0.0,1e-10
544.0,1.0,0.09074174757040812
545.0,0.0,1e-10
546.0,0.0034212148548217226,20.0
547.0,0.9405658502076473,13.964946700583388
548.0,1.0,16.000880711204566
549.0,1.0,18.35811063695592
550.0,0.3753758495842369,1.1954364829177757
551.0,1.0,0.2578734964983842
552.0,1.0,0.04467018906185524
553.0,1.0,20.0
554.0,1.0,15.14107544726586
555.0,1.0,13.35504239882411
556.0,0.89236493005662,0.718135391716417
557.0,0.0246744533673839,20.0
558.0,0.0,1e-10
559.0,1.0,15.257353187085938
560.0,1.0,14.385380009278636
561.0,1.0,12.053141797909568
562.0,1.0,17.82484817623814
563.0,1.0,0.20618104463382547
564.0,0.13309148995286615,1.6176966338797396
565.0,1.0,13.342424797046018
566.0,1.0,16.890380607604072
567.0,1.0,20.0
568.0,1.0,16.39051133701775
569.0,1.0,16.519102964608077
570.0,1.0,0.09074174747010963
571.0,1.0,11.924430031683626
572.0,1.0,12.469950198396463
573.0,1.0,14.188172924206043
574.0,1.0,11.701110061326647
575.0,1.0,20.0
576.0,1.0,0.1943566557562807
577.0,0.0060866089384352725,20.0
578.0,0.0,1e-10
579.0,0.0,1e-10
580.0,0.0,1e-10
581.0,0.0,1e-10
582.0,0.0,1e-10
583.0,1.0,17.505073795142632
584.0,1.0,12.341143772341978
585.0,0.08657346105616895,20.0
586.0,1.0,0.4487379805984099
587.0,0.016629048313759047,20.0
588.0,0.0,1e-10
589.0,1.0,19.53523152441703
590.0,1.0,13.919249081606218
591.0,1.0,16.154815884826608
592.0,1.0,16.438089942004986
593.0,1.0,12.382379903581617
594.0,0.0,1e-10
595.0,1.0,17.0505829981298
596.0,1.0,15.796958556990573
597.0,1.0,13.342933563601054
598.0,1.0,0.6456942339952254
599.0,0.35921034475869645,0.5739841338369995
600.0,0.12545657569422378,3.708363447541234
601.0,1.0,15.923305635468813
602.0,1.0,16.182833624911087
603.0,1.0,14.82774558747111
604.0,0.9847351996110454,7.443607176424068
605.0,0.02116371583658998,20.0
606.0,1.0,0.4916104615938237
607.0,0.7109555147095575,20.0
608.0,1.0,19.08869242808801
609.0,1.0,19.626954593972705
610.0,1.0,14.676896937104285
611.0,1.0,19.860487185362114
612.0,0.23714484046226486,0.5898190308285356
613.0,1.0,0.20618104477823362
614.0,0.00787070356044008,17.829223234822503
615.0,0.0,1e-10
616.0,0.0,1e-10
617.0,1.0,0.0576253062803112
618.0,0.0,1e-10
619.0,1.0,13.73056767191741
620.0,1.0,17.759009785474827
621.0,1.0,0.3373336916598978
622.0,0.8345748904991666,0.8099832305522647
623.0,1.0,0.19435665229036267
624.0,0.7693660214378737,0.5605952481582933
625.0,1.0,16.23472798098731
626.0,1.0,19.54063500671499
627.0,1.0,18.99762465560112
628.0,1.0,0.2578734931618304
629.0,1.0,16.38671847052071
630.0,0.4845754840219914,0.5381770583598329
631.0,1.0,16.28586219349222
632.0,1.0,17.48702637814744
633.0,1.0,13.416484861859907
634.0,1.0,15.397652107666268
635.0,0.8667827789818284,0.5131899259803925
636.0,1.0,0.3984998939504881
637.0,1.0,20.0
638.0,1.0,14.289635427728683
639.0,1.0,14.252040945086968
640.0,1.0,11.734285034075446
641.0,0.3468423770758111,0.5944517080255569
642.0,0.10032036319142144,0.8108212427348117
643.0,1.0,8.29803014108109
644.0,1.0,11.117936866234505
645.0,1.0,15.75180796267301
646.0,0.03044833804587993,20.0
647.0,1.0,12.491072289887084
648.0,0.012084515366286734,20.0
649.0,0.0,1e-10
650.0,1.0,0.13987254259123902
651.0,1.0,0.09074174541287619
652.0,1.0,0.09074174686568516
653.0,0.7135532172620264,0.14883169340303287
654.0,1.0,0.02671516762312175
655.0,1.0,0.08134188092287353
656.0,0.014027207113445897,20.0
657.0,0.004896464430282832,20.0
658.0,0.0,1e-10
659.0,0.016361679177422477,20.0
660.0,1.0,0.1398725365478185
661.0,0.024634960506637292,20.0
662.0,0.9999999987333117,0.4487379889699572
663.0,0.006825955736929903,20.0
664.0,1.0,0.044670190010672975
665.0,0.0016721308112137702,20.0
666.0,0.0,1e-10
667.0,0.0,1e-10
668.0,0.012378867323412101,20.0
669.0,0.010123169369006261,20.0
670.0,0.02118135370802014,20.0
671.0,0.006682041563517156,20.0
672.0,0.0,1e-10
673.0,0.010898712909566852,20.0
674.0,0.007395658147519207,20.0
675.0,0.011028158005663188,20.0
676.0,0.014027207181679923,20.0
677.0,1.0,0.3984998919951849
678.0,0.0,1e-10
679.0,0.00909405717671213,20.0
680.0,0.1841632667303664,20.0
681.0,1.0,17.176853211858326
682.0,0.016629047159706277,20.0
683.0,1.0,0.4487379861413942
684.0,0.0,1e-10
685.0,0.0008372888455552945,20.0
686.0,1.0,0.206181042602565
687.0,0.38759754816188563,0.6653124993450968
688.0,1.0,0.04467019036317806
689.0,0.007893703402110108,20.0
690.0,0.0,1e-10
691.0,0.4136037006562745,1.561142318751205
692.0,0.02664681344226014,20.0
693.0,0.010751933266506196,20.0
694.0,0.010185135974111316,20.0
695.0,0.4161383435821356,0.4954627665325771
696.0,0.007624028560816532,20.0
697.0,1.0,20.0
698.0,1.0,16.02259952403464
699.0,0.999999989346859,0.44873799051921215
700.0,0.017891496713996268,20.0
701.0,1.0,10.686368899503634
702.0,1.0,0.09074174801269014
703.0,1.0,16.92637349972116
704.0,1.0,0.6456942465091244
705.0,0.014624872851785825,20.0
706.0,0.010587777403577749,20.0
707.0,0.04919271889766278,20.0
708.0,1.0,0.337333692045464
709.0,1.0,18.83190352102561
710.0,0.04464642959807543,20.0
711.0,0.01861689953664737,20.0
712.0,1.0,20.0
713.0,0.0055327512936825555,20.0
714.0,1.0,0.09074174737839247
715.0,0.033189228014434045,20.0
716.0,1.0,14.613611760823355
717.0,1.0,17.524573229737133
718.0,1.0,14.893633490308696
719.0,1.0,14.936959673545276
720.0,0.0042424523518126075,20.0
721.0,1.0,0.2578735048802414
722.0,1.0,0.3373336899150492
723.0,0.0,1e-10
724.0,1.0,0.1398725457632979
725.0,0.0,1e-10
726.0,0.0,1e-10
727.0,1.0,14.91967160240697
728.0,1.0,15.703106138590835
729.0,1.0,16.225138681753464
730.0,1.0,0.25787349269917986
731.0,1.0,0.2871649814786446
732.0,0.0034288573657282268,20.0
733.0,1.0,13.106505400721202
734.0,1.0,14.615231066553656
735.0,1.0,0.44873797869670545
736.0,0.09172238589763552,20.0
737.0,0.09034848292045661,20.0
738.0,0.0016692953371942895,20.0
739.0,1.0,14.747861109764425
740.0,1.0,12.564535485877984
741.0,1.0,17.202546304478304
742.0,1.0,0.2871649730382621
743.0,0.006928406535357208,20.0
744.0,0.007862240971708364,20.0
745.0,1.0,13.763285131148312
746.0,1.0,14.223107641051172
747.0,1.0,15.938773852563122
748.0,1.0,20.0
749.0,0.8238569869453612,0.34448103140039255
750.0,0.001344629573467184,20.0
751.0,1.0,16.954705203466084
752.0,1.0,20.0
753.0,0.9903791657671679,0.5985266638711849
754.0,0.022606768194537132,20.0
755.0,0.027594731021339688,20.0
756.0,0.0038219653169548826,20.0
757.0,0.0,1e-10
758.0,0.0,1e-10
759.0,0.010751932937370425,20.0
760.0,0.39704774370061735,0.6737861894570459
761.0,0.0,1e-10
762.0,0.00224171544927071,20.0
763.0,1.0,12.104859416128098
764.0,1.0,15.54322549913358
765.0,0.14984713936285154,20.0
766.0,0.4293238556351054,0.928203480654914
767.0,0.006070653707001656,20.0
768.0,1.0,19.549507700239875
769.0,1.0,13.141567862460002
770.0,1.0,15.774438217841343
771.0,1.0,16.43235912704497
772.0,1.0,16.568776843229795
773.0,1.0,0.3373336929492819
774.0,0.0,1e-10
775.0,1.0,17.984297141938974
776.0,1.0,18.107108520085834
777.0,1.0,0.6456942413701054
778.0,1.0,12.20226443256683
779.0,1.0,13.392007615448355
780.0,1.0,0.5291336530914987
781.0,1.0,12.34234270127488
782.0,1.0,20.0
783.0,1.0,12.579631279351537
784.0,0.030448336623931264,20.0
785.0,0.3224207420675887,1.1695749345466773
786.0,0.0029131216848196566,20.0
787.0,1.0,12.329235814571181
788.0,1.0,12.886452643957366
789.0,1.0,13.759752188449635
790.0,1.0,16.918286897478435
791.0,0.6443130355706164,0.2170878621437789
792.0,1.0,0.13987253469701327
793.0,1.0,9.715742916369027
794.0,1.0,0.33733370457045814
795.0,0.3043488712805866,0.8472957456634884
796.0,0.0,1e-10
797.0,1.0,0.13987254187636985
798.0,0.0,1e-10
799.0,1.0,17.07320731029118
800.0,1.0,17.90222725813318
801.0,1.0,13.190558116362025
802.0,0.41725346914727884,1.4206432573589112
803.0,0.11384292406006169,20.0
804.0,1.0,0.19435665102778218
805.0,1.0,11.819435313074733
806.0,0.9846337508258015,20.0
807.0,1.0,20.0
808.0,1.0,16.155073839558256
809.0,0.02467445253211198,20.0
810.0,0.8310666624228694,0.0023523937814842115
811.0,1.0,14.719147803703786
812.0,1.0,19.74528356098794
813.0,1.0,18.515041807410988
814.0,0.6098632316620407,0.2293506742812004
815.0,1.0,0.13987254240696928
816.0,1.0,0.04467019388280013
817.0,1.0,20.0
818.0,1.0,14.043094467281406
819.0,1.0,11.976426333450114
820.0,1.0,15.189357639275464
821.0,0.016629048783024614,20.0
822.0,0.8208405319799965,0.546681080772575
823.0,1.0,14.117004788447433
824.0,1.0,19.032358142609215
825.0,1.0,15.47550661973056
826.0,0.025529345167671892,20.0
827.0,1.0,0.2061810444235663
828.0,0.006048680890545464,20.0
829.0,0.0020439420384344834,20.0
830.0,1.0,0.09074175162267278
831.0,0.0004426996125549116,19.99999999996897
832.0,0.0,1e-10
833.0,0.0,1e-10
834.0,0.005273709419424692,20.0
835.0,1.0,14.89220684896426
836.0,1.0,13.661617401232071
837.0,0.09289265200349847,20.0
838.0,0.013636306739836313,20.0
839.0,1.0,13.684367283935801
840.0,1.0,0.13987254044976763
841.0,1.0,19.632933134963626
842.0,1.0,15.844535191649843
