"onset"	"duration"	"my_codes"	"trial_type"	"response_time"	"response_key"	"stim_file_left"	"stim_file_right"
2.03188683651388	2	"View"	"Untrustworthy"	2.06297779642045	"2"	"images/silhouette.jpg"	"images/B3f08.jpg"
4.03188683651388	4	"Decision"	"Untrustworthy"	2.06297779642045	"2"	"images/silhouette.jpg"	"images/B3f08.jpg"
18.0471165827475	2	"View"	"Trustworthy"	1.63072175043635	"2"	"images/silhouette.jpg"	"images/A6f04.jpg"
20.0471165827475	4	"Decision"	"Trustworthy"	1.63072175043635	"2"	"images/silhouette.jpg"	"images/A6f04.jpg"
28.0728207258508	2	"View"	"Untrustworthy"	0.871181185822934	"2"	"images/B9f03.jpg"	"images/silhouette.jpg"
30.0728207258508	4	"Decision"	"Untrustworthy"	0.871181185822934	"2"	"images/B9f03.jpg"	"images/silhouette.jpg"
38.0910906186327	2	"View"	"Trustworthy"	1.43355254549533	"1"	"images/A3f08.jpg"	"images/silhouette.jpg"
40.0910906186327	4	"Decision"	"Trustworthy"	1.43355254549533	"1"	"images/A3f08.jpg"	"images/silhouette.jpg"
52.121461363975	2	"View"	"Trustworthy"	2.24146523233503	"2"	"images/silhouette.jpg"	"images/A2f03.jpg"
54.121461363975	4	"Decision"	"Trustworthy"	2.24146523233503	"2"	"images/silhouette.jpg"	"images/A2f03.jpg"
64.1256574944127	2	"View"	"Trustworthy"	0.800919894594699	"2"	"images/silhouette.jpg"	"images/A2f03.jpg"
66.1256574944127	4	"Decision"	"Trustworthy"	0.800919894594699	"2"	"images/silhouette.jpg"	"images/A2f03.jpg"
74.1424824071582	2	"View"	"Untrustworthy"	0.900074524572119	"1"	"images/silhouette.jpg"	"images/B2f03.jpg"
76.1424824071582	4	"Decision"	"Untrustworthy"	0.900074524572119	"1"	"images/silhouette.jpg"	"images/B2f03.jpg"
86.1716050086543	2	"View"	"Neutral"	1.24238797137514	"2"	"images/C9f08.jpg"	"images/silhouette.jpg"
88.1716050086543	4	"Decision"	"Neutral"	1.24238797137514	"2"	"images/C9f08.jpg"	"images/silhouette.jpg"
100.177559577161	2	"View"	"Trustworthy"	1.16692816629075	"2"	"images/A1f07.jpg"	"images/silhouette.jpg"
102.177559577161	4	"Decision"	"Trustworthy"	1.16692816629075	"2"	"images/A1f07.jpg"	"images/silhouette.jpg"
110.204611419933	2	"View"	"Untrustworthy"	1.24371405318379	"1"	"images/silhouette.jpg"	"images/B9f08.jpg"
112.204611419933	4	"Decision"	"Untrustworthy"	1.24371405318379	"1"	"images/silhouette.jpg"	"images/B9f08.jpg"
124.211290185107	2	"View"	"Trustworthy"	1.08455066243187	"2"	"images/silhouette.jpg"	"images/A9f08.jpg"
126.211290185107	4	"Decision"	"Trustworthy"	1.08455066243187	"2"	"images/silhouette.jpg"	"images/A9f08.jpg"
136.248806185089	2	"View"	"Trustworthy"	0.833452420774847	"1"	"images/A6f04.jpg"	"images/silhouette.jpg"
138.248806185089	4	"Decision"	"Trustworthy"	0.833452420774847	"1"	"images/A6f04.jpg"	"images/silhouette.jpg"
146.260871197795	2	"View"	"Trustworthy"	2.51731870905496	"1"	"images/A1f07.jpg"	"images/silhouette.jpg"
148.260871197795	4	"Decision"	"Trustworthy"	2.51731870905496	"1"	"images/A1f07.jpg"	"images/silhouette.jpg"
164.278722956544	2	"View"	"Untrustworthy"	1.00009557348676	"2"	"images/B7f03.jpg"	"images/silhouette.jpg"
166.278722956544	4	"Decision"	"Untrustworthy"	1.00009557348676	"2"	"images/B7f03.jpg"	"images/silhouette.jpg"
174.307577041909	2	"View"	"Trustworthy"	2.07585689006373	"1"	"images/silhouette.jpg"	"images/A8f08.jpg"
176.307577041909	4	"Decision"	"Trustworthy"	2.07585689006373	"1"	"images/silhouette.jpg"	"images/A8f08.jpg"
190.404962993925	2	"View"	"Random"	0.829628344159573	"2"	"images/silhouette.jpg"	"images/Random4.jpg"
192.404962993925	4	"Decision"	"Random"	0.829628344159573	"2"	"images/silhouette.jpg"	"images/Random4.jpg"
200.428844414419	2	"View"	"Trustworthy"	0.706068915314972	"1"	"images/A3f04.jpg"	"images/silhouette.jpg"
202.428844414419	4	"Decision"	"Trustworthy"	0.706068915314972	"1"	"images/A3f04.jpg"	"images/silhouette.jpg"
212.430796843953	2	"View"	"Trustworthy"	1.88358696340583	"2"	"images/A5f08.jpg"	"images/silhouette.jpg"
214.430796843953	4	"Decision"	"Trustworthy"	1.88358696340583	"2"	"images/A5f08.jpg"	"images/silhouette.jpg"
224.448488744674	2	"View"	"Untrustworthy"	2.66732468246482	"2"	"images/B2f07.jpg"	"images/silhouette.jpg"
226.448488744674	4	"Decision"	"Untrustworthy"	2.66732468246482	"2"	"images/B2f07.jpg"	"images/silhouette.jpg"
234.505145607516	2	"View"	"Random"	0.946479995036498	"2"	"images/silhouette.jpg"	"images/Random5.jpg"
236.505145607516	4	"Decision"	"Random"	0.946479995036498	"2"	"images/silhouette.jpg"	"images/Random5.jpg"
246.51574971131	2	"View"	"Untrustworthy"	1.16660162364133	"2"	"images/silhouette.jpg"	"images/B6f04.jpg"
248.51574971131	4	"Decision"	"Untrustworthy"	1.16660162364133	"2"	"images/silhouette.jpg"	"images/B6f04.jpg"
256.531313964631	2	"View"	"Trustworthy"	1.10136249079369	"2"	"images/silhouette.jpg"	"images/A6f08.jpg"
258.531313964631	4	"Decision"	"Trustworthy"	1.10136249079369	"2"	"images/silhouette.jpg"	"images/A6f08.jpg"
274.549811413279	2	"View"	"Neutral"	2.56733207800426	"1"	"images/silhouette.jpg"	"images/C7f03.jpg"
276.549811413279	4	"Decision"	"Neutral"	2.56733207800426	"1"	"images/silhouette.jpg"	"images/C7f03.jpg"
284.568139901385	2	"View"	"Trustworthy"	0.549724941840395	"2"	"images/A7f07.jpg"	"images/silhouette.jpg"
286.568139901385	4	"Decision"	"Trustworthy"	0.549724941840395	"2"	"images/A7f07.jpg"	"images/silhouette.jpg"
296.582422446227	2	"View"	"Untrustworthy"	3.11703085084446	"2"	"images/B6f04.jpg"	"images/silhouette.jpg"
298.582422446227	4	"Decision"	"Untrustworthy"	3.11703085084446	"2"	"images/B6f04.jpg"	"images/silhouette.jpg"
308.60355214728	2	"View"	"Neutral"	1.34933639015071	"2"	"images/silhouette.jpg"	"images/C4f03.jpg"
310.60355214728	4	"Decision"	"Neutral"	1.34933639015071	"2"	"images/silhouette.jpg"	"images/C4f03.jpg"
322.619027653942	2	"View"	"Trustworthy"	0.732947815675288	"1"	"images/A7f03.jpg"	"images/silhouette.jpg"
324.619027653942	4	"Decision"	"Trustworthy"	0.732947815675288	"1"	"images/A7f03.jpg"	"images/silhouette.jpg"
332.634857009631	2	"View"	"Trustworthy"	0.83373515913263	"2"	"images/silhouette.jpg"	"images/A5f03.jpg"
334.634857009631	4	"Decision"	"Trustworthy"	0.83373515913263	"2"	"images/silhouette.jpg"	"images/A5f03.jpg"
