Subject,alpha,beta,llh
sub-2013_1,0.10909695126543767,0.7530006078785841,49.213181113947506
sub-2013_2,0.025010524931884593,2.3536340945489065,54.59004499801695
sub-2013_3,0.003098547030452215,20.0,55.35852976481155
sub-2013_4,0.0017544655437374238,20.0,54.95980154940835
sub-2013_5,0.003364250245944929,20.0,50.751194864988896
sub-2013_6,0.0032090531578522832,20.0,49.79399498172535
sub-2013_7,0.06437945961352022,0.8355841911869851,53.42992770622329
sub-2013_8,0.15918251056999347,0.8421212067627585,48.14209447423876
sub-2013_9,0.30860011384446934,0.5754364658865476,42.752250384351925
sub-2013_10,0.05915896248898372,1.4017282449561745,48.76654526266723
sub-2007_1,0.3384097714654157,0.33565250546581543,53.2585471534784
sub-2007_2,0.7797572060253822,0.1436553886398883,58.79121007863193
sub-2007_3,0.03362586200670564,0.8895348447296682,59.26177914456296
sub-2007_4,0.0023574460060872176,20.0,54.261550425695155
sub-2007_5,0.0028382161654558905,20.0,51.89569832153146
sub-2007_6,0.20410765237298206,0.2315052316171533,58.84056629786276
sub-2007_7,1.0,0.2223590901395437,52.7934781438327
sub-2007_8,0.16789334862347652,0.2941044627570231,58.71895437913332
sub-2007_9,1.0,0.18857880028351262,55.33976541462404
sub-2007_10,0.30392172410610774,0.33450676955386227,51.745658090934555
sub-2006_1,0.0,1e-10,62.383246250395004
sub-2006_2,0.0,1e-10,62.383246250395004
sub-2006_3,1.0,0.02543870617324247,62.230739756652476
sub-2006_4,0.00013068948153536854,6.8203518144551145,62.37918170382052
sub-2006_5,0.33765603742100747,0.12562694168352984,60.58308048618953
sub-2006_6,1.0,0.010259167899887157,62.360166231274505
sub-2006_7,0.0,1e-10,62.383246250395004
sub-2006_8,0.37234393827740025,0.04722338419866832,62.13158711858552
sub-2006_9,0.00015150924555753235,14.951937634040068,62.35612543473879
sub-2006_10,0.0007655951280655903,14.555386532740975,62.051222971743165
sub-2012_1,0.16214685508541163,0.008418060288586701,62.37840662551711
sub-2012_2,0.0,1e-10,62.383246250395004
sub-2012_3,0.0004985974587456094,20.0,61.46127584422704
sub-2012_4,0.00034695503946389583,6.290700695176655,62.36358875625578
sub-2012_5,1.0,0.04247055526145031,61.9701070761002
sub-2012_6,0.0,1e-10,62.383246250395004
sub-2012_7,0.0004133865633307977,20.0,62.26588557748499
sub-2012_8,0.0,1e-10,62.383246250395004
sub-2012_9,0.0,1e-10,62.383246250395004
sub-2012_10,0.00021714407189631657,20.0,62.256556554114255
sub-2004_1,0.2491449749762089,1.3878010832616319,26.59256552921284
sub-2004_2,0.008801983579684463,20.0,33.74579103993191
sub-2004_3,0.33850588560785505,0.6266523118743561,49.02240448635212
sub-2004_4,0.09726617695140324,1.081407628898984,47.72972937961708
sub-2004_5,0.024576341328527096,9.367156642592002,30.857739517511163
sub-2004_6,0.08354587789398109,2.001008224354222,41.38827125818578
sub-2004_7,0.3288950223502974,0.7968732573813913,34.4836457356102
sub-2004_8,0.4381978510923929,0.6734754505333167,39.392714626970935
sub-2004_9,0.045737354871508464,4.75114392256103,34.61140319923735
sub-2004_10,0.35062059202218687,0.6504420591050613,39.959204257287354
sub-2010_1,0.0,1e-10,62.383246250395004
sub-2010_2,1.0,0.05762529981527596,61.608576240803465
sub-2010_3,0.0,1e-10,62.383246250395004
sub-2010_4,0.0001937053227550394,0.9589125359090359,62.38296785693962
sub-2010_5,1.0,0.01906526950395586,62.29749227411802
sub-2010_6,1.0,0.12430978627623328,59.182449574552635
sub-2010_7,0.0,1e-10,62.383246250395004
sub-2010_8,0.0,1e-10,62.383246250395004
sub-2010_9,0.0,1e-10,62.383246250395004
sub-2010_10,0.0,1e-10,62.383246250395004
sub-2038_1,0.0,1e-10,62.383246250395004
sub-2038_2,0.09554074217958713,0.2641698361877567,60.8869908031904
sub-2038_3,1.0,0.031827956201260756,62.14484420151881
sub-2038_4,0.0,1e-10,62.383246250395004
sub-2038_5,1.0,0.07436233943447003,61.16482201294153
sub-2038_6,1.0,0.010259147742755506,62.360166231274555
sub-2038_7,0.13576022425077977,0.27668391226293043,58.5644730313842
sub-2038_8,0.3315157819130887,0.060394513035978974,61.97082882550046
sub-2038_9,0.32936368161248414,0.12702618582774955,60.93017749832619
sub-2038_10,0.0011801165839675453,20.0,60.29207776926293
sub-2039_1,0.9734652948606427,0.2779199080115296,49.09173708157845
sub-2039_2,0.9193630602742796,0.5003685415044496,35.09314092915988
sub-2039_3,0.6685514623147121,0.4975823103269842,40.467485945028855
sub-2039_4,0.9403432415050639,0.41048819161981986,39.229256053558096
sub-2039_5,1.0,0.42303647331455574,37.85540794194948
sub-2039_6,0.9203881804784037,0.44809819374810633,37.79730663399626
sub-2039_7,0.856605029487149,0.5518557027441904,32.09530743917687
sub-2039_8,0.749459225038513,0.5531089338697834,35.69874728006996
sub-2039_9,0.7434370199486245,0.37720827051386263,47.20841233556016
sub-2039_10,0.9542374253587226,0.38819596842247595,42.30629379530646
sub-2011_1,0.49870723484296486,0.282055270241653,54.4252997952716
sub-2011_2,0.3823035929754382,0.37278320692341455,50.278822713396146
sub-2011_3,0.7931581932551779,0.22371900819985888,55.490503047207504
sub-2011_4,0.2289039327341941,0.6933103753539755,47.72058808834411
sub-2011_5,1.0,0.21328158551236537,53.44688114201549
sub-2011_6,0.42734663132298917,0.5781204287009816,41.90973265229416
sub-2011_7,0.9024540488183895,0.3674208071782732,44.42855660595528
sub-2011_8,1.0,0.21530393416816193,53.52372226984916
sub-2011_9,0.8750171192622919,0.1528421528841378,58.05707694561894
sub-2011_10,0.8870652211030787,0.21618489724352283,54.55095669970096
sub-2005_1,0.0927993189219631,0.2161115504667648,61.35079240255432
sub-2005_2,0.0,1e-10,62.383246250395004
sub-2005_3,0.0,1e-10,62.383246250395004
sub-2005_4,1.0,0.02543870787348294,62.23073975665251
sub-2005_5,0.1876917220295104,0.06397852607378691,62.13204995790129
sub-2005_6,0.26564510060882185,0.08975709140719437,61.7910483999172
sub-2005_7,0.000535735297737615,20.0,61.89819289931961
sub-2005_8,0.48631981376755057,0.10049847181158243,61.30514498965163
sub-2005_9,0.0005159920654381431,20.0,61.6199734019454
sub-2005_10,0.08253491732627029,0.011463392264321505,62.38062803086354
sub-2001_1,0.8787179651392873,0.33009555477734787,46.38857283502311
sub-2001_2,1.0,0.2578734942747661,49.85743406728288
sub-2001_3,0.47224515410864676,0.2819229401797458,55.007764509460586
sub-2001_4,0.9286235407190826,0.33082908426859364,44.57594490531826
sub-2001_5,1.0,0.20276451077537141,53.989888982708145
sub-2001_6,1.0,0.17172951579160586,56.42034267609343
sub-2001_7,1.0,0.3245710615139215,44.63771594438024
sub-2001_8,0.9722840702336701,0.35419649815673837,43.57276309854008
sub-2001_9,0.4858426721831297,0.4254136832408032,48.674138520614946
sub-2001_10,0.7413583288740122,0.23359578910804887,54.828120660023735
sub-2002_1,0.2584373119181513,0.029888991268538168,62.29408594805987
sub-2002_2,0.5768167425606677,0.035198615513063504,62.220316413485705
sub-2002_3,0.00023117378909036468,20.0,62.19655064634315
sub-2002_4,0.7381115391804411,0.08316700311468789,61.20784476893059
sub-2002_5,0.0014113456984808802,20.0,59.76943411825845
sub-2002_6,0.19631013297426755,0.06264224610629071,62.19450002705705
sub-2002_7,1.0,0.07072824176789512,61.22359856275964
sub-2002_8,0.9643165086573776,0.08653912751081493,60.757098420117075
sub-2002_9,0.143929287740023,0.037419479761575544,62.33271810616176
sub-2002_10,1.0,0.04247056160121118,61.970107076100184
sub-2003_1,0.0,1e-10,62.383246250395004
sub-2003_2,1.0,0.06912119245751584,61.30115528836652
sub-2003_3,0.0007329345139790104,20.0,61.218268240414204
sub-2003_4,0.23559767797509,0.07498212802757012,62.041668644573775
sub-2003_5,0.0007576758641702756,20.0,60.50575091176896
sub-2003_6,0.3758268818121173,0.015512432568894723,62.36447902790005
sub-2003_7,0.5237074069887089,0.03951515915094305,62.20145681829638
sub-2003_8,0.001282404699979257,20.0,57.67645209527965
sub-2003_9,0.059831638601705296,0.29861119366226513,61.45803642254539
sub-2003_10,0.5566782876018388,0.19720137534898546,57.56213938368624
sub-1009_1,0.0009448464356472859,20.0,60.11157356356021
sub-1009_2,0.0007654164891159796,20.0,60.77384847280908
sub-1009_3,0.0012891480893712794,20.0,60.19136181636401
sub-1009_4,0.0007183398169189299,20.0,61.477732373165786
sub-1009_5,0.09546656148383494,0.5550750809224692,55.221543638529305
sub-1009_6,0.0012885618467080653,20.0,60.058586776173605
sub-1009_7,0.002340127478573817,20.0,55.18247296802473
sub-1009_8,0.0015027071859510348,20.0,59.856388041887364
sub-1009_9,0.16433957903425833,0.4059394796969276,58.836801714514365
sub-1009_10,0.0009837855937736854,20.0,60.096114678837004
sub-1021_1,0.2478647346078456,1.1746144498254352,33.530022263776594
sub-1021_2,0.5543009760067195,0.5996245527163794,34.715355852066665
sub-1021_3,0.007356432911055218,20.0,39.581671334075814
sub-1021_4,0.26091774458915074,0.8766301578712838,40.180886932223046
sub-1021_5,0.5814765264994899,0.3761816231791497,48.992776993518305
sub-1021_6,0.383927362696353,0.6760717052834234,37.76584955269637
sub-1021_7,0.395237319468782,0.7566063508892399,35.297745141329194
sub-1021_8,0.38510845504288393,0.5257456846904001,47.85416498256866
sub-1021_9,0.42547048990139413,0.47434190908189056,46.18963140442639
sub-1021_10,0.31004751321403207,0.7897691390263766,36.13338012926182
sub-1035_1,0.4279624089661994,0.5509623967158163,46.23375562253257
sub-1035_2,0.3308408596064484,0.42492777021904204,51.49462463755694
sub-1035_3,0.5293786541732565,0.36853450068225624,48.97843991345935
sub-1035_4,0.3399447604246586,0.4616135295827698,50.21401761269555
sub-1035_5,0.5217145921680213,0.36923198142283303,47.56835245350354
sub-1035_6,1.0,0.28936862427514115,47.397255324038994
sub-1035_7,0.2855030856372487,0.5448393936548463,40.940150276418684
sub-1035_8,0.7839666351185466,0.39185627402741724,44.95464015008093
sub-1035_9,0.290018581561921,0.6529242894996499,48.97119227932825
sub-1035_10,0.49061169002245075,0.5629786278779827,44.40279992012264
sub-1034_1,0.5255247136305881,0.6006907230839501,38.553494755952265
sub-1034_2,0.0083940085669155,20.0,38.10853253382732
sub-1034_3,0.5931085527708984,0.6540412474891867,31.011111622860465
sub-1034_4,0.2845466107582535,0.7689896821455967,40.22258299176738
sub-1034_5,0.2685144363388168,1.0501559300791925,35.002846560471205
sub-1034_6,0.006429365164951011,20.0,28.383231600292053
sub-1034_7,0.6842492421680372,0.6067454761444825,33.939907531110435
sub-1034_8,0.27288923050366787,0.7861790855745384,37.760229510934714
sub-1034_9,0.44977617762608063,0.5741572879749787,42.828673474189976
