Trial,Stim_Sequence,Choice,Trustee_Response,Subject,Alpha_gain,Alpha_loss,Beta,Decay
3,2,1,0,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
4,1,1,0,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
5,0,4,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
6,0,4,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
7,2,3,0,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
8,1,1,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
9,2,3,0,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
10,2,1,0,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
11,0,2,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
12,1,2,0,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
13,1,4,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
14,1,4,0,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
15,1,1,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
16,0,4,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
17,2,4,0,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
18,0,3,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
19,0,3,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
20,2,1,0,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
21,2,1,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
22,1,3,0,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
23,2,4,0,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
24,2,1,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
25,0,4,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
26,2,1,0,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
27,1,2,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
28,0,4,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
29,0,4,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
30,2,1,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
31,0,4,0,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
32,1,4,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
33,1,4,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
34,1,1,0,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
35,1,1,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
36,1,4,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
37,0,3,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
38,1,2,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
39,2,2,0,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
40,2,1,0,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
41,0,4,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
42,2,1,0,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
43,0,4,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
44,2,3,0,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
45,1,2,1,sub-1009_7,0.0011064427808133,0.0013407619908078,20.0,0.0
1,2,1,0,sub-1009_8,0.0011064427808133,0.0013407619908078,20.0,0.0
2,2,3,0,sub-1009_8,0.0011064427808133,0.0013407619908078,20.0,0.0
3,2,4,0,sub-1009_8,0.0011064427808133,0.0013407619908078,20.0,0.0
4,0,3,1,sub-1009_8,0.0011064427808133,0.0013407619908078,20.0,0.0
5,0,1,1,sub-1009_8,0.0011064427808133,0.0013407619908078,20.0,0.0
6,1,2,1,sub-1009_8,0.0011064427808133,0.0013407619908078,20.0,0.0
7,1,3,0,sub-1009_8,0.0011064427808133,0.0013407619908078,20.0,0.0
8,1,3,1,sub-1009_8,0.0011064427808133,0.0013407619908078,20.0,0.0
9,2,2,0,sub-1009_8,0.0011064427808133,0.0013407619908078,20.0,0.0
10,2,2,0,sub-1009_8,0.0011064427808133,0.0013407619908078,20.0,0.0
11,0,2,1,sub-1009_8,0.0011064427808133,0.0013407619908078,20.0,0.0
12,0,2,1,sub-1009_8,0.0011064427808133,0.0013407619908078,20.0,0.0
13,1,1,1,sub-1009_8,0.0011064427808133,0.0013407619908078,20.0,0.0
