Subject,beta,llh
sub-2013_1,7.947881348285675,11.090354888959125
sub-2013_2,8.854139367545514,11.090354888959125
sub-2013_3,6.206485638104198,11.090354888959125
sub-2013_4,4.462954132649008,11.090354888959125
sub-2013_5,8.860064101582832,11.090354888959125
sub-2013_6,12.004464784393484,11.090354888959125
sub-2013_7,7.291591262151855,11.090354888959125
sub-2013_8,14.349328098829073,11.090354888959125
sub-2013_9,13.549876361377393,11.090354888959125
sub-2013_10,8.402740248437832,11.090354888959125
sub-2007_1,13.15933776320235,11.090354888959125
sub-2007_2,8.907200542776541,11.090354888959125
sub-2007_3,12.841791999490725,11.090354888959125
sub-2007_4,6.339090632825171,11.090354888959125
sub-2007_5,16.581142967276698,11.090354888959125
sub-2007_6,0.23249571944998992,11.090354888959125
sub-2007_7,9.594814973249125,11.090354888959125
sub-2007_8,7.01585252377374,11.090354888959125
sub-2007_9,7.113175642576528,11.090354888959125
sub-2007_10,14.644157411482892,11.090354888959125
sub-2006_1,2.5351583313352277,11.090354888959125
sub-2006_2,1.9823054438693077,11.090354888959125
sub-2006_3,7.637062262711812,11.090354888959125
sub-2006_4,14.383784807082243,11.090354888959125
sub-2006_5,9.003628414156493,11.090354888959125
sub-2006_6,6.6505408198793585,11.090354888959125
sub-2006_7,17.38071141228543,11.090354888959125
sub-2006_8,19.339641652168208,11.090354888959125
sub-2006_9,7.686331025710967,11.090354888959125
sub-2006_10,10.283302827389775,11.090354888959125
sub-2012_1,17.937944022383615,11.090354888959125
sub-2012_2,7.705869295458863,11.090354888959125
sub-2012_3,14.630494268223767,11.090354888959125
sub-2012_4,8.070114870968563,11.090354888959125
sub-2012_5,18.383423931313637,11.090354888959125
sub-2012_6,1.3558885335584514,11.090354888959125
sub-2012_7,7.5763692128139475,11.090354888959125
sub-2012_8,5.504316843794037,11.090354888959125
sub-2012_9,10.27574372576871,11.090354888959125
sub-2012_10,5.585424719088543,11.090354888959125
sub-2004_1,11.30703474551175,11.090354888959125
sub-2004_2,10.728667664193129,11.090354888959125
sub-2004_3,2.294327034596877,11.090354888959125
sub-2004_4,0.2701169577281992,11.090354888959125
sub-2004_5,3.962573529403013,11.090354888959125
sub-2004_6,14.916706316218205,11.090354888959125
sub-2004_7,2.2895429488927532,11.090354888959125
sub-2004_8,13.19411621968122,11.090354888959125
sub-2004_9,4.508522984003376,11.090354888959125
sub-2004_10,15.5957140689044,11.090354888959125
sub-2010_1,19.243158203768967,11.090354888959125
sub-2010_2,17.09545396411603,11.090354888959125
sub-2010_3,19.764375423051483,11.090354888959125
sub-2010_4,1.214818376214557,11.090354888959125
sub-2010_5,13.700809262021798,11.090354888959125
sub-2010_6,8.39660888707456,11.090354888959125
sub-2010_7,19.069148984668146,11.090354888959125
sub-2010_8,8.827926850385628,11.090354888959125
sub-2010_9,7.409080562220716,11.090354888959125
sub-2010_10,19.53305186930966,11.090354888959125
sub-2011_1,11.279183716552247,11.090354888959125
sub-2011_2,15.111899163972026,11.090354888959125
sub-2011_3,16.81258878253222,11.090354888959125
sub-2011_4,10.039535427366,11.090354888959125
sub-2011_5,7.103612443910228,11.090354888959125
sub-2011_6,0.2876226316113395,11.090354888959125
sub-2011_7,11.06854788764952,11.090354888959125
sub-2011_8,8.877785000858609,11.090354888959125
sub-2011_9,16.064356538919437,11.090354888959125
sub-2011_10,5.239387885064167,11.090354888959125
sub-2005_1,9.218745229604085,11.090354888959125
sub-2005_2,3.6908091760235906,11.090354888959125
sub-2005_3,14.276959460896286,11.090354888959125
sub-2005_4,6.300642828006047,11.090354888959125
sub-2005_5,11.603641901371219,11.090354888959125
sub-2005_6,11.283064894980338,11.090354888959125
sub-2005_7,0.016799176554205264,11.090354888959125
sub-2005_8,15.168356121533272,11.090354888959125
sub-2005_9,6.73651123922943,11.090354888959125
sub-2005_10,10.396904288309072,11.090354888959125
sub-2001_1,11.450651411333787,11.090354888959125
sub-2001_2,1.103620645996246,11.090354888959125
sub-2001_3,14.32987807268941,11.090354888959125
sub-2001_4,2.8091743213285203,11.090354888959125
sub-2001_5,8.157715151276575,11.090354888959125
sub-2001_6,16.55025745064937,11.090354888959125
sub-2001_7,12.998101874872797,11.090354888959125
sub-2001_8,16.938774797194625,11.090354888959125
sub-2001_9,8.765497079034365,11.090354888959125
sub-2001_10,4.1534488002073155,11.090354888959125
sub-2002_1,13.587890505355137,11.090354888959125
sub-2002_2,14.766215528691122,11.090354888959125
sub-2002_3,15.97525489511705,11.090354888959125
sub-2002_4,17.820034995181395,11.090354888959125
sub-2002_5,2.35484868431981,11.090354888959125
sub-2002_6,10.485984888878786,11.090354888959125
sub-2002_7,17.363787866769034,11.090354888959125
sub-2002_8,15.559826591978192,11.090354888959125
sub-2002_9,16.314112137375307,11.090354888959125
sub-2002_10,5.558054515685771,11.090354888959125
sub-2003_1,3.391146170782071,11.090354888959125
sub-2003_2,11.50422691009828,11.090354888959125
sub-2003_3,14.068681243827047,11.090354888959125
sub-2003_4,7.270178571930963,11.090354888959125
sub-2003_5,0.9350794217141689,11.090354888959125
sub-2003_6,16.91524801494188,11.090354888959125
sub-2003_7,13.800610584570705,11.090354888959125
sub-2003_8,9.578635477064275,11.090354888959125
sub-2003_9,18.13332303239942,11.090354888959125
sub-2003_10,18.816970385861207,11.090354888959125
sub-1009_1,10.376527384743735,11.090354888959125
sub-1009_2,2.652635505510028,11.090354888959125
sub-1009_3,16.562021019796962,11.090354888959125
sub-1009_4,11.413409081283493,11.090354888959125
sub-1009_5,14.048943739658583,11.090354888959125
sub-1009_6,15.874609298413322,11.090354888959125
sub-1009_7,17.929581468498206,11.090354888959125
sub-1009_8,13.14452535292231,11.090354888959125
sub-1009_9,15.489596700800751,11.090354888959125
sub-1009_10,19.18361893791137,11.090354888959125
sub-1021_1,5.916212906312326,11.090354888959125
sub-1021_2,19.75178217317301,11.090354888959125
sub-1021_3,8.580777790342133,11.090354888959125
sub-1021_4,0.8126132731688784,11.090354888959125
sub-1021_5,2.1133835478945295,11.090354888959125
sub-1021_6,8.660229639075531,11.090354888959125
sub-1021_7,8.09537459487877,11.090354888959125
sub-1021_8,7.116973628615984,11.090354888959125
sub-1021_9,3.7131775127971256,11.090354888959125
sub-1021_10,12.022503653108455,11.090354888959125
sub-1035_1,14.681071944537713,11.090354888959125
sub-1035_2,19.74888005088923,11.090354888959125
sub-1035_3,19.446613498845217,11.090354888959125
sub-1035_4,8.656346359657652,11.090354888959125
sub-1035_5,19.64398111128807,11.090354888959125
sub-1035_6,12.857566918010313,11.090354888959125
sub-1035_7,19.04408275065051,11.090354888959125
sub-1035_8,10.5783560972753,11.090354888959125
sub-1035_9,2.2815682136558224,11.090354888959125
sub-1035_10,18.60427885407868,11.090354888959125
sub-1034_1,13.344076294951442,11.090354888959125
sub-1034_2,10.836193212878474,11.090354888959125
sub-1034_3,12.787079854285377,11.090354888959125
sub-1034_4,14.72318649354563,11.090354888959125
sub-1034_5,15.399263447835585,11.090354888959125
sub-1034_6,4.2872725536948035,11.090354888959125
sub-1034_7,17.495284501493376,11.090354888959125
sub-1034_8,10.344371954608631,11.090354888959125
sub-1034_9,8.59812429852369,11.090354888959125
sub-1034_10,10.418879413091755,11.090354888959125
sub-1020_1,7.990593447472238,11.090354888959125
sub-1020_2,8.488407400071019,11.090354888959125
sub-1020_3,16.24562305975912,11.090354888959125
sub-1020_4,16.38979921983626,11.090354888959125
sub-1020_5,10.970419435296655,11.090354888959125
sub-1020_6,6.4766270969533535,11.090354888959125
sub-1020_7,4.218345349351109,11.090354888959125
sub-1020_8,6.712764277294467,11.090354888959125
sub-1020_9,1.4626244855640524,11.090354888959125
sub-1020_10,6.547149563988484,11.090354888959125
sub-1008_1,10.816475679587349,11.090354888959125
sub-1008_2,15.166573191646131,11.090354888959125
sub-1008_3,8.839871922663217,11.090354888959125
sub-1008_4,14.105549428252997,11.090354888959125
sub-1008_5,10.199931052862013,11.090354888959125
sub-1008_6,17.694424990630743,11.090354888959125
sub-1008_7,7.193700041370135,11.090354888959125
sub-1008_8,13.330535998447278,11.090354888959125
sub-1008_9,1.1155629897329145,11.090354888959125
sub-1008_10,6.185255379656994,11.090354888959125
sub-1036_1,7.465155996399266,11.090354888959125
sub-1036_2,10.766074618227758,11.090354888959125
sub-1036_3,4.34509356960985,11.090354888959125
sub-1036_4,8.746873748897633,11.090354888959125
sub-1036_5,16.668689692760186,11.090354888959125
sub-1036_6,18.30011100328917,11.090354888959125
sub-1036_7,15.557534193141906,11.090354888959125
sub-1036_8,2.1131339547023,11.090354888959125
sub-1036_9,1.0304541285487945,11.090354888959125
sub-1036_10,16.95528966499066,11.090354888959125
sub-1022_1,4.683457426114228,11.090354888959125
sub-1022_2,7.315357703292631,11.090354888959125
sub-1022_3,16.298674340736955,11.090354888959125
sub-1022_4,8.150571257198374,11.090354888959125
sub-1022_5,10.29842234941206,11.090354888959125
sub-1022_6,1.87998164857188,11.090354888959125
sub-1022_7,9.027207010573335,11.090354888959125
sub-1022_8,5.478507023455387,11.090354888959125
sub-1022_9,13.657226821096831,11.090354888959125
sub-1022_10,7.466783183484667,11.090354888959125
sub-1023_1,18.38892366473526,11.090354888959125
sub-1023_2,9.825096925672188,11.090354888959125
sub-1023_3,5.6816811697253256,11.090354888959125
sub-1023_4,17.555627083298596,11.090354888959125
sub-1023_5,18.1983439333052,11.090354888959125
sub-1023_6,12.839115282235854,11.090354888959125
sub-1023_7,18.250795383968065,11.090354888959125
sub-1023_8,18.884853415246326,11.090354888959125
sub-1023_9,3.628421160334625,11.090354888959125
sub-1023_10,3.1049350884499916,11.090354888959125
sub-1037_1,9.430091606727656,11.090354888959125
sub-1037_2,10.630435994418567,11.090354888959125
sub-1037_3,15.024910107060922,11.090354888959125
sub-1037_4,0.12220870316728805,11.090354888959125
sub-1037_5,6.795507529749023,11.090354888959125
sub-1037_6,1.2841122258726978,11.090354888959125
sub-1037_7,2.4595534938579844,11.090354888959125
sub-1037_8,10.052350461977891,11.090354888959125
sub-1037_9,6.500375511260406,11.090354888959125
sub-1037_10,18.457886641043665,11.090354888959125
sub-1033_1,12.743031639246947,11.090354888959125
sub-1033_2,7.121094409480298,11.090354888959125
sub-1033_3,8.253033964380919,11.090354888959125
sub-1033_4,9.329322923585138,11.090354888959125
sub-1033_5,6.615419896603605,11.090354888959125
sub-1033_6,14.828349650675312,11.090354888959125
sub-1033_7,2.0398804358766087,11.090354888959125
sub-1033_8,18.003358809503812,11.090354888959125
sub-1033_9,0.2717053732392749,11.090354888959125
sub-1033_10,6.22901010403692,11.090354888959125
sub-1026_1,3.371375084108683,11.090354888959125
sub-1026_2,0.30432200721388636,11.090354888959125
sub-1026_3,15.804771646794118,11.090354888959125
sub-1026_4,17.148784435627885,11.090354888959125
sub-1026_5,17.54151833364198,11.090354888959125
sub-1026_6,9.550921461625796,11.090354888959125
sub-1026_7,4.331249041260543,11.090354888959125
sub-1026_8,15.363990985642019,11.090354888959125
sub-1026_9,8.944617346805524,11.090354888959125
sub-1026_10,15.426361463235143,11.090354888959125
sub-1032_1,12.648080500676286,11.090354888959125
sub-1032_2,15.540018715465852,11.090354888959125
sub-1032_3,7.363284649364845,11.090354888959125
sub-1032_4,14.443872416611159,11.090354888959125
sub-1032_5,12.401855669108093,11.090354888959125
sub-1032_6,6.539949057653891,11.090354888959125
sub-1032_7,9.281492614599692,11.090354888959125
sub-1032_8,6.8280685158453895,11.090354888959125
sub-1032_9,5.263749309139816,11.090354888959125
sub-1032_10,6.911687167106775,11.090354888959125
sub-1024_1,10.241642488238192,11.090354888959125
sub-1024_2,10.92615407293801,11.090354888959125
sub-1024_3,5.432412492104543,11.090354888959125
sub-1024_4,6.2494702913815665,11.090354888959125
sub-1024_5,0.28684665212212135,11.090354888959125
sub-1024_6,4.854095466741397,11.090354888959125
sub-1024_7,5.984155579752997,11.090354888959125
sub-1024_8,19.05767344269663,11.090354888959125
sub-1024_9,4.353648106214241,11.090354888959125
sub-1024_10,10.422670163875715,11.090354888959125
sub-1030_1,8.748004665898828,11.090354888959125
sub-1030_2,1.7789884306825332,11.090354888959125
sub-1030_3,1.8462026133248322,11.090354888959125
sub-1030_4,14.730329452852898,11.090354888959125
sub-1030_5,7.4738557084373936,11.090354888959125
sub-1030_6,10.662727119752525,11.090354888959125
sub-1030_7,6.91621008826864,11.090354888959125
sub-1030_8,14.509733713078552,11.090354888959125
sub-1030_9,18.39426866024715,11.090354888959125
sub-1030_10,7.081056847363431,11.090354888959125
sub-1018_1,19.483241536024455,11.090354888959125
sub-1018_2,8.525813140287157,11.090354888959125
sub-1018_3,7.8417800820975,11.090354888959125
sub-1018_4,12.535931552884726,11.090354888959125
sub-1018_5,1.7158773774463865,11.090354888959125
sub-1018_6,10.082018008482834,11.090354888959125
sub-1018_7,10.292577440924283,11.090354888959125
sub-1018_8,3.2536929759092614,11.090354888959125
sub-1018_9,8.105368516661933,11.090354888959125
sub-1018_10,6.708562185921972,11.090354888959125
sub-1019_1,9.409390439812992,11.090354888959125
sub-1019_2,19.13586161099826,11.090354888959125
sub-1019_3,10.847284153238466,11.090354888959125
sub-1019_4,0.2735366223268576,11.090354888959125
sub-1019_5,13.115307284662789,11.090354888959125
sub-1019_6,19.79770203232625,11.090354888959125
sub-1019_7,0.979094893945256,11.090354888959125
sub-1019_8,5.7556038127563935,11.090354888959125
sub-1019_9,14.583305523118128,11.090354888959125
sub-1019_10,12.40697036592255,11.090354888959125
sub-1025_1,7.309850264241932,11.090354888959125
sub-1025_2,19.359746081447962,11.090354888959125
sub-1025_3,7.266975644438247,11.090354888959125
sub-1025_4,11.639763897556108,11.090354888959125
sub-1025_5,13.474115363990528,11.090354888959125
sub-1025_6,18.0710256252839,11.090354888959125
sub-1025_7,12.900853858369427,11.090354888959125
sub-1025_8,14.423435639806218,11.090354888959125
sub-1025_9,6.783480557164849,11.090354888959125
sub-1025_10,16.087706810265782,11.090354888959125
sub-1028_1,0.6713261931388059,11.090354888959125
sub-1028_2,6.95805586769483,11.090354888959125
sub-1028_3,6.802693718131256,11.090354888959125
sub-1028_4,10.767908647635533,11.090354888959125
sub-1028_5,19.436379121013243,11.090354888959125
sub-1028_6,11.721464126619365,11.090354888959125
sub-1028_7,6.038986499197092,11.090354888959125
sub-1028_8,12.861710409901246,11.090354888959125
sub-1028_9,13.201715101864004,11.090354888959125
sub-1028_10,5.876523732023293,11.090354888959125
sub-1014_1,5.070812387642459,11.090354888959125
sub-1014_2,16.92613402109442,11.090354888959125
sub-1014_3,18.27117348922139,11.090354888959125
sub-1014_4,12.739337385619242,11.090354888959125
sub-1014_5,10.866677894097933,11.090354888959125
sub-1014_6,15.909913200496542,11.090354888959125
sub-1014_7,12.637492870955523,11.090354888959125
sub-1014_8,3.3316524290870775,11.090354888959125
sub-1014_9,6.921786276536086,11.090354888959125
sub-1014_10,17.217754174167524,11.090354888959125
sub-1015_1,11.165679600642665,11.090354888959125
sub-1015_2,15.037032291322216,11.090354888959125
sub-1015_3,16.678936452391948,11.090354888959125
sub-1015_4,3.7551072633681937,11.090354888959125
sub-1015_5,8.123215373203756,11.090354888959125
sub-1015_6,15.846415775404575,11.090354888959125
sub-1015_7,15.76288410939017,11.090354888959125
sub-1015_8,4.894222556957075,11.090354888959125
sub-1015_9,0.015768501907353905,11.090354888959125
sub-1015_10,17.31896263868061,11.090354888959125
sub-1029_1,14.629301911632673,11.090354888959125
sub-1029_2,8.643824939023188,11.090354888959125
sub-1029_3,14.46388415542054,11.090354888959125
sub-1029_4,16.20946655540995,11.090354888959125
sub-1029_5,18.01671002370737,11.090354888959125
sub-1029_6,14.25797163565491,11.090354888959125
sub-1029_7,7.358005722592155,11.090354888959125
sub-1029_8,14.991993631342543,11.090354888959125
sub-1029_9,2.3262501724203832,11.090354888959125
sub-1029_10,15.62412427589367,11.090354888959125
sub-1017_1,17.019201190482924,11.090354888959125
sub-1017_2,18.556037751272505,11.090354888959125
sub-1017_3,6.025560366003404,11.090354888959125
sub-1017_4,0.05268438709219447,11.090354888959125
sub-1017_5,0.5058218549598315,11.090354888959125
sub-1017_6,9.244421114202915,11.090354888959125
sub-1017_7,14.122297768959566,11.090354888959125
sub-1017_8,2.1481844484890344,11.090354888959125
sub-1017_9,3.780860504359469,11.090354888959125
sub-1017_10,0.3252060705459048,11.090354888959125
sub-1016_1,9.85545369999577,11.090354888959125
sub-1016_2,5.617382496083502,11.090354888959125
sub-1016_3,11.28916314571063,11.090354888959125
sub-1016_4,4.230646060885794,11.090354888959125
sub-1016_5,14.212350489540782,11.090354888959125
sub-1016_6,9.183955689218337,11.090354888959125
sub-1016_7,18.972061488475834,11.090354888959125
sub-1016_8,15.678434887612093,11.090354888959125
sub-1016_9,18.67092861766477,11.090354888959125
sub-1016_10,9.92458924287341,11.090354888959125
sub-1012_1,0.5784256982066083,11.090354888959125
sub-1012_2,13.912823935737428,11.090354888959125
sub-1012_3,18.68562046090809,11.090354888959125
sub-1012_4,12.674031724526998,11.090354888959125
sub-1012_5,11.076660456240903,11.090354888959125
sub-1012_6,6.73313957449971,11.090354888959125
sub-1012_7,13.45311758238955,11.090354888959125
sub-1012_8,17.03429642911939,11.090354888959125
sub-1012_9,0.1976987897176974,11.090354888959125
sub-1012_10,18.777620976507727,11.090354888959125
sub-1006_1,17.976033346855758,11.090354888959125
sub-1006_2,18.261778988467377,11.090354888959125
sub-1006_3,2.493930547492458,11.090354888959125
sub-1006_4,19.089084437942926,11.090354888959125
sub-1006_5,4.0934461880664585,11.090354888959125
sub-1006_6,2.4530226437654523,11.090354888959125
sub-1006_7,19.194691026719752,11.090354888959125
sub-1006_8,0.9716050761999062,11.090354888959125
sub-1006_9,14.059294668947672,11.090354888959125
sub-1006_10,13.953455265317805,11.090354888959125
sub-1007_1,2.4940045760078866,11.090354888959125
sub-1007_2,6.806672267917085,11.090354888959125
sub-1007_3,4.8703537859677155,11.090354888959125
sub-1007_4,16.787182274923858,11.090354888959125
sub-1007_5,19.452664979227794,11.090354888959125
sub-1007_6,16.873432382587783,11.090354888959125
sub-1007_7,18.780652223431982,11.090354888959125
sub-1007_8,7.284692235589629,11.090354888959125
sub-1007_9,7.840220230938022,11.090354888959125
sub-1007_10,1.940699023041339,11.090354888959125
sub-1013_1,12.062393555167791,11.090354888959125
