Trial,Stim_Sequence,Choice,Trustee_Response,Subject,Alpha_gain,Alpha_loss,Beta,iProbA,iProbB,iProbC
33,2,3,0,sub-1009_3,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
34,1,1,0,sub-1009_3,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
35,1,4,1,sub-1009_3,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
36,2,3,0,sub-1009_3,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
37,0,3,1,sub-1009_3,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
38,1,4,1,sub-1009_3,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
39,0,4,1,sub-1009_3,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
40,0,2,1,sub-1009_3,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
41,0,3,0,sub-1009_3,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
42,1,4,0,sub-1009_3,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
43,0,3,0,sub-1009_3,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
44,0,4,1,sub-1009_3,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
45,0,2,1,sub-1009_3,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
1,0,3,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
2,0,2,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
3,0,1,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
4,2,3,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
5,2,4,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
6,0,4,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
7,2,3,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
8,1,2,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
9,2,1,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
10,1,1,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
11,0,1,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
12,1,4,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
13,0,3,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
14,1,3,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
15,1,1,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
16,0,1,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
17,2,4,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
18,2,4,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
19,0,4,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
20,0,1,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
21,1,4,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
22,2,4,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
23,1,4,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
24,1,4,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
25,0,4,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
26,2,2,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
27,0,4,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
28,2,1,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
29,2,4,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
30,0,4,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
31,1,2,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
32,2,3,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
33,2,2,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
34,0,4,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
35,0,1,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
36,2,1,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
37,1,3,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
38,1,3,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
39,2,2,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
40,2,3,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
41,0,3,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
42,1,4,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
43,1,4,0,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
44,1,4,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
45,1,3,1,sub-1009_4,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
1,1,1,1,sub-1009_5,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
2,1,3,0,sub-1009_5,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
3,0,1,0,sub-1009_5,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
4,1,3,1,sub-1009_5,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
5,0,2,1,sub-1009_5,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
6,0,4,1,sub-1009_5,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
7,0,3,1,sub-1009_5,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
8,2,4,0,sub-1009_5,0.8864954677462004,0.0125106296856825,0.1261132018760056,0.9874713047634088,0.9871534476241418,1.2745854639053375e-05
