Trial,Stim_Sequence,Choice,Trustee_Response,Subject,Alpha_gain,Alpha_loss,Beta,iProbA,iProbB,iProbC
14,0,2,1,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
15,1,4,1,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
16,1,4,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
17,2,1,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
18,1,4,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
19,2,2,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
20,1,1,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
21,2,1,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
22,0,1,1,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
23,0,4,1,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
24,1,1,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
25,1,1,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
26,0,4,1,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
27,2,1,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
28,2,4,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
29,1,1,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
30,1,2,1,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
31,0,4,1,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
32,2,2,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
33,2,1,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
34,1,1,1,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
35,2,1,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
36,2,1,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
37,1,1,1,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
38,2,1,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
39,1,2,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
40,0,2,1,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
41,1,2,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
42,0,4,1,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
43,2,1,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
44,0,4,1,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
45,2,3,0,sub-1028_3,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
1,1,1,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
2,2,1,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
3,2,2,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
4,0,4,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
5,1,2,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
6,0,3,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
7,1,1,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
8,1,1,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
9,0,2,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
10,2,3,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
11,1,1,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
12,0,3,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
13,0,3,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
14,0,4,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
15,0,3,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
16,2,3,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
17,0,4,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
18,2,1,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
19,2,1,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
20,2,1,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
21,0,3,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
22,0,4,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
23,0,1,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
24,1,4,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
25,1,3,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
26,0,3,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
27,1,3,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
28,2,1,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
29,1,1,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
30,1,2,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
31,1,3,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
32,0,3,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
33,1,2,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
34,2,1,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
35,0,3,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
36,1,3,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
37,1,1,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
38,2,1,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
39,2,1,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
40,1,1,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
41,0,4,1,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
42,2,2,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
43,2,1,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
44,2,4,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
45,2,1,0,sub-1028_4,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
1,0,3,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
2,2,2,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
3,0,2,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
4,0,2,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
5,1,3,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
6,1,2,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
7,0,4,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
8,2,4,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
9,2,4,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
10,1,2,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
11,0,4,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
12,2,1,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
13,2,4,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
14,0,3,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
15,2,1,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
16,2,1,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
17,2,1,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
18,1,4,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
19,0,3,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
20,2,1,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
21,1,4,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
22,0,2,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
23,0,2,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
24,1,2,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
25,0,4,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
26,2,3,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
27,2,2,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
28,1,1,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
29,1,1,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
30,1,2,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
31,2,1,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
32,1,3,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
33,2,1,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
34,0,2,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
35,0,3,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
36,1,4,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
37,1,2,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
38,1,4,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
39,0,3,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
40,1,1,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
41,2,2,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
42,1,3,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
43,0,1,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
44,0,3,1,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
45,2,3,0,sub-1028_5,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
1,2,2,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
2,0,1,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
3,1,4,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
4,1,1,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
5,2,1,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
6,1,2,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
7,0,3,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
8,2,1,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
9,2,2,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
10,0,4,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
11,2,4,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
12,2,2,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
13,0,1,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
14,1,1,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
15,0,3,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
16,2,3,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
17,0,4,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
18,1,4,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
19,0,4,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
20,1,3,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
21,1,1,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
22,0,4,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
23,2,1,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
24,0,4,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
25,2,1,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
26,2,1,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
27,2,1,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
28,0,2,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
29,2,1,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
30,1,2,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
31,1,2,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
32,0,3,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
33,1,1,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
34,0,4,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
35,0,2,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
36,1,1,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
37,1,2,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
38,2,2,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
39,2,1,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
40,0,4,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
41,1,1,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
42,1,1,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
43,0,4,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
44,2,1,0,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
45,1,2,1,sub-1028_6,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
1,2,4,0,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
2,2,1,0,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
3,1,1,0,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
4,2,2,0,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
5,0,2,1,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
6,2,1,0,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
7,1,3,0,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
8,0,2,1,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
9,0,4,1,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
10,0,1,1,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
11,0,3,1,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
12,1,4,1,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
13,2,3,0,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
14,2,1,0,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
15,1,2,1,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
16,1,1,1,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
17,0,4,1,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
18,1,4,1,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
19,0,4,1,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
20,1,1,0,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
21,2,1,1,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
22,2,2,0,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
23,1,4,0,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
24,1,2,0,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
25,2,2,0,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
26,0,1,1,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
27,2,1,0,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
28,2,1,0,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
29,0,3,1,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
30,1,1,1,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
31,2,1,0,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
32,0,4,1,sub-1028_7,0.0840011996273525,0.2011870118547979,0.6090706183205199,0.9562354699981548,0.4434818118853604,0.1305975830219894
