Subject,a_gain,a_loss,beta,iProbA,iProbB,iProbC,llh
sub-1009_1,0.0,1.0,5.558534597909472,0.5303446971529804,0.479792016412553,1.0,6.473527454117935
sub-1009_2,0.0,0.4892871638874521,0.4269375539472478,0.163692058656939,0.3361908680546388,0.8950620941115247,9.616120716380944
sub-1009_3,1.0,0.0,0.19435667415134675,0.500000009504489,1.0,0.14016531796978318,11.260301400768322
sub-1009_4,1.0,0.0,0.2578734772584338,0.22879625991217872,0.7712037629588782,0.7712038266295824,10.967623099440964
sub-1009_5,0.0,0.0,4.971317593798485,0.5339265144032325,0.0,0.5067822522662884,9.205186794651905
sub-1009_6,0.0,0.0,0.22808437865362527,0.8066245419462706,0.007494819113766824,0.8066245925294152,11.012769920021197
sub-1009_7,0.008111065731078407,0.0,20.0,0.4997573947148767,0.0,0.498883243679256,9.025374014663502
sub-1009_8,0.0,0.0,0.1398731434781851,2.1649594584402036e-06,0.6596810959289121,0.500000036908788,12.238456404022779
sub-1009_9,1.0,0.31441673810450427,0.4014676577531111,0.3257985034892398,1.0,0.05245024113317267,8.605318376808318
sub-1009_10,1.0,0.05081762362271762,2.824544609563318,0.47523980065107746,0.420564579471291,0.5171155479152223,7.434858750146926
sub-1021_1,0.01106534761099437,1.0,20.0,0.5061978645678149,0.4985258934353411,0.49650318182535685,7.827689427167835
sub-1021_2,0.0,0.034098542671124554,20.0,0.5084864969674654,0.5021160322695359,0.5011361330107719,7.928596690855017
sub-1021_3,0.04811208821734945,1.0,5.673518746360979,0.4876738847686116,1.0,0.487673944216746,6.419534244514437
sub-1021_4,0.4667435715776823,0.02698981404204917,20.0,0.4965031800498813,0.5034968112179224,0.5054658705716394,8.116840326569484
sub-1021_5,0.9378505424936878,1.0,6.329232170598418,1.0,0.5110497161429305,0.5110497260509842,2.567813681208091
sub-1021_6,0.023215873296302796,0.012050563953826232,20.0,0.5047963886046857,0.4954085143489429,0.4981439096616126,8.453816191660847
sub-1021_7,1.0,0.03548261854888135,5.704781747090307,0.48774085471062445,0.5122583721774399,0.0,4.4481052453847205
sub-1021_8,0.0,0.03814160811193849,20.0,0.5171983686491857,0.5074260492545335,0.5024054605844362,7.6968023555700995
sub-1021_9,0.006741942367895856,1.0,20.0,0.4965031808427652,0.4989879664669987,0.49650317895029955,7.317931885080458
sub-1021_10,0.014907859823941952,0.5069247290305068,9.239069129713997,0.23897189939018815,0.9986994852612894,0.9647977814505788,6.293143763311509
sub-1035_1,1.0,0.5064509221263838,9.197136739855154,0.4923965639560474,0.481661965323703,0.9976631863824388,5.732012396205913
sub-1035_2,0.058756832517716934,0.0,2.495371601190705,0.5354925698643223,0.4926271243774949,1.0,9.009365552085878
sub-1035_3,0.0,0.7572121255088928,4.980447056858852,0.5140395754821337,0.48595843222999824,0.0,10.271254859273707
sub-1035_4,0.01553712685877451,0.0,20.0,0.49934980820122205,1.0,0.49355316642806535,7.60516889913152
sub-1035_5,1.0,1.0,5.7014172865321155,0.48773503809503144,0.5122654278099994,0.48773423140008487,6.419534225321249
sub-1035_6,1.0,0.07566133129788333,6.16725639570524,0.5000000332005956,1.0,0.511340186537034,5.936787147387241
sub-1035_7,0.0,0.016995947227946825,20.0,0.49355316713732167,0.5064468461972621,0.5068711414712609,9.750542780674092
sub-1035_8,4.6541169075796936e-07,0.6440835075539006,8.599829988828592,0.49740260869722525,1.0,0.48038711701927633,6.005756889418129
sub-1035_9,1.0,0.0,5.689049427332308,0.49999963587275253,0.4877108100971507,0.512289257178902,6.624309349576363
sub-1035_10,0.3571673505976608,1.0,13.539680795146774,1.0,0.0,0.959533820728833,0.0
sub-1034_1,0.010824675484079956,1.0,20.0,0.4947149664199926,0.5034968104626781,0.5034968062572449,8.20467180256574
sub-1034_2,2.2739691223485088e-08,0.010154800348261085,20.0,0.5034968120031443,0.0,0.4988266264490973,7.901711564812941
sub-1034_3,0.5454490377177758,0.49783571315590197,1.3046363734380113,0.3308790548834616,0.9998236347171674,0.559920465517843,6.644636354816569
sub-1034_4,0.010417173961591019,0.01620760729235895,20.0,0.5077903491329315,0.4965033982119807,0.5000000546470122,8.15071044817287
sub-1034_5,0.0,0.6091481993924032,0.577176890038272,0.4999999903853686,0.2406910602591344,1.0,9.385751371884737
sub-1034_6,1.0,1.0,0.30063808796227387,0.26737384031364947,1.0,0.7326260925968301,9.62672515756266
sub-1034_7,0.23794893399364997,1.0,1.2640534580585239,0.46300242308810097,0.4477523283530822,0.4446730504713957,9.093106641055169
sub-1034_8,0.02143427668680188,1.0,20.0,0.4998853847035664,0.4992621660863912,0.49156665971379837,6.67225643896642
sub-1034_9,0.0,1.0,4.945324961072561,0.5227097744402949,0.5000051732581026,0.4658933727853039,9.246116432844584
sub-1034_10,0.00613731460336769,0.26480516990118885,20.0,0.5016860697020885,0.0,0.4965031826880998,8.180848535639944
sub-1020_1,0.01120639527220909,1.0,3.694464311910594,0.5228147246144201,1.0,0.5189300529094664,5.848003845438988
sub-1020_2,0.0,0.06598120371553037,5.770659204061761,0.5223428841976828,1.0,0.0,4.548089184118542
sub-1020_3,0.0,1.0,5.39710222123251,0.4937519654909086,0.4870471175613546,0.5000020662566227,9.501099340270724
sub-1020_4,0.0018508493899971783,0.3051873595654071,20.0,0.5002234976130706,0.4986150089310082,0.07049568641320292,12.185228046573487
sub-1020_5,0.0670432935015309,1.0,5.674143055999711,1.0,0.47727853826694033,0.48767471268277734,5.831996012273579
sub-1020_6,0.0,1.0,5.433737729677661,0.5062041110688891,0.4871316146834874,0.4871305553298035,8.012417482681906
sub-1020_7,0.34459671370341993,1.0,6.121951882479925,0.49999922169569394,0.48857705278241886,1.0,4.056495601623924
sub-1020_8,0.023275170276069623,1.0,20.0,0.5047916479897132,0.4929909323121567,1.0,6.014211653473603
sub-1020_9,0.009231741360615582,1.0,20.0,1.0,0.4930176347105425,0.49650318821670036,6.058180076572936
sub-1020_10,0.004261737456521721,1.0,20.0,0.4949801204160009,0.49650318887642186,0.5034968217778477,7.823140843884806
sub-1008_1,0.0,1.0,8.600068877431363,0.4440960893917941,0.4999999993982531,1.0,5.545177444510772
sub-1008_2,1.4813916372978494e-10,0.032309358269502236,20.0,0.4965031863691373,0.0,0.5040261266260013,6.169977233092496
sub-1008_3,0.0,0.9858350491015849,5.180160570017161,0.5025787837924117,0.48649933916277294,0.0,10.763174257445655
sub-1008_4,0.007055071778318271,1.0,20.0,0.4952177116739611,0.4965031813815969,0.5034968095181639,6.485652575360229
sub-1008_5,0.01810465351897221,0.45643224652529607,20.0,0.5057279669580083,0.5004059854206869,0.9043337469163996,6.442161001843593
sub-1008_6,0.0,0.9741355788123961,5.005455831158209,0.5448224409993437,0.47940624859928344,1.0,8.139700677655178
