"id","agegrp","llh_double","llh_single","llh_baseline","llh_decay","llh_prior","AIC_double","AIC_single","AIC_baseline","AIC_decay","AIC_prior","BIC_double","BIC_single","BIC_baseline","BIC_decay","BIC_prior","AIC_double_weight","AIC_single_weight","AIC_baseline_weight","AIC_decay_weight","AIC_prior_weight","win"
"sub-1039","Younger",27.3486709003434,27.5278822193662,59.6106575281552,27.3486709003428,30.5770515679166,61.2827076543453,59.3414787244467,121.314338312124,63.6973418006856,75.3646294516226,66.1173292699977,62.6690894182731,123.027977546081,69.9239917597669,83.9940780744551,0.253843214052693,0.670035887156508,2.33809735615173e-14,0.0758987136083421,0.000222185182433676,"single"
"sub-2001","Older",41.6052480037358,44.9799675830195,58.2243631670353,39.5760329627486,45.5056498815326,89.7958618611302,94.2456494517533,118.541749589885,88.1520659254972,105.221826078855,94.6304834767826,97.5732601455797,120.255388823841,94.3787158845784,113.851274701687,0.295565944445338,0.031944441121839,1.69263837767876e-07,0.672357331174522,0.000132113994463095,"decay"
"sub-2002","Older",61.8410150845631,61.9660382530559,62.383246250395,61.2483474529173,62.0976048513852,130.267396022785,128.217790791826,126.859515756604,131.496694905835,138.40573601856,135.102017638437,131.545401485652,128.57315499056,137.723344864916,147.035184641392,0.101625753642359,0.283184774845271,0.558490225406509,0.0549623025598598,0.00173694354600102,"baseline"
"sub-2003","Older",53.4079889203519,57.5213929991384,58.2243631670353,53.4079889203508,54.2287212113176,113.401343694362,119.328500283991,118.541749589885,115.815977840702,122.667968738425,118.235965310015,122.656110977817,120.255388823841,122.042627799783,131.297417361257,0.695954891655942,0.0359348131981444,0.0532544782494047,0.208089395666032,0.00676642123047733,"double"
"sub-2004","Older",32.9662076238505,35.077750879308,62.383246250395,31.37963567797,39.3673452864004,72.5177811013596,74.4412160443303,126.859515756604,71.7592713559401,92.9452168885902,77.352402717012,77.7688267381567,128.57315499056,77.9859213150214,101.574665511423,0.351683236922116,0.134425938445801,5.57177947431328e-13,0.513877930551921,1.28940796054832e-05,"decay"
"sub-2005","Older",59.3219983442167,59.3364489913585,59.6106575281552,59.3219983442257,59.4949628766714,125.229362542092,122.958612268431,121.314338312124,127.643996688451,133.200452069132,130.063984157744,126.286222962258,123.027977546081,133.870646647533,141.829900691965,0.0868688348285038,0.270365425628684,0.615177872980465,0.0259736421975321,0.00161422436481477,"baseline"
"sub-2006","Older",60.7824581174685,60.9969518892751,60.9969518892751,60.7824648768588,59.4217430031681,128.150282088596,126.279618064265,124.086927034364,130.564929753718,133.054012322126,132.984903704248,129.607228758091,125.800566268321,136.791579712799,141.683460944958,0.0865047534367003,0.22041924183487,0.659760501446819,0.0258646076163625,0.00745089566524786,"baseline"
"sub-2007","Older",51.5665094251957,51.6447949595402,58.2243631670353,51.5665094251957,48.7128333683055,109.71838470405,107.575304204795,118.541749589885,112.133018850391,111.6361930524,114.553006319702,110.902914898621,120.255388823841,118.359668809473,120.265641675233,0.216716692974493,0.632785301110199,0.00262980183463829,0.0647979433903433,0.0830702606903262,"single"
"sub-2009","Older",61.4241649035515,62.383246250395,62.383246250395,61.3628918446226,60.4941195631976,129.433695660762,129.052206786504,126.859515756604,131.725783689245,135.198765442185,134.268317276414,132.379817480331,128.57315499056,137.952433648326,143.828214065017,0.161127506060759,0.194988474518985,0.583640941027154,0.051221122736486,0.00902195565661554,"baseline"
"sub-2010","Older",59.5568952451673,59.600656961418,59.6106575281552,59.4573644236644,59.4647129200271,125.699156343993,123.48702820855,121.314338312124,127.914728847329,133.139952155844,130.533777959646,126.814638902377,123.027977546081,134.14137880641,141.769400778676,0.0749978440288825,0.226676396555974,0.671737999481739,0.0247709876410158,0.00181677229238894,"baseline"
"sub-2011","Older",50.8696021495263,51.2622678789658,60.9969518892751,49.7825370392119,50.3347558291349,108.324570152711,106.810250043646,124.086927034364,108.565074078424,114.880037974059,113.159191768364,110.137860737472,125.800566268321,114.791724037505,123.509486596892,0.246487512806405,0.525563693634136,9.31199244225241e-05,0.21855973662982,0.00929593700521665,"single"
"sub-2012","Older",47.2612243151405,62.383246250395,62.383246250395,47.2612243151405,47.248475041234,101.10781448394,129.052206786504,126.859515756604,103.522448630281,108.707476398257,105.942436099592,132.379817480331,128.57315499056,109.749098589362,117.33692502109,0.756786656715573,6.47032026369643e-07,1.93670103669802e-06,0.226277995789614,0.0169327637617503,"double"
"sub-2013","Older",46.1554788464595,47.030085439995,60.9969518892751,46.1297033456615,49.3269592640367,98.8963235465775,98.3458851657043,124.086927034364,101.259406691323,112.864444843863,103.73094516223,101.673495859531,125.800566268321,107.486056650404,121.493893466695,0.381017029067132,0.501730568904444,1.29084572576734e-06,0.116898086244751,0.000353024937947488,"single"
"sub-2018","Older",42.1605187081076,42.3044358614887,60.9969518892751,41.4473348828856,47.0582289710472,90.9064032698736,88.8945860086917,124.086927034364,91.8946697657711,108.326984257884,95.7410248855261,92.222196702518,125.800566268321,98.1213197248524,116.956432880716,0.230167866511079,0.62936887257528,1.43544151784609e-08,0.140425296400662,3.79501585645522e-05,"single"
"sub-2019","Older",51.2651370415516,53.3087453472883,59.6106575281552,44.5214406630283,48.3921530107117,109.115639936762,110.903204980291,121.314338312124,98.0428813260566,110.994832337213,113.950261552414,114.230815674117,123.027977546081,104.269531285138,119.624280960045,0.00391298016047858,0.00160082120594973,8.78201047008658e-06,0.992948280312965,0.00152913631013641,"decay"
"sub-2020","Older",28.3214651515096,36.8368688296861,60.9969518892751,28.3214651515096,31.8259125530977,63.2282961566777,77.9594519450865,124.086927034364,65.6429303030192,77.8623514219849,68.0629177723301,81.2870626389129,125.800566268321,71.8695802621005,86.4918000448174,0.769056141358198,0.000486550820332708,4.6846188481643e-14,0.22994655200643,0.000510755814992844,"double"
"sub-2021","Older",54.3646226569845,54.4933318119756,60.9969518892751,54.3646226569845,52.7430892409055,115.314611167628,113.272377909665,124.086927034364,117.729245313969,119.6967047976,120.14923278328,116.599988603492,125.800566268321,123.95589527305,128.326153420433,0.238121338613613,0.661094634867013,0.00296424521907644,0.0711978980840828,0.0266218832162149,"single"
"sub-2022","Older",60.9094320872658,60.9969518892751,60.9969518892751,60.7172002864057,60.6696823566176,128.40423002819,126.279618064265,124.086927034364,130.434400572811,135.549891029025,133.238851643843,129.607228758091,125.800566268321,136.661050531893,144.179339651857,0.0772622291573128,0.223522301361797,0.669048602124701,0.0279976320563146,0.00216923529987462,"baseline"
"sub-2023","Older",31.6101718062174,34.8135971899166,60.9969518892751,31.5998816099608,32.0329643249226,69.8057094660933,73.9129086655475,124.086927034364,72.1997632199216,78.2764549656347,74.6403310817457,77.2405193593738,125.800566268321,78.4264131790029,86.9059035884671,0.692119217910198,0.0887797533573566,1.13022335649516e-12,0.209083008732461,0.0100180199988537,"double"
"sub-2024","Older",39.5766049623082,43.0608799829056,59.6106575281552,39.2471657177816,43.4529077262487,85.7385757782748,90.4074742515254,121.314338312124,87.4943314355633,101.116341768287,90.5731973939273,93.7350849453518,123.027977546081,93.7209813946445,109.745790391119,0.660944730732317,0.0640216293657729,1.24447582824888e-08,0.274730987903431,0.000302639553721718,"double"
"sub-2025","Older",48.2603423202804,50.7300653577486,60.9969518892751,47.8492837364685,50.2911031148336,103.106050494219,105.745845001212,124.086927034364,104.698567472937,114.792732545457,107.940672109872,109.073455695038,125.800566268321,110.925217432018,123.422181168289,0.581022759842107,0.155227638677308,1.61530185376651e-05,0.262048981949292,0.00168446651275581,"double"
"sub-2026","Older",35.1357680724095,59.3558234269313,62.383246250395,35.1357680724095,27.6013915198897,76.8569019984776,122.997361139577,126.859515756604,79.271536144819,69.4133093555689,81.69152361413,126.324971833403,128.57315499056,85.4981861039003,78.0427579784014,0.0234534869032452,2.24354105426162e-12,3.25295310007603e-13,0.00701255494352466,0.969533958150661,"prior"
"sub-2027","Older",47.8697819653994,47.8775894539757,62.383246250395,47.8697819653993,50.3440721263672,102.324929784457,100.040893193666,126.859515756604,104.739563930799,114.898670568524,107.15955140011,103.368503887492,128.57315499056,110.96621388988,123.528119191356,0.225532581839076,0.706612857458228,1.06069773113991e-06,0.0674338800122168,0.00041961999274771,"single"
"sub-2030","Older",58.0775218117587,58.2243631670353,58.2243631670353,58.0775218117587,58.2243631680747,122.740409477176,120.734440619785,118.541749589885,125.155043623517,130.659252651939,127.575031092828,124.062051313611,120.255388823841,131.381693582599,139.288701274771,0.0819324324300641,0.223381113422832,0.668625997343766,0.0244976658030726,0.00156279100026447,"baseline"
"sub-2031","Older",60.4307555878367,60.9969518892751,60.9969518892751,60.4307555878367,59.7092661321246,127.446877029332,126.279618064265,124.086927034364,129.861511175673,133.629058580039,132.281498644984,129.607228758091,125.800566268321,136.088161134755,142.258507202871,0.117613778708253,0.210826533032347,0.631047534660885,0.0351663310751906,0.00534582252332431,"baseline"
"sub-2033","Older",60.7679736218354,60.9725247946315,60.9969518892751,59.9505926391048,60.8536075768215,128.121313097329,126.230763874977,124.086927034364,128.90118527821,135.917741469433,132.955934712982,129.558374568804,125.800566268321,135.127835237291,144.547190092265,0.0848313633096734,0.218315210012623,0.637693879978716,0.0574393285067729,0.00172021819221441,"baseline"
"sub-2034","Older",23.5670041390381,53.1631146824358,62.383246250395,23.5670041390381,16.62423973297,53.7193741317348,110.611943650586,126.859515756604,56.1340082780763,47.4590057817294,58.5539957473872,113.939554344412,128.57315499056,62.3606582371576,56.0884544045618,0.041361297686658,1.8303310801781e-14,5.42518059127555e-18,0.0123669616274856,0.946271740685838,"prior"
"sub-2036","Older",61.1068873810274,62.383246250395,62.383246250395,61.1068873810275,60.8205019643602,128.799140615713,129.052206786504,126.859515756604,131.213774762055,135.85153024451,133.633762231366,132.379817480331,128.57315499056,137.440424721136,144.480978867342,0.20631276902436,0.181791464043033,0.544139551871048,0.0616871868265266,0.00606902823503215,"baseline"
"sub-2037","Older",48.7270432497279,50.237647087184,58.2243631670353,46.2094162887408,48.7324443574942,104.039452353114,104.761008460082,118.541749589885,101.418832577482,111.675415030778,108.874073968767,108.088619153909,120.255388823841,107.645482536563,120.30486365361,0.184259195189332,0.12845329591929,0.000130705943827295,0.683108239568207,0.0040485633793438,"decay"
"sub-2038","Older",62.0790747306117,62.3181817363464,62.383246250395,61.2704775634777,61.8649552771928,130.743515314882,128.922077758407,126.859515756604,131.540955126955,137.940436870175,135.578136930534,132.249688452234,128.57315499056,137.767605086037,146.569885493008,0.0896271441549733,0.222822836486747,0.624941472529391,0.0601558272414466,0.00245271958744159,"baseline"
"sub-2039","Older",30.2313955481292,34.59272230378,59.6106575281552,29.246660606087,33.213269537734,67.0481569499168,73.4711588932744,121.314338312124,67.493321212174,80.6370653912574,71.8827785655693,76.7987695871007,123.027977546081,73.7199711712553,89.2665140140899,0.542927863061282,0.0218778670884498,8.93286088168093e-13,0.434586207441916,0.000608062407459396,"double"
