Subject,a_gain,a_loss,beta,iProbA,iProbB,iProbC,llh,iprobA,iprobB,iprobC
1.0,0.2518117958950008,0.007069782903027955,0.11483274575244407,,,,8.195801431089107,0.8485361259330086,0.9786249072511078,0.7106804190023348
2.0,0.10310650703449319,0.48760031363669715,0.019791084913880996,,,,8.298965509632891,0.5575661265522907,0.9671451797811093,0.0015143344224557006
3.0,0.1606929426181915,0.06804569145075216,0.2158947693511369,,,,7.7974889896313355,0.7207424057440119,0.6603718295571628,0.8007520790635918
4.0,0.7123260481580008,0.4621657969410362,0.4364341489594753,,,,6.718660706189696,0.9983454164853842,0.2860929297809085,0.11533185779078549
5.0,0.13621770092731023,0.40320390869171285,0.7355334004553084,,,,6.312411804922699,0.7487415275969064,0.4434999123465581,0.11964412230624688
6.0,0.8009716655048803,0.201454910924718,0.18127363379163108,,,,9.126050060014812,0.9749126525837805,0.5606707810823848,0.2372502268469082
7.0,0.34516472703161766,0.19418504548186982,0.6913164952382252,,,,7.236226205931676,0.23865332602569767,0.7364243069668805,0.11814094792022817
8.0,0.21508251065183404,0.7598321416768576,0.4629046714111774,,,,7.468575314509627,0.9782979835686691,0.5272289816252906,0.7132281883305064
9.0,0.27290042379233515,0.13220739089874634,0.0661767380497138,,,,8.326871864123577,0.7480091677764128,0.8254390474245823,0.33347707003641464
10.0,0.7688840240316146,0.1451908627226192,0.6884364509875069,,,,6.4675152584702635,0.9998669897513233,0.27586133403359225,0.24667732716322593
11.0,0.515271140940034,0.4281231113513544,0.337333696491273,,,,5.640874294171185,1.0,0.0,0.7108210291599075
12.0,0.13137539029007395,0.19965213478119248,0.24251856078282386,,,,8.017437395880194,0.8791868286258626,0.5659503485643933,0.2298790460420222
13.0,0.4737380843708674,0.01339472694768432,0.12356009083849283,,,,7.393065001792282,0.9791914846841122,0.132953468996455,0.32529461903413215
14.0,0.017215197348955935,0.6846776858247695,0.4815122643563753,,,,6.182273257340991,0.01544878885628713,0.04592372078495832,0.07868134643866584
15.0,0.2935466091817937,0.3440685053643392,1.1970924102647278,,,,3.1571455367769823,0.07003869018004272,0.5384601697159266,0.0
16.0,0.1417246280961616,0.177723922413627,0.1093779187265067,,,,8.647521134786695,0.7260641594386344,0.2014051579258458,0.4799951504113772
17.0,0.10289641292545641,0.1427950273493998,0.30235885216268565,,,,8.012055490731983,0.8866063144035548,0.6209634498973569,0.08060182579320013
18.0,0.396103126995188,0.16510012650893802,0.04706264791383408,,,,8.340193100121157,0.9647397122017348,0.9059773448410827,0.2521868923023026
19.0,0.49498533188826743,0.09441796505448996,0.20948824964994572,,,,8.174338652357982,0.9924701795774676,0.8970003071084864,0.6607916330662629
20.0,0.9526798047725983,0.5830615747430147,0.10883685776475369,,,,8.005382230729772,0.9999999997514804,0.9718541049869338,0.9718541049860885
21.0,0.39165056888158545,0.1581738657863202,0.005580525184756713,,,,8.321497727158496,0.7133012480786487,0.2646263866690811,0.2282304490626847
22.0,0.12867829011525467,0.6315767567635149,0.12814095916454782,,,,8.891318292529665,0.4482812591456643,0.023058120065174,0.016501308116992432
