Subject,a_gain,a_loss,beta,llh
1.0,0.7764431416087364,1.0,11.36862721485161,8.317766166719348
2.0,1.0,0.7079358590287674,0.45031777692294644,9.613223890216855
3.0,0.0,0.01462050075029482,20.0,11.280356553165788
4.0,1.0,1.0,18.448030169382623,4.1588830833596715
5.0,0.009593707516536945,1.0,20.0,9.195098443268465
6.0,1.0,1.0,11.910346435905122,4.1588830833596715
7.0,1.0,0.18744520006837959,0.3478556581859875,11.447531958959676
8.0,0.9326696626738699,0.007624028639853827,20.0,11.730585514487238
9.0,1.0,1.0,12.155937338797136,5.545177444479562
10.0,0.18519054410426417,0.0,1e-10,12.476649250079015
11.0,0.8992571219070281,1.0,16.34565163732043,4.1588830833596715
12.0,1.0,0.008825509991599732,15.848656885585788,4.056495536623715
13.0,1.0,0.0036600359624377595,20.0,10.463737782163497
14.0,1.0,0.8206774287241508,17.745661553363565,5.545177444479562
15.0,1.0,1.0,15.051813402868017,6.931471805599453
16.0,0.9031475622929268,1.0,20.0,4.1588830833596715
17.0,0.0,0.7734468222542864,1e-10,12.476649250079015
18.0,1.0,1.0,12.666284186412195,5.545177444479562
19.0,0.9662357281363068,1.0,20.0,4.1588830833596715
20.0,0.9380454940022542,0.5264234618318361,6.171380140913663,7.425468945858226
21.0,0.019950539847123933,0.0,20.0,10.315448979193913
22.0,0.6240017284904174,1.0,11.896706954827016,6.931471805599453
23.0,1.0,1.0,17.47175940573797,5.545177444479562
24.0,1.0,0.7778209388779423,17.047176964620327,5.545177444479562
25.0,0.006993625320367945,0.002948513622252916,20.0,12.113289008076228
26.0,1.0,1.0,0.4487379795956065,8.632178646577374
27.0,0.8951185467862042,1.0,13.946468869597721,4.1588830833596715
28.0,0.8764570567724737,1.0,18.74573876808723,4.1588830833596715
29.0,1.0,1.0,12.338218429052473,5.545177444479562
30.0,0.9853289013913815,1.0,18.737373846357006,4.1588830833596715
31.0,0.07266973639690544,1.0,8.464104806287192,9.704060527857996
32.0,1.0,1.0,13.485043309932466,6.931471805599453
33.0,1.0,1.0,0.5927683181801895,8.244580994715015
34.0,1.0,0.04969688600456621,0.356072146683405,11.534358548941778
35.0,0.013729474401182714,1.0,20.0,8.578933716610432
36.0,0.016629048718837528,1.0,20.0,7.680869508171699
37.0,1.0,1.0,16.383495708077547,4.1588830833596715
38.0,1.0,0.8748935238985952,17.573932511632094,4.1588830833596715
39.0,1.0,0.3503032271540214,19.490930390770252,5.545177473243926
40.0,1.0,1.0,12.226231251995342,4.1588830833596715
41.0,0.8926931003066527,0.5954829766991182,0.9954412641086129,8.244580994715015
42.0,0.005181849780205505,0.6695318004047539,20.0,11.177125725150127
43.0,0.01677400956320526,0.04994198457395989,20.0,7.735308067850273
44.0,1.0,1.0,12.857487226855069,4.1588830833596715
45.0,1.0,1.0,16.746090490602786,5.545177444479562
46.0,1.0,1.0,15.0623569245864,4.1588830833596715
47.0,1.0,0.0,13.618189161535032,4.1588830833596715
48.0,1.0,0.727808347215798,14.588306413124426,6.931471805599453
49.0,1.0,0.06077554383132707,5.550072814752529,7.42546905549689
50.0,1.0,0.0833009671955599,14.29943547945473,5.545177444479562
51.0,1.0,0.9100124114574003,15.373470511222115,6.931471805599453
52.0,1.0,1.0,12.467410391416564,6.931471805599453
53.0,0.014620499230841223,0.02141207684043745,20.0,11.177969006429812
54.0,1.0,1.0,15.084193286163618,4.1588830833596715
55.0,0.9892340892117351,1.0,16.269829679072366,4.1588830833596715
56.0,1.0,0.0,4.684298493936884,9.704062105215145
57.0,1.0,0.0,0.3373336937465664,10.69205466838024
58.0,1.0,0.33396722128887624,13.70478077171932,6.931471805599453
59.0,0.9231501200247116,1.0,14.805712735644322,4.1588830833596715
60.0,1.0,0.6387696083583477,15.569541521017,5.545177444479562
61.0,1.0,0.0,15.012075320203184,5.545177444479562
62.0,1.0,0.7891216651242359,6.955022136079004,9.704060529574823
63.0,1.0,1.0,17.006867723748663,5.545177444479562
64.0,1.0,1.0,12.455433657785921,5.545177444479562
65.0,0.4250732744112944,1.0,17.071829018377628,4.1588830833596715
66.0,1.0,0.0,14.253528647777989,5.545177444479562
67.0,1.0,1.0,14.315639923835008,5.545177444479562
68.0,1.0,1.0,8.203913522558608,9.704060527880186
69.0,1.0,1.0,12.112493252234795,6.931471805599453
70.0,1.0,0.01035843782187006,13.5032393411916,6.7266967121275885
71.0,1.0,1.0,12.812757095511712,4.1588830833596715
72.0,1.0,1.0,0.13987253299856886,11.964711516399198
73.0,1.0,1.0,15.73394920741076,4.1588830833596715
74.0,1.0,0.0,17.921223522814124,4.1588830833596715
75.0,0.014288608936203437,0.0,1e-10,12.476649250079014
76.0,1.0,1.0,13.112270944278421,4.1588830833596715
77.0,0.005782880954515932,0.7181787217152569,20.0,10.913000882530392
78.0,1.0,0.0,11.70784983208832,6.931471805599457
79.0,1.0,1.0,12.111921110083843,5.545177444479562
80.0,1.0,1.0,12.549185125915942,5.545177444479562
81.0,1.0,1.0,15.5992112832602,4.1588830833596715
82.0,1.0,0.3422130887347706,18.018672955907515,6.931471863139378
83.0,0.8280717783916893,0.9677628940919163,0.21304913089061236,11.44823002896861
84.0,1.0,0.8012300031888157,11.278111847393054,8.317766166721034
85.0,0.02214581265482682,1.0,6.315980285116775,6.82908428247229
86.0,1.0,0.7789475022926192,15.962732779871718,4.1588830833596715
87.0,1.0,1.0,13.891397646439776,5.545177444479562
88.0,0.2522003176392629,0.9540662235214853,0.55460892935658,9.324407402328372
89.0,0.0009537254842725062,0.5578388804128434,20.0,12.462365089610648
90.0,1.0,0.019985197837149034,20.0,7.387650614088333
91.0,1.0,0.31636722611394463,19.696276497675093,4.158883106566491
92.0,0.9765191913807589,1.0,15.710651769473625,6.931471805599453
93.0,0.011057543809385817,0.5187895927814955,20.0,9.361978560236144
94.0,1.0,0.08346673886442837,5.375913868518863,7.781825428412848
95.0,1.0,0.08843815560274604,5.073563773216732,9.168119841802927
96.0,1.0,1.0,19.734596372832833,5.545177444479562
97.0,1.0,1.0,12.324279015666992,5.545177444479562
98.0,1.0,0.0,15.228374031163819,4.1588830833596715
99.0,1.0,0.3403918232553186,19.842957938832594,5.545177454820678
100.0,1.0,1.0,12.156787043650127,5.545177444479562
101.0,0.025296158258493476,0.013501535848882874,20.0,10.069791767041282
102.0,0.7702765213853339,0.9717497532847225,20.0,4.1588830833596715
103.0,0.5860915587266369,0.002548191293186803,20.0,12.21461684003995
104.0,1.0,1.0,14.825715397585984,4.1588830833596715
105.0,1.0,0.10588273067433152,13.403429915976698,6.931471805599453
106.0,0.012084516195628295,1.0,20.0,9.859714944635957
107.0,0.7497699605119515,1.0,20.0,4.1588830833596715
108.0,1.0,0.0,0.06743666311259125,12.376075401480094
109.0,1.0,0.011943615032964492,11.711068570319581,5.442789897743608
110.0,1.0,0.9999999995423949,0.44873797804326454,8.632178646577374
111.0,0.8613348081692216,0.8828710010798008,14.426837402264946,6.931471805599453
112.0,1.0,0.32347177219186624,17.001897741481976,6.931471889040776
113.0,1.0,1.0,11.092656385674482,6.931471805599468
114.0,0.8292462678302923,0.4591105770881024,13.21892353680623,6.82908428484405
115.0,1.0,0.30984064065978595,18.224359090807738,4.158883172216039
116.0,1.0,0.7097125026147677,12.378228219604198,8.317766166719343
117.0,1.0,0.1488691448058036,14.273397787147506,6.931471805599453
118.0,1.0,1.0,11.996460941183669,5.545177444479562
119.0,0.007764696270982788,1.0,20.0,7.673152420588137
120.0,1.0,0.007697439423244584,5.805987784541141,9.670642837131211
121.0,1.0,0.024623085431917383,5.6796774815234015,8.112991197133347
122.0,1.0,0.33706911165621534,0.4443674599634851,10.350335904528052
123.0,0.7010717516289536,1.0,15.918568745767969,5.545177444479562
124.0,0.018301556308914158,0.006875762601473479,20.0,8.627889284997647
125.0,1.0,1.0,12.509490086919913,5.545177444479562
126.0,0.8160452430848228,1.0,0.43735942286087404,9.675402207003895
127.0,1.0,1.0,16.210280261824032,4.1588830833596715
128.0,1.0,1.0,9.859353051849835,6.931471805600025
129.0,1.0,1.0,12.573231228966787,5.545177444479562
130.0,1.0,0.7885644359126708,6.952652369544837,9.704060529587204
131.0,0.02129568600002465,1.0,2.6372468932041544,10.925895638225565
132.0,1.0,1.0,13.495581700183669,4.1588830833596715
133.0,1.0,1.0,17.134183295800412,5.545177444479562
134.0,0.40792284883425045,1.0,17.373441242912772,5.545177444479562
135.0,0.008239658855220914,0.010972577435176647,20.0,11.138274498965826
136.0,1.0,0.31438341764387734,20.0,4.1588831028480024
137.0,1.0,0.49452903077482757,0.7170487278328131,10.043480192515567
138.0,0.7172102462638992,1.0,13.250709461675658,6.931471805599868
139.0,0.012871237549116323,1.0,10.867062411264245,6.829084258863512
140.0,1.0,1.0,12.731459467673398,5.545177444479562
141.0,0.7647036004023496,0.34152837147396753,0.5020783355212413,8.576318110550671
142.0,1.0,1.0,14.31685427107328,4.1588830833596715
143.0,1.0,1.0,10.400187162437389,6.931471805599567
144.0,1.0,0.026509949729735846,12.724794486065504,6.039174514750067
145.0,1.0,1.0,12.856047424200627,4.1588830833596715
