Subject,alpha,beta,llh
1.0,0.013189996214907684,20.0,13.596440901125964
2.0,1.0,20.0,6.931471805599453
3.0,0.9716699179063423,20.0,4.1588830833596715
4.0,1.0,15.179777918532807,5.545177444479562
5.0,0.028514807422322465,20.0,9.539286520741713
6.0,1.0,20.0,4.1588830833596715
7.0,0.11470429937318447,20.0,4.2325804797190925
8.0,1.0,12.895204513793043,4.1588830833596715
9.0,0.009736289000669062,20.0,13.78880226704201
10.0,1.0,13.255514573906218,4.1588830833596715
11.0,1.0,17.218058917807447,5.545177444479562
12.0,0.02693146943258786,20.0,8.160537460937599
13.0,0.29909863198557807,0.7973757515468175,13.409690445410446
14.0,0.0037241829551701187,20.0,14.657321657387737
15.0,0.029800317337439222,20.0,9.945254308819557
16.0,1.0,15.54792600687092,6.931471805599453
17.0,1.0,12.831267527898788,4.1588830833596715
18.0,1.0,0.5291336452284058,9.149529370289436
19.0,1.0,16.327426002996827,5.545177444479562
20.0,1.0,0.18006723952838458,13.951126587370386
21.0,0.8417714699052566,0.8532845252785201,7.251715855923324
22.0,1.0,20.0,8.317766166719343
23.0,0.0021254042381074136,20.0,14.967057167302707
24.0,1.0,0.5291336519244254,9.149529370289436
25.0,1.0,10.237743658882167,11.090354888959263
26.0,0.026646813153360517,20.0,9.33343416318983
27.0,1.0,12.741666263889382,5.545177444479562
28.0,0.4251634679563959,0.6065278867522512,13.4598362318742
29.0,0.01320534662781343,20.0,13.205027395525244
30.0,1.0,0.7309412174264094,7.297141783255014
31.0,1.0,18.18440780916132,4.1588830833596715
32.0,0.839220476958629,0.6309315631334107,9.111318390802953
33.0,0.03503152237915541,20.0,7.187978330039273
34.0,0.01838960240993565,20.0,9.049208266124618
35.0,1.0,15.297737657192425,5.545177444479562
36.0,0.18478269741180645,20.0,8.322704279737216
37.0,0.18639024848231966,20.0,5.5501590882258345
38.0,1.0,16.932180199097385,4.1588830833596715
39.0,1.0,20.0,4.1588830833596715
40.0,1.0,12.32147360855104,9.704060527839234
41.0,0.004242428022801298,20.0,14.694155356867906
42.0,1.0,14.107785672070962,5.545177444479562
43.0,0.05726027979531846,20.0,7.447021695883112
44.0,0.0259473288854146,20.0,10.950190653550605
45.0,0.0554663955427474,20.0,7.420823714519545
46.0,1.0,15.391685274049056,5.545177444479562
47.0,1.0,14.791747378025626,4.1588830833596715
48.0,1.0,17.03364321138446,6.931471805599453
49.0,1.0,18.479275331768054,5.545177444479562
50.0,1.0,12.934553698639009,6.931471805599453
51.0,1.0,20.0,4.1588830833596715
52.0,1.0,11.877668056828375,6.931471805599453
53.0,1.0,12.15640255014318,8.317766166719343
54.0,0.05510965322997525,20.0,7.4077185287845575
55.0,0.021135626559187874,20.0,9.628963882055945
56.0,1.0,13.16880563463548,8.317766166719343
57.0,1.0,12.145972434485781,4.1588830833596715
58.0,0.0,1e-10,15.249237972318797
59.0,1.0,0.3795742237032575,11.58932887575378
60.0,1.0,12.825753493359876,5.545177444479562
61.0,1.0,13.645364084649502,4.1588830833596715
62.0,0.05510577061267821,20.0,8.798397862069157
63.0,0.8166035475110276,0.3488086790214902,12.568073345072953
64.0,0.06178911658974815,20.0,8.555302760890289
65.0,0.05268685316194901,20.0,10.151931053938585
66.0,0.6488273132527552,0.4587492729320759,13.145677354143812
