Trial,Stim_Sequence,Choice,Trustee_Response,Subject,Alpha_gain,Alpha_loss,Beta,Decay
27,0,4,1,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
28,0,4,1,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
29,2,1,0,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
30,2,2,0,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
31,0,4,1,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
32,1,1,0,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
33,1,1,0,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
34,2,2,0,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
35,0,4,1,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
36,1,4,0,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
37,0,4,0,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
38,0,1,1,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
39,0,4,1,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
40,2,2,0,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
41,2,2,0,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
42,1,1,0,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
43,2,1,0,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
44,1,1,1,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
45,1,1,0,2,0.6890115492570842,0.37987887931997627,0.5135769426001713,0.08089622523231396
1,2,2,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
2,0,4,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
3,2,1,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
4,1,1,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
5,2,3,0,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
6,2,2,0,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
7,0,4,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
8,2,1,0,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
9,0,2,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
10,1,3,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
11,1,4,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
12,2,2,0,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
13,0,2,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
14,2,1,0,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
15,0,3,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
16,1,1,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
17,0,4,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
18,0,4,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
19,0,3,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
20,1,2,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
21,0,2,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
22,2,1,0,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
23,1,3,0,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
24,2,2,0,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
25,1,3,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
26,2,1,0,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
27,1,3,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
28,0,4,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
29,2,2,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
30,1,1,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
31,2,1,0,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
32,0,3,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
33,1,2,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
34,2,3,0,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
35,0,3,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
36,1,1,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
37,0,1,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
38,1,1,0,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
39,1,3,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
40,0,3,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
41,1,3,0,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
42,2,1,0,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
43,0,1,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
44,1,2,1,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
45,2,1,0,3,0.00189174971457627,0.1373587221306237,1.733372444971026,0.193709533250148
1,2,4,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
2,2,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
3,1,2,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
4,0,4,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
5,2,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
6,1,4,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
7,2,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
8,0,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
9,2,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
10,0,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
11,0,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
12,0,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
13,1,4,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
14,2,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
15,1,4,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
16,1,4,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
17,2,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
18,2,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
19,1,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
20,1,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
21,0,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
22,0,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
23,1,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
24,1,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
25,1,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
26,0,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
27,0,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
28,0,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
29,1,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
30,2,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
31,1,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
32,2,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
33,0,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
34,2,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
35,2,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
36,1,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
37,1,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
38,0,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
39,2,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
40,2,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
41,0,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
42,2,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
43,1,1,0,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
44,0,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
45,0,1,1,4,0.22538338915656228,0.7582769031967698,15.52119306594043,0.0
1,2,4,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
2,0,2,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
3,0,3,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
4,2,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
5,1,2,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
6,1,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
7,1,4,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
8,0,4,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
9,0,4,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
10,0,4,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
11,1,4,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
12,0,4,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
13,1,4,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
14,0,4,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
15,1,4,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
16,1,4,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
17,2,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
18,2,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
19,0,4,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
20,2,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
21,0,4,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
22,1,1,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
23,2,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
24,1,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
25,0,4,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
26,2,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
27,2,1,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
28,2,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
29,0,4,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
30,0,4,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
31,2,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
32,1,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
33,2,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
34,1,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
35,2,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
36,0,4,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
37,0,4,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
38,2,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
39,0,4,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
40,1,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
41,2,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
42,1,1,1,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
43,1,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
44,1,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
45,2,1,0,5,0.05354622313401255,0.3465916179937524,3.653209170492514,0.0
1,0,3,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
2,2,3,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
3,1,4,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
4,2,1,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
5,1,1,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
6,1,1,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
7,1,1,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
8,1,1,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
9,0,4,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
10,0,4,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
11,0,4,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
12,1,1,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
13,0,4,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
14,2,1,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
15,2,1,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
16,1,3,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
17,1,1,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
18,2,1,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
19,1,1,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
20,0,4,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
21,2,2,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
22,2,1,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
23,2,1,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
24,0,4,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
25,2,1,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
26,0,4,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
27,0,4,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
28,0,4,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
29,2,1,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
30,1,1,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
31,0,4,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
32,2,1,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
33,1,2,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
34,1,1,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
35,2,1,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
36,2,1,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
37,1,1,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
38,2,1,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
39,1,1,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
40,1,1,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
41,0,4,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
42,0,4,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
43,0,4,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
44,0,4,1,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
45,2,2,0,6,0.9129141436531574,0.9640542783910475,12.261145021691446,0.255141921003362
1,0,3,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
2,0,4,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
3,1,1,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
4,2,3,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
5,1,1,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
6,1,3,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
7,0,3,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
8,2,4,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
9,2,1,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
10,1,1,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
11,2,1,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
12,0,4,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
13,2,3,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
14,0,4,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
15,1,4,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
16,1,4,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
17,0,4,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
18,0,4,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
19,1,4,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
20,0,4,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
21,1,3,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
22,0,4,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
23,0,4,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
24,2,2,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
25,1,1,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
26,1,3,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
27,1,4,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
28,0,3,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
29,2,2,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
30,0,4,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
31,1,4,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
32,2,3,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
33,2,1,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
34,1,4,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
35,2,2,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
36,2,1,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
37,2,4,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
38,2,1,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
39,0,2,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
40,0,4,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
41,1,1,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
42,1,2,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
43,0,4,1,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
44,2,3,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
45,2,2,0,7,0.7806676069928041,0.17345811492960828,4.464845352263521,0.5744044497078329
1,1,4,0,8,0.05293047863304799,0.06284292415082014,4.704063136283582,0.34435697211221955
2,2,1,0,8,0.05293047863304799,0.06284292415082014,4.704063136283582,0.34435697211221955
3,2,4,0,8,0.05293047863304799,0.06284292415082014,4.704063136283582,0.34435697211221955
4,0,1,1,8,0.05293047863304799,0.06284292415082014,4.704063136283582,0.34435697211221955
