Trial,Stim_Sequence,Choice,Trustee_Response,Subject,Alpha,Beta,Decay
44,2,1,0,31,0.8155394213016477,7.902266505604096,0.0
45,1,1,1,31,0.8155394213016477,7.902266505604096,0.0
1,0,4,0,32,0.2756654190997207,4.71451322406877,0.0
2,0,1,1,32,0.2756654190997207,4.71451322406877,0.0
3,1,1,0,32,0.2756654190997207,4.71451322406877,0.0
4,2,2,0,32,0.2756654190997207,4.71451322406877,0.0
5,0,1,1,32,0.2756654190997207,4.71451322406877,0.0
6,2,1,0,32,0.2756654190997207,4.71451322406877,0.0
7,2,1,0,32,0.2756654190997207,4.71451322406877,0.0
8,0,1,1,32,0.2756654190997207,4.71451322406877,0.0
9,1,3,0,32,0.2756654190997207,4.71451322406877,0.0
10,1,1,0,32,0.2756654190997207,4.71451322406877,0.0
11,2,1,0,32,0.2756654190997207,4.71451322406877,0.0
12,0,1,0,32,0.2756654190997207,4.71451322406877,0.0
13,2,1,0,32,0.2756654190997207,4.71451322406877,0.0
14,0,1,1,32,0.2756654190997207,4.71451322406877,0.0
15,0,1,1,32,0.2756654190997207,4.71451322406877,0.0
16,0,1,1,32,0.2756654190997207,4.71451322406877,0.0
17,0,1,1,32,0.2756654190997207,4.71451322406877,0.0
18,1,1,0,32,0.2756654190997207,4.71451322406877,0.0
19,1,1,1,32,0.2756654190997207,4.71451322406877,0.0
20,2,1,0,32,0.2756654190997207,4.71451322406877,0.0
21,2,1,0,32,0.2756654190997207,4.71451322406877,0.0
22,0,1,1,32,0.2756654190997207,4.71451322406877,0.0
23,1,1,0,32,0.2756654190997207,4.71451322406877,0.0
24,0,1,1,32,0.2756654190997207,4.71451322406877,0.0
25,2,1,0,32,0.2756654190997207,4.71451322406877,0.0
26,2,1,0,32,0.2756654190997207,4.71451322406877,0.0
27,0,1,1,32,0.2756654190997207,4.71451322406877,0.0
28,1,1,1,32,0.2756654190997207,4.71451322406877,0.0
29,0,1,1,32,0.2756654190997207,4.71451322406877,0.0
30,1,1,1,32,0.2756654190997207,4.71451322406877,0.0
31,1,1,0,32,0.2756654190997207,4.71451322406877,0.0
32,1,1,0,32,0.2756654190997207,4.71451322406877,0.0
33,2,1,0,32,0.2756654190997207,4.71451322406877,0.0
34,1,1,1,32,0.2756654190997207,4.71451322406877,0.0
35,1,1,1,32,0.2756654190997207,4.71451322406877,0.0
36,2,1,0,32,0.2756654190997207,4.71451322406877,0.0
37,1,1,1,32,0.2756654190997207,4.71451322406877,0.0
38,0,1,1,32,0.2756654190997207,4.71451322406877,0.0
39,2,1,0,32,0.2756654190997207,4.71451322406877,0.0
40,2,1,1,32,0.2756654190997207,4.71451322406877,0.0
41,0,1,1,32,0.2756654190997207,4.71451322406877,0.0
42,2,1,0,32,0.2756654190997207,4.71451322406877,0.0
43,2,1,0,32,0.2756654190997207,4.71451322406877,0.0
44,1,1,1,32,0.2756654190997207,4.71451322406877,0.0
45,1,1,1,32,0.2756654190997207,4.71451322406877,0.0
1,1,3,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
2,0,4,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
3,2,1,0,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
4,2,3,0,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
5,0,4,0,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
6,0,1,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
7,0,2,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
8,2,3,0,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
9,1,1,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
10,2,2,0,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
11,1,1,0,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
12,2,1,0,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
13,2,2,0,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
14,1,3,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
15,2,1,0,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
16,1,4,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
17,2,3,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
18,1,4,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
19,0,1,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
20,2,2,0,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
21,2,2,0,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
22,1,3,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
23,2,1,0,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
24,0,3,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
25,1,4,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
26,0,4,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
27,0,3,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
28,1,4,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
29,0,4,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
30,0,4,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
31,1,3,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
32,1,4,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
33,0,4,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
34,1,1,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
35,2,2,0,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
36,2,1,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
37,0,2,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
38,0,4,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
39,0,4,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
40,1,3,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
41,1,2,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
42,2,4,0,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
43,0,4,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
44,2,1,0,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
45,1,4,1,33,0.3549985665224419,0.7548120333462572,0.3452488042780779
1,0,3,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
2,1,1,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
3,2,1,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
4,1,3,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
5,1,4,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
6,1,4,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
7,2,4,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
8,2,2,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
9,1,4,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
10,1,4,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
11,2,1,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
12,1,4,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
13,0,4,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
14,0,4,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
15,0,4,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
16,2,1,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
17,0,4,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
18,2,2,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
19,0,4,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
20,0,4,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
21,0,4,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
22,2,3,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
23,1,4,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
24,2,1,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
25,0,4,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
26,2,4,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
27,2,2,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
28,1,4,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
29,1,3,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
30,2,1,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
31,1,4,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
32,2,3,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
33,2,1,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
34,2,1,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
35,0,4,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
36,0,4,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
37,2,3,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
38,1,3,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
39,1,1,0,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
40,1,1,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
41,1,3,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
42,0,3,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
43,0,4,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
44,0,3,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
45,0,4,1,34,0.07724503568731818,3.6158033100698344,0.30761416909118894
1,2,3,0,35,0.7229212667057664,19.999900689172712,0.0
2,1,2,1,35,0.7229212667057664,19.999900689172712,0.0
3,1,4,1,35,0.7229212667057664,19.999900689172712,0.0
4,2,1,0,35,0.7229212667057664,19.999900689172712,0.0
5,0,2,1,35,0.7229212667057664,19.999900689172712,0.0
6,0,4,1,35,0.7229212667057664,19.999900689172712,0.0
7,1,4,1,35,0.7229212667057664,19.999900689172712,0.0
8,1,4,0,35,0.7229212667057664,19.999900689172712,0.0
9,1,1,1,35,0.7229212667057664,19.999900689172712,0.0
10,0,4,1,35,0.7229212667057664,19.999900689172712,0.0
11,1,1,1,35,0.7229212667057664,19.999900689172712,0.0
12,2,1,0,35,0.7229212667057664,19.999900689172712,0.0
13,0,4,1,35,0.7229212667057664,19.999900689172712,0.0
14,2,1,0,35,0.7229212667057664,19.999900689172712,0.0
15,0,4,1,35,0.7229212667057664,19.999900689172712,0.0
16,1,1,0,35,0.7229212667057664,19.999900689172712,0.0
17,1,1,1,35,0.7229212667057664,19.999900689172712,0.0
18,1,1,0,35,0.7229212667057664,19.999900689172712,0.0
19,0,4,1,35,0.7229212667057664,19.999900689172712,0.0
20,0,4,1,35,0.7229212667057664,19.999900689172712,0.0
21,0,4,1,35,0.7229212667057664,19.999900689172712,0.0
22,2,1,0,35,0.7229212667057664,19.999900689172712,0.0
23,2,1,0,35,0.7229212667057664,19.999900689172712,0.0
24,1,1,0,35,0.7229212667057664,19.999900689172712,0.0
25,1,1,1,35,0.7229212667057664,19.999900689172712,0.0
26,0,4,1,35,0.7229212667057664,19.999900689172712,0.0
27,0,4,1,35,0.7229212667057664,19.999900689172712,0.0
28,0,4,1,35,0.7229212667057664,19.999900689172712,0.0
29,2,1,0,35,0.7229212667057664,19.999900689172712,0.0
30,2,1,0,35,0.7229212667057664,19.999900689172712,0.0
31,2,1,0,35,0.7229212667057664,19.999900689172712,0.0
32,2,1,0,35,0.7229212667057664,19.999900689172712,0.0
33,2,1,0,35,0.7229212667057664,19.999900689172712,0.0
34,2,1,0,35,0.7229212667057664,19.999900689172712,0.0
35,0,4,1,35,0.7229212667057664,19.999900689172712,0.0
36,1,1,1,35,0.7229212667057664,19.999900689172712,0.0
37,0,4,1,35,0.7229212667057664,19.999900689172712,0.0
38,0,4,1,35,0.7229212667057664,19.999900689172712,0.0
39,2,1,0,35,0.7229212667057664,19.999900689172712,0.0
40,1,1,1,35,0.7229212667057664,19.999900689172712,0.0
41,1,1,0,35,0.7229212667057664,19.999900689172712,0.0
42,1,1,0,35,0.7229212667057664,19.999900689172712,0.0
43,2,1,0,35,0.7229212667057664,19.999900689172712,0.0
44,0,4,1,35,0.7229212667057664,19.999900689172712,0.0
45,2,1,0,35,0.7229212667057664,19.999900689172712,0.0
1,2,3,0,36,0.32329970142180486,11.536155086420834,0.0
2,0,4,1,36,0.32329970142180486,11.536155086420834,0.0
3,2,1,0,36,0.32329970142180486,11.536155086420834,0.0
4,1,4,0,36,0.32329970142180486,11.536155086420834,0.0
5,2,1,0,36,0.32329970142180486,11.536155086420834,0.0
6,2,1,0,36,0.32329970142180486,11.536155086420834,0.0
7,2,1,0,36,0.32329970142180486,11.536155086420834,0.0
8,0,4,1,36,0.32329970142180486,11.536155086420834,0.0
9,2,1,0,36,0.32329970142180486,11.536155086420834,0.0
10,0,4,1,36,0.32329970142180486,11.536155086420834,0.0
11,0,4,1,36,0.32329970142180486,11.536155086420834,0.0
12,2,1,0,36,0.32329970142180486,11.536155086420834,0.0
13,1,1,0,36,0.32329970142180486,11.536155086420834,0.0
14,0,4,1,36,0.32329970142180486,11.536155086420834,0.0
15,1,1,0,36,0.32329970142180486,11.536155086420834,0.0
16,2,1,0,36,0.32329970142180486,11.536155086420834,0.0
17,1,1,0,36,0.32329970142180486,11.536155086420834,0.0
18,2,1,0,36,0.32329970142180486,11.536155086420834,0.0
19,1,1,1,36,0.32329970142180486,11.536155086420834,0.0
20,2,1,0,36,0.32329970142180486,11.536155086420834,0.0
21,2,1,0,36,0.32329970142180486,11.536155086420834,0.0
22,1,1,0,36,0.32329970142180486,11.536155086420834,0.0
23,2,1,0,36,0.32329970142180486,11.536155086420834,0.0
24,2,1,0,36,0.32329970142180486,11.536155086420834,0.0
25,0,4,1,36,0.32329970142180486,11.536155086420834,0.0
26,2,1,0,36,0.32329970142180486,11.536155086420834,0.0
27,1,1,1,36,0.32329970142180486,11.536155086420834,0.0
28,0,4,1,36,0.32329970142180486,11.536155086420834,0.0
29,1,1,0,36,0.32329970142180486,11.536155086420834,0.0
30,1,1,1,36,0.32329970142180486,11.536155086420834,0.0
31,1,1,1,36,0.32329970142180486,11.536155086420834,0.0
32,1,1,1,36,0.32329970142180486,11.536155086420834,0.0
33,0,4,1,36,0.32329970142180486,11.536155086420834,0.0
34,1,1,1,36,0.32329970142180486,11.536155086420834,0.0
35,0,4,1,36,0.32329970142180486,11.536155086420834,0.0
36,2,1,0,36,0.32329970142180486,11.536155086420834,0.0
37,0,4,1,36,0.32329970142180486,11.536155086420834,0.0
38,0,4,1,36,0.32329970142180486,11.536155086420834,0.0
39,0,4,1,36,0.32329970142180486,11.536155086420834,0.0
40,0,4,0,36,0.32329970142180486,11.536155086420834,0.0
41,1,1,1,36,0.32329970142180486,11.536155086420834,0.0
42,1,1,0,36,0.32329970142180486,11.536155086420834,0.0
43,1,1,1,36,0.32329970142180486,11.536155086420834,0.0
44,0,4,1,36,0.32329970142180486,11.536155086420834,0.0
45,0,4,1,36,0.32329970142180486,11.536155086420834,0.0
1,1,2,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
2,0,4,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
3,1,4,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
4,2,1,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
5,0,4,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
6,0,1,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
7,2,4,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
8,1,4,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
9,2,1,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
10,0,1,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
11,2,2,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
12,2,1,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
13,1,4,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
14,1,4,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
15,1,1,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
16,1,1,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
17,2,1,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
18,2,1,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
19,2,2,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
20,2,1,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
21,0,1,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
22,0,3,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
23,1,4,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
24,1,1,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
25,0,4,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
26,0,4,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
27,2,3,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
28,0,4,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
29,1,3,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
30,1,4,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
31,1,4,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
32,0,4,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
33,2,1,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
34,2,2,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
35,0,4,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
36,2,1,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
37,0,4,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
38,1,3,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
39,2,1,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
40,0,4,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
41,1,4,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
42,0,4,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
43,2,2,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
44,1,4,0,37,0.5706840350566773,5.988628095565685,0.35874509400528287
45,0,4,1,37,0.5706840350566773,5.988628095565685,0.35874509400528287
1,0,1,1,38,0.18068877079497725,6.558346031361645,0.0
2,1,4,1,38,0.18068877079497725,6.558346031361645,0.0
3,1,4,1,38,0.18068877079497725,6.558346031361645,0.0
4,2,2,1,38,0.18068877079497725,6.558346031361645,0.0
5,1,4,0,38,0.18068877079497725,6.558346031361645,0.0
6,1,4,0,38,0.18068877079497725,6.558346031361645,0.0
7,1,1,1,38,0.18068877079497725,6.558346031361645,0.0
8,1,1,1,38,0.18068877079497725,6.558346031361645,0.0
9,1,1,1,38,0.18068877079497725,6.558346031361645,0.0
10,2,4,0,38,0.18068877079497725,6.558346031361645,0.0
11,2,3,0,38,0.18068877079497725,6.558346031361645,0.0
12,1,1,0,38,0.18068877079497725,6.558346031361645,0.0
13,2,1,0,38,0.18068877079497725,6.558346031361645,0.0
14,1,1,1,38,0.18068877079497725,6.558346031361645,0.0
15,0,4,1,38,0.18068877079497725,6.558346031361645,0.0
16,0,4,1,38,0.18068877079497725,6.558346031361645,0.0
17,2,1,0,38,0.18068877079497725,6.558346031361645,0.0
18,0,4,0,38,0.18068877079497725,6.558346031361645,0.0
19,0,4,1,38,0.18068877079497725,6.558346031361645,0.0
20,2,1,0,38,0.18068877079497725,6.558346031361645,0.0
21,2,1,0,38,0.18068877079497725,6.558346031361645,0.0
22,2,1,0,38,0.18068877079497725,6.558346031361645,0.0
23,2,1,0,38,0.18068877079497725,6.558346031361645,0.0
24,1,1,1,38,0.18068877079497725,6.558346031361645,0.0
25,2,1,0,38,0.18068877079497725,6.558346031361645,0.0
26,0,4,1,38,0.18068877079497725,6.558346031361645,0.0
27,0,4,1,38,0.18068877079497725,6.558346031361645,0.0
28,1,1,1,38,0.18068877079497725,6.558346031361645,0.0
29,0,4,1,38,0.18068877079497725,6.558346031361645,0.0
30,0,4,1,38,0.18068877079497725,6.558346031361645,0.0
31,0,4,1,38,0.18068877079497725,6.558346031361645,0.0
32,1,1,1,38,0.18068877079497725,6.558346031361645,0.0
33,1,1,0,38,0.18068877079497725,6.558346031361645,0.0
34,0,4,0,38,0.18068877079497725,6.558346031361645,0.0
35,0,4,1,38,0.18068877079497725,6.558346031361645,0.0
36,0,4,1,38,0.18068877079497725,6.558346031361645,0.0
37,2,1,0,38,0.18068877079497725,6.558346031361645,0.0
38,1,1,0,38,0.18068877079497725,6.558346031361645,0.0
39,0,4,1,38,0.18068877079497725,6.558346031361645,0.0
40,2,1,0,38,0.18068877079497725,6.558346031361645,0.0
41,2,1,0,38,0.18068877079497725,6.558346031361645,0.0
42,2,1,0,38,0.18068877079497725,6.558346031361645,0.0
43,0,4,1,38,0.18068877079497725,6.558346031361645,0.0
44,1,1,1,38,0.18068877079497725,6.558346031361645,0.0
45,2,1,0,38,0.18068877079497725,6.558346031361645,0.0
1,2,1,0,39,0.675433535280579,2.3704583260182717,0.0
2,0,1,1,39,0.675433535280579,2.3704583260182717,0.0
3,0,4,1,39,0.675433535280579,2.3704583260182717,0.0
4,0,4,1,39,0.675433535280579,2.3704583260182717,0.0
5,0,4,1,39,0.675433535280579,2.3704583260182717,0.0
6,1,1,1,39,0.675433535280579,2.3704583260182717,0.0
7,1,4,1,39,0.675433535280579,2.3704583260182717,0.0
8,2,1,0,39,0.675433535280579,2.3704583260182717,0.0
9,0,4,1,39,0.675433535280579,2.3704583260182717,0.0
10,0,4,1,39,0.675433535280579,2.3704583260182717,0.0
11,2,3,1,39,0.675433535280579,2.3704583260182717,0.0
12,0,4,0,39,0.675433535280579,2.3704583260182717,0.0
13,1,4,0,39,0.675433535280579,2.3704583260182717,0.0
14,2,4,0,39,0.675433535280579,2.3704583260182717,0.0
15,0,1,1,39,0.675433535280579,2.3704583260182717,0.0
16,0,1,1,39,0.675433535280579,2.3704583260182717,0.0
17,0,1,1,39,0.675433535280579,2.3704583260182717,0.0
18,1,1,0,39,0.675433535280579,2.3704583260182717,0.0
19,1,1,0,39,0.675433535280579,2.3704583260182717,0.0
20,1,1,1,39,0.675433535280579,2.3704583260182717,0.0
21,0,1,1,39,0.675433535280579,2.3704583260182717,0.0
22,2,1,0,39,0.675433535280579,2.3704583260182717,0.0
23,2,2,1,39,0.675433535280579,2.3704583260182717,0.0
24,1,1,1,39,0.675433535280579,2.3704583260182717,0.0
25,2,4,0,39,0.675433535280579,2.3704583260182717,0.0
26,2,1,0,39,0.675433535280579,2.3704583260182717,0.0
27,1,1,0,39,0.675433535280579,2.3704583260182717,0.0
28,2,1,0,39,0.675433535280579,2.3704583260182717,0.0
29,2,1,0,39,0.675433535280579,2.3704583260182717,0.0
30,1,1,0,39,0.675433535280579,2.3704583260182717,0.0
31,1,2,0,39,0.675433535280579,2.3704583260182717,0.0
32,2,1,0,39,0.675433535280579,2.3704583260182717,0.0
33,2,1,0,39,0.675433535280579,2.3704583260182717,0.0
34,0,1,1,39,0.675433535280579,2.3704583260182717,0.0
35,2,1,0,39,0.675433535280579,2.3704583260182717,0.0
36,0,1,1,39,0.675433535280579,2.3704583260182717,0.0
37,0,1,1,39,0.675433535280579,2.3704583260182717,0.0
38,0,1,1,39,0.675433535280579,2.3704583260182717,0.0
39,1,1,1,39,0.675433535280579,2.3704583260182717,0.0
40,1,1,1,39,0.675433535280579,2.3704583260182717,0.0
41,2,1,0,39,0.675433535280579,2.3704583260182717,0.0
42,1,1,1,39,0.675433535280579,2.3704583260182717,0.0
43,2,1,0,39,0.675433535280579,2.3704583260182717,0.0
44,1,1,0,39,0.675433535280579,2.3704583260182717,0.0
45,1,1,1,39,0.675433535280579,2.3704583260182717,0.0
1,2,2,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
2,0,1,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
3,0,1,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
4,2,1,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
5,1,1,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
6,2,2,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
7,2,3,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
8,0,2,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
9,0,2,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
10,0,4,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
11,2,4,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
12,1,2,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
13,0,1,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
14,0,3,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
15,1,3,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
16,1,3,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
17,1,3,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
18,2,1,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
19,2,1,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
20,1,1,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
21,1,4,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
22,1,1,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
23,0,4,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
24,2,3,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
25,2,1,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
26,0,1,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
27,0,4,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
28,1,4,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
29,0,4,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
30,2,2,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
31,2,1,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
32,2,4,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
33,1,3,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
34,1,1,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
35,1,2,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
36,0,3,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
37,0,4,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
38,2,2,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
39,1,4,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
40,2,4,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
41,2,3,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
42,1,3,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
43,0,3,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
44,0,3,1,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
45,1,2,0,40,0.0034332078051338114,6.251148412271444,0.23548354948034037
1,0,1,1,41,0.5369726375802759,2.10097718311539,0.06249698572852221
2,1,3,0,41,0.5369726375802759,2.10097718311539,0.06249698572852221
3,0,2,1,41,0.5369726375802759,2.10097718311539,0.06249698572852221
4,2,4,0,41,0.5369726375802759,2.10097718311539,0.06249698572852221
5,0,4,1,41,0.5369726375802759,2.10097718311539,0.06249698572852221
6,1,1,1,41,0.5369726375802759,2.10097718311539,0.06249698572852221
7,0,4,1,41,0.5369726375802759,2.10097718311539,0.06249698572852221
8,1,1,0,41,0.5369726375802759,2.10097718311539,0.06249698572852221
