Trial,Stim_Sequence,Choice,Trustee_Response,Beta,Subject
1,0,2,1,9.253938763839617,1
2,0,3,1,9.253938763839617,1
3,2,3,0,9.253938763839617,1
4,1,3,1,9.253938763839617,1
5,1,2,1,9.253938763839617,1
6,2,4,0,9.253938763839617,1
7,0,2,1,9.253938763839617,1
8,2,2,0,9.253938763839617,1
9,2,3,0,9.253938763839617,1
10,1,2,1,9.253938763839617,1
11,2,1,0,9.253938763839617,1
12,2,3,0,9.253938763839617,1
13,0,4,1,9.253938763839617,1
14,0,4,1,9.253938763839617,1
15,1,4,1,9.253938763839617,1
16,0,2,1,9.253938763839617,1
17,1,2,0,9.253938763839617,1
18,2,4,0,9.253938763839617,1
19,0,1,1,9.253938763839617,1
20,2,4,0,9.253938763839617,1
21,2,3,0,9.253938763839617,1
22,1,2,0,9.253938763839617,1
23,0,2,1,9.253938763839617,1
24,1,1,0,9.253938763839617,1
25,0,4,1,9.253938763839617,1
26,2,1,0,9.253938763839617,1
27,1,2,1,9.253938763839617,1
28,0,4,1,9.253938763839617,1
29,1,4,1,9.253938763839617,1
30,0,4,1,9.253938763839617,1
31,1,2,0,9.253938763839617,1
32,1,4,0,9.253938763839617,1
33,2,4,0,9.253938763839617,1
34,1,4,1,9.253938763839617,1
35,1,1,1,9.253938763839617,1
36,0,4,1,9.253938763839617,1
37,2,1,0,9.253938763839617,1
38,2,3,0,9.253938763839617,1
39,0,1,0,9.253938763839617,1
40,0,2,1,9.253938763839617,1
41,1,4,0,9.253938763839617,1
42,1,1,1,9.253938763839617,1
43,0,3,1,9.253938763839617,1
44,2,1,0,9.253938763839617,1
45,2,2,0,9.253938763839617,1
1,2,1,0,10.650114512916122,2
2,0,2,1,10.650114512916122,2
3,2,3,0,10.650114512916122,2
4,1,2,1,10.650114512916122,2
5,2,3,0,10.650114512916122,2
6,1,3,1,10.650114512916122,2
7,1,2,1,10.650114512916122,2
8,1,4,0,10.650114512916122,2
9,0,4,1,10.650114512916122,2
10,1,4,1,10.650114512916122,2
11,1,2,1,10.650114512916122,2
12,2,1,0,10.650114512916122,2
13,0,3,1,10.650114512916122,2
14,2,1,0,10.650114512916122,2
15,2,2,0,10.650114512916122,2
16,1,4,0,10.650114512916122,2
17,0,1,1,10.650114512916122,2
18,1,1,1,10.650114512916122,2
19,1,1,1,10.650114512916122,2
20,0,1,1,10.650114512916122,2
21,1,1,1,10.650114512916122,2
22,2,3,0,10.650114512916122,2
23,1,3,1,10.650114512916122,2
24,0,2,1,10.650114512916122,2
25,2,1,0,10.650114512916122,2
26,2,2,0,10.650114512916122,2
27,0,4,0,10.650114512916122,2
28,1,4,1,10.650114512916122,2
29,0,1,1,10.650114512916122,2
30,2,3,0,10.650114512916122,2
31,2,2,0,10.650114512916122,2
32,1,2,0,10.650114512916122,2
33,0,4,0,10.650114512916122,2
34,1,1,1,10.650114512916122,2
35,2,1,0,10.650114512916122,2
36,0,4,1,10.650114512916122,2
37,0,1,1,10.650114512916122,2
38,2,1,0,10.650114512916122,2
39,0,1,1,10.650114512916122,2
40,0,1,1,10.650114512916122,2
41,1,4,1,10.650114512916122,2
42,0,4,1,10.650114512916122,2
43,2,1,0,10.650114512916122,2
44,0,2,1,10.650114512916122,2
45,2,2,1,10.650114512916122,2
1,1,1,1,6.462038841894234,3
2,0,1,1,6.462038841894234,3
3,2,3,1,6.462038841894234,3
4,1,4,0,6.462038841894234,3
5,0,4,1,6.462038841894234,3
6,2,4,0,6.462038841894234,3
7,2,4,0,6.462038841894234,3
8,0,4,1,6.462038841894234,3
9,2,2,0,6.462038841894234,3
10,1,2,0,6.462038841894234,3
11,1,1,0,6.462038841894234,3
12,1,2,1,6.462038841894234,3
13,1,3,0,6.462038841894234,3
14,0,4,1,6.462038841894234,3
15,2,1,0,6.462038841894234,3
16,1,1,0,6.462038841894234,3
17,0,1,1,6.462038841894234,3
18,1,1,1,6.462038841894234,3
19,1,3,0,6.462038841894234,3
20,2,1,0,6.462038841894234,3
21,2,2,0,6.462038841894234,3
22,0,1,1,6.462038841894234,3
23,0,1,1,6.462038841894234,3
24,1,1,1,6.462038841894234,3
25,2,3,0,6.462038841894234,3
26,0,2,1,6.462038841894234,3
27,2,4,0,6.462038841894234,3
28,0,4,1,6.462038841894234,3
29,0,3,1,6.462038841894234,3
30,0,2,0,6.462038841894234,3
31,1,1,1,6.462038841894234,3
32,0,4,1,6.462038841894234,3
33,1,1,1,6.462038841894234,3
34,1,3,0,6.462038841894234,3
35,1,2,1,6.462038841894234,3
36,0,4,1,6.462038841894234,3
37,2,1,0,6.462038841894234,3
38,2,1,0,6.462038841894234,3
39,2,1,0,6.462038841894234,3
40,2,4,0,6.462038841894234,3
41,2,3,0,6.462038841894234,3
42,2,3,1,6.462038841894234,3
43,1,3,1,6.462038841894234,3
44,0,4,1,6.462038841894234,3
45,0,4,1,6.462038841894234,3
1,1,4,0,7.316964924757865,4
2,2,3,0,7.316964924757865,4
3,1,1,1,7.316964924757865,4
4,0,3,1,7.316964924757865,4
5,0,4,1,7.316964924757865,4
6,1,1,1,7.316964924757865,4
7,0,3,1,7.316964924757865,4
8,0,3,0,7.316964924757865,4
9,2,3,0,7.316964924757865,4
10,1,3,1,7.316964924757865,4
11,1,4,1,7.316964924757865,4
12,0,4,1,7.316964924757865,4
13,1,2,1,7.316964924757865,4
14,0,2,1,7.316964924757865,4
15,0,3,1,7.316964924757865,4
16,2,2,0,7.316964924757865,4
17,0,3,1,7.316964924757865,4
18,2,2,1,7.316964924757865,4
19,1,2,0,7.316964924757865,4
20,2,1,0,7.316964924757865,4
21,1,2,1,7.316964924757865,4
22,2,3,0,7.316964924757865,4
23,2,2,0,7.316964924757865,4
24,0,1,1,7.316964924757865,4
25,2,4,0,7.316964924757865,4
26,1,4,1,7.316964924757865,4
27,2,1,0,7.316964924757865,4
28,1,4,1,7.316964924757865,4
29,0,2,1,7.316964924757865,4
30,2,1,0,7.316964924757865,4
31,0,3,1,7.316964924757865,4
32,1,3,1,7.316964924757865,4
33,1,1,1,7.316964924757865,4
34,2,4,0,7.316964924757865,4
35,2,1,0,7.316964924757865,4
36,1,4,1,7.316964924757865,4
37,1,3,0,7.316964924757865,4
38,2,4,0,7.316964924757865,4
39,0,2,1,7.316964924757865,4
40,0,3,1,7.316964924757865,4
41,2,4,1,7.316964924757865,4
42,0,3,1,7.316964924757865,4
43,2,2,0,7.316964924757865,4
44,0,1,1,7.316964924757865,4
45,1,4,1,7.316964924757865,4
1,2,2,0,2.396871180449143,5
2,1,2,0,2.396871180449143,5
3,1,1,1,2.396871180449143,5
4,1,2,1,2.396871180449143,5
5,1,2,1,2.396871180449143,5
6,2,1,0,2.396871180449143,5
7,1,2,1,2.396871180449143,5
8,2,1,0,2.396871180449143,5
9,2,1,0,2.396871180449143,5
10,1,2,1,2.396871180449143,5
11,1,1,1,2.396871180449143,5
12,1,2,0,2.396871180449143,5
13,1,3,1,2.396871180449143,5
14,1,4,0,2.396871180449143,5
15,1,1,1,2.396871180449143,5
16,0,2,1,2.396871180449143,5
17,1,1,0,2.396871180449143,5
18,0,2,1,2.396871180449143,5
19,2,1,0,2.396871180449143,5
20,2,3,1,2.396871180449143,5
21,0,4,1,2.396871180449143,5
22,0,1,1,2.396871180449143,5
23,0,1,1,2.396871180449143,5
24,2,2,0,2.396871180449143,5
25,0,3,1,2.396871180449143,5
26,0,1,1,2.396871180449143,5
27,2,3,0,2.396871180449143,5
28,2,2,0,2.396871180449143,5
29,0,3,1,2.396871180449143,5
30,2,2,0,2.396871180449143,5
31,1,4,0,2.396871180449143,5
32,1,1,1,2.396871180449143,5
33,0,4,1,2.396871180449143,5
34,2,2,0,2.396871180449143,5
35,1,2,1,2.396871180449143,5
36,2,3,0,2.396871180449143,5
37,0,1,0,2.396871180449143,5
38,2,2,0,2.396871180449143,5
39,0,2,1,2.396871180449143,5
40,0,3,1,2.396871180449143,5
41,0,3,1,2.396871180449143,5
42,0,4,1,2.396871180449143,5
43,0,3,1,2.396871180449143,5
44,2,4,0,2.396871180449143,5
45,2,3,0,2.396871180449143,5
1,0,2,1,4.807552685163054,6
2,1,3,0,4.807552685163054,6
3,2,1,1,4.807552685163054,6
4,2,4,0,4.807552685163054,6
5,2,4,0,4.807552685163054,6
6,2,4,0,4.807552685163054,6
7,0,3,1,4.807552685163054,6
8,0,3,1,4.807552685163054,6
9,0,2,1,4.807552685163054,6
10,2,4,0,4.807552685163054,6
11,1,1,1,4.807552685163054,6
12,0,1,1,4.807552685163054,6
13,1,4,0,4.807552685163054,6
14,0,1,1,4.807552685163054,6
15,1,1,0,4.807552685163054,6
16,2,4,0,4.807552685163054,6
17,0,2,1,4.807552685163054,6
18,2,1,0,4.807552685163054,6
19,1,1,1,4.807552685163054,6
20,2,1,0,4.807552685163054,6
21,1,3,1,4.807552685163054,6
22,1,1,1,4.807552685163054,6
23,1,1,1,4.807552685163054,6
24,1,4,1,4.807552685163054,6
25,2,3,0,4.807552685163054,6
26,1,2,1,4.807552685163054,6
27,0,4,0,4.807552685163054,6
28,0,4,1,4.807552685163054,6
29,1,1,1,4.807552685163054,6
30,2,1,1,4.807552685163054,6
31,0,3,1,4.807552685163054,6
32,0,2,1,4.807552685163054,6
33,0,3,0,4.807552685163054,6
34,1,2,0,4.807552685163054,6
35,1,1,0,4.807552685163054,6
36,1,4,1,4.807552685163054,6
37,2,1,0,4.807552685163054,6
38,0,4,1,4.807552685163054,6
39,0,2,1,4.807552685163054,6
40,2,4,0,4.807552685163054,6
41,1,4,1,4.807552685163054,6
42,2,2,0,4.807552685163054,6
43,2,1,0,4.807552685163054,6
44,2,4,0,4.807552685163054,6
45,0,4,1,4.807552685163054,6
1,1,4,0,13.382775289116328,7
2,2,1,0,13.382775289116328,7
3,1,2,0,13.382775289116328,7
4,1,3,0,13.382775289116328,7
5,1,3,1,13.382775289116328,7
6,1,2,1,13.382775289116328,7
7,0,2,1,13.382775289116328,7
8,2,4,0,13.382775289116328,7
9,2,3,1,13.382775289116328,7
10,0,1,1,13.382775289116328,7
11,2,2,0,13.382775289116328,7
12,1,4,1,13.382775289116328,7
13,2,2,0,13.382775289116328,7
14,0,3,1,13.382775289116328,7
15,1,2,1,13.382775289116328,7
16,0,1,1,13.382775289116328,7
17,0,3,1,13.382775289116328,7
18,0,1,0,13.382775289116328,7
19,2,4,0,13.382775289116328,7
20,0,4,1,13.382775289116328,7
21,2,3,0,13.382775289116328,7
22,2,2,0,13.382775289116328,7
23,2,2,0,13.382775289116328,7
24,0,1,1,13.382775289116328,7
25,1,2,0,13.382775289116328,7
26,2,1,1,13.382775289116328,7
27,2,3,0,13.382775289116328,7
28,1,2,1,13.382775289116328,7
29,0,2,1,13.382775289116328,7
30,1,3,0,13.382775289116328,7
31,1,1,1,13.382775289116328,7
32,1,2,0,13.382775289116328,7
33,2,4,0,13.382775289116328,7
34,2,3,0,13.382775289116328,7
35,0,2,1,13.382775289116328,7
36,0,2,1,13.382775289116328,7
37,2,2,0,13.382775289116328,7
38,1,1,1,13.382775289116328,7
39,1,2,0,13.382775289116328,7
40,2,1,0,13.382775289116328,7
41,0,3,1,13.382775289116328,7
42,0,4,1,13.382775289116328,7
43,0,3,1,13.382775289116328,7
44,1,1,0,13.382775289116328,7
45,0,2,1,13.382775289116328,7
1,0,4,1,8.932675985307808,8
2,2,1,0,8.932675985307808,8
3,1,1,1,8.932675985307808,8
4,2,4,1,8.932675985307808,8
5,1,3,1,8.932675985307808,8
6,0,3,1,8.932675985307808,8
7,2,4,0,8.932675985307808,8
8,1,4,1,8.932675985307808,8
9,0,3,1,8.932675985307808,8
10,1,3,0,8.932675985307808,8
11,1,4,1,8.932675985307808,8
12,2,1,0,8.932675985307808,8
13,1,4,1,8.932675985307808,8
14,1,4,0,8.932675985307808,8
15,1,3,1,8.932675985307808,8
16,0,3,1,8.932675985307808,8
17,0,1,1,8.932675985307808,8
18,0,1,1,8.932675985307808,8
19,1,3,0,8.932675985307808,8
20,1,2,0,8.932675985307808,8
21,1,3,1,8.932675985307808,8
22,2,4,0,8.932675985307808,8
23,0,4,1,8.932675985307808,8
24,1,3,0,8.932675985307808,8
25,0,4,1,8.932675985307808,8
26,1,1,1,8.932675985307808,8
27,2,2,0,8.932675985307808,8
28,2,4,0,8.932675985307808,8
29,2,2,0,8.932675985307808,8
30,2,3,0,8.932675985307808,8
31,0,2,1,8.932675985307808,8
32,2,3,1,8.932675985307808,8
33,1,4,1,8.932675985307808,8
34,0,1,1,8.932675985307808,8
35,2,1,0,8.932675985307808,8
36,0,2,1,8.932675985307808,8
37,1,1,0,8.932675985307808,8
38,2,1,0,8.932675985307808,8
39,2,2,0,8.932675985307808,8
40,0,1,1,8.932675985307808,8
41,2,2,0,8.932675985307808,8
42,2,2,0,8.932675985307808,8
43,0,1,1,8.932675985307808,8
44,0,3,1,8.932675985307808,8
45,0,1,1,8.932675985307808,8
1,2,4,0,12.823449787900955,9
2,2,3,0,12.823449787900955,9
3,1,3,1,12.823449787900955,9
4,1,4,1,12.823449787900955,9
5,1,1,0,12.823449787900955,9
6,2,2,0,12.823449787900955,9
7,2,4,0,12.823449787900955,9
8,1,1,1,12.823449787900955,9
9,0,4,1,12.823449787900955,9
10,2,1,0,12.823449787900955,9
11,0,4,1,12.823449787900955,9
12,1,1,1,12.823449787900955,9
13,1,1,0,12.823449787900955,9
14,1,3,1,12.823449787900955,9
15,1,3,0,12.823449787900955,9
16,0,3,1,12.823449787900955,9
17,0,4,1,12.823449787900955,9
18,1,1,0,12.823449787900955,9
19,1,1,1,12.823449787900955,9
20,2,4,0,12.823449787900955,9
21,2,2,0,12.823449787900955,9
22,1,1,1,12.823449787900955,9
23,2,1,0,12.823449787900955,9
24,0,4,1,12.823449787900955,9
25,0,1,1,12.823449787900955,9
26,1,3,1,12.823449787900955,9
27,0,3,1,12.823449787900955,9
28,0,3,1,12.823449787900955,9
29,2,2,0,12.823449787900955,9
30,0,4,1,12.823449787900955,9
31,2,4,0,12.823449787900955,9
32,1,3,0,12.823449787900955,9
33,1,3,0,12.823449787900955,9
34,0,3,1,12.823449787900955,9
35,0,4,1,12.823449787900955,9
36,1,3,1,12.823449787900955,9
37,0,4,1,12.823449787900955,9
38,2,3,0,12.823449787900955,9
39,0,2,1,12.823449787900955,9
40,0,2,1,12.823449787900955,9
41,2,3,1,12.823449787900955,9
42,2,4,0,12.823449787900955,9
43,2,2,0,12.823449787900955,9
44,0,1,1,12.823449787900955,9
45,2,2,0,12.823449787900955,9
1,2,3,0,7.856566714107213,10
2,2,2,0,7.856566714107213,10
3,0,4,1,7.856566714107213,10
4,2,1,0,7.856566714107213,10
5,1,3,0,7.856566714107213,10
6,1,1,1,7.856566714107213,10
7,2,4,0,7.856566714107213,10
8,1,2,0,7.856566714107213,10
9,0,1,1,7.856566714107213,10
10,1,1,1,7.856566714107213,10
11,0,2,1,7.856566714107213,10
12,0,2,1,7.856566714107213,10
13,2,4,0,7.856566714107213,10
14,1,2,1,7.856566714107213,10
15,2,1,0,7.856566714107213,10
16,0,1,1,7.856566714107213,10
17,0,1,1,7.856566714107213,10
18,0,3,1,7.856566714107213,10
19,0,3,1,7.856566714107213,10
20,0,2,1,7.856566714107213,10
21,1,3,0,7.856566714107213,10
22,0,1,1,7.856566714107213,10
23,1,4,0,7.856566714107213,10
24,1,4,0,7.856566714107213,10
25,1,3,1,7.856566714107213,10
26,0,1,1,7.856566714107213,10
27,2,2,0,7.856566714107213,10
28,0,4,1,7.856566714107213,10
29,0,3,1,7.856566714107213,10
30,2,2,0,7.856566714107213,10
31,1,1,0,7.856566714107213,10
32,1,1,1,7.856566714107213,10
33,2,2,0,7.856566714107213,10
34,2,2,0,7.856566714107213,10
35,0,2,1,7.856566714107213,10
36,1,3,0,7.856566714107213,10
37,2,1,0,7.856566714107213,10
38,2,1,0,7.856566714107213,10
39,0,2,1,7.856566714107213,10
40,1,3,1,7.856566714107213,10
41,2,2,0,7.856566714107213,10
42,2,4,0,7.856566714107213,10
43,1,1,1,7.856566714107213,10
44,2,2,0,7.856566714107213,10
45,1,1,1,7.856566714107213,10
1,1,1,1,20.468193411764087,11
2,1,1,0,20.468193411764087,11
3,0,4,1,20.468193411764087,11
4,1,1,1,20.468193411764087,11
5,1,3,0,20.468193411764087,11
6,0,3,1,20.468193411764087,11
7,0,4,1,20.468193411764087,11
8,2,1,0,20.468193411764087,11
9,2,4,0,20.468193411764087,11
10,2,1,0,20.468193411764087,11
11,1,3,1,20.468193411764087,11
12,0,4,1,20.468193411764087,11
13,2,4,0,20.468193411764087,11
14,2,1,0,20.468193411764087,11
15,0,4,1,20.468193411764087,11
16,1,4,0,20.468193411764087,11
17,1,3,1,20.468193411764087,11
18,0,4,1,20.468193411764087,11
19,0,2,1,20.468193411764087,11
20,2,3,0,20.468193411764087,11
21,2,1,0,20.468193411764087,11
22,2,2,0,20.468193411764087,11
23,1,2,0,20.468193411764087,11
24,2,4,0,20.468193411764087,11
25,0,1,1,20.468193411764087,11
26,1,3,0,20.468193411764087,11
27,1,2,1,20.468193411764087,11
28,1,3,1,20.468193411764087,11
29,0,4,1,20.468193411764087,11
30,0,2,1,20.468193411764087,11
31,0,3,1,20.468193411764087,11
32,2,3,0,20.468193411764087,11
33,2,4,0,20.468193411764087,11
34,2,3,0,20.468193411764087,11
35,0,4,1,20.468193411764087,11
36,1,1,1,20.468193411764087,11
37,1,1,1,20.468193411764087,11
38,0,1,1,20.468193411764087,11
39,2,2,0,20.468193411764087,11
40,1,3,1,20.468193411764087,11
41,2,1,0,20.468193411764087,11
42,1,3,0,20.468193411764087,11
43,0,1,1,20.468193411764087,11
44,2,4,0,20.468193411764087,11
45,0,4,1,20.468193411764087,11
1,2,4,0,1.566253352631891,12
2,1,4,1,1.566253352631891,12
3,2,3,0,1.566253352631891,12
4,1,2,1,1.566253352631891,12
5,2,2,0,1.566253352631891,12
6,0,4,1,1.566253352631891,12
7,1,1,1,1.566253352631891,12
8,2,3,1,1.566253352631891,12
9,0,2,1,1.566253352631891,12
10,2,4,0,1.566253352631891,12
11,0,3,1,1.566253352631891,12
12,2,1,1,1.566253352631891,12
13,1,2,0,1.566253352631891,12
14,2,2,0,1.566253352631891,12
15,0,3,1,1.566253352631891,12
16,2,2,0,1.566253352631891,12
17,1,2,0,1.566253352631891,12
18,0,2,1,1.566253352631891,12
19,1,2,1,1.566253352631891,12
20,0,3,1,1.566253352631891,12
21,2,1,1,1.566253352631891,12
22,0,1,1,1.566253352631891,12
23,1,2,0,1.566253352631891,12
24,1,1,0,1.566253352631891,12
25,0,3,1,1.566253352631891,12
26,0,1,1,1.566253352631891,12
27,2,4,0,1.566253352631891,12
28,0,3,1,1.566253352631891,12
29,0,2,1,1.566253352631891,12
30,0,1,1,1.566253352631891,12
31,0,2,1,1.566253352631891,12
32,0,2,1,1.566253352631891,12
33,1,3,1,1.566253352631891,12
34,2,4,0,1.566253352631891,12
35,2,2,0,1.566253352631891,12
36,2,1,0,1.566253352631891,12
37,1,2,1,1.566253352631891,12
38,1,4,0,1.566253352631891,12
39,2,1,0,1.566253352631891,12
40,1,2,0,1.566253352631891,12
41,2,4,0,1.566253352631891,12
42,1,3,1,1.566253352631891,12
43,0,2,1,1.566253352631891,12
44,1,2,0,1.566253352631891,12
45,1,4,0,1.566253352631891,12
1,0,4,0,8.527524996885063,13
2,2,4,0,8.527524996885063,13
3,0,4,1,8.527524996885063,13
4,2,4,0,8.527524996885063,13
5,1,1,1,8.527524996885063,13
6,2,2,0,8.527524996885063,13
7,1,3,0,8.527524996885063,13
8,1,3,1,8.527524996885063,13
9,1,3,1,8.527524996885063,13
10,0,2,1,8.527524996885063,13
11,0,4,1,8.527524996885063,13
12,2,4,0,8.527524996885063,13
13,0,1,1,8.527524996885063,13
14,2,1,0,8.527524996885063,13
15,1,1,0,8.527524996885063,13
16,1,2,1,8.527524996885063,13
17,2,4,1,8.527524996885063,13
18,1,4,0,8.527524996885063,13
19,0,2,1,8.527524996885063,13
20,2,1,0,8.527524996885063,13
21,2,3,0,8.527524996885063,13
22,1,2,1,8.527524996885063,13
23,2,2,0,8.527524996885063,13
24,0,4,1,8.527524996885063,13
25,0,4,1,8.527524996885063,13
26,2,3,0,8.527524996885063,13
27,0,4,1,8.527524996885063,13
28,0,1,1,8.527524996885063,13
29,2,1,0,8.527524996885063,13
30,1,4,1,8.527524996885063,13
31,0,1,1,8.527524996885063,13
32,2,3,0,8.527524996885063,13
33,1,4,1,8.527524996885063,13
34,2,1,0,8.527524996885063,13
35,1,4,1,8.527524996885063,13
36,1,2,1,8.527524996885063,13
37,0,3,1,8.527524996885063,13
38,1,2,0,8.527524996885063,13
39,1,2,0,8.527524996885063,13
40,0,2,1,8.527524996885063,13
41,0,3,1,8.527524996885063,13
42,0,3,1,8.527524996885063,13
43,1,4,0,8.527524996885063,13
44,2,3,0,8.527524996885063,13
45,2,1,1,8.527524996885063,13
1,0,2,1,2.882561297045675,14
2,1,1,1,2.882561297045675,14
3,0,2,0,2.882561297045675,14
4,0,1,1,2.882561297045675,14
5,2,3,0,2.882561297045675,14
6,0,1,1,2.882561297045675,14
7,0,1,1,2.882561297045675,14
8,1,3,1,2.882561297045675,14
9,2,4,0,2.882561297045675,14
10,0,3,1,2.882561297045675,14
11,1,2,1,2.882561297045675,14
12,1,3,1,2.882561297045675,14
13,0,1,1,2.882561297045675,14
14,2,1,0,2.882561297045675,14
15,2,4,0,2.882561297045675,14
16,1,1,1,2.882561297045675,14
17,2,1,1,2.882561297045675,14
18,1,2,1,2.882561297045675,14
19,0,1,1,2.882561297045675,14
20,1,1,0,2.882561297045675,14
21,1,1,1,2.882561297045675,14
22,2,4,0,2.882561297045675,14
23,0,2,1,2.882561297045675,14
24,0,4,1,2.882561297045675,14
25,1,2,0,2.882561297045675,14
26,2,1,0,2.882561297045675,14
27,2,1,0,2.882561297045675,14
28,0,3,1,2.882561297045675,14
29,0,4,1,2.882561297045675,14
30,0,1,1,2.882561297045675,14
31,2,2,0,2.882561297045675,14
32,2,4,0,2.882561297045675,14
33,1,2,0,2.882561297045675,14
34,0,3,1,2.882561297045675,14
35,1,2,1,2.882561297045675,14
36,2,2,0,2.882561297045675,14
37,2,2,0,2.882561297045675,14
38,2,4,0,2.882561297045675,14
39,1,2,0,2.882561297045675,14
40,1,1,1,2.882561297045675,14
41,1,2,1,2.882561297045675,14
42,2,3,0,2.882561297045675,14
43,0,4,1,2.882561297045675,14
44,2,1,0,2.882561297045675,14
45,1,2,0,2.882561297045675,14
1,0,1,1,0.8198416174541867,15
2,0,1,1,0.8198416174541867,15
3,2,1,0,0.8198416174541867,15
4,1,2,0,0.8198416174541867,15
5,1,2,1,0.8198416174541867,15
6,2,1,0,0.8198416174541867,15
7,0,4,1,0.8198416174541867,15
8,0,1,1,0.8198416174541867,15
9,1,1,1,0.8198416174541867,15
10,2,1,1,0.8198416174541867,15
11,1,1,1,0.8198416174541867,15
12,1,3,1,0.8198416174541867,15
13,2,4,0,0.8198416174541867,15
14,0,1,1,0.8198416174541867,15
15,1,1,1,0.8198416174541867,15
16,0,4,1,0.8198416174541867,15
17,2,4,0,0.8198416174541867,15
18,0,2,0,0.8198416174541867,15
19,0,3,0,0.8198416174541867,15
20,2,4,0,0.8198416174541867,15
21,2,2,0,0.8198416174541867,15
22,1,1,1,0.8198416174541867,15
23,0,4,1,0.8198416174541867,15
24,0,1,1,0.8198416174541867,15
25,1,4,0,0.8198416174541867,15
26,2,3,0,0.8198416174541867,15
27,1,4,1,0.8198416174541867,15
28,1,2,0,0.8198416174541867,15
29,2,1,0,0.8198416174541867,15
30,2,4,0,0.8198416174541867,15
31,2,4,0,0.8198416174541867,15
32,1,3,1,0.8198416174541867,15
33,0,3,1,0.8198416174541867,15
34,2,4,0,0.8198416174541867,15
35,2,1,0,0.8198416174541867,15
36,1,1,1,0.8198416174541867,15
37,0,2,0,0.8198416174541867,15
38,2,4,0,0.8198416174541867,15
39,1,2,0,0.8198416174541867,15
40,0,2,1,0.8198416174541867,15
41,1,2,1,0.8198416174541867,15
42,2,4,0,0.8198416174541867,15
43,1,4,0,0.8198416174541867,15
44,0,3,1,0.8198416174541867,15
45,0,3,1,0.8198416174541867,15
1,1,3,0,8.876356686662394,16
2,0,4,1,8.876356686662394,16
3,1,3,0,8.876356686662394,16
4,0,2,0,8.876356686662394,16
5,1,4,0,8.876356686662394,16
6,0,2,1,8.876356686662394,16
7,1,4,1,8.876356686662394,16
8,1,1,0,8.876356686662394,16
9,2,3,0,8.876356686662394,16
10,1,2,1,8.876356686662394,16
11,1,1,0,8.876356686662394,16
12,0,4,1,8.876356686662394,16
13,1,1,0,8.876356686662394,16
14,2,2,0,8.876356686662394,16
15,0,4,1,8.876356686662394,16
16,1,1,1,8.876356686662394,16
17,1,3,1,8.876356686662394,16
18,1,1,1,8.876356686662394,16
19,2,1,0,8.876356686662394,16
20,2,4,0,8.876356686662394,16
21,1,1,0,8.876356686662394,16
22,1,2,1,8.876356686662394,16
23,0,4,1,8.876356686662394,16
24,0,1,1,8.876356686662394,16
25,2,2,0,8.876356686662394,16
26,2,2,0,8.876356686662394,16
27,2,1,0,8.876356686662394,16
28,2,4,0,8.876356686662394,16
29,2,3,0,8.876356686662394,16
30,2,3,0,8.876356686662394,16
31,1,3,1,8.876356686662394,16
32,0,2,1,8.876356686662394,16
33,0,4,1,8.876356686662394,16
34,0,4,0,8.876356686662394,16
35,1,2,1,8.876356686662394,16
36,0,3,1,8.876356686662394,16
37,2,2,0,8.876356686662394,16
38,2,1,0,8.876356686662394,16
39,2,3,0,8.876356686662394,16
40,2,4,0,8.876356686662394,16
41,0,1,1,8.876356686662394,16
42,0,4,1,8.876356686662394,16
43,2,4,0,8.876356686662394,16
44,0,2,1,8.876356686662394,16
45,0,3,1,8.876356686662394,16
1,0,4,1,12.405487482367974,17
2,1,4,0,12.405487482367974,17
3,1,3,1,12.405487482367974,17
4,0,2,1,12.405487482367974,17
5,1,1,0,12.405487482367974,17
6,0,3,1,12.405487482367974,17
7,2,4,0,12.405487482367974,17
8,1,2,1,12.405487482367974,17
9,1,3,1,12.405487482367974,17
10,0,4,1,12.405487482367974,17
11,0,4,1,12.405487482367974,17
12,2,3,0,12.405487482367974,17
13,1,2,1,12.405487482367974,17
14,2,2,0,12.405487482367974,17
15,1,3,1,12.405487482367974,17
16,2,4,0,12.405487482367974,17
17,0,1,1,12.405487482367974,17
18,2,3,0,12.405487482367974,17
19,2,1,0,12.405487482367974,17
20,0,3,1,12.405487482367974,17
21,1,4,1,12.405487482367974,17
22,2,4,0,12.405487482367974,17
23,1,4,0,12.405487482367974,17
24,0,1,0,12.405487482367974,17
25,0,3,1,12.405487482367974,17
26,2,4,0,12.405487482367974,17
27,0,1,1,12.405487482367974,17
28,1,4,0,12.405487482367974,17
29,1,3,1,12.405487482367974,17
30,1,3,1,12.405487482367974,17
31,2,4,0,12.405487482367974,17
32,0,4,1,12.405487482367974,17
33,2,2,0,12.405487482367974,17
34,2,4,1,12.405487482367974,17
35,0,2,1,12.405487482367974,17
36,1,1,0,12.405487482367974,17
37,0,1,1,12.405487482367974,17
38,1,4,1,12.405487482367974,17
39,2,3,0,12.405487482367974,17
40,0,1,1,12.405487482367974,17
41,2,3,0,12.405487482367974,17
42,2,2,0,12.405487482367974,17
43,0,4,1,12.405487482367974,17
44,2,4,0,12.405487482367974,17
45,1,1,1,12.405487482367974,17
1,2,4,0,4.354074831232714,18
2,1,4,1,4.354074831232714,18
3,2,1,0,4.354074831232714,18
4,1,1,1,4.354074831232714,18
5,2,2,0,4.354074831232714,18
6,2,3,0,4.354074831232714,18
7,0,3,1,4.354074831232714,18
8,2,4,0,4.354074831232714,18
