Subject,a_gain,a_loss,beta,iProbA,iProbB,iProbC,llh
1.0,0.23937431483294558,0.08378257632654855,0.7834954212102049,0.9595738821587513,0.7539107347048043,0.16235983741639787,7.386970593724483
2.0,0.27283584122477034,0.18697546705112264,0.4022500687394475,0.9976722650450669,0.8801470416534085,0.4465081474993191,11.755183181897378
3.0,0.49017797550024633,0.5175604878253971,0.809240276504177,0.10365453285557472,0.44703679540746777,0.10804958265646644,8.663420772062658
4.0,0.23420048451471018,0.6940933152768063,0.7545399870716524,0.9990578362786023,0.6808673905850741,0.0014074573949653742,6.562987075114055
5.0,0.40673173806877305,0.2511101502321663,0.8321686640876865,0.8122566904810775,0.2929152065784482,0.1546269026113688,11.376577124990357
6.0,0.3793010658382616,0.722044327137835,0.7416567298774699,0.8771477839535085,0.027186515607367484,0.14085695016630245,8.361961928186457
7.0,0.007624135905100635,0.0,0.6536292530575711,0.9180197273162444,0.3818511267520264,0.784238093227178,7.935840710114385
8.0,0.8234593560743296,0.5371561060591623,0.8402484460255689,0.9999998605605734,0.08468006589478665,0.41491599411151026,6.479835634715128
9.0,0.36735271735038444,0.16965943566941843,0.23822397052756072,0.9062583566783159,0.8279727871350518,0.4425791042312666,13.694641395095836
10.0,0.6926081376943486,0.40974437285503595,0.9780328749289448,0.5660837579459956,0.1988850321286116,0.12649532495485544,6.973447158400507
11.0,0.4313071497201138,0.47420234270617584,0.4748615613570765,0.9997385592760666,0.09351565049432231,0.11509240022887415,8.945176333153842
12.0,0.4652488092273176,0.37593854351437606,0.8912057487715496,0.9999999998776627,0.7552978834167001,0.698275703712226,8.250537495879176
13.0,0.02376117868240832,0.5244803552282374,0.421251031604981,0.49040533615227155,0.38085889580755755,0.004908612412286128,10.864674141939004
14.0,0.20947367958212693,0.0007828827180968776,0.13027333433850663,0.9999994554584497,0.4200227442287428,0.9948189815242807,12.458043893088304
15.0,0.4746113915141112,0.1833696362725508,0.9827382040703442,1.0,0.49484528381431403,0.36621759863745945,8.743738404353167
16.0,0.1259967308506427,0.45931844728963833,0.8042015726817087,0.710068929901525,0.6165985961905753,0.06232176016497144,12.81375884169147
17.0,0.6992920294430679,0.03966191484731846,0.9882445122583463,1.0,0.9602442103079543,0.26005056947119665,2.6402690613512068
18.0,0.31187599749802947,0.4104147377322796,0.7838457797301196,0.9982576973455509,0.2944891063513354,0.18172261575098927,7.337782227877208
19.0,0.9208854912839539,0.31398359414384197,0.7891573577880675,1.0,0.01762455413730555,0.2517178294729884,5.725011910206977
20.0,0.11193387018905443,0.5689107376097591,0.3366301026765801,0.8349403378138588,0.6662030807612636,0.002420260615367489,13.205759249940765
21.0,0.7547098380037108,0.40927498587314703,0.540632690132498,0.5761067063917911,0.3444817304929477,0.08420869729880251,9.856719259224686
22.0,0.939706893713965,0.2985518311786949,0.644645286561982,0.701402261169604,0.1573874526874961,0.16301955851523894,9.773408362875074
23.0,0.7767148133095847,0.098213481384396,0.14560895695613674,0.9999982545051986,0.7537144077799015,0.25518543567134067,14.730016602708293
24.0,0.5317830800899704,0.4801236148749398,0.5577120510020502,0.9998491597870806,0.3735012727787939,0.2180116775602045,9.898546643671555
25.0,0.3298358351450861,0.44196455152520064,0.2997206004851468,0.3231866201338523,0.8252052922479511,0.3903972544755072,14.829650927425797
26.0,0.09761058953746134,0.046553151689003223,0.5514869155153878,0.6771901700258753,0.5390429326744214,0.10547513923266782,11.520986895437986
27.0,0.3524389598403602,0.5200309700811843,0.5005278383133079,0.8609075803323927,0.07694182476785104,0.09118837753559525,10.527767131233894
28.0,0.16418522940904323,0.6596160042999963,0.34958806364861417,0.6933382050011627,0.01963895801997747,0.11520760160650018,12.624188812902034
29.0,0.2651516804600835,0.09006964426830408,0.13701311321498735,0.9987472191878749,0.44502763510608684,0.46810055421493113,14.596842028809636
30.0,0.4144372519081774,0.21646173558385085,0.3790844816030292,0.9988743989798721,0.9929718231776501,0.46084858114016214,10.220761938100486
31.0,0.4731976927264363,0.4917871205445994,0.6124408458242037,0.9989802124144672,0.1416172250981295,0.2561871071805918,8.544062030961587
32.0,0.4841882612459828,0.45360327056970706,0.6996252490317091,0.9979039805425994,0.7568637742980725,0.2967505850726014,9.9071710224301
33.0,0.03528269885719077,0.2986890000475671,0.6040360143754144,0.8856954442648496,0.6674614928077991,1.3599691550935276e-05,6.5870642384753
34.0,0.08234265848990759,0.1057704079475137,0.7486662296886377,0.8860474645197352,0.17989761142895522,0.27461172657662064,10.846026420765119
35.0,0.8839323310593865,0.02606902044178958,0.7072260773739264,1.0,0.9738912193588667,0.17755622493342682,5.389119170045267
36.0,0.4656359178763808,0.2206550666277519,0.3617793898382,0.1793283202382679,0.9327176992216936,0.001440710741506932,10.279383400360132
37.0,0.9467617720370587,0.32303569235497104,0.7434416023260345,0.9998971956310683,0.4575761156633169,0.20178329902410308,9.358221233633198
38.0,0.9766289594733475,0.4296447339424276,0.6690456168164628,1.0,0.5702213765972438,0.03491188809066341,8.032070936255922
39.0,0.49895819167899447,0.624432088160938,0.5539576025835778,0.1341079467646683,0.10822433989309499,0.09342635207573677,9.024542035602094
40.0,0.5988333128557346,0.5862958068266487,0.5246948229698468,0.9848866069257246,0.002159352705353501,0.1530489527287294,8.957529309138874
41.0,0.7402751153598557,0.8221592789648269,0.08112707516329652,0.9999391985591541,0.7838711463898878,8.158191620638164e-09,15.358465453074938
42.0,0.12429383074904399,0.4872661817235307,0.6249506008645066,0.9189467165977637,0.12457267344602711,0.11498399005481373,10.192281591824251
43.0,0.4457111765361642,0.2516109749040486,0.8333533789903128,0.8255354043643613,0.3697904295034814,0.2730555796040158,11.571910237839086
44.0,0.7538044382714645,0.3178098173639928,0.2762617686914446,1.0,0.2596910767010278,0.0038534813222763616,12.775946539065506
45.0,0.7731378573023989,0.41260958202391934,0.4255072659882642,1.0,0.5239542097364089,0.0026816351071541405,10.76831828666218
46.0,0.6533896098711421,0.2623973579645037,0.9039891460306453,0.9999999996605887,0.21683503590145276,0.24086663953437015,5.555566031458247
47.0,0.5986858580398141,0.41699412129928615,0.6323938763715401,0.10793454881218831,0.052870090581332733,0.19635020821127913,8.319380411455473
48.0,0.0872544986815279,0.019723549786074823,0.38389723116971264,0.8863280417692855,0.22334603774180367,0.41106442631216417,12.856932386735709
49.0,0.3766685068253526,0.6464371810881709,0.7059721621344488,0.8734512458459363,0.09340447679898634,0.09932006378946587,11.376652295576578
50.0,0.11331270586163678,0.5013579577186096,0.5951860553516195,0.2695304042921534,0.5353157926329869,0.20601518490684215,10.864875710407784
51.0,0.38145531408009326,0.3872572014362454,0.8022191684549878,0.9998399894138178,0.4102809362078042,0.2228772247206442,11.273749349785657
52.0,0.3614199364446624,0.8846615193497218,0.31024647068433076,0.992037804800425,0.004736534449036281,0.006833150271649956,11.377280766240002
53.0,0.879309793473937,0.9852361236822207,0.6471776387616428,1.6864365294054886e-06,0.01300519520358201,2.1910582927652206e-06,7.608288273425851
54.0,0.807883045279697,0.24696604418682766,0.7103228689731913,1.0,0.08337514306791416,0.5141284497644256,8.557380790430038
55.0,0.5692238075164628,0.10950510877424369,0.49897669621968543,0.9972691905412274,0.8163191740744926,0.24607991988793143,11.514113589798944
56.0,0.19513903163002178,0.5843606039453914,0.34125173281508636,0.8562120380598569,0.9266740355387422,0.037531204621442715,11.854351765770122
57.0,0.5832995729782561,0.13422117211139217,0.42646939553740126,0.9999777753305498,0.7043462278197898,0.8385918147797389,7.775456876918385
58.0,0.10183466333532543,0.3274030595242229,0.14503676544152433,0.4783435146448085,0.26604170331707966,0.20712034882073344,14.75967410936094
59.0,0.3886533339545264,0.35119409883347574,0.42221805015087543,0.798707643622718,0.4905273391940245,0.09899777576504332,14.003839059638164
60.0,0.6533819225195701,0.7316633497615647,0.4997857754838535,0.9998672952725678,0.9449459470041711,0.06664855179158721,9.459960749062464
61.0,0.6675400900386286,0.5466187849923003,0.6118346350082758,0.9999989763925455,0.3511946788025582,0.11948996500020531,7.429988591470674
62.0,0.8107133448626601,0.05458068217961448,0.21807514200096068,0.8721945717584013,0.9999999998787769,0.0,13.012588443032255
63.0,0.07738496056631983,0.0667600097955694,0.5339095999059278,0.809652302310527,0.7133596356887295,0.34067602808921205,13.142255153819518
64.0,0.12316146610085132,0.264082647052827,0.31009363744541263,0.9146089298505697,0.6430557889514212,0.30379920445860586,13.976126024713514
65.0,0.9056676632258132,0.08055189030782213,0.2968819286985963,0.9992826481160811,1.0,0.11557597368307451,12.629208418557257
66.0,0.01718628403009559,0.3077919132397757,0.43123835643980934,0.25002033181847105,0.2489267216538184,0.03610637393155951,12.885012320470103
67.0,0.12421865826670976,0.2632382303226619,0.47826706051605505,0.9606224828556097,0.5837062773373902,0.15608570597400323,12.6890020222385
68.0,0.8329380947291799,0.4739680628551889,0.6482851215923021,0.9999999893603924,0.4800708384403305,0.1545697388030487,8.472275231399513
69.0,0.05278575401638465,0.5035117138404563,0.5583891448728645,0.6383525812117405,0.027941788826497498,0.005531951177541597,9.05442827565157
70.0,0.2996017133613951,0.15809426236411797,0.7119989356196041,0.9900220310847955,0.46044433497532067,0.4757744060325384,12.60327571528688
71.0,0.7750168967012186,0.9040057566497237,0.3523345497689839,0.09500491446750514,0.9964436296246536,0.0007454294510398545,10.325736323669087
72.0,0.2551637390482242,0.5864002084920484,0.7655272510967297,0.12536147281422172,0.8833433073012684,0.22916274656808555,11.78112399052111
73.0,0.07715407720278633,0.20934890534423667,0.003163624727286374,0.6776806442086319,0.52399515882476,0.019653935411262265,15.267238613612466
74.0,0.3016867905900288,0.37272414804230447,0.18528276939024657,0.9811951127638459,0.2864088727351441,0.0014839876220546382,13.061507782217422
75.0,0.5874328668711384,0.4359955794994248,0.6215794387681529,0.43207696191765815,0.030524343569083307,0.1278478427339496,7.880959621995174
76.0,0.3170057036182974,0.05251823320539189,0.5054107735309559,0.9730536903260367,0.8654927533639962,0.07976042357859198,8.692063129730656
77.0,0.23453860578995467,0.9215603667014226,0.36588603496582384,0.9164048044768878,0.47053196374889517,3.1742017156586355e-06,10.686018928835496
78.0,0.10439964433465776,0.44878277136227585,0.49128645751881594,0.9796817056052062,0.9407732784357723,0.04046871276414426,7.1649678158401064
79.0,0.22800660849397217,0.28298794632621416,0.766849427659429,0.6174572342332498,0.17179757962526465,0.04594305896535667,9.175059036372797
80.0,0.8763165436737977,0.04262783929029288,0.8079641461589238,1.0,0.9946492775278186,0.47602212353415796,5.936506729994436
81.0,0.13176834791956257,0.08479026766081371,0.6642428372010172,0.8997143296322738,0.8602174350454833,0.2763019360289495,9.952417382943741
82.0,0.3487370167699604,0.5161342581604027,0.36975923146965306,0.9838255032468175,0.3598694404271947,0.10804657053307985,11.650403720508432
83.0,0.8035764204902655,0.4955550892351339,0.9345219353530517,0.5040725728880368,0.11749679782957247,0.13712853233596822,6.8370282761848
84.0,0.10458444994158557,0.09601847017488098,0.522286598882532,0.9500622802873802,0.49118385644539475,0.6684120804511048,12.026524438616965
85.0,0.4113964606210926,0.9687532394191118,0.5694425819019571,0.9999999998563174,0.41910461333704285,2.582232491857291e-13,6.705062908195348
86.0,0.0585220752919687,0.1252508337035637,0.3290560939731549,0.90563069203331,0.26482596239046935,0.35639973659644747,11.9028714930391
87.0,0.06519973468747664,0.41498269192208614,0.8241050134470416,0.330320945298074,0.1215935611545163,0.09081926906416787,10.878328705152464
88.0,0.8762626218759529,0.4375996360636892,0.8381859716392341,0.9999999999999942,0.1000888448197181,0.10177005040190482,4.814967339978013
89.0,0.09421458636003788,0.2564503084763897,0.38183712131406045,0.4430804258289714,0.43529977374223766,0.028056714530170904,13.379646682690838
90.0,0.6277253090902074,0.5458233483337747,0.6264421077977657,0.14403504008635912,0.44111541325267767,0.1741487186617578,9.757732989821264
91.0,0.0831429265093464,0.3683956726159173,0.3568732720281024,0.3595093810958081,0.2751007534336227,0.036059071923652826,11.897504538389207
