Trial,Stim_Sequence,Choice,Trustee_Response,Alpha,Beta,Subject
23,2,1,0,0.6285284928443478,4.061606896705944,3
24,2,1,0,0.6285284928443478,4.061606896705944,3
25,1,1,1,0.6285284928443478,4.061606896705944,3
26,2,1,0,0.6285284928443478,4.061606896705944,3
27,2,1,0,0.6285284928443478,4.061606896705944,3
28,0,4,1,0.6285284928443478,4.061606896705944,3
29,1,1,1,0.6285284928443478,4.061606896705944,3
30,1,1,0,0.6285284928443478,4.061606896705944,3
31,2,1,0,0.6285284928443478,4.061606896705944,3
32,1,1,1,0.6285284928443478,4.061606896705944,3
33,0,4,1,0.6285284928443478,4.061606896705944,3
34,1,1,1,0.6285284928443478,4.061606896705944,3
35,0,4,0,0.6285284928443478,4.061606896705944,3
36,2,1,0,0.6285284928443478,4.061606896705944,3
37,1,1,1,0.6285284928443478,4.061606896705944,3
38,1,1,1,0.6285284928443478,4.061606896705944,3
39,1,1,1,0.6285284928443478,4.061606896705944,3
40,0,1,1,0.6285284928443478,4.061606896705944,3
41,0,1,1,0.6285284928443478,4.061606896705944,3
42,0,1,1,0.6285284928443478,4.061606896705944,3
43,0,1,1,0.6285284928443478,4.061606896705944,3
44,1,1,0,0.6285284928443478,4.061606896705944,3
45,2,1,0,0.6285284928443478,4.061606896705944,3
1,1,2,1,0.5428847787508287,2.576466746837496,4
2,0,3,1,0.5428847787508287,2.576466746837496,4
3,1,4,1,0.5428847787508287,2.576466746837496,4
4,0,4,1,0.5428847787508287,2.576466746837496,4
5,2,2,0,0.5428847787508287,2.576466746837496,4
6,2,1,0,0.5428847787508287,2.576466746837496,4
7,2,1,0,0.5428847787508287,2.576466746837496,4
8,0,4,1,0.5428847787508287,2.576466746837496,4
9,0,4,1,0.5428847787508287,2.576466746837496,4
10,0,4,1,0.5428847787508287,2.576466746837496,4
11,0,4,1,0.5428847787508287,2.576466746837496,4
12,1,4,1,0.5428847787508287,2.576466746837496,4
13,0,4,1,0.5428847787508287,2.576466746837496,4
14,2,1,0,0.5428847787508287,2.576466746837496,4
15,0,4,1,0.5428847787508287,2.576466746837496,4
16,0,4,1,0.5428847787508287,2.576466746837496,4
17,1,4,1,0.5428847787508287,2.576466746837496,4
18,1,4,1,0.5428847787508287,2.576466746837496,4
19,2,1,0,0.5428847787508287,2.576466746837496,4
20,2,1,0,0.5428847787508287,2.576466746837496,4
21,2,1,0,0.5428847787508287,2.576466746837496,4
22,2,1,0,0.5428847787508287,2.576466746837496,4
23,0,4,1,0.5428847787508287,2.576466746837496,4
24,0,4,1,0.5428847787508287,2.576466746837496,4
25,0,4,1,0.5428847787508287,2.576466746837496,4
26,0,4,1,0.5428847787508287,2.576466746837496,4
27,2,1,0,0.5428847787508287,2.576466746837496,4
28,2,1,0,0.5428847787508287,2.576466746837496,4
29,2,1,0,0.5428847787508287,2.576466746837496,4
30,1,4,1,0.5428847787508287,2.576466746837496,4
31,2,1,0,0.5428847787508287,2.576466746837496,4
32,0,4,1,0.5428847787508287,2.576466746837496,4
33,2,1,0,0.5428847787508287,2.576466746837496,4
34,2,1,1,0.5428847787508287,2.576466746837496,4
35,0,4,1,0.5428847787508287,2.576466746837496,4
36,1,4,1,0.5428847787508287,2.576466746837496,4
37,1,4,0,0.5428847787508287,2.576466746837496,4
38,1,1,0,0.5428847787508287,2.576466746837496,4
39,1,1,0,0.5428847787508287,2.576466746837496,4
40,2,1,0,0.5428847787508287,2.576466746837496,4
41,1,1,1,0.5428847787508287,2.576466746837496,4
42,1,1,0,0.5428847787508287,2.576466746837496,4
43,1,1,0,0.5428847787508287,2.576466746837496,4
44,1,1,0,0.5428847787508287,2.576466746837496,4
45,1,3,1,0.5428847787508287,2.576466746837496,4
1,2,4,0,0.20565456216691919,0.5300076912621077,5
2,2,1,0,0.20565456216691919,0.5300076912621077,5
3,2,1,0,0.20565456216691919,0.5300076912621077,5
4,0,2,1,0.20565456216691919,0.5300076912621077,5
5,1,1,0,0.20565456216691919,0.5300076912621077,5
6,1,1,0,0.20565456216691919,0.5300076912621077,5
7,2,2,0,0.20565456216691919,0.5300076912621077,5
8,2,1,1,0.20565456216691919,0.5300076912621077,5
9,2,2,0,0.20565456216691919,0.5300076912621077,5
10,1,1,0,0.20565456216691919,0.5300076912621077,5
11,0,3,1,0.20565456216691919,0.5300076912621077,5
12,2,4,0,0.20565456216691919,0.5300076912621077,5
13,1,2,1,0.20565456216691919,0.5300076912621077,5
14,0,4,1,0.20565456216691919,0.5300076912621077,5
15,0,3,1,0.20565456216691919,0.5300076912621077,5
16,0,4,1,0.20565456216691919,0.5300076912621077,5
17,2,2,0,0.20565456216691919,0.5300076912621077,5
18,2,3,0,0.20565456216691919,0.5300076912621077,5
19,0,4,1,0.20565456216691919,0.5300076912621077,5
20,1,1,0,0.20565456216691919,0.5300076912621077,5
21,0,2,1,0.20565456216691919,0.5300076912621077,5
22,1,4,0,0.20565456216691919,0.5300076912621077,5
23,0,4,1,0.20565456216691919,0.5300076912621077,5
24,2,1,1,0.20565456216691919,0.5300076912621077,5
25,2,1,0,0.20565456216691919,0.5300076912621077,5
26,1,2,1,0.20565456216691919,0.5300076912621077,5
27,0,4,1,0.20565456216691919,0.5300076912621077,5
28,1,3,0,0.20565456216691919,0.5300076912621077,5
29,1,3,1,0.20565456216691919,0.5300076912621077,5
30,0,4,1,0.20565456216691919,0.5300076912621077,5
31,1,2,1,0.20565456216691919,0.5300076912621077,5
32,0,4,1,0.20565456216691919,0.5300076912621077,5
33,2,1,0,0.20565456216691919,0.5300076912621077,5
34,2,2,0,0.20565456216691919,0.5300076912621077,5
35,0,2,1,0.20565456216691919,0.5300076912621077,5
36,1,1,1,0.20565456216691919,0.5300076912621077,5
37,1,3,1,0.20565456216691919,0.5300076912621077,5
38,2,2,0,0.20565456216691919,0.5300076912621077,5
39,1,3,1,0.20565456216691919,0.5300076912621077,5
40,0,4,1,0.20565456216691919,0.5300076912621077,5
41,0,4,1,0.20565456216691919,0.5300076912621077,5
42,2,2,0,0.20565456216691919,0.5300076912621077,5
43,0,4,1,0.20565456216691919,0.5300076912621077,5
44,1,4,0,0.20565456216691919,0.5300076912621077,5
45,1,3,0,0.20565456216691919,0.5300076912621077,5
1,1,1,1,0.31980466431640403,2.0758359579498684,6
2,0,1,1,0.31980466431640403,2.0758359579498684,6
3,0,3,1,0.31980466431640403,2.0758359579498684,6
4,2,2,0,0.31980466431640403,2.0758359579498684,6
5,2,3,0,0.31980466431640403,2.0758359579498684,6
6,2,1,0,0.31980466431640403,2.0758359579498684,6
7,2,1,0,0.31980466431640403,2.0758359579498684,6
8,0,4,1,0.31980466431640403,2.0758359579498684,6
9,2,2,0,0.31980466431640403,2.0758359579498684,6
10,1,3,1,0.31980466431640403,2.0758359579498684,6
11,2,1,0,0.31980466431640403,2.0758359579498684,6
12,0,4,1,0.31980466431640403,2.0758359579498684,6
13,0,4,1,0.31980466431640403,2.0758359579498684,6
14,1,4,1,0.31980466431640403,2.0758359579498684,6
15,2,1,0,0.31980466431640403,2.0758359579498684,6
16,2,1,0,0.31980466431640403,2.0758359579498684,6
17,0,4,1,0.31980466431640403,2.0758359579498684,6
18,0,4,1,0.31980466431640403,2.0758359579498684,6
19,1,4,1,0.31980466431640403,2.0758359579498684,6
20,2,1,0,0.31980466431640403,2.0758359579498684,6
21,0,4,0,0.31980466431640403,2.0758359579498684,6
22,1,4,1,0.31980466431640403,2.0758359579498684,6
23,2,1,0,0.31980466431640403,2.0758359579498684,6
24,0,3,1,0.31980466431640403,2.0758359579498684,6
25,2,1,0,0.31980466431640403,2.0758359579498684,6
26,2,1,0,0.31980466431640403,2.0758359579498684,6
27,1,4,1,0.31980466431640403,2.0758359579498684,6
28,2,1,0,0.31980466431640403,2.0758359579498684,6
29,1,4,1,0.31980466431640403,2.0758359579498684,6
30,1,4,1,0.31980466431640403,2.0758359579498684,6
31,1,4,1,0.31980466431640403,2.0758359579498684,6
32,1,4,1,0.31980466431640403,2.0758359579498684,6
33,0,4,1,0.31980466431640403,2.0758359579498684,6
34,0,4,1,0.31980466431640403,2.0758359579498684,6
35,1,4,1,0.31980466431640403,2.0758359579498684,6
36,0,4,0,0.31980466431640403,2.0758359579498684,6
37,0,2,1,0.31980466431640403,2.0758359579498684,6
38,1,4,0,0.31980466431640403,2.0758359579498684,6
39,0,4,1,0.31980466431640403,2.0758359579498684,6
40,2,1,0,0.31980466431640403,2.0758359579498684,6
41,0,4,1,0.31980466431640403,2.0758359579498684,6
42,2,1,0,0.31980466431640403,2.0758359579498684,6
43,1,4,1,0.31980466431640403,2.0758359579498684,6
44,1,4,1,0.31980466431640403,2.0758359579498684,6
45,1,4,1,0.31980466431640403,2.0758359579498684,6
1,0,2,1,0.026119590464661953,0.034936979671402434,7
2,2,2,0,0.026119590464661953,0.034936979671402434,7
3,0,4,0,0.026119590464661953,0.034936979671402434,7
4,2,4,0,0.026119590464661953,0.034936979671402434,7
5,0,4,1,0.026119590464661953,0.034936979671402434,7
6,1,3,1,0.026119590464661953,0.034936979671402434,7
7,1,4,1,0.026119590464661953,0.034936979671402434,7
8,2,4,0,0.026119590464661953,0.034936979671402434,7
9,2,1,0,0.026119590464661953,0.034936979671402434,7
10,1,1,1,0.026119590464661953,0.034936979671402434,7
11,2,3,0,0.026119590464661953,0.034936979671402434,7
12,0,2,1,0.026119590464661953,0.034936979671402434,7
13,1,2,1,0.026119590464661953,0.034936979671402434,7
14,1,3,0,0.026119590464661953,0.034936979671402434,7
15,2,3,0,0.026119590464661953,0.034936979671402434,7
16,0,2,1,0.026119590464661953,0.034936979671402434,7
17,1,2,0,0.026119590464661953,0.034936979671402434,7
18,1,3,1,0.026119590464661953,0.034936979671402434,7
19,0,2,1,0.026119590464661953,0.034936979671402434,7
20,0,3,1,0.026119590464661953,0.034936979671402434,7
21,1,3,1,0.026119590464661953,0.034936979671402434,7
22,2,3,0,0.026119590464661953,0.034936979671402434,7
23,2,4,0,0.026119590464661953,0.034936979671402434,7
24,2,4,1,0.026119590464661953,0.034936979671402434,7
25,2,2,0,0.026119590464661953,0.034936979671402434,7
26,0,2,1,0.026119590464661953,0.034936979671402434,7
27,1,1,0,0.026119590464661953,0.034936979671402434,7
28,2,1,0,0.026119590464661953,0.034936979671402434,7
29,0,3,1,0.026119590464661953,0.034936979671402434,7
30,0,4,1,0.026119590464661953,0.034936979671402434,7
31,2,1,0,0.026119590464661953,0.034936979671402434,7
32,1,4,0,0.026119590464661953,0.034936979671402434,7
33,2,1,0,0.026119590464661953,0.034936979671402434,7
34,0,2,1,0.026119590464661953,0.034936979671402434,7
35,2,2,0,0.026119590464661953,0.034936979671402434,7
36,1,3,0,0.026119590464661953,0.034936979671402434,7
37,0,1,1,0.026119590464661953,0.034936979671402434,7
38,2,3,0,0.026119590464661953,0.034936979671402434,7
39,1,4,0,0.026119590464661953,0.034936979671402434,7
40,1,1,0,0.026119590464661953,0.034936979671402434,7
41,1,4,1,0.026119590464661953,0.034936979671402434,7
42,0,2,1,0.026119590464661953,0.034936979671402434,7
43,0,4,1,0.026119590464661953,0.034936979671402434,7
44,0,4,1,0.026119590464661953,0.034936979671402434,7
45,1,3,1,0.026119590464661953,0.034936979671402434,7
1,0,4,1,0.3644406380452106,19.119574029115036,8
2,2,3,0,0.3644406380452106,19.119574029115036,8
3,2,1,0,0.3644406380452106,19.119574029115036,8
4,1,4,1,0.3644406380452106,19.119574029115036,8
5,2,1,0,0.3644406380452106,19.119574029115036,8
6,0,4,1,0.3644406380452106,19.119574029115036,8
7,1,4,0,0.3644406380452106,19.119574029115036,8
8,1,1,0,0.3644406380452106,19.119574029115036,8
9,2,1,0,0.3644406380452106,19.119574029115036,8
10,1,1,0,0.3644406380452106,19.119574029115036,8
11,0,4,1,0.3644406380452106,19.119574029115036,8
12,1,1,1,0.3644406380452106,19.119574029115036,8
13,0,4,1,0.3644406380452106,19.119574029115036,8
14,0,4,0,0.3644406380452106,19.119574029115036,8
15,2,1,0,0.3644406380452106,19.119574029115036,8
16,1,1,1,0.3644406380452106,19.119574029115036,8
17,2,1,0,0.3644406380452106,19.119574029115036,8
18,0,4,1,0.3644406380452106,19.119574029115036,8
19,1,1,1,0.3644406380452106,19.119574029115036,8
20,2,1,0,0.3644406380452106,19.119574029115036,8
21,2,1,1,0.3644406380452106,19.119574029115036,8
22,2,1,0,0.3644406380452106,19.119574029115036,8
23,2,1,0,0.3644406380452106,19.119574029115036,8
24,2,1,0,0.3644406380452106,19.119574029115036,8
25,0,4,1,0.3644406380452106,19.119574029115036,8
26,0,4,1,0.3644406380452106,19.119574029115036,8
27,2,1,0,0.3644406380452106,19.119574029115036,8
28,2,1,0,0.3644406380452106,19.119574029115036,8
29,1,1,0,0.3644406380452106,19.119574029115036,8
30,2,1,0,0.3644406380452106,19.119574029115036,8
31,1,1,1,0.3644406380452106,19.119574029115036,8
32,0,4,0,0.3644406380452106,19.119574029115036,8
33,0,4,0,0.3644406380452106,19.119574029115036,8
34,0,1,1,0.3644406380452106,19.119574029115036,8
35,1,1,1,0.3644406380452106,19.119574029115036,8
36,0,1,1,0.3644406380452106,19.119574029115036,8
37,1,1,1,0.3644406380452106,19.119574029115036,8
38,2,1,0,0.3644406380452106,19.119574029115036,8
39,1,1,0,0.3644406380452106,19.119574029115036,8
40,0,1,1,0.3644406380452106,19.119574029115036,8
41,0,1,1,0.3644406380452106,19.119574029115036,8
42,1,1,0,0.3644406380452106,19.119574029115036,8
43,1,1,1,0.3644406380452106,19.119574029115036,8
44,0,1,1,0.3644406380452106,19.119574029115036,8
45,1,1,1,0.3644406380452106,19.119574029115036,8
1,0,3,1,0.5239868224728579,3.489561117617206,9
2,1,3,0,0.5239868224728579,3.489561117617206,9
3,0,4,1,0.5239868224728579,3.489561117617206,9
4,1,1,0,0.5239868224728579,3.489561117617206,9
5,0,4,1,0.5239868224728579,3.489561117617206,9
6,2,3,1,0.5239868224728579,3.489561117617206,9
7,0,4,1,0.5239868224728579,3.489561117617206,9
8,1,1,0,0.5239868224728579,3.489561117617206,9
9,2,4,0,0.5239868224728579,3.489561117617206,9
10,0,4,1,0.5239868224728579,3.489561117617206,9
11,1,1,0,0.5239868224728579,3.489561117617206,9
12,2,1,0,0.5239868224728579,3.489561117617206,9
13,2,1,1,0.5239868224728579,3.489561117617206,9
14,2,1,0,0.5239868224728579,3.489561117617206,9
15,0,4,1,0.5239868224728579,3.489561117617206,9
16,0,4,0,0.5239868224728579,3.489561117617206,9
17,0,2,1,0.5239868224728579,3.489561117617206,9
18,2,1,0,0.5239868224728579,3.489561117617206,9
19,1,1,1,0.5239868224728579,3.489561117617206,9
20,0,4,1,0.5239868224728579,3.489561117617206,9
21,0,4,1,0.5239868224728579,3.489561117617206,9
22,2,1,0,0.5239868224728579,3.489561117617206,9
23,1,1,1,0.5239868224728579,3.489561117617206,9
24,2,2,0,0.5239868224728579,3.489561117617206,9
25,2,1,0,0.5239868224728579,3.489561117617206,9
26,2,1,0,0.5239868224728579,3.489561117617206,9
27,1,1,1,0.5239868224728579,3.489561117617206,9
28,0,4,0,0.5239868224728579,3.489561117617206,9
29,1,1,1,0.5239868224728579,3.489561117617206,9
30,1,1,1,0.5239868224728579,3.489561117617206,9
31,2,1,0,0.5239868224728579,3.489561117617206,9
32,0,1,1,0.5239868224728579,3.489561117617206,9
33,0,1,1,0.5239868224728579,3.489561117617206,9
34,1,1,0,0.5239868224728579,3.489561117617206,9
35,1,1,1,0.5239868224728579,3.489561117617206,9
36,2,1,0,0.5239868224728579,3.489561117617206,9
37,1,1,1,0.5239868224728579,3.489561117617206,9
38,1,1,0,0.5239868224728579,3.489561117617206,9
39,0,2,1,0.5239868224728579,3.489561117617206,9
40,0,4,1,0.5239868224728579,3.489561117617206,9
41,1,1,0,0.5239868224728579,3.489561117617206,9
42,2,1,0,0.5239868224728579,3.489561117617206,9
43,2,1,0,0.5239868224728579,3.489561117617206,9
44,2,1,0,0.5239868224728579,3.489561117617206,9
45,1,1,0,0.5239868224728579,3.489561117617206,9
1,1,1,1,0.44585469438177566,2.1051690873898377,10
2,2,3,0,0.44585469438177566,2.1051690873898377,10
3,2,1,0,0.44585469438177566,2.1051690873898377,10
4,2,1,0,0.44585469438177566,2.1051690873898377,10
5,1,4,0,0.44585469438177566,2.1051690873898377,10
6,0,1,1,0.44585469438177566,2.1051690873898377,10
7,0,3,1,0.44585469438177566,2.1051690873898377,10
8,1,1,0,0.44585469438177566,2.1051690873898377,10
9,0,4,1,0.44585469438177566,2.1051690873898377,10
10,2,1,1,0.44585469438177566,2.1051690873898377,10
11,2,1,0,0.44585469438177566,2.1051690873898377,10
12,1,1,1,0.44585469438177566,2.1051690873898377,10
13,2,1,0,0.44585469438177566,2.1051690873898377,10
14,1,1,0,0.44585469438177566,2.1051690873898377,10
15,2,1,1,0.44585469438177566,2.1051690873898377,10
16,1,2,0,0.44585469438177566,2.1051690873898377,10
17,2,1,0,0.44585469438177566,2.1051690873898377,10
18,1,1,0,0.44585469438177566,2.1051690873898377,10
19,0,4,1,0.44585469438177566,2.1051690873898377,10
20,1,1,1,0.44585469438177566,2.1051690873898377,10
21,1,1,1,0.44585469438177566,2.1051690873898377,10
22,0,4,1,0.44585469438177566,2.1051690873898377,10
23,0,4,1,0.44585469438177566,2.1051690873898377,10
24,2,1,0,0.44585469438177566,2.1051690873898377,10
25,1,1,1,0.44585469438177566,2.1051690873898377,10
26,1,1,1,0.44585469438177566,2.1051690873898377,10
27,0,4,0,0.44585469438177566,2.1051690873898377,10
28,1,1,1,0.44585469438177566,2.1051690873898377,10
29,2,1,0,0.44585469438177566,2.1051690873898377,10
30,2,1,0,0.44585469438177566,2.1051690873898377,10
31,1,1,1,0.44585469438177566,2.1051690873898377,10
32,2,1,0,0.44585469438177566,2.1051690873898377,10
33,0,2,0,0.44585469438177566,2.1051690873898377,10
34,0,1,1,0.44585469438177566,2.1051690873898377,10
35,0,1,1,0.44585469438177566,2.1051690873898377,10
36,0,2,1,0.44585469438177566,2.1051690873898377,10
37,0,4,1,0.44585469438177566,2.1051690873898377,10
38,2,1,0,0.44585469438177566,2.1051690873898377,10
39,1,1,1,0.44585469438177566,2.1051690873898377,10
40,1,1,1,0.44585469438177566,2.1051690873898377,10
41,0,4,1,0.44585469438177566,2.1051690873898377,10
42,0,4,0,0.44585469438177566,2.1051690873898377,10
43,2,1,0,0.44585469438177566,2.1051690873898377,10
44,2,1,0,0.44585469438177566,2.1051690873898377,10
45,0,3,1,0.44585469438177566,2.1051690873898377,10
1,1,2,0,0.8284958491487985,8.724548577271184,11
2,2,2,0,0.8284958491487985,8.724548577271184,11
3,0,3,1,0.8284958491487985,8.724548577271184,11
4,0,4,1,0.8284958491487985,8.724548577271184,11
5,1,1,1,0.8284958491487985,8.724548577271184,11
6,2,1,0,0.8284958491487985,8.724548577271184,11
7,1,1,1,0.8284958491487985,8.724548577271184,11
8,1,1,1,0.8284958491487985,8.724548577271184,11
9,2,1,0,0.8284958491487985,8.724548577271184,11
10,0,4,1,0.8284958491487985,8.724548577271184,11
11,2,1,0,0.8284958491487985,8.724548577271184,11
12,2,1,0,0.8284958491487985,8.724548577271184,11
13,1,1,1,0.8284958491487985,8.724548577271184,11
14,1,1,1,0.8284958491487985,8.724548577271184,11
15,1,1,0,0.8284958491487985,8.724548577271184,11
16,2,1,0,0.8284958491487985,8.724548577271184,11
17,0,4,0,0.8284958491487985,8.724548577271184,11
18,2,1,0,0.8284958491487985,8.724548577271184,11
19,1,1,1,0.8284958491487985,8.724548577271184,11
20,0,1,1,0.8284958491487985,8.724548577271184,11
21,2,1,0,0.8284958491487985,8.724548577271184,11
22,0,1,1,0.8284958491487985,8.724548577271184,11
23,2,1,0,0.8284958491487985,8.724548577271184,11
24,0,1,1,0.8284958491487985,8.724548577271184,11
25,1,1,0,0.8284958491487985,8.724548577271184,11
26,2,1,0,0.8284958491487985,8.724548577271184,11
27,1,1,0,0.8284958491487985,8.724548577271184,11
28,2,1,0,0.8284958491487985,8.724548577271184,11
29,0,1,1,0.8284958491487985,8.724548577271184,11
30,2,1,0,0.8284958491487985,8.724548577271184,11
31,0,1,1,0.8284958491487985,8.724548577271184,11
32,0,1,1,0.8284958491487985,8.724548577271184,11
33,0,1,1,0.8284958491487985,8.724548577271184,11
34,2,1,0,0.8284958491487985,8.724548577271184,11
35,2,1,0,0.8284958491487985,8.724548577271184,11
36,0,1,1,0.8284958491487985,8.724548577271184,11
37,1,1,0,0.8284958491487985,8.724548577271184,11
38,1,1,0,0.8284958491487985,8.724548577271184,11
39,2,1,0,0.8284958491487985,8.724548577271184,11
40,1,1,1,0.8284958491487985,8.724548577271184,11
41,0,1,1,0.8284958491487985,8.724548577271184,11
42,1,1,0,0.8284958491487985,8.724548577271184,11
43,0,1,1,0.8284958491487985,8.724548577271184,11
44,0,1,1,0.8284958491487985,8.724548577271184,11
45,1,1,1,0.8284958491487985,8.724548577271184,11
1,1,1,0,0.6310225727111787,12.366681220199835,12
2,2,2,0,0.6310225727111787,12.366681220199835,12
3,1,1,1,0.6310225727111787,12.366681220199835,12
4,1,2,0,0.6310225727111787,12.366681220199835,12
5,2,1,0,0.6310225727111787,12.366681220199835,12
6,0,2,1,0.6310225727111787,12.366681220199835,12
7,2,1,0,0.6310225727111787,12.366681220199835,12
8,1,1,0,0.6310225727111787,12.366681220199835,12
9,0,4,0,0.6310225727111787,12.366681220199835,12
