id,trial,prob_recip,pe
sub-1021,1,0.5,0.5
sub-1021,2,0.5,0.5
sub-1021,3,0.5,-0.5
sub-1021,4,0.5702896401047711,0.4297103598952289
sub-1021,5,0.39275580175258956,-0.39275580175258956
sub-1021,6,0.6305115509193743,0.3694884490806257
sub-1021,7,0.5542621690284868,0.4457378309715132
sub-1021,8,0.4272584497934087,-0.4272584497934087
sub-1021,9,0.6189938209648274,0.38100617903517264
sub-1021,10,0.6883759311111493,0.31162406888885075
sub-1021,11,0.45066089156402633,-0.45066089156402633
sub-1021,12,0.6035696817246617,-0.6035696817246617
sub-1021,13,0.4562270903513445,-0.4562270903513445
sub-1021,14,0.3448535674881782,-0.3448535674881782
sub-1021,15,0.4705962339995771,-0.4705962339995771
sub-1021,16,0.6283510257060333,0.3716489742939667
sub-1021,17,0.39476734224916715,0.6052326577508329
sub-1021,18,0.6722358726766399,0.32776412732336013
sub-1021,19,0.7319224815435872,0.2680775184564128
sub-1021,20,0.780740020304759,0.21925997969524103
sub-1021,21,0.5033789277305207,0.49662107226947927
sub-1021,22,0.4336197524338827,-0.4336197524338827
sub-1021,23,0.7475489818035997,0.25245101819640026
sub-1021,24,0.5724230961916869,0.42757690380831315
sub-1021,25,0.6502858434866934,0.3497141565133066
sub-1021,26,0.7139696036513661,0.2860303963486339
sub-1021,27,0.6990892330691945,0.30091076693080554
sub-1021,28,0.753885782637699,0.246114217362301
sub-1021,29,0.4207610623778021,-0.4207610623778021
sub-1021,30,0.4303787912239737,-0.4303787912239737
sub-1021,31,0.43882915575489523,-0.43882915575489523
sub-1021,32,0.7026046575898082,0.29739534241019183
sub-1021,33,0.4527773554524459,-0.4527773554524459
sub-1021,34,0.607545965127946,0.392454034872054
sub-1021,35,0.6982142879355285,0.30178571206447147
sub-1021,36,0.4679698442864077,-0.4679698442864077
sub-1021,37,0.7224413095963592,0.2775586904036408
sub-1021,38,0.3714834444781662,-0.3714834444781662
sub-1021,39,0.7398514357331829,0.2601485642668171
sub-1021,40,0.5937343032181451,0.40626569678185487
sub-1021,41,0.4128298441440829,-0.4128298441440829
sub-1021,42,0.647359455203833,0.352640544796167
sub-1021,43,0.43270641698772555,-0.43270641698772555
sub-1021,44,0.6858957917476937,-0.6858957917476937
sub-1021,45,0.4480507259604437,-0.4480507259604437
