id,trial,prob_recip,pe
sub-2003,1,0.5,-0.5
sub-2003,2,0.5,0.5
sub-2003,3,0.5,0.5
sub-2003,4,0.5799997085035759,0.42000029149642415
sub-2003,5,0.6564827370987685,0.3435172629012315
sub-2003,6,0.7190380285434672,0.2809619714565328
sub-2003,7,0.7702018561220361,0.22979814387796393
sub-2003,8,0.8120486318628813,-0.8120486318628813
sub-2003,9,0.5,-0.5
sub-2003,10,0.377940695304397,-0.377940695304397
sub-2003,11,0.5368049214522382,-0.5368049214522382
sub-2003,12,0.3116919080466118,-0.3116919080466118
sub-2003,13,0.41719924953317145,-0.41719924953317145
sub-2003,14,0.26769374943176516,-0.26769374943176516
sub-2003,15,0.2958902219524945,-0.2958902219524945
sub-2003,16,0.3574563957058847,0.6425436042941153
sub-2003,17,0.4744650784517713,-0.4744650784517713
sub-2003,18,0.5355153423073743,-0.5355153423073743
sub-2003,19,0.37836026344304036,-0.37836026344304036
sub-2003,20,0.5274171201405327,-0.5274171201405327
sub-2003,21,0.4847823991587201,0.5152176008412799
sub-2003,22,0.3347928754963918,-0.3347928754963918
sub-2003,23,0.5185964728518155,0.48140352714818446
sub-2003,24,0.5606812418990841,0.4393187581009159
sub-2003,25,0.38794338026713754,-0.38794338026713754
sub-2003,26,0.6236067226216269,0.37639327737837314
sub-2003,27,0.31833504428777043,-0.31833504428777043
sub-2003,28,0.34038486395121004,-0.34038486395121004
sub-2003,29,0.359758358148992,-0.359758358148992
sub-2003,30,0.630330616777526,-0.630330616777526
sub-2003,31,0.6145115690954758,-0.6145115690954758
sub-2003,32,0.40487695746276686,-0.40487695746276686
sub-2003,33,0.5331589555708257,-0.5331589555708257
sub-2003,34,0.5776708594844219,0.4223291405155781
sub-2003,35,0.6545779768951038,-0.6545779768951038
sub-2003,36,0.5224910426006341,-0.5224910426006341
sub-2003,37,0.6193310464794127,0.38066895352058727
sub-2003,38,0.517362626318806,-0.517362626318806
sub-2003,39,0.5152552150257892,0.4847447849742108
sub-2003,40,0.4662161567216375,-0.4662161567216375
sub-2003,41,0.4703167145254542,0.5296832854745458
sub-2003,42,0.5799217879190015,-0.5799217879190015
sub-2003,43,0.5586685786807667,-0.5586685786807667
sub-2003,44,0.5867917254055913,-0.5867917254055913
sub-2003,45,0.44354494539731193,0.5564550546026881
