"onset"	"duration"	"my_codes"	"trial_type"	"response_time"	"response_key"	"stim_file"	"trial_earnings"
0.0039736945182085	1.1004994851537	"Decision"	"Untrustworthy"	1.1004994851537	1	"images/B1f01.jpg"	9
1.11700923310127	8.8995005148463	"Response"	"Untrustworthy"	1.1004994851537	1	"images/B1f01.jpg"	9
10.0167122726562	2	"Thinking"	"Untrustworthy"	1.1004994851537	1	"images/B1f01.jpg"	9
10.0302364875097	2	"Feedback"	"Untrustworthy"	1.1004994851537	1	"images/B1f01.jpg"	9
14.036148958141	1.55042581399903	"Decision"	"Neutral"	1.55042581399903	2	"images/C1f01.jpg"	12
15.6004511296051	4.44957418600097	"Response"	"Neutral"	1.55042581399903	2	"images/C1f01.jpg"	12
20.050046364544	2	"Thinking"	"Neutral"	1.55042581399903	2	"images/C1f01.jpg"	12
22.0525659769773	2	"Feedback"	"Neutral"	1.55042581399903	2	"images/C1f01.jpg"	12
28.0532088223845	0.983857185929082	"Decision"	"Untrustworthy"	0.983857185929082	1	"images/B1f01.jpg"	9
29.0509679658571	9.01614281407092	"Response"	"Untrustworthy"	0.983857185929082	1	"images/B1f01.jpg"	9
38.0672723446041	2	"Thinking"	"Untrustworthy"	0.983857185929082	1	"images/B1f01.jpg"	9
38.0858619532082	2	"Feedback"	"Untrustworthy"	0.983857185929082	1	"images/B1f01.jpg"	9
44.1038929122733	1.70067982317414	"Decision"	"Trustworthy"	1.70067982317414	4	"images/A1f01.jpg"	18
45.8182135726092	4.29932017682586	"Response"	"Trustworthy"	1.70067982317414	4	"images/A1f01.jpg"	18
50.1176856429083	2	"Thinking"	"Trustworthy"	1.70067982317414	4	"images/A1f01.jpg"	18
52.1208867853275	2	"Feedback"	"Trustworthy"	1.70067982317414	4	"images/A1f01.jpg"	18
62.1214716038667	0.917167384410277	"Decision"	"Neutral"	0.917167384410277	3	"images/C1f01.jpg"	15
63.0519487316487	5.08283261558972	"Response"	"Neutral"	0.917167384410277	3	"images/C1f01.jpg"	15
68.1349093475146	2	"Thinking"	"Neutral"	0.917167384410277	3	"images/C1f01.jpg"	15
70.1379654229386	2	"Feedback"	"Neutral"	0.917167384410277	3	"images/C1f01.jpg"	15
76.1384859569371	1.20053703198209	"Decision"	"Trustworthy"	1.20053703198209	4	"images/A1f01.jpg"	18
77.3524704035372	4.79946296801791	"Response"	"Trustworthy"	1.20053703198209	4	"images/A1f01.jpg"	18
82.1520050517283	2	"Thinking"	"Trustworthy"	1.20053703198209	4	"images/A1f01.jpg"	18
84.1552044873824	2	"Feedback"	"Trustworthy"	1.20053703198209	4	"images/A1f01.jpg"	18
92.1559554218547	1.56727348233107	"Decision"	"Neutral"	1.56727348233107	3	"images/C1f01.jpg"	15
93.7363554650219	4.43272651766893	"Response"	"Neutral"	1.56727348233107	3	"images/C1f01.jpg"	15
98.1690336271422	2	"Thinking"	"Neutral"	1.56727348233107	3	"images/C1f01.jpg"	15
100.172374147456	2	"Feedback"	"Neutral"	1.56727348233107	3	"images/C1f01.jpg"	15
108.172619907768	1.91724702890497	"Decision"	"Untrustworthy"	1.91724702890497	1	"images/B1f01.jpg"	9
110.103368964861	8.08275297109503	"Response"	"Untrustworthy"	1.91724702890497	1	"images/B1f01.jpg"	9
118.186329011689	2	"Thinking"	"Untrustworthy"	1.91724702890497	1	"images/B1f01.jpg"	9
118.197232351638	2	"Feedback"	"Untrustworthy"	1.91724702890497	1	"images/B1f01.jpg"	9
122.206272008945	1.56709371320903	"Decision"	"Neutral"	1.56709371320903	4	"images/C1f01.jpg"	18
123.787059466122	4.43290628679097	"Response"	"Neutral"	1.56709371320903	4	"images/C1f01.jpg"	18
128.219941290561	2	"Thinking"	"Neutral"	1.56709371320903	4	"images/C1f01.jpg"	18
130.223040032783	2	"Feedback"	"Neutral"	1.56709371320903	4	"images/C1f01.jpg"	18
142.227274847683	1.23367144342046	"Decision"	"Neutral"	1.23367144342046	4	"images/C1f01.jpg"	0
143.470852367464	4.76632855657954	"Response"	"Neutral"	1.23367144342046	4	"images/C1f01.jpg"	0
148.23713768844	2	"Thinking"	"Neutral"	1.23367144342046	4	"images/C1f01.jpg"	0
150.240237568389	2	"Feedback"	"Neutral"	1.23367144342046	4	"images/C1f01.jpg"	0
156.24089804932	1.05042979610153	"Decision"	"Neutral"	1.05042979610153	2	"images/C1f01.jpg"	12
157.304650673294	4.94957020389847	"Response"	"Neutral"	1.05042979610153	2	"images/C1f01.jpg"	12
162.254224859411	2	"Thinking"	"Neutral"	1.05042979610153	2	"images/C1f01.jpg"	12
164.257396988338	2	"Feedback"	"Neutral"	1.05042979610153	2	"images/C1f01.jpg"	12
170.258049504831	1.50043008069042	"Decision"	"Trustworthy"	1.50043008069042	3	"images/A1f01.jpg"	15
171.77177283098	4.49956991930958	"Response"	"Trustworthy"	1.50043008069042	3	"images/A1f01.jpg"	15
176.271378590493	2	"Thinking"	"Trustworthy"	1.50043008069042	3	"images/A1f01.jpg"	15
178.274562097155	2	"Feedback"	"Trustworthy"	1.50043008069042	3	"images/A1f01.jpg"	15
184.275054755621	2.0006024541799	"Decision"	"Untrustworthy"	2.0006024541799	1	"images/B1f01.jpg"	9
186.288958988735	7.9993975458201	"Response"	"Untrustworthy"	2.0006024541799	1	"images/B1f01.jpg"	9
194.288483396987	2	"Thinking"	"Untrustworthy"	2.0006024541799	1	"images/B1f01.jpg"	9
194.300299804891	2	"Feedback"	"Untrustworthy"	2.0006024541799	1	"images/B1f01.jpg"	9
198.308647123398	3.55075975216459	"Decision"	"Trustworthy"	3.55075975216459	3	"images/A1f01.jpg"	15
201.872808779124	2.44924024783541	"Response"	"Trustworthy"	3.55075975216459	3	"images/A1f01.jpg"	15
204.322082591476	2	"Thinking"	"Trustworthy"	3.55075975216459	3	"images/A1f01.jpg"	15
206.325226844754	2	"Feedback"	"Trustworthy"	3.55075975216459	3	"images/A1f01.jpg"	15
214.326274170773	1.25053105852567	"Decision"	"Trustworthy"	1.25053105852567	3	"images/A1f01.jpg"	15
215.589724145364	4.74946894147433	"Response"	"Trustworthy"	1.25053105852567	3	"images/A1f01.jpg"	15
220.339219824644	2	"Thinking"	"Trustworthy"	1.25053105852567	3	"images/A1f01.jpg"	15
222.342638851842	2	"Feedback"	"Trustworthy"	1.25053105852567	3	"images/A1f01.jpg"	15
234.343922266969	1.38412740861531	"Decision"	"Neutral"	1.38412740861531	2	"images/C1f01.jpg"	6
235.740834902506	4.61587259138469	"Response"	"Neutral"	1.38412740861531	2	"images/C1f01.jpg"	6
240.356547067175	2	"Thinking"	"Neutral"	1.38412740861531	2	"images/C1f01.jpg"	6
242.361062913551	2	"Feedback"	"Neutral"	1.38412740861531	2	"images/C1f01.jpg"	6
248.360342130298	1.23438084882218	"Decision"	"Neutral"	1.23438084882218	1	"images/C1f01.jpg"	9
249.607992331381	8.76561915117782	"Response"	"Neutral"	1.23438084882218	1	"images/C1f01.jpg"	9
258.373685438186	2	"Thinking"	"Neutral"	1.23438084882218	1	"images/C1f01.jpg"	9
258.382810428971	2	"Feedback"	"Neutral"	1.23438084882218	1	"images/C1f01.jpg"	9
264.394066480454	1.66725698451046	"Decision"	"Untrustworthy"	1.66725698451046	1	"images/B1f01.jpg"	9
266.074595092796	8.33274301548954	"Response"	"Untrustworthy"	1.66725698451046	1	"images/B1f01.jpg"	9
274.407562819659	2	"Thinking"	"Untrustworthy"	1.66725698451046	1	"images/B1f01.jpg"	9
274.423604940297	2	"Feedback"	"Untrustworthy"	1.66725698451046	1	"images/B1f01.jpg"	9
