"onset"	"duration"	"event"	"trial_type"	"response_time"	"response_key"	"stim_file_left"	"stim_file_right"
2.00957100029336	2	"View"	"Trustworthy"	0.682803033327218	2	"images/silhouette.jpg"	"images/A2f07.jpg"
4.00957100029336	4	"Decision"	"Trustworthy"	0.682803033327218	2	"images/silhouette.jpg"	"images/A2f07.jpg"
12.0227840323932	2	"View"	"Trustworthy"	0.667168806656264	1	"images/silhouette.jpg"	"images/A4f08.jpg"
14.0227840323932	4	"Decision"	"Trustworthy"	0.667168806656264	1	"images/silhouette.jpg"	"images/A4f08.jpg"
32.0404844664736	2	"View"	"Trustworthy"	1.13368623453425	2	"images/silhouette.jpg"	"images/A7f03.jpg"
34.0404844664736	4	"Decision"	"Trustworthy"	1.13368623453425	2	"images/silhouette.jpg"	"images/A7f03.jpg"
42.0569754410535	2	"View"	"Neutral"	1.50171349575976	1	"images/silhouette.jpg"	"images/C2f07.jpg"
44.0569754410535	4	"Decision"	"Neutral"	1.50171349575976	1	"images/silhouette.jpg"	"images/C2f07.jpg"
54.0743942746776	2	"View"	"Untrustworthy"	0.867128984362353	1	"images/silhouette.jpg"	"images/B1f07.jpg"
56.0743942746776	4	"Decision"	"Untrustworthy"	0.867128984362353	1	"images/silhouette.jpg"	"images/B1f07.jpg"
72.093952702533	2	"View"	"Neutral"	1.01694324187702	1	"images/C4f08.jpg"	"images/silhouette.jpg"
74.093952702533	4	"Decision"	"Neutral"	1.01694324187702	1	"images/C4f08.jpg"	"images/silhouette.jpg"
88.1088103947695	2	"View"	"Neutral"	0.667057304235641	1	"images/C2f03.jpg"	"images/silhouette.jpg"
90.1088103947695	4	"Decision"	"Neutral"	0.667057304235641	1	"images/C2f03.jpg"	"images/silhouette.jpg"
98.1276611238136	2	"View"	"Untrustworthy"	0.616998993093148	2	"images/silhouette.jpg"	"images/B8f08.jpg"
100.127661123814	4	"Decision"	"Untrustworthy"	0.616998993093148	2	"images/silhouette.jpg"	"images/B8f08.jpg"
110.142752629705	2	"View"	"Untrustworthy"	1.18381963926367	2	"images/silhouette.jpg"	"images/B4f08.jpg"
112.142752629705	4	"Decision"	"Untrustworthy"	1.18381963926367	2	"images/silhouette.jpg"	"images/B4f08.jpg"
124.15989612072	2	"View"	"Untrustworthy"	0.650690347654745	1	"images/silhouette.jpg"	"images/B4f03.jpg"
126.15989612072	4	"Decision"	"Untrustworthy"	0.650690347654745	1	"images/silhouette.jpg"	"images/B4f03.jpg"
134.176979878393	2	"View"	"Neutral"	1.00053077412304	2	"images/silhouette.jpg"	"images/C8f04.jpg"
136.176979878393	4	"Decision"	"Neutral"	1.00053077412304	2	"images/silhouette.jpg"	"images/C8f04.jpg"
144.212951911788	2	"View"	"Neutral"	0.517248735646717	1	"images/C9f08.jpg"	"images/silhouette.jpg"
146.212951911788	4	"Decision"	"Neutral"	0.517248735646717	1	"images/C9f08.jpg"	"images/silhouette.jpg"
156.226946598326	2	"View"	"Trustworthy"	0.733943941653706	1	"images/A1f03.jpg"	"images/silhouette.jpg"
158.226946598326	4	"Decision"	"Trustworthy"	0.733943941653706	1	"images/A1f03.jpg"	"images/silhouette.jpg"
170.246742253134	2	"View"	"Neutral"	0.633598056680057	2	"images/silhouette.jpg"	"images/C9f03.jpg"
172.246742253134	4	"Decision"	"Neutral"	0.633598056680057	2	"images/silhouette.jpg"	"images/C9f03.jpg"
180.262670026917	2	"View"	"Untrustworthy"	0.783755354699679	2	"images/B7f03.jpg"	"images/silhouette.jpg"
182.262670026917	4	"Decision"	"Untrustworthy"	0.783755354699679	2	"images/B7f03.jpg"	"images/silhouette.jpg"
194.279094441386	2	"View"	"Untrustworthy"	0.900645120884292	2	"images/B9f03.jpg"	"images/silhouette.jpg"
196.279094441386	4	"Decision"	"Untrustworthy"	0.900645120884292	2	"images/B9f03.jpg"	"images/silhouette.jpg"
204.297954841517	2	"View"	"Neutral"	0.633652670076117	2	"images/silhouette.jpg"	"images/C5f08.jpg"
206.297954841517	4	"Decision"	"Neutral"	0.633652670076117	2	"images/silhouette.jpg"	"images/C5f08.jpg"
214.314033371047	2	"View"	"Trustworthy"	0.500373191665858	1	"images/A3f04.jpg"	"images/silhouette.jpg"
216.314033371047	4	"Decision"	"Trustworthy"	0.500373191665858	1	"images/A3f04.jpg"	"images/silhouette.jpg"
226.33189707651	2	"View"	"Trustworthy"	0.583367371931672	2	"images/silhouette.jpg"	"images/A1f03.jpg"
