"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Neutral","None",NA,9
2,"Trustworthy","1",3.26712270011194,9
3,"Trustworthy","None",NA,9
4,"Neutral","2",2.66710920003243,12
5,"Trustworthy","3",2.10058840014972,15
6,"Untrustworthy","2",2.63398980000056,6
7,"Neutral","2",3.65052409982309,12
8,"Neutral","None",NA,9
9,"Trustworthy","2",2.51748610008508,12
10,"Untrustworthy","2",2.08401200012304,6
11,"Neutral","2",2.45056209992617,6
12,"Neutral","3",1.75051259994507,3
13,"Untrustworthy","2",1.21714029996656,6
14,"Neutral","3",2.65160310012288,15
15,"Untrustworthy","4",2.65047800005414,0
16,"Trustworthy","4",2.41728390008211,18
17,"Trustworthy","None",NA,9
18,"Neutral","4",1.51740080001764,18
19,"Trustworthy","1",0.767530899960548,9
20,"Untrustworthy","2",1.40049519995227,6
21,"Neutral","4",0.817208700114861,18
22,"Untrustworthy","4",2.50068400008604,0
23,"Trustworthy","2",2.68222109996714,12
24,"Neutral","4",1.21717920014635,18
25,"Untrustworthy","None",NA,9
26,"Trustworthy","4",2.40056669991463,18
27,"Trustworthy","3",1.61703560012393,15
28,"Untrustworthy","4",1.45051239989698,0
29,"Neutral","4",2.36720759980381,0
30,"Untrustworthy","2",1.00098180002533,6
31,"Untrustworthy","3",2.51711279992014,3
32,"Trustworthy","4",0.966925100190565,18
33,"Untrustworthy","3",1.18395380000584,3
34,"Untrustworthy","2",1.66734939999878,6
35,"Neutral","2",1.93379550008103,12
36,"Neutral","4",1.93366839992814,18
37,"Untrustworthy","4",1.26731189992279,0
38,"Trustworthy","3",2.86758090020157,15
39,"Untrustworthy","2",2.90015439991839,6
40,"Trustworthy","3",1.81714980001561,15
41,"Neutral","3",2.36751340003684,3
42,"Trustworthy","1",1.76720370003022,9
43,"Neutral","1",2.53380410000682,9
44,"Trustworthy","2",2.73369590006769,12
45,"Untrustworthy","1",1.90112120006233,9
