"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Trustworthy",2,1.68950599990785,12
2,"Untrustworthy",2,0.763892299961299,6
3,"Untrustworthy",2,1.25019900000188,6
4,"Neutral",3,0.695661199977621,15
5,"Trustworthy",3,0.450542700011283,15
6,"Trustworthy",3,0.817134500015527,15
7,"Trustworthy",3,0.567129099974409,15
8,"Untrustworthy",3,0.467175400000997,15
9,"Untrustworthy",4,0.400399399921298,0
10,"Trustworthy",3,0.833880799938925,15
11,"Trustworthy",3,0.616861700080335,15
12,"Neutral",3,0.700361100025475,3
13,"Trustworthy",1,0.417030899901874,9
14,"Neutral",3,0.600223999936134,15
15,"Trustworthy",3,0.350312000024132,15
16,"Trustworthy",3,0.317122500040568,15
17,"Neutral",3,1.28383229998872,15
18,"Trustworthy",3,0.417076799902134,15
19,"Trustworthy",3,0.517090399982408,15
20,"Neutral",3,0.183615099987946,15
21,"Trustworthy",3,0.450482200016268,15
22,"Untrustworthy",3,0.700250399997458,3
23,"Untrustworthy",3,3.26700079999864,3
24,"Neutral",3,0.517178800073452,15
25,"Untrustworthy",4,0.383818599977531,0
26,"Neutral",3,0.900607699993998,15
27,"Untrustworthy",3,0.500876200036146,3
28,"Trustworthy",1,0.517697499948554,9
29,"Neutral",2,0.517362599959597,6
30,"Neutral",3,0.534072799957357,3
31,"Trustworthy",3,0.44666919996962,15
32,"Neutral",4,0.650523700052872,18
33,"Neutral",4,2.05061249993742,18
34,"Untrustworthy",1,0.499347000033595,9
35,"Neutral",3,0.450751899974421,15
36,"Neutral",3,0.367323599988595,15
37,"Untrustworthy",3,3.08375370001886,3
38,"Untrustworthy",1,0.784038999932818,9
39,"Untrustworthy",4,0.483801699941978,0
40,"Trustworthy",2,0.433796699973755,12
41,"Neutral",2,0.750662200036459,6
42,"Untrustworthy",4,0.350418200017884,0
43,"Neutral",3,0.350665899924934,15
44,"Untrustworthy",2,0.0170215999241918,6
45,"Untrustworthy",3,0.516973500023596,3
