"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Trustworthy","2",3.81279430002905,12
2,"Untrustworthy","4",0.614961300045252,0
3,"Trustworthy","None",NA,9
4,"Neutral","1",2.81523329997435,9
5,"Untrustworthy","2",2.94953590002842,6
6,"Neutral","3",1.26637839991599,15
7,"Trustworthy","2",2.10105830011889,12
8,"Neutral","2",1.79948729998432,6
9,"Trustworthy","3",1.08385789999738,15
10,"Trustworthy","4",2.11709389998578,18
11,"Untrustworthy","3",1.00034840009175,3
12,"Neutral","3",1.91714129992761,3
13,"Neutral","3",1.71714169997722,3
14,"Neutral","4",1.36699969996698,18
15,"Trustworthy","3",1.433728300035,15
16,"Untrustworthy","1",1.4164172001183,9
17,"Neutral","2",2.21826960006729,12
18,"Untrustworthy","4",2.70044109993614,0
19,"Neutral","2",2.86745879985392,12
20,"Trustworthy","None",NA,9
21,"Neutral","2",1.30062809982337,12
22,"Untrustworthy","3",0.851352300029248,3
23,"Untrustworthy","2",1.86716280016117,6
24,"Untrustworthy","3",0.767022200161591,3
25,"Trustworthy","2",1.00040590018034,12
26,"Neutral","4",2.84996630018577,18
27,"Untrustworthy","2",1.9671462001279,6
28,"Trustworthy","1",1.58418290014379,9
29,"Neutral","3",2.53365770005621,3
30,"Untrustworthy","3",1.51729239989072,3
31,"Trustworthy","2",1.00035230000503,12
32,"Neutral","3",1.15035819984041,15
33,"Trustworthy","2",2.44996459991671,12
34,"Untrustworthy","1",1.68403079989366,9
35,"Untrustworthy","2",0.800315200118348,6
36,"Trustworthy","3",0.933818200137466,15
37,"Trustworthy","4",0.600256700068712,18
38,"Trustworthy","2",1.13367859995924,12
39,"Trustworthy","2",1.50043320003897,12
40,"Neutral","2",1.66746139992028,12
41,"Untrustworthy","2",1.18538890010677,12
42,"Untrustworthy","2",1.35046100011095,6
43,"Neutral","3",0.917306300019845,15
44,"Untrustworthy","2",2.05053639994003,6
45,"Neutral","3",1.31718909996562,15
