"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Trustworthy",2,2.58700569998473,12
2,"Trustworthy",3,2.91715340001974,15
3,"Untrustworthy",2,3.17970490001608,6
4,"Untrustworthy",2,2.93377140001394,6
5,"Neutral",2,3.03047739993781,12
6,"Trustworthy",3,1.98407119989861,15
7,"Untrustworthy",1,1.43398279999383,9
8,"Trustworthy",3,3.20075100008398,3
9,"Untrustworthy",2,2.03403849992901,6
10,"Neutral",3,1.95052489999216,15
11,"Untrustworthy",2,3.51704129995778,6
12,"Trustworthy",3,2.78374199999962,15
13,"Untrustworthy",2,2.38376080000307,6
14,"Trustworthy",3,2.35045529995114,15
15,"Trustworthy",3,2.0338902999647,15
16,"Neutral",2,1.15064660005737,12
17,"Trustworthy",3,1.1840649000369,15
18,"Neutral",2,1.60021499998402,12
19,"Neutral",3,1.35069549991749,15
20,"Untrustworthy",2,1.61695379996672,6
21,"Neutral",4,0.916902199969627,18
22,"Untrustworthy",2,1.83381770004053,6
23,"Untrustworthy",2,2.25053479999769,6
24,"Neutral",3,1.13382839993574,15
25,"Neutral",3,1.53385400003754,15
26,"Trustworthy",4,1.23397219995968,18
27,"Untrustworthy",2,1.68390050006565,6
28,"Untrustworthy",2,1.38369569997303,6
29,"Trustworthy",3,1.46701519994531,15
30,"Untrustworthy",1,1.7170639000833,9
31,"Untrustworthy",1,1.26722840010189,9
32,"Neutral",4,1.05051799991634,18
33,"Untrustworthy",1,1.56703210005071,9
34,"Trustworthy",4,1.33405419997871,18
35,"Neutral",4,1.23386449995451,18
36,"Trustworthy",4,1.20059880008921,18
37,"Trustworthy",4,1.01777649996802,18
38,"Neutral",4,1.21707409992814,18
39,"Neutral",4,0.867188300006092,0
40,"Untrustworthy",1,1.20048720005434,9
41,"Trustworthy",4,1.40068289998453,0
42,"Neutral",2,1.26718249998521,12
43,"Neutral",3,1.60043820005376,15
44,"Trustworthy",3,1.41728729999159,15
45,"Neutral",4,1.81725049996749,18
