"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Trustworthy","3",2.31496730004437,15
2,"Trustworthy","4",2.68366260000039,18
3,"Untrustworthy","3",1.74741319997702,3
4,"Untrustworthy","None",NA,9
5,"Trustworthy","None",NA,9
6,"Untrustworthy","2",0.650384200038388,6
7,"Trustworthy","1",0.900531799998134,9
8,"Untrustworthy","3",1.11715249996632,15
9,"Trustworthy","2",1.11733069992624,12
10,"Neutral","4",0.716495999949984,18
11,"Neutral","4",0.767264799913391,0
12,"Trustworthy","2",1.03352619998623,12
13,"Neutral","3",0.650436899974011,3
14,"Trustworthy","3",0.816951900022104,15
15,"Neutral","1",1.10035979992244,9
16,"Neutral","1",0.933720799977891,9
17,"Neutral","1",0.834147899993695,9
18,"Untrustworthy","4",0.766908499994315,0
19,"Trustworthy","3",1.08132200001273,15
20,"Neutral","3",1.00040829996578,15
21,"Trustworthy","4",1.03380330000073,18
22,"Neutral","4",1.36705689993687,0
23,"Trustworthy","4",1.06684510002378,18
24,"Untrustworthy","4",1.23376760003157,0
25,"Untrustworthy","1",1.05066600011196,9
26,"Untrustworthy","2",1.3005154998973,6
27,"Neutral","4",0.850453200051561,0
28,"Neutral","1",0.816996799898334,9
29,"Neutral","1",0.650576799991541,9
30,"Untrustworthy","1",1.10503059998155,9
31,"Neutral","2",1.23345430009067,12
32,"Untrustworthy","2",0.977917699958198,6
33,"Untrustworthy","1",1.08384479989763,9
34,"Trustworthy","4",0.912974199978635,18
35,"Trustworthy","4",0.900291499914601,18
36,"Trustworthy","4",0.617147700046189,18
37,"Trustworthy","4",0.734603799995966,18
38,"Neutral","1",0.874813800095581,9
39,"Neutral","3",0.717047999962233,3
40,"Untrustworthy","3",1.36247960000765,3
41,"Neutral","1",0.750439800089225,9
42,"Untrustworthy","1",0.694177799974568,9
43,"Trustworthy","4",0.75012679991778,18
44,"Untrustworthy","1",0.766959100030363,9
45,"Untrustworthy","1",1.46724819997326,9
