"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Neutral",2,1.67874985630624,12
2,"Untrustworthy",2,2.49075783905573,6
3,"Untrustworthy",1,1.33337543113157,9
4,"Untrustworthy",1,2.8840508722933,9
5,"Trustworthy",3,1.4138902068371,15
6,"Neutral",2,2.11740263761021,12
7,"Neutral",3,1.61691680690274,15
8,"Neutral",4,0.733719836105593,18
9,"Untrustworthy",1,2.23396218265407,9
10,"Neutral",2,2.01702682988252,12
11,"Neutral",3,0.883516686037183,15
12,"Untrustworthy",1,2.03382894897368,9
13,"Trustworthy",2,1.58381034631748,12
14,"Neutral",4,2.18410309625324,18
15,"Neutral",4,3.18426807387732,18
16,"Neutral",4,1.283628415782,18
17,"Untrustworthy",1,0.750352995237336,9
18,"Trustworthy",3,1.20059972221497,15
19,"Trustworthy",4,1.21717201021966,18
20,"Untrustworthy",2,0.700487651163712,6
21,"Untrustworthy",1,0.633626196999103,9
22,"Trustworthy",4,1.66690503095742,18
23,"Trustworthy",4,2.25069717271253,18
24,"Untrustworthy",1,0.732612779247575,9
25,"Untrustworthy",1,0.8509472560836,9
26,"Untrustworthy",1,0.550594659056515,9
27,"Neutral",3,1.23266113479622,15
28,"Trustworthy",3,2.30035771708935,15
29,"Trustworthy",4,0.683696909924038,18
30,"Trustworthy",4,0.86730222881306,18
31,"Neutral",3,1.16704668407328,15
32,"Untrustworthy",1,0.667048390721902,9
33,"Neutral",4,1.10027966555208,18
34,"Untrustworthy",1,0.684005247429013,9
35,"Untrustworthy",1,0.834029652643949,9
36,"Trustworthy",4,1.00061610608827,18
37,"Trustworthy",4,0.900779035757296,18
38,"Neutral",4,1.03337156260386,0
39,"Trustworthy",3,1.90018568525556,15
40,"Trustworthy",4,3.50031914631836,18
41,"Untrustworthy",1,0.816911800648086,9
42,"Trustworthy",4,1.48363421834074,18
43,"Neutral",1,1.65078159584664,9
44,"Trustworthy",4,1.01698928326368,18
45,"Neutral",2,0.867212344426662,6
