"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Untrustworthy",4,2.19359360000817,0
2,"Neutral",4,0.565559599985136,18
3,"Neutral",4,0.500512800004799,18
4,"Untrustworthy",4,0.984287900006166,0
5,"Neutral",4,1.43398400000297,18
6,"Trustworthy",4,0.876909500017064,18
7,"Trustworthy",4,0.600464199989801,18
8,"Trustworthy",4,0.65062480000779,0
9,"Untrustworthy",4,2.00027280001086,0
10,"Untrustworthy",3,1.78378589998465,3
11,"Untrustworthy",1,0.767254100006539,9
12,"Trustworthy",4,0.750389299995732,18
13,"Neutral",4,0.617090899992036,0
14,"Untrustworthy",1,0.850469000026351,9
15,"Neutral",4,0.800387299997965,18
16,"Untrustworthy",1,0.817206399980932,9
17,"Neutral",4,0.7505158999993,18
18,"Trustworthy",4,0.883617200015578,18
19,"Untrustworthy",1,0.784765299991705,9
20,"Neutral",4,0.683893000008538,18
21,"Trustworthy",4,0.450304199999664,18
22,"Untrustworthy",2,0.550465200009057,6
23,"Neutral",4,2.40068449999671,18
24,"Trustworthy",4,0.717177199985599,18
25,"Untrustworthy",4,0.817050099984044,0
26,"Trustworthy",4,0.700415900006192,18
27,"Untrustworthy",2,1.23386549999123,6
28,"Neutral",4,0.583858099998906,0
29,"Neutral",4,0.800595599983353,0
30,"Trustworthy",4,1.01710860000458,18
31,"Neutral",2,1.06742780000786,12
32,"Trustworthy",4,0.833959099982167,18
33,"Trustworthy",4,0.783853100001579,18
34,"Untrustworthy",1,0.983917400008067,9
35,"Trustworthy",4,0.934136700001545,18
36,"Untrustworthy",1,0.817218000011053,9
37,"Untrustworthy",1,0.76730779997888,9
38,"Neutral",3,1.35048779999488,15
39,"Trustworthy",4,1.88399259999278,18
40,"Neutral",4,0.6172659000149,18
41,"Trustworthy",4,0.71716280002147,0
42,"Untrustworthy",2,1.55108539998764,6
43,"Trustworthy",2,2.4169190999819,12
44,"Neutral",4,1.41700869999477,0
45,"Neutral",4,0.833810799987987,18
