"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Neutral",2,2.88007910002489,12
2,"Untrustworthy",1,2.72356780001428,9
3,"Neutral",2,2.96730199991725,12
4,"Neutral",2,3.81713209999725,12
5,"Untrustworthy",3,2.08263540000189,3
6,"Trustworthy",2,2.68051119998563,12
7,"Trustworthy",1,2.73381730006076,9
8,"Trustworthy",2,2.93365409993567,6
9,"Neutral",2,2.45046140009072,12
10,"Neutral",3,1.95029639999848,15
11,"Untrustworthy",2,1.91669149999507,6
12,"Neutral",2,1.96724579995498,6
13,"Untrustworthy",2,2.21728169999551,6
14,"Trustworthy",2,1.88532380003016,12
15,"Neutral",2,1.63391500001308,12
16,"Neutral",3,1.40024780004751,15
17,"Trustworthy",3,1.40049690008163,15
18,"Trustworthy",3,1.38401959999464,15
19,"Untrustworthy",2,2.80072800000198,6
20,"Neutral",2,1.75053429999389,12
21,"Trustworthy",2,1.68384339998011,12
22,"Neutral",2,1.36820489994716,6
23,"Neutral",2,2.86696559994016,12
24,"Untrustworthy",2,1.30054690001998,6
25,"Untrustworthy",3,2.0505642000353,3
26,"Neutral",3,3.05057330010459,15
27,"Untrustworthy",4,2.36715960002039,0
28,"Trustworthy",1,2.06967340002302,9
29,"Trustworthy",2,1.70046309998725,12
30,"Untrustworthy",2,2.38351740001235,6
31,"Untrustworthy",1,1.95056969998404,9
32,"Untrustworthy",1,1.5506572999293,9
33,"Trustworthy",2,1.70022420003079,12
34,"Untrustworthy",2,1.23397219995968,6
35,"Neutral",3,2.38521810004022,15
36,"Trustworthy",3,1.26737769995816,15
37,"Untrustworthy",1,0.982165500055999,9
38,"Trustworthy",2,1.69998610008042,12
39,"Untrustworthy",2,1.80052129994147,6
40,"Neutral",1,2.38376929995138,9
41,"Trustworthy",2,0.983825400006026,6
42,"Trustworthy",2,1.06683939998038,12
43,"Trustworthy",3,1.18375869991723,15
44,"Neutral",3,1.18396280007437,3
45,"Untrustworthy",4,0.967346699908376,0
