"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Trustworthy","2",3.8558544874395,12
2,"Trustworthy","None",NA,9
3,"Neutral","2",2.12668860300619,6
4,"Neutral","1",3.08383992845484,9
5,"Trustworthy","2",2.60042757652991,12
6,"Trustworthy","3",2.33386751954095,15
7,"Untrustworthy","2",2.41348743383423,6
8,"Neutral","1",3.83559409585723,9
9,"Untrustworthy","2",3.55071014339046,6
10,"Trustworthy","None",NA,9
11,"Neutral","2",2.21711455250625,12
12,"Untrustworthy","2",2.31698404949566,6
13,"Neutral","2",3.10091340722283,6
14,"Trustworthy","2",2.08386780398723,12
15,"Untrustworthy","1",0.917081101870281,9
16,"Untrustworthy","1",0.867148060031468,9
17,"Neutral","1",1.23362084953988,9
18,"Trustworthy","4",1.6175664774637,18
19,"Untrustworthy","1",0.933764323184732,9
20,"Trustworthy","3",1.70055364219297,15
21,"Untrustworthy","1",0.867440468660789,9
22,"Untrustworthy","1",0.883838108013151,9
23,"Untrustworthy","1",2.83418666594662,9
24,"Trustworthy","2",2.03388469998026,12
25,"Neutral","1",2.03412078865222,9
26,"Neutral","1",1.91757831032737,9
27,"Trustworthy","3",2.46794712069095,15
28,"Untrustworthy","1",1.81719510709809,9
29,"Trustworthy","3",1.38419024994073,15
30,"Untrustworthy","1",1.21711796583259,9
31,"Trustworthy","4",1.05056905906531,18
32,"Untrustworthy","1",0.932404111023061,9
33,"Untrustworthy","1",0.800204117171234,9
34,"Neutral","1",1.36742567757028,9
35,"Neutral","1",1.06696669840312,9
36,"Neutral","1",0.98397839590325,9
37,"Trustworthy","4",1.25045653294364,18
38,"Trustworthy","4",2.43398846522905,0
39,"Untrustworthy","1",2.08380408848461,9
40,"Neutral","1",1.48378724939539,9
41,"Neutral","1",1.11745497531956,9
42,"Neutral","1",1.05040180588549,9
43,"Neutral","1",1.08366300417401,9
44,"Trustworthy","3",1.78388782886032,15
45,"Untrustworthy","1",0.833833386233891,9
