"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Neutral",4,1.9730719999643,18
2,"Trustworthy",4,2.28013039997313,18
3,"Neutral",4,2.45045849995222,18
4,"Trustworthy",4,1.61678939999547,18
5,"Untrustworthy",4,2.41083739988972,0
6,"Neutral",4,1.91720019991044,18
7,"Untrustworthy",4,1.867444200092,0
8,"Trustworthy",4,1.46718989999499,0
9,"Trustworthy",4,2.30048079998232,18
10,"Untrustworthy",4,1.38402889994904,0
11,"Neutral",4,2.13400900003035,0
12,"Untrustworthy",3,1.18361920001917,3
13,"Untrustworthy",3,2.83391990000382,3
14,"Trustworthy",4,1.53408649994526,18
15,"Untrustworthy",3,1.5507158000255,3
16,"Neutral",4,1.7008613999933,18
17,"Untrustworthy",3,1.83374679996632,3
18,"Trustworthy",4,1.45032930001616,18
19,"Trustworthy",4,1.96714299998712,18
20,"Trustworthy",4,1.55050499993376,18
21,"Neutral",4,1.36718079994898,18
22,"Untrustworthy",4,1.06726679997519,0
23,"Neutral",4,2.25067079998553,18
24,"Trustworthy",4,1.56746609997936,18
25,"Untrustworthy",4,1.21699149999768,0
26,"Neutral",4,1.38391289999709,18
27,"Neutral",4,1.23389809997752,0
28,"Neutral",3,1.50044680002611,3
29,"Untrustworthy",3,2.35038880002685,3
30,"Untrustworthy",2,1.90050360001624,6
31,"Neutral",3,2.00048180005979,15
32,"Trustworthy",3,2.98376189998817,15
33,"Trustworthy",3,1.31686480005737,15
34,"Untrustworthy",3,2.58398410002701,3
35,"Trustworthy",3,1.95055069995578,15
36,"Trustworthy",4,1.41729739995208,18
37,"Neutral",4,1.81704670004547,18
38,"Neutral",4,1.1168764999602,18
39,"Neutral",4,1.08348269993439,0
40,"Trustworthy",4,1.58381469990127,18
41,"Untrustworthy",4,1.91716730000917,18
42,"Untrustworthy",4,1.03375130007043,0
43,"Untrustworthy",4,1.18361479998566,0
44,"Trustworthy",4,1.53430420008954,18
45,"Neutral",4,1.26735579990782,18
