"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Neutral","2",3.09079350001412,12
2,"Untrustworthy","2",1.03014360001544,6
3,"Trustworthy","2",0.614166699990164,12
4,"Trustworthy","2",1.0502462000004,12
5,"Neutral","2",1.58402170002228,12
6,"Neutral","2",1.05045739997877,12
7,"Untrustworthy","4",1.25042090000352,0
8,"Untrustworthy","4",0.816980200004764,18
9,"Untrustworthy","2",0.833630800014362,6
10,"Untrustworthy","4",1.6505926999962,0
11,"Neutral","2",1.11699090001639,6
12,"Trustworthy","1",0.717212999996264,9
13,"Trustworthy","1",0.817130499985069,9
14,"Untrustworthy","2",0.583951600012369,6
15,"Neutral","1",0.483749800012447,9
16,"Neutral","1",2.33391789998859,9
17,"Trustworthy","1",1.08400220004842,9
18,"Untrustworthy","1",0.733835099963471,9
19,"Neutral","1",0.717395300045609,9
20,"Trustworthy","4",0.566969299979974,18
21,"Untrustworthy","4",0.800467900000513,0
22,"Untrustworthy","2",0.467237300006673,6
23,"Trustworthy","4",2.05032589996699,18
24,"Trustworthy","1",0.70036820002133,9
25,"Neutral","1",0.550499200006016,9
26,"Trustworthy","4",1.26727200002642,18
27,"Neutral","1",0.733950700028799,9
28,"Neutral","4",1.26692130003357,0
29,"Neutral","1",0.866967800015118,9
30,"Trustworthy","1",0.967201300023589,9
31,"Neutral","4",0.633639300009236,18
32,"Trustworthy","1",0.716872100019827,9
33,"Trustworthy","4",2.88417249999475,18
34,"Neutral","1",0.733726000005845,9
35,"Untrustworthy","1",0.833722900017165,9
36,"Neutral","1",0.533885599987116,9
37,"Trustworthy","4",0.666915000008885,18
38,"Untrustworthy","1",0.817006300028879,9
39,"Trustworthy","1",0.950733800011221,9
40,"Trustworthy","1",0.550774200004525,9
41,"Neutral","3",0.917142699996475,3
42,"Untrustworthy","None",NA,9
43,"Untrustworthy","1",0.500422100012656,9
44,"Untrustworthy","1",0.717326399986632,9
45,"Untrustworthy","1",0.700484699977096,9
