"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Neutral","None",NA,9
2,"Trustworthy","2",1.31438266939949,12
3,"Neutral","3",2.13220882799942,3
4,"Untrustworthy","1",1.44656931061763,9
5,"Untrustworthy","2",1.40065649873577,6
6,"Trustworthy","4",0.83201142330654,18
7,"Neutral","4",1.83389558596537,18
8,"Trustworthy","3",2.01694665523246,15
9,"Neutral","1",1.50097564584576,9
10,"Trustworthy","1",1.51719924225472,9
11,"Neutral","1",1.23388705262914,9
12,"Trustworthy","4",1.09657699067611,18
13,"Neutral","1",0.883968119393103,9
14,"Untrustworthy","1",1.93374824349303,9
15,"Untrustworthy","1",1.05044800066389,9
16,"Untrustworthy","1",0.833848937065341,9
17,"Neutral","1",0.917303349007852,9
18,"Trustworthy","4",1.06713808653876,18
19,"Untrustworthy","1",0.733748812461272,9
20,"Trustworthy","1",3.3337636035867,9
21,"Neutral","1",0.850245475885458,9
22,"Untrustworthy","1",0.91692503739614,9
23,"Trustworthy","4",1.23188399209175,18
24,"Untrustworthy","1",0.93291538907215,9
25,"Neutral","2",1.81709001539275,12
26,"Neutral","4",2.60030378715601,18
27,"Trustworthy","4",1.16701691318303,18
28,"Untrustworthy","1",0.833487123134546,9
29,"Neutral","1",1.60033905832097,9
30,"Untrustworthy","1",1.70065080979839,9
31,"Neutral","4",1.75066019641235,18
32,"Untrustworthy","1",0.899636479560286,9
33,"Untrustworthy","1",0.850457102875225,9
34,"Untrustworthy","1",1.13369192345999,9
35,"Trustworthy","4",0.866990744136274,18
36,"Trustworthy","4",2.26736678020097,18
37,"Trustworthy","1",1.83363901672419,9
38,"Neutral","1",0.933327265200205,9
39,"Untrustworthy","1",0.667246744618751,9
40,"Untrustworthy","1",0.867550531635061,9
41,"Trustworthy","4",1.06705559766851,18
42,"Neutral","1",0.783571034437045,9
43,"Neutral","1",1.05047189397737,9
44,"Trustworthy","4",1.066980504198,18
45,"Trustworthy","4",1.8506294763647,0
