"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Trustworthy","2",2.92741810006555,12
2,"Trustworthy","3",3.18413099995814,15
3,"Neutral","2",1.80061060003936,12
4,"Trustworthy","3",2.65065440000035,15
5,"Neutral","2",2.466852499987,12
6,"Neutral","3",1.75053650001064,15
7,"Untrustworthy","2",1.70025650004391,6
8,"Untrustworthy","2",1.2505516000092,12
9,"Untrustworthy","None",NA,9
10,"Untrustworthy","3",1.21735509997234,3
11,"Trustworthy","3",2.23322050005663,15
12,"Untrustworthy","2",1.15063920000102,6
13,"Untrustworthy","2",1.16724430001341,6
14,"Neutral","3",2.15031610010192,15
15,"Neutral","2",1.03400210000109,12
16,"Untrustworthy","2",2.00221129995771,6
17,"Trustworthy","3",1.83371789997909,15
18,"Neutral","3",1.83391629997641,15
19,"Neutral","3",1.26672019995749,15
20,"Trustworthy","3",1.2671180999605,15
21,"Neutral","2",2.59989660000429,12
22,"Untrustworthy","3",1.38409479998518,3
23,"Trustworthy","2",3.13398179993965,12
24,"Trustworthy","2",3.36744060006458,12
25,"Untrustworthy","2",1.43381670000963,6
26,"Trustworthy","3",1.43349189998116,15
27,"Neutral","2",1.2837523999624,6
28,"Trustworthy","2",2.20060069998726,12
29,"Untrustworthy","2",1.28378589998465,6
30,"Trustworthy","2",3.56716530001722,12
31,"Untrustworthy","2",1.45054730004631,6
32,"Neutral","3",2.21727519994602,15
33,"Trustworthy","2",2.38387489994057,12
34,"Neutral","3",2.54962419997901,15
35,"Trustworthy","3",1.75045369996224,15
36,"Neutral","3",2.01703330001328,15
37,"Untrustworthy","1",0.86716849997174,9
38,"Neutral","3",1.05051650002133,15
39,"Neutral","2",2.16768959991168,6
40,"Neutral","2",2.40059420000762,12
41,"Trustworthy","3",2.48426759999711,3
42,"Trustworthy","2",2.1851029000245,12
43,"Untrustworthy","2",0.833898299955763,6
44,"Untrustworthy","2",1.16747059999034,6
45,"Untrustworthy","1",0.966676000040025,9
