"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Trustworthy",2,2.7183310999535,12
2,"Untrustworthy",3,1.44837670004927,3
3,"Neutral",4,0.895637599984184,18
4,"Neutral",3,0.933706100098789,15
5,"Trustworthy",2,1.33381760003977,12
6,"Untrustworthy",4,1.06723479996435,0
7,"Neutral",3,0.50056489999406,15
8,"Untrustworthy",2,0.717167899943888,12
9,"Trustworthy",3,1.03348500002176,15
10,"Neutral",2,1.11717430013232,12
11,"Trustworthy",3,1.46735569997691,15
12,"Untrustworthy",3,2.2170502000954,3
13,"Untrustworthy",1,1.25170840020292,9
14,"Neutral",3,1.78395799989812,15
15,"Neutral",4,0.983809000113979,18
16,"Neutral",4,1.45045110001229,18
17,"Untrustworthy",1,1.16706279991195,9
18,"Untrustworthy",2,3.11705469992012,6
19,"Trustworthy",3,1.13403659989126,15
20,"Neutral",3,1.23386080004275,15
21,"Trustworthy",4,1.18389789992943,18
22,"Trustworthy",4,1.05044290004298,18
23,"Trustworthy",3,3.88562109996565,15
24,"Untrustworthy",1,0.918024400016293,9
25,"Trustworthy",4,1.53377490001731,18
26,"Untrustworthy",2,1.28394380002283,6
27,"Untrustworthy",1,0.633982899831608,9
28,"Trustworthy",3,0.833757299929857,15
29,"Untrustworthy",1,0.767520100111142,9
30,"Trustworthy",4,0.917257899884135,18
31,"Trustworthy",4,0.883671600138769,18
32,"Trustworthy",4,0.867215499980375,18
33,"Neutral",3,1.60082129994407,15
34,"Trustworthy",4,0.849855800159276,18
35,"Neutral",4,0.918188899988309,18
36,"Untrustworthy",1,0.75040870020166,9
37,"Untrustworthy",1,0.817203700076789,9
38,"Neutral",4,0.817278199829161,18
39,"Neutral",4,0.617161699803546,0
40,"Trustworthy",4,1.28395730000921,18
41,"Neutral",3,0.817149000009522,3
42,"Untrustworthy",1,0.767136299982667,9
43,"Neutral",2,0.817490499932319,12
44,"Neutral",2,1.36820810008794,6
45,"Untrustworthy",1,0.650340300053358,9
