"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Trustworthy",2,2.40173682034947,12
2,"Untrustworthy",3,2.51287738722749,3
3,"Trustworthy",2,2.0503962317016,12
4,"Neutral",2,1.94376980443485,6
5,"Untrustworthy",3,1.63334490079433,3
6,"Neutral",2,1.7339979861863,12
7,"Neutral",3,1.81738640693948,15
8,"Untrustworthy",2,3.00170098035596,6
9,"Neutral",2,2.55038257851265,12
10,"Untrustworthy",2,2.10057116532698,6
11,"Untrustworthy",1,0.967289411230013,9
12,"Neutral",4,2.06708517973311,18
13,"Untrustworthy",1,2.0006604809314,9
14,"Untrustworthy",3,2.30039310292341,3
15,"Neutral",4,1.33392175473273,18
16,"Trustworthy",3,2.20062407199293,15
17,"Trustworthy",3,1.93373231450096,15
18,"Neutral",4,1.36752663832158,0
19,"Neutral",1,1.23421359527856,9
20,"Trustworthy",3,2.40051655168645,15
21,"Trustworthy",4,1.55064654326998,18
22,"Untrustworthy",1,1.51610071631148,9
23,"Neutral",3,2.58396470593289,15
24,"Untrustworthy",2,1.8502642493695,6
25,"Untrustworthy",2,1.90056433854625,6
26,"Neutral",3,2.46696514403448,15
27,"Trustworthy",4,1.28376843919978,18
28,"Untrustworthy",1,1.21696884208359,9
29,"Trustworthy",4,1.60052508511581,18
30,"Trustworthy",4,1.63472104491666,18
31,"Neutral",4,1.80064739659429,18
32,"Trustworthy",4,1.35033137816936,0
33,"Untrustworthy",1,1.3505390228238,9
34,"Neutral",4,1.48349025193602,18
35,"Trustworthy",2,1.01724646007642,12
36,"Untrustworthy",1,1.00064796535298,9
37,"Neutral",4,1.55062037403695,18
38,"Untrustworthy",1,1.08382646599784,9
39,"Neutral",4,0.850513991899788,18
40,"Trustworthy",3,1.7504252451472,15
41,"Neutral",4,0.967047633137554,0
42,"Trustworthy",4,1.45082915667444,18
43,"Untrustworthy",2,2.26731046009809,6
44,"Trustworthy",4,2.06722057564184,18
45,"Trustworthy",4,1.10053532524034,0
