"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Untrustworthy",1,2.46136556286365,9
2,"Untrustworthy",1,2.80054272105917,9
3,"Untrustworthy",2,2.68411546200514,6
4,"Trustworthy",2,2.29733702726662,12
5,"Untrustworthy",1,2.31729083321989,9
6,"Trustworthy",2,1.81721858447418,12
7,"Neutral",2,2.10989811178297,12
8,"Untrustworthy",1,1.56732468260452,9
9,"Untrustworthy",1,2.63416808424518,9
10,"Trustworthy",2,1.4173437403515,12
11,"Neutral",2,1.86717449547723,12
12,"Neutral",2,2.01707294862717,12
13,"Trustworthy",2,1.63385974569246,12
14,"Untrustworthy",1,1.5339428037405,9
15,"Trustworthy",2,1.71741598891094,12
16,"Neutral",2,1.58409555070102,12
17,"Untrustworthy",1,1.4169460865669,9
18,"Untrustworthy",1,1.16740603372455,9
19,"Trustworthy",2,1.00046193879098,12
20,"Trustworthy",2,1.90068778768182,12
21,"Trustworthy",3,1.43380001233891,15
22,"Untrustworthy",3,2.71712813107297,3
23,"Neutral",2,2.3647720743902,12
24,"Neutral",3,1.80050403624773,15
25,"Neutral",4,0.967146050650626,18
26,"Neutral",4,1.0671005398035,18
27,"Untrustworthy",2,3.01720720669255,6
28,"Neutral",4,1.55058055184782,18
29,"Trustworthy",2,3.0011235573329,12
30,"Neutral",3,1.71726409578696,3
31,"Trustworthy",3,2.66692190850154,15
32,"Neutral",2,1.84991950215772,6
33,"Neutral",3,2.16700325952843,15
34,"Trustworthy",4,1.18354884767905,18
35,"Neutral",3,3.83369249245152,3
36,"Untrustworthy",2,2.16723650461063,6
37,"Untrustworthy",1,1.2673423178494,9
38,"Neutral",2,3.11774935852736,6
39,"Trustworthy",4,2.16722910897806,18
40,"Trustworthy",4,1.93396499054506,18
41,"Untrustworthy",1,1.33155801799148,9
42,"Untrustworthy",4,2.18409099942073,0
43,"Neutral",2,1.86709257541224,12
44,"Trustworthy",4,2.25048213405535,18
45,"Trustworthy",4,0.834014484193176,0
