"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Untrustworthy","None",NA,9
2,"Neutral","3",2.4467073,15
3,"Untrustworthy","4",2.6174336,0
4,"Untrustworthy","1",1.3338883,9
5,"Trustworthy","3",2.830851,15
6,"Trustworthy","4",2.6337549,18
7,"Neutral","2",2.7837225,12
8,"Neutral","4",1.7337944,0
9,"Trustworthy","4",1.784988,18
10,"Trustworthy","4",2.0005102,18
11,"Untrustworthy","None",NA,9
12,"Untrustworthy","4",1.7339024,0
13,"Neutral","1",1.0842418,9
14,"Untrustworthy","2",2.1338189,6
15,"Trustworthy","4",3.5342379,18
16,"Neutral","1",0.9502889,9
17,"Neutral","1",1.0672613,9
18,"Untrustworthy","3",2.9172011,3
19,"Neutral","1",1.0670788,9
20,"Neutral","1",0.9840224,9
21,"Untrustworthy","1",1.683985,9
22,"Trustworthy","4",1.7003878,18
23,"Neutral","1",1.3839618,9
24,"Neutral","2",1.3171958,12
25,"Untrustworthy","2",2.183982,6
26,"Untrustworthy","1",1.3505082,9
27,"Neutral","2",1.5674082,6
28,"Neutral","1",1.4673719,9
29,"Untrustworthy","1",2.6671501,9
30,"Trustworthy","4",0.8340189,18
31,"Untrustworthy","2",2.3174914,6
32,"Trustworthy","4",1.0845251,18
33,"Trustworthy","4",0.8838317,18
34,"Trustworthy","4",0.7665749,18
35,"Trustworthy","4",0.7672713,18
36,"Trustworthy","4",1.2169048,18
37,"Untrustworthy","1",2.2005194,9
38,"Untrustworthy","2",3.1835259,6
39,"Untrustworthy","1",0.7836588,9
40,"Neutral","1",0.9336435,9
41,"Trustworthy","4",0.9671348,0
42,"Neutral","1",0.9836466,9
43,"Trustworthy","4",0.9672494,18
44,"Trustworthy","4",0.7339132,18
45,"Neutral","1",0.8507607,9
