"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Untrustworthy","2",2.70628560000023,6
2,"Neutral","2",2.19743070000004,12
3,"Trustworthy","4",1.9473982999998,18
4,"Neutral","4",2.48409339999944,18
5,"Neutral","4",3.5008958999997,18
6,"Neutral","4",2.06703329999982,18
7,"Trustworthy","None",NA,9
8,"Neutral","4",3.20070279999982,0
9,"Untrustworthy","4",2.39998560000004,0
10,"Untrustworthy","1",2.3004063999997,9
11,"Untrustworthy","1",2.6505645999996,9
12,"Neutral","1",3.28379889999997,9
13,"Trustworthy","2",1.93398249999973,12
14,"Trustworthy","2",1.36723070000062,12
15,"Untrustworthy","2",1.65011299999969,6
16,"Untrustworthy","1",2.5671855999999,9
17,"Untrustworthy","1",3.01702410000053,9
18,"Trustworthy","4",3.21789199999967,18
19,"Untrustworthy","1",1.65100050000001,9
20,"Neutral","4",2.11735429999953,18
21,"Neutral","4",2.15054200000031,18
22,"Neutral","4",2.33381280000049,0
23,"Untrustworthy","1",2.48379699999987,9
24,"Trustworthy","4",2.31730629999947,18
25,"Neutral","4",2.51695899999959,18
26,"Neutral","4",1.66733700000077,18
27,"Neutral","4",1.5674340000005,0
28,"Untrustworthy","1",1.50039110000034,9
29,"Trustworthy","2",3.48383639999975,12
30,"Trustworthy","1",3.35052639999958,9
31,"Trustworthy","1",3.81708630000048,9
32,"Untrustworthy","1",2.30072449999989,9
33,"Trustworthy","4",2.50051219999932,18
34,"Trustworthy","4",1.40049889999955,18
35,"Neutral","1",1.9673401,9
36,"Trustworthy","4",2.51735499999995,18
37,"Trustworthy","4",2.11731899999995,18
38,"Untrustworthy","1",2.01742730000024,9
39,"Trustworthy","4",1.91705629999979,18
40,"Untrustworthy","1",2.26716820000001,9
41,"Trustworthy","1",2.81776210000044,9
42,"Untrustworthy","4",3.28480360000049,0
43,"Neutral","1",2.63377330000003,9
44,"Neutral","1",3.0171390000005,9
45,"Untrustworthy","4",2.11718740000015,0
