"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Trustworthy",3,2.56098629999906,15
2,"Trustworthy",4,2.81767789996229,18
3,"Untrustworthy",3,1.91353269992396,3
4,"Trustworthy",4,1.71687050000764,18
5,"Trustworthy",4,1.51700369990431,18
6,"Untrustworthy",1,1.45045490004122,9
7,"Untrustworthy",1,1.80041659995914,9
8,"Neutral",2,1.64815640007146,6
9,"Trustworthy",4,1.26699289982207,18
10,"Neutral",1,1.48362189996988,9
11,"Neutral",1,1.78346239984967,9
12,"Untrustworthy",2,1.85051289992407,6
13,"Neutral",1,1.35080750007182,9
14,"Neutral",1,1.36719530005939,9
15,"Untrustworthy",1,1.3672556001693,9
16,"Untrustworthy",1,1.30069969990291,9
17,"Neutral",2,1.90020489995368,12
18,"Neutral",2,2.03354480001144,12
19,"Trustworthy",4,1.10041180020198,18
20,"Untrustworthy",2,1.70053359982558,6
21,"Neutral",3,1.08368389983661,15
22,"Untrustworthy",1,1.30052970000543,9
23,"Untrustworthy",2,2.26720639993437,6
24,"Untrustworthy",1,2.30063350009732,9
25,"Trustworthy",4,1.15057309996337,18
26,"Trustworthy",4,1.35043599992059,18
27,"Neutral",3,1.03365279990248,3
28,"Trustworthy",4,1.03395620011725,18
29,"Untrustworthy",1,1.16681870003231,9
30,"Trustworthy",4,0.983952099923044,18
31,"Untrustworthy",1,1.26722959987819,9
32,"Untrustworthy",1,1.50060039991513,9
33,"Neutral",4,1.3502720000688,18
34,"Neutral",2,2.76704640011303,12
35,"Neutral",2,3.0669501000084,12
36,"Trustworthy",4,1.06734859989956,18
37,"Trustworthy",4,1.10059430007823,18
38,"Trustworthy",4,1.03361840010621,18
39,"Untrustworthy",1,1.58387910015881,9
40,"Neutral",3,1.71706759999506,15
41,"Trustworthy",4,0.933413099963218,0
42,"Neutral",3,1.46708089997992,15
43,"Untrustworthy",2,0.983924600062892,6
44,"Trustworthy",4,1.08427249989472,18
45,"Neutral",4,1.09862179984339,18
