"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Untrustworthy",4,2.88832979999961,0
2,"Trustworthy",2,1.99583529999973,12
3,"Untrustworthy",2,1.60044830000015,6
4,"Neutral",4,1.33158049999975,18
5,"Trustworthy",1,1.80038860000013,9
6,"Untrustworthy",3,0.350539200000185,3
7,"Neutral",1,1.46713049999971,9
8,"Trustworthy",2,2.31712789999983,6
9,"Trustworthy",2,2.23384290000013,12
10,"Trustworthy",4,2.06703160000006,18
11,"Untrustworthy",3,0.100630399999773,3
12,"Untrustworthy",2,1.33379250000007,6
13,"Neutral",4,2.20057970000016,0
14,"Trustworthy",2,1.65031090000002,12
15,"Trustworthy",3,3.20064629999979,15
16,"Trustworthy",2,1.18387569999959,12
17,"Trustworthy",4,1.98391380000021,18
18,"Neutral",4,2.46713069999987,18
19,"Untrustworthy",4,2.05084859999988,0
20,"Untrustworthy",2,1.16701580000017,6
21,"Trustworthy",2,1.15065100000038,12
22,"Neutral",4,1.61713020000025,0
23,"Untrustworthy",2,1.65030930000012,6
24,"Trustworthy",2,0.116980299999796,12
25,"Untrustworthy",2,1.58397380000042,6
26,"Trustworthy",2,1.0993653999999,12
27,"Neutral",3,2.40061070000002,3
28,"Trustworthy",2,2.15054659999987,12
29,"Neutral",4,2.11726249999992,0
30,"Trustworthy",2,1.21864090000008,12
31,"Neutral",4,2.28390170000011,18
32,"Untrustworthy",4,2.05043990000013,0
33,"Neutral",4,1.7505071999999,18
34,"Neutral",2,0.867372400000022,12
35,"Neutral",4,2.05059429999983,18
36,"Untrustworthy",4,0.300367899999856,0
37,"Untrustworthy",4,1.38366850000011,0
38,"Trustworthy",4,0.11717200000021,18
39,"Untrustworthy",4,1.65047860000004,0
40,"Untrustworthy",4,1.06719810000004,0
41,"Neutral",4,1.58384360000036,0
42,"Neutral",4,0.733924399999978,18
43,"Neutral",2,0.567168600000059,12
44,"Untrustworthy",2,1.36716989999968,6
45,"Neutral",1,0.815298099999836,9
