"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Neutral","2",2.17859495629091,12
2,"Untrustworthy","3",1.34827939304523,3
3,"Untrustworthy","2",2.15016298694536,6
4,"Untrustworthy","4",3.46713524218649,0
5,"Untrustworthy","1",1.4499695643317,9
6,"Neutral","3",1.86729054898024,15
7,"Neutral","4",2.2007173699094,18
8,"Untrustworthy","2",1.59933383017778,6
9,"Trustworthy","3",2.47520494251512,15
10,"Neutral","3",2.00024860480335,15
11,"Neutral","4",1.41704279754777,18
12,"Trustworthy","3",2.01701378414873,15
13,"Neutral","4",1.50055978749879,0
14,"Neutral","None",NA,9
15,"Trustworthy","3",1.21696144633461,15
16,"Neutral","2",1.1004670583643,12
17,"Trustworthy","1",1.21718900231645,9
18,"Untrustworthy","2",1.70058595645241,6
19,"Trustworthy","3",1.25059249857441,15
20,"Neutral","3",1.36712500208523,3
21,"Trustworthy","2",1.2837678702781,12
22,"Trustworthy","2",0.767144913203083,12
23,"Trustworthy","2",2.05075633886736,12
24,"Untrustworthy","3",1.58546259265859,3
25,"Untrustworthy","2",1.50027648033574,6
26,"Untrustworthy","1",0.633648687740788,9
27,"Neutral","4",1.16701520653442,18
28,"Untrustworthy","2",2.34968284401111,6
29,"Trustworthy","3",1.16717904666439,15
30,"Neutral","4",1.71689659287222,0
31,"Trustworthy","3",0.867011793074198,15
32,"Trustworthy","3",0.767059011035599,3
33,"Trustworthy","3",1.26720009557903,15
34,"Untrustworthy","1",0.865677177789621,9
35,"Untrustworthy","4",1.66707266436424,0
36,"Trustworthy","2",1.95060216984712,12
37,"Untrustworthy","1",1.15033934265375,9
38,"Neutral","4",1.30046421394218,0
39,"Untrustworthy","1",0.883116491604596,9
40,"Trustworthy","3",1.71727262891363,15
41,"Untrustworthy","1",0.783691639080644,9
42,"Neutral","4",1.3672592601506,18
43,"Neutral","3",0.783869701437652,15
44,"Neutral","2",0.783943657181226,6
45,"Trustworthy","3",0.950671005412005,3
